date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.27,-204.99999999999963,-245.99999999999068,0.0,0.0,-14.000000000002899,-107.99999999999699,-4.999999999999449,-4.000000000004,-12.999999999996348,-560.0000000000023,-17.000000000000348,-75.9999999999983,-331.0000000000035,-551.9999999999925,-212.99999999999653,-417.0000000000007,-21.000000000000796,-8.999999999992347,0.0,-418.00000000000637,-239.0000000000003,-45.000000000006146,-40.99999999997994,,-3533.999999999971
2016.06.27,-197.99999999999818,-18.999999999991246,273.9999999999965,197.9999999999933,-17.999999999984695,-102.99999999999754,2.000000000002,463.0000000000134,778.9999999999964,-599.0000000000038,-53.999999999998494,-26.000000000003798,-346.9999999999973,-439.9999999999977,-251.00000000000122,-426.9999999999996,466.0000000000082,239.99999999999577,182.99999999999983,-436.00000000000705,-214.99999999999852,2.999999999997449,-42.999999999993044,,-567.9999999999694
2016.06.27,-314.0000000000032,-608.0000000000085,306.9999999999906,347.999999999999,-116.99999999998934,-277.000000000005,41.000000000002146,337.99999999999386,812.0000000000127,-1144.0000000000055,-107.99999999999699,-239.99999999999577,-319.99999999999807,-1548.0000000000018,-235.00000000000742,-468.9999999999861,689.9999999999977,356.00000000000074,-11.00000000000545,-927.9999999999973,-334.9999999999964,20.999999999993246,-101.99999999997988,,-3842.9999999999864
2016.06.27,-292.9999999999988,-424.00000000000216,532.9999999999835,414.0000000000015,-78.00000000000028,-251.00000000000122,261.99999999999557,452.00000000000796,887.9999999999999,-1242.0000000000045,-17.000000000000348,-200.99999999999562,-390.99999999999693,-1417.0000000000016,-103.00000000000864,-360.0000000000048,942.0000000000073,584.9999999999911,185.00000000001293,-882.000000000005,-359.99999999999363,298.9999999999937,-175.99999999999838,,-1635.0000000000184
2016.06.27,-353.0000000000033,-495.000000000001,395.99999999999636,426.9999999999925,-191.99999999999218,-234.99999999999633,316.0000000000052,479.0000000000072,839.0000000000119,-1234.0000000000089,-9.999999999998899,-265.99999999999955,-367.0000000000062,-1399.000000000001,-364.00000000000875,-533.0000000000057,903.0000000000058,316.0000000000052,-157.99999999999147,-802.9999999999973,-275.000000000003,305.99999999999517,-255.99999999998957,,-2957.9999999999836
2016.06.27,-170.00000000000347,-487.99999999999955,122.99999999998423,405.9999999999917,-112.99999999998533,-182.99999999999983,68.00000000000139,246.99999999999721,809.0000000000152,-992.0000000000044,56.0000000000005,-304.9999999999997,-461.0000000000003,-1312.0000000000118,-873.999999999997,-811.9999999999905,541.000000000011,58.000000000002494,-300.99999999999574,-712.0000000000033,-219.99999999999798,75.9999999999983,-230.9999999999812,,-4789.999999999968
2016.06.27,-192.00000000000327,-347.9999999999928,256.99999999999613,655.0000000000011,-116.99999999998934,-177.00000000000495,104.99999999999955,689.0000000000063,853.9999999999992,-1200.0000000000027,24.000000000001798,-321.0000000000046,-326.0000000000041,-1443.000000000012,-263.99999999999756,-323.99999999999096,939.9999999999977,187.00000000000384,-116.00000000000499,-908.0000000000013,-217.0000000000005,156.00000000000057,-178.99999999999582,,-2264.9999999999986
2016.06.27,38.0000000000047,146.00000000000168,18.999999999991246,679.9999999999926,90.00000000001229,-70.99999999999883,46.999999999997044,330.9999999999924,814.0000000000036,-1070.999999999998,74.00000000000739,-287.9999999999994,-394.00000000000546,-1021.9999999999914,-480.00000000001376,-644.0000000000001,779.0000000000106,144.99999999999514,-86.99999999999264,-826.0000000000076,-259.9999999999936,178.99999999999582,-142.99999999998204,,-1943.999999999978
2016.06.27,-14.999999999998348,289.9999999999903,-41.000000000002146,487.99999999999955,212.99999999999653,9.00000000000345,-51.99999999999649,207.00000000000162,690.9999999999972,-998.0000000000047,-117.00000000000044,-243.00000000000432,-429.0000000000016,-788.9999999999873,-599.0000000000161,-644.0000000000001,469.0000000000083,204.00000000000418,-174.99999999999181,-683.0000000000069,-226.99999999999943,178.00000000000037,-267.99999999997937,,-2530.9999999999877
2016.06.27,-7.0000000000014495,262.999999999991,-91.00000000001884,83.99999999998897,337.0000000000095,71.99999999999429,-190.99999999999673,140.0000000000068,641.0000000000027,-746.0000000000093,-187.9999999999993,2.999999999997449,-406.00000000000637,-205.0000000000125,-490.0000000000126,-425.99999999999307,-51.00000000000193,251.00000000000122,161.00000000001114,-350.9999999999991,-322.9999999999955,80.99999999999774,-213.99999999998087,,-1656.0000000000268
