date,USDCHF,USDJPY,EURGBP,empty,sum
2020.11.23,-64.99999999999284,-56.000000000011596,-60.00000000000449,,-181.00000000000892
2020.11.23,-44.99999999999504,-65.00000000001194,-40.00000000000669,,-150.00000000001367
2020.11.23,-62.99999999999084,-94.0000000000083,-67.00000000000594,,-224.0000000000051
2020.11.23,-15.999999999993797,-72.00000000000273,-66.00000000001049,,-154.00000000000702
2020.11.23,19.00000000000235,-46.00000000000648,-69.00000000000794,,-96.00000000001208
2020.11.23,17.000000000000348,-47.000000000011255,-78.00000000000028,,-108.0000000000112
2020.11.23,51.000000000001044,12.999999999991019,-3.0000000000085514,,60.999999999983515
2020.11.23,43.00000000000415,-4.0000000000048885,0.999999999995449,,39.999999999994714
2020.11.23,23.00000000000635,-4.0000000000048885,-7.0000000000014495,,12.00000000000001
2020.11.23,40.00000000000669,6.999999999990791,-12.000000000000899,,34.99999999999659
2020.11.23,40.00000000000669,-4.0000000000048885,6.999999999990347,,42.999999999992156
2020.11.23,34.000000000000696,-11.00000000000989,-20.0000000000089,,2.999999999981906
2020.11.23,15.00000000000945,-7.000000000005002,-33.000000000005244,,-25.000000000000796
2020.11.23,14.000000000002899,-1.0000000000047748,-45.000000000006146,,-32.00000000000802
2020.11.23,32.0000000000098,4.9999999999954525,-33.000000000005244,,4.000000000000007
2020.11.23,65.99999999999939,0.0,5.999999999994898,,71.99999999999429
2020.11.23,48.000000000003595,-4.0000000000048885,-21.00000000000435,,22.99999999999436
2020.11.23,39.00000000000014,-20.000000000010232,-37.00000000000925,,-18.00000000001934
2020.11.23,32.0000000000098,-76.00000000000762,-24.000000000001798,,-67.99999999999962
2020.11.23,8.000000000008,-65.00000000001194,79.99999999999119,,22.999999999987253
2020.11.23,-8.999999999992347,-31.00000000000591,240.99999999999122,,200.99999999999295
2020.11.23,-28.999999999990145,-69.00000000000261,332.99999999999443,,235.00000000000168
2020.11.23,34.000000000000696,-29.000000000010573,213.99999999999199,,218.9999999999821
2020.11.23,-20.999999999993246,-46.00000000000648,251.99999999999667,,184.99999999999693
2020.11.23,28.000000000005798,30.000000000001137,264.999999999993,,322.99999999999994
2020.11.23,159.00000000000912,46.999999999997044,131.99999999999878,,338.00000000000495
2020.11.23,197.00000000000273,16.999999999995907,59.99999999999339,,273.99999999999204
2020.11.23,276.00000000000955,34.99999999999659,102.99999999999754,,414.0000000000037
2020.11.23,252.0000000000078,24.00000000000091,140.99999999999113,,416.99999999999983
2020.11.23,259.0000000000092,28.999999999996362,251.99999999999667,,540.0000000000023
2020.11.23,234.00000000000088,-20.000000000010232,220.99999999999343,,434.9999999999841
2020.11.23,273.000000000001,27.999999999991587,255.99999999998957,,556.9999999999822
2020.11.23,243.00000000000432,-3.0000000000001137,247.99999999999267,,487.9999999999969
2020.11.23,-11.999999999989797,-296.0000000000065,238.99999999998923,,-69.00000000000702
2020.11.23,-343.9999999999999,-524.0000000000009,376.99999999999403,,-491.00000000000676
2020.11.23,-327.99999999999494,-737.9999999999995,232.99999999999432,,-833.0000000000002
2020.11.23,-314.99999999999864,-761.0000000000099,173.9999999999964,,-902.0000000000123
2020.11.23,-259.9999999999936,-668.0000000000064,195.9999999999962,,-732.0000000000039
2020.11.23,-237.99999999999378,-575.0000000000028,213.99999999999199,,-599.0000000000045
2020.11.23,-165.9999999999995,-593.0000000000035,170.99999999999892,,-588.0000000000041
2020.11.23,-165.9999999999995,-605.000000000004,151.9999999999966,,-619.0000000000068
2020.11.23,-178.99999999999582,-688.0000000000024,173.9999999999964,,-693.0000000000018
2020.11.23,-200.99999999999562,-763.0000000000052,200.00000000000017,,-764.0000000000007
2020.11.23,-176.99999999999383,-746.9999999999999,250.9999999999901,,-673.0000000000036
2020.11.23,-184.99999999999073,-725.0000000000085,228.99999999999034,,-681.000000000009
2020.11.23,-225.99999999999287,-819.0000000000026,234.99999999999633,,-809.9999999999991
2020.11.23,-186.99999999999272,-820.0000000000074,247.99999999999267,,-759.0000000000075
2020.11.23,-230.99999999999233,-751.0000000000048,274.9999999999919,,-707.0000000000051
2020.11.24,-209.9999999999991,-718.0000000000035,282.99999999999994,,-645.0000000000027
2020.11.24,-174.99999999999181,-743.0000000000092,280.9999999999979,,-637.0000000000032
2020.11.24,-169.99999999999238,-756.0000000000002,261.0000000000001,,-664.9999999999925
2020.11.24,-200.00000000000017,-783.0000000000013,261.0000000000001,,-722.0000000000013
2020.11.24,-209.9999999999991,-884.0000000000003,249.99999999999466,,-844.0000000000049
2020.11.24,-212.99999999999653,-856.9999999999993,269.9999999999925,,-800.0000000000034
2020.11.24,-203.99999999999307,-791.000000000011,256.99999999999613,,-738.000000000008
2020.11.24,-195.00000000000074,-825.0000000000028,270.99999999999903,,-749.0000000000045
2020.11.24,-230.99999999999233,-826.0000000000076,233.99999999998977,,-823.0000000000102
2020.11.24,-222.99999999999542,-812.0000000000118,234.99999999999633,,-800.0000000000109
2020.11.24,-213.99999999999199,-799.0000000000066,252.99999999999213,,-760.0000000000065
2020.11.24,-209.9999999999991,-816.0000000000025,274.9999999999919,,-751.0000000000097
2020.11.24,-209.9999999999991,-817.9999999999978,252.99999999999213,,-775.0000000000047
2020.11.24,-146.99999999999713,-764.00000000001,228.99999999999034,,-682.0000000000168
2020.11.24,-139.99999999999568,-661.0000000000014,237.99999999999378,,-563.0000000000033
2020.11.24,-126.99999999999933,-618.0000000000092,247.99999999999267,,-497.00000000001586
2020.11.24,-93.99999999999409,-641.0000000000053,256.99999999999613,,-478.0000000000033
2020.11.24,-128.99999999999022,-695.0000000000074,272.99999999998994,,-551.0000000000077
2020.11.24,-101.99999999999099,-709.0000000000032,259.9999999999936,,-551.0000000000007
2020.11.24,-179.99999999999127,-713.0000000000081,300.99999999999574,,-592.0000000000036
2020.11.24,23.00000000000635,-555.0000000000068,315.9999999999941,,-216.00000000000637
2020.11.24,25.00000000000835,-547.0000000000113,339.99999999999585,,-182.0000000000071
2020.11.24,23.00000000000635,-477.00000000000387,280.9999999999979,,-172.9999999999996
2020.11.24,-64.99999999999284,-465.0000000000034,194.99999999998963,,-335.0000000000066
2020.11.24,-191.99999999999218,-495.00000000000455,85.99999999999719,,-600.9999999999995
2020.11.24,-211.99999999998997,-532.0000000000107,184.99999999999073,,-559.00000000001
2020.11.24,-210.99999999999451,-626.0000000000048,147.99999999999258,,-689.0000000000067
2020.11.24,-245.99999999999068,-680.0000000000068,150.99999999999002,,-775.0000000000075
2020.11.24,-295.0000000000008,-804.000000000002,71.99999999999429,,-1027.0000000000084
2020.11.24,-266.999999999995,-784.000000000006,47.9999999999925,,-1003.0000000000084
2020.11.24,-178.99999999999582,-790.0000000000063,95.99999999999609,,-873.0000000000059
2020.11.24,-200.99999999999562,-925.0000000000114,68.99999999999685,,-1057.0000000000102
2020.11.24,-223.99999999999088,-894.0000000000055,83.9999999999952,,-1034.0000000000011
2020.11.24,-145.9999999999906,-940.0000000000119,97.9999999999981,,-988.0000000000044
2020.11.24,-185.99999999999727,-945.999999999998,76.99999999999375,,-1055.0000000000014
2020.11.24,-141.99999999999767,-919.0000000000111,214.99999999999852,,-846.0000000000103
2020.11.24,-113.99999999999189,-891.0000000000053,144.99999999999514,,-860.0000000000022
2020.11.24,-163.99999999999747,-864.0000000000043,172.99999999998983,,-855.000000000012
2020.11.24,-185.99999999999727,-886.0000000000099,140.99999999999113,,-931.0000000000161
2020.11.24,-202.9999999999976,-881.0000000000002,141.99999999999767,,-942.0
2020.11.24,-183.99999999999528,-829.0000000000077,191.99999999999218,,-821.0000000000108
2020.11.24,-143.9999999999997,-798.0000000000018,201.99999999999108,,-740.0000000000105
2020.11.24,-162.99999999999093,-814.0000000000072,161.00000000000003,,-815.9999999999981
2020.11.24,-154.99999999999403,-816.0000000000025,119.99999999999788,,-850.9999999999987
2020.11.24,-120.99999999999334,-782.0000000000107,119.99999999999788,,-783.0000000000061
2020.11.24,-60.99999999999994,-694.0000000000026,121.99999999999989,,-633.0000000000026
2020.11.24,-81.9999999999932,-707.9999999999984,117.99999999999588,,-671.9999999999957
2020.11.24,-65.99999999999939,-700.0000000000028,139.99999999999568,,-626.0000000000066
2020.11.25,-65.99999999999939,-712.0000000000033,127.99999999999478,,-650.000000000008
2020.11.25,-46.999999999997044,-722.999999999999,117.99999999999588,,-652.0000000000001
2020.11.25,-65.99999999999939,-786.0000000000014,109.99999999999899,,-742.0000000000018
2020.11.25,-46.999999999997044,-764.00000000001,85.99999999999719,,-725.0000000000099
2020.11.25,-27.999999999994696,-771.0000000000008,74.99999999999174,,-724.0000000000038
2020.11.25,-23.999999999990695,-751.0000000000048,79.99999999999119,,-695.0000000000043
2020.11.25,-36.999999999998145,-745.0000000000045,53.999999999998494,,-728.0000000000042
2020.11.25,-46.999999999997044,-778.0000000000058,51.99999999999649,,-773.0000000000064
2020.11.25,-56.99999999999594,-817.9999999999978,39.00000000000014,,-835.9999999999936
2020.11.25,-36.999999999998145,-783.0000000000013,39.999999999995595,,-780.0000000000039
2020.11.25,-54.999999999993946,-778.0000000000058,8.999999999992347,,-824.0000000000074
2020.11.25,-31.999999999998696,-750.0,-6.0000000000060005,,-788.0000000000048
2020.11.25,-20.999999999993246,-704.9999999999983,-16.0000000000049,,-741.9999999999965
2020.11.25,-34.000000000000696,-716.0000000000082,-16.0000000000049,,-766.0000000000138
2020.11.25,-28.999999999990145,-698.0000000000075,-28.000000000005798,,-755.0000000000034
2020.11.25,-73.99999999999629,-733.0000000000041,-30.000000000007798,,-837.0000000000082
2020.11.25,-123.99999999999079,-785.0000000000108,-18.0000000000069,,-927.0000000000085
2020.11.25,-104.99999999999955,-746.9999999999999,35.999999999991594,,-816.0000000000078
2020.11.25,-80.99999999999774,-772.0000000000056,75.9999999999983,,-777.000000000005
2020.11.25,-23.999999999990695,-724.0000000000038,66.99999999999484,,-680.9999999999995
2020.11.25,-87.99999999999919,-673.0000000000018,-82.00000000000429,,-843.0000000000053
2020.11.25,-130.99999999999224,-659.000000000006,-133.00000000000534,,-923.0000000000036
2020.11.25,-202.9999999999976,-656.0000000000059,-36.0000000000027,,-895.0000000000063
2020.11.25,-176.99999999999383,-600.9999999999991,-100.00000000000009,,-877.9999999999931
2020.11.25,-190.99999999999673,-687.0000000000118,-185.00000000000182,,-1063.0000000000105
2020.11.25,-164.99999999999292,-707.0000000000078,-221.00000000000452,,-1093.0000000000052
2020.11.25,-218.99999999999142,-742.0000000000044,-99.00000000000463,,-1060.0000000000005
2020.11.25,-222.99999999999542,-743.9999999999998,-49.00000000001015,,-1016.0000000000053
2020.11.25,-93.99999999999409,-719.9999999999989,16.999999999989246,,-797.0000000000038
2020.11.25,-62.99999999999084,-655.0000000000011,9.999999999998899,,-707.9999999999931
2020.11.25,-12.999999999996348,-657.0000000000107,-33.000000000005244,,-703.0000000000123
2020.11.25,-13.999999999991797,-658.0000000000013,-120.00000000000898,,-792.000000000002
2020.11.25,-50.99999999998994,-692.0000000000073,-102.00000000000209,,-844.9999999999993
2020.11.25,52.000000000007596,-570.0000000000074,11.999999999989797,,-506.00000000001
