date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,AUDNZD,empty,sum
2018.04.23,39.999999999995595,120.99999999999334,-37.00000000000614,-165.9999999999995,-24.999999999997247,-1.0000000000065512,-56.000000000011596,-3.0000000000001137,82.99999999999974,-81.99999999999363,-299.99999999998914,255.00000000000523,254.999999999983,-234.99999999998522,6.000000000000227,153.99999999999858,-96.99999999999153,,-88.00000000000495
2018.04.23,113.99999999999189,130.0000000000079,-3.0000000000001137,-147.99999999999258,-29.999999999996696,-106.00000000000608,-114.0000000000141,-31.999999999996476,93.99999999999409,-43.00000000000637,-262.00000000000665,236.00000000001398,299.99999999998914,-265.99999999998846,4.0000000000048885,136.99999999999824,-96.99999999999153,,-85.99999999999898
2018.04.23,140.99999999999113,144.0000000000108,22.999999999996135,-178.99999999999582,-16.999999999989246,-148.99999999999915,-163.00000000000205,-7.000000000005002,108.99999999999244,-1.0000000000047748,-319.0000000000026,297.9999999999983,427.99999999998397,-316.99999999998954,34.99999999999659,133.00000000000534,-82.99999999998863,,75.9999999999979
2018.04.23,163.99999999999747,102.00000000000209,-20.000000000010232,-187.99999999998818,57.00000000000705,-178.00000000001148,-150.00000000000568,-40.99999999999682,71.99999999999429,-74.99999999998863,-336.00000000000296,253.99999999999866,353.99999999998766,-443.99999999999994,0.0,148.0000000000037,-212.99999999999653,,-494.00000000000955
2018.04.23,164.99999999999292,112.000000000001,-11.00000000000989,-209.9999999999991,52.000000000007596,-190.00000000000128,-161.00000000001114,-42.00000000000159,78.99999999999574,-73.99999999998386,-374.0000000000077,293.0000000000099,386.9999999999818,-448.9999999999883,16.999999999995907,155.00000000000514,-197.99999999998707,,-448.9999999999999
2018.04.23,210.99999999999451,43.999999999999595,-114.00000000000432,-263.99999999999756,112.000000000001,-219.00000000001364,-146.00000000000168,-97.99999999999898,51.99999999999649,-183.9999999999975,-408.00000000000836,266.999999999995,489.99999999999045,-506.9999999999908,-30.000000000001137,78.00000000000028,-165.9999999999995,,-882.0000000000362
2018.04.23,175.99999999999838,73.99999999999629,-4.0000000000048885,-176.99999999998272,92.00000000000318,-317.0000000000117,-136.00000000000279,-24.00000000000091,-21.999999999999797,-187.99999999998818,-479.0000000000072,198.00000000000927,370.999999999988,-490.999999999997,0.0,112.000000000001,-241.99999999998667,,-1056.9999999999857
2018.04.23,195.00000000000074,12.000000000012001,-55.999999999997385,-181.9999999999933,87.00000000000374,-282.0000000000045,-98.0000000000203,-52.99999999999727,-25.00000000000835,-193.9999999999884,-407.0000000000018,129.00000000000134,279.99999999999136,-394.00000000000546,-37.00000000000614,117.00000000000044,-231.99999999998778,,-1140.000000000001
2018.04.23,241.99999999999778,-26.999999999999247,-109.99999999999943,-158.99999999999804,97.00000000000264,-363.0000000000022,-114.99999999999844,-55.00000000000682,-64.0000000000085,-282.99999999998704,-394.00000000000546,46.0000000000127,221.99999999998886,-363.0000000000022,-93.00000000000352,106.00000000000608,-255.99999999998957,,-1568.9999999999925
2018.04.23,156.00000000000057,90.99999999999665,-30.000000000001137,-97.9999999999981,45.000000000006146,-341.00000000001353,-125.00000000001954,-73.99999999999807,-42.0000000000087,-280.00000000000114,-436.9999999999985,121.99999999999989,231.99999999998778,-401.99999999999125,-72.00000000000273,148.0000000000037,-271.99999999998334,,-1379.0000000000216
