names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,['NZDUSD'],80.0,-1.0,B
USDCAD,10,"['NZDUSD', 'AUDCAD', 'EURNZD']",80.0,0.78,S
AUDUSD,10,"['EURNZD', 'EURGBP', 'EURCAD', 'NZDUSD', 'GBPCHF', 'GBPAUD', 'NZDCHF', 'GBPUSD']",80.0,-0.88,B
NZDUSD,50,"['AUDJPY', 'NZDUSD']",80.0,-0.36984900900612966,B
GBPCHF,10,['NZDUSD'],100.0,-0.992,B
EURCHF,15,['CADJPY'],80.0,0.5449552669552671,S
CHFJPY,10,['AUDCAD'],80.0,0.40919841269841284,S
CADCHF,10,"['NZDCAD', 'EURNZD']",80.0,-1.0,B
AUDCHF,30,"['NZDUSD', 'NZDCAD', 'NZDJPY']",100.0,-0.1883271728271728,B
NZDCHF,10,['NZDUSD'],80.0,-0.988,B
EURGBP,10,"['USDJPY', 'CADJPY', 'NZDUSD']",100.0,1.0,S
GBPCAD,10,['EURGBP'],80.0,0.982,S
EURJPY,10,['AUDCHF'],80.0,-1.0,B
EURCAD,15,['EURNZD'],80.0,0.8012212787212788,S
EURAUD,15,"['NZDJPY', 'GBPJPY', 'NZDCHF', 'GBPCHF']",80.0,0.42311904761904773,S
EURNZD,50,"['EURNZD', 'GBPUSD', 'AUDUSD']",80.0,0.5377972305472307,S
CADJPY,10,['AUDCAD'],80.0,0.4070158730158731,S
AUDJPY,10,['AUDCAD'],80.0,0.6506111111111114,S
NZDCAD,30,"['AUDNZD', 'GBPCAD', 'USDCHF', 'EURCHF']",100.0,1.0,S
AUDNZD,10,['EURGBP'],80.0,-1.0,B
