date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.11.07,6.000000000017103,-419.9999999999982,31.000000000003247,-264.0000000000087,32.0000000000098,-188.9999999999947,-638.0000000000052,-341.0000000000024,-17.999999999995797,-287.9999999999994,-214.00000000000307,-738.0000000000164,521.9999999999914,-717.9999999999964,-385.00000000001313,-962.0000000000184,-283.9999999999918,-297.9999999999876,-185.99999999999727,386.9999999999818,,-4965.0000000000255
2016.11.07,-18.999999999991246,-445.99999999999085,-7.0000000000014495,-340.00000000000693,32.999999999994145,-228.00000000000597,-719.9999999999989,-345.0000000000064,-27.999999999994696,-314.99999999999864,-222.99999999999542,-758.0000000000142,515.0000000000006,-769.9999999999818,-438.00000000000506,-1021.0000000000052,-376.99999999999534,-356.9999999999993,-157.99999999999147,400.00000000000034,,-5601.999999999988
2016.11.07,-251.99999999998556,-526.0000000000042,-34.000000000000696,-362.00000000000676,-80.99999999999774,-212.00000000001216,-801.9999999999925,-319.0000000000026,-2.999999999997449,-314.99999999999864,-310.9999999999946,-687.0000000000153,665.9999999999968,-676.9999999999943,-371.99999999999454,-1020.0000000000209,-439.9999999999977,-430.9999999999974,-105.99999999999498,446.9999999999974,,-5837.000000000015
2016.11.07,-334.9999999999964,-540.0000000000072,-41.9999999999976,-376.00000000000966,-79.99999999999119,-280.0000000000136,-728.9999999999992,-296.0000000000074,21.999999999999797,-285.9999999999974,-351.0000000000013,-512.0000000000014,590.999999999994,-695.0000000000011,-354.0000000000099,-997.0000000000034,-425.9999999999877,-436.9999999999976,-136.99999999999824,434.000000000001,,-5826.0000000000255
2016.11.07,-308.9999999999815,-485.0000000000021,-5.999999999994898,-311.00000000000574,-43.999999999999595,-297.9999999999983,-596.9999999999942,-243.99999999999977,80.99999999999774,-205.99999999999508,-348.00000000000387,-529.0000000000017,582.9999999999984,-639.9999999999961,-313.00000000000773,-899.0000000000053,-396.0000000000008,-427.99999999999727,-142.99999999999312,407.0000000000018,,-5124.999999999979
2016.11.07,-320.9999999999935,-480.99999999999807,2.999999999997449,-327.00000000001063,-51.000000000001044,-343.00000000000443,-572.9999999999933,-231.0000000000034,97.9999999999981,-197.00000000000273,-361.9999999999957,-386.00000000001967,557.0000000000022,-634.0000000000013,-293.99999999999426,-898.000000000021,-368.9999999999998,-406.9999999999965,-159.9999999999935,422.9999999999956,,-4953.0000000000355
2016.11.07,-413.99999999998107,-520.0000000000093,-34.99999999999615,-374.0000000000077,-99.00000000000463,-286.00000000000847,-626.0000000000048,-228.00000000000597,94.00000000000519,-227.99999999999488,-332.99999999999443,-378.00000000001165,478.9999999999992,-552.9999999999812,-207.00000000000162,-875.0000000000035,-406.9999999999965,-418.99999999999693,-117.00000000000044,448.9999999999883,,-5077.000000000007
2016.11.07,-522.9999999999845,-558.9999999999984,-9.999999999998899,-449.0000000000105,-201.99999999999108,-249.00000000001032,-635.0000000000051,-289.0000000000059,90.99999999999665,-332.99999999999443,-414.00000000000324,-381.0000000000091,477.00000000000387,-628.9999999999907,-219.99999999999798,-1063.0000000000139,-371.9999999999999,-475.9999999999991,-114.99999999999844,482.999999999989,,-5868.000000000022
2016.11.07,-557.9999999999918,-534.0000000000123,7.0000000000014495,-462.0000000000068,-224.000000000002,-249.99999999999466,-656.0000000000059,-233.00000000000543,136.00000000000279,-314.0000000000032,-454.9999999999943,-274.00000000001864,486.99999999999477,-498.9999999999828,-60.99999999999994,-984.000000000007,-450.9999999999934,-572.9999999999933,-64.99999999999284,624.9999999999867,,-5338.00000000002
2016.11.07,-690.9999999999972,-573.0000000000013,27.999999999994696,-386.0000000000086,-313.99999999999204,-273.9999999999965,-602.9999999999944,-197.00000000000273,224.000000000002,-190.99999999999673,-524.9999999999977,-6.000000000017103,441.0000000000025,-506.9999999999908,-35.00000000000725,-836.0000000000146,-425.9999999999877,-562.9999999999882,-121.99999999999989,573.9999999999857,,-4982.000000000008
2016.11.07,-707.9999999999975,-580.0000000000027,21.00000000000435,-391.000000000008,-296.0000000000074,-269.00000000000813,-646.0000000000008,-194.0000000000053,202.9999999999976,-197.00000000000273,-483.99999999999557,-52.000000000007596,551.9999999999925,-459.99999999999375,11.999999999989797,-797.0000000000033,-480.99999999999454,-595.9999999999894,-134.0000000000008,551.9999999999969,,-4945.000000000036
2016.11.07,-684.9999999999801,-652.0000000000082,-19.00000000000235,-404.99999999999983,-306.00000000000625,-270.00000000001467,-644.0000000000055,-260.00000000000466,139.00000000000023,-227.99999999999488,-522.0000000000002,-97.9999999999981,616.9999999999902,-630.9999999999816,-151.00000000001222,-927.0000000000111,-479.99999999998977,-571.9999999999885,-156.00000000000057,493.99999999999443,,-5756.000000000014
2016.11.07,-753.9999999999881,-770.000000000004,-27.999999999994696,-451.0000000000014,-472.9999999999901,-279.00000000000705,-706.0000000000031,-435.0000000000076,9.999999999998899,-329.00000000000153,-648.9999999999995,-490.0000000000126,599.0000000000038,-919.9999999999875,-327.00000000001063,-1114.9999999999993,-363.9999999999901,-453.9999999999935,-234.00000000000088,487.99999999999955,,-7680.999999999989
2016.11.07,-418.9999999999916,-706.999999999991,19.00000000000235,-329.00000000000153,-296.9999999999917,-243.99999999999977,-759.0000000000003,-419.9999999999982,34.99999999999615,-295.99999999999625,-439.99999999999596,-575.9999999999987,611.9999999999948,-869.999999999993,-266.999999999995,-951.000000000013,-306.99999999998795,-464.9999999999892,-378.999999999996,407.0000000000018,,-6652.9999999999445
2016.11.07,-423.99999999997993,-646.9999999999976,-4.000000000004,-299.00000000000483,-334.9999999999964,-180.0000000000024,-748.0000000000047,-392.00000000000347,-4.999999999999449,-263.99999999999756,-431.99999999999903,-419.9999999999982,536.0000000000014,-803.9999999999825,-234.00000000000088,-826.0000000000156,-332.9999999999984,-440.9999999999883,-300.99999999999574,375.9999999999986,,-6176.999999999968
2016.11.07,-434.000000000001,-551.9999999999969,-2.999999999997449,-311.00000000000574,-300.99999999999574,-167.00000000000603,-650.9999999999962,-343.9999999999999,12.000000000000899,-265.99999999999955,-378.00000000000057,-360.0000000000048,426.9999999999925,-630.9999999999816,-228.00000000000597,-812.0000000000127,-306.99999999998795,-356.9999999999993,-201.99999999999108,410.99999999998363,,-5454.0000000000055
2016.11.07,-405.9999999999952,-544.0000000000111,-7.0000000000014495,-308.00000000000824,-292.00000000000335,-133.00000000000534,-638.9999999999958,-386.0000000000086,7.9999999999968985,-297.00000000000284,-371.99999999999454,-433.0000000000167,402.9999999999916,-676.9999999999943,-234.00000000000088,-829.0000000000131,-260.9999999999957,-324.99999999998863,-256.0000000000007,420.9999999999825,,-5567.0000000000655
2016.11.07,-364.9999999999931,-497.99999999999847,48.99999999999905,-271.0000000000101,-347.0000000000084,-121.99999999999989,-725.9999999999991,-390.0000000000015,-14.000000000002899,-287.9999999999994,-368.00000000000165,-405.0000000000109,444.0000000000026,-673.9999999999968,-204.00000000000418,-787.0000000000043,-326.9999999999982,-384.00000000000034,-217.99999999999596,417.0000000000007,,-5478.000000000023
2016.11.07,-351.99999999999676,-534.9999999999966,63.00000000000195,-261.0000000000001,-363.0000000000022,-19.00000000001345,-727.9999999999944,-414.00000000000324,-17.999999999995797,-295.99999999999625,-324.00000000000205,-456.00000000001194,409.9999999999966,-593.9999999999834,-87.99999999999919,-670.000000000015,-280.9999999999917,-381.9999999999908,-261.99999999999557,407.99999999998613,,-5162.000000000005
2016.11.07,-354.9999999999942,-523.0000000000068,78.99999999999574,-230.000000000008,-360.0000000000048,31.999999999987594,-798.0000000000018,-409.99999999999926,2.999999999997449,-285.9999999999974,-295.99999999999625,-470.00000000001484,420.99999999999227,-537.9999999999941,-15.999999999993797,-608.0000000000085,-350.9999999999991,-490.99999999999966,-300.0000000000003,419.9999999999982,,-5077.000000000047
2016.11.07,-446.9999999999974,-513.0000000000078,175.00000000000293,-242.00000000000887,-394.00000000000546,8.999999999992347,-826.9999999999982,-399.0000000000049,97.9999999999981,-285.9999999999974,-371.99999999999454,-500.00000000001154,427.99999999999727,-491.99999999998136,185.99999999999727,-605.0000000000111,-400.99999999999625,-620.9999999999951,-307.99999999999716,492.9999999999879,,-5018.000000000032
2016.11.07,-727.9999999999953,-466.9999999999952,227.99999999999488,-299.00000000000483,-587.9999999999885,1.999999999990898,-823.9999999999981,-358.9999999999982,178.99999999999582,-283.99999999999534,-480.0000000000027,-150.00000000000568,450.9999999999934,-479.99999999999153,266.999999999995,-655.0000000000056,-503.9999999999907,-750.0,-180.99999999999784,672.9999999999902,,-4949.00000000001
2016.11.07,-773.0000000000015,-475.0000000000032,205.99999999999508,-309.0000000000037,-520.9999999999936,15.999999999993797,-789.0000000000015,-262.00000000000665,288.9999999999948,-239.99999999999577,-446.9999999999974,136.99999999998712,366.9999999999902,-276.9999999999939,486.00000000000864,-556.0000000000009,-504.99999999999545,-740.9999999999997,-149.99999999999457,687.9999999999998,,-3856.000000000018
2016.11.07,-770.9999999999884,-631.0000000000038,173.9999999999964,-300.0000000000003,-446.9999999999974,7.999999999985796,-718.0000000000035,-313.00000000000773,268.0000000000016,-175.99999999999838,-387.000000000004,-114.0000000000141,299.99999999999716,-323.99999999999096,480.99999999999807,-377.0000000000051,-521.9999999999914,-709.9999999999937,-279.99999999999136,598.999999999994,,-4240.000000000017
2016.11.07,-674.9999999999811,-727.9999999999953,149.99999999999457,-300.0000000000003,-509.00000000000387,72.99999999998974,-900.0000000000057,-412.00000000000125,195.9999999999962,-254.99999999999412,-334.9999999999964,-364.00000000000875,382.99999999999557,-461.0000000000003,417.0000000000007,-433.0000000000167,-427.99999999999727,-724.9999999999943,-307.99999999999716,622.9999999999958,,-4991.00000000002
2016.11.07,-574.9999999999922,-554.9999999999944,210.99999999999451,-225.00000000000853,-500.9999999999959,129.00000000000134,-960.9999999999985,-358.9999999999982,207.00000000000162,-204.99999999999963,-307.0000000000017,-200.00000000000017,450.9999999999934,-285.99999999998624,526.0000000000042,-286.00000000000847,-521.0000000000008,-774.9999999999915,-312.9999999999966,573.9999999999857,,-3970.9999999999927
2016.11.07,-708.9999999999818,-475.0000000000032,229.00000000000142,-201.00000000000674,-608.9999999999928,180.99999999998673,-911.9999999999919,-333.0000000000055,205.99999999999508,-200.00000000000017,-360.0000000000048,68.99999999998573,411.00000000000136,-156.00000000000057,587.0000000000042,-194.0000000000053,-527.000000000001,-759.0000000000003,-274.9999999999919,574.9999999999922,,-3452.000000000019
2016.11.07,-739.9999999999851,-486.999999999993,209.9999999999991,-212.00000000000108,-639.9999999999961,194.99999999998963,-888.0000000000052,-353.0000000000033,188.9999999999947,-207.00000000000162,-348.9999999999993,-5.000000000010552,308.9999999999975,-214.99999999998744,598.999999999994,-216.00000000001617,-474.9999999999943,-707.9999999999984,-300.99999999999574,584.9999999999911,,-3709.000000000021
2016.11.07,-725.9999999999823,-466.9999999999952,299.00000000000483,-212.00000000000108,-600.0000000000006,170.00000000000347,-831.0000000000031,-364.00000000000875,248.99999999999923,-207.00000000000162,-380.999999999998,-53.999999999998494,331.99999999999363,-222.99999999999542,672.0000000000059,-234.00000000000088,-489.9999999999949,-756.9999999999908,-296.9999999999917,655.9999999999899,,-3464.9999999999663
2016.11.07,-693.9999999999947,-407.0000000000018,300.0000000000003,-214.00000000000307,-609.9999999999994,192.99999999999872,-891.0000000000053,-304.00000000000426,270.0000000000036,-209.00000000000364,-361.9999999999957,173.00000000000094,341.99999999999875,-88.99999999998354,706.999999999991,-243.99999999999977,-531.9999999999965,-813.999999999993,-208.99999999999253,680.9999999999983,,-2912.9999999999827
2016.11.07,-634.9999999999856,-334.00000000001205,370.9999999999991,-194.0000000000053,-618.9999999999918,232.99999999999432,-941.9999999999931,-316.0000000000052,297.00000000000284,-229.99999999999687,-341.99999999999784,180.99999999998673,390.00000000000057,-47.99999999998139,808.0000000000088,-213.00000000001873,-609.9999999999994,-914.999999999992,-212.00000000000108,727.9999999999953,,-2601.9999999999927
2016.11.07,-681.9999999999826,-290.00000000001245,407.99999999999727,-197.00000000000273,-676.9999999999943,258.99999999998704,-1036.9999999999918,-307.0000000000017,307.99999999999716,-273.000000000001,-348.9999999999993,271.99999999998334,420.0000000000017,25.00000000000835,892.0000000000039,-212.00000000001216,-598.9999999999895,-925.9999999999877,-139.00000000000023,815.9999999999945,,-2288.0000000000027
2016.11.07,-583.0000000000002,-293.0000000000099,400.00000000000034,-184.00000000000637,-658.0000000000031,276.9999999999939,-1015.0000000000006,-353.99999999999875,251.00000000000122,-293.99999999999426,-314.0000000000032,156.00000000000057,423.9999999999924,-57.99999999998029,808.0000000000088,-246.00000000001288,-599.9999999999943,-929.9999999999926,-161.00000000000003,783.9999999999848,,-2590.0000000000146
2016.11.07,-543.999999999989,-371.99999999999454,399.0000000000049,-164.00000000000858,-689.9999999999907,309.99999999998806,-1034.000000000006,-417.0000000000007,226.99999999999943,-302.9999999999977,-329.00000000000153,71.99999999998319,414.99999999999204,-148.99999999999915,766.0,-270.00000000001467,-555.9999999999974,-897.9999999999961,-337.99999999999386,706.999999999991,,-3168.000000000031
2016.11.07,-591.9999999999925,-334.00000000001205,443.99999999999994,-91.00000000000774,-712.0000000000015,316.99999999998954,-1045.0000000000018,-375.9999999999986,278.9999999999959,-224.000000000002,-334.00000000000097,159.99999999998238,406.9999999999965,-93.99999999999409,873.999999999997,-93.00000000000975,-545.9999999999923,-964.9999999999892,-456.00000000000085,626.9999999999998,,-2754.000000000042
2016.11.07,-619.9999999999983,-322.00000000000006,514.9999999999987,-43.00000000000415,-727.9999999999953,299.00000000000483,-1000.0,-365.99999999999966,378.00000000000057,-156.99999999999602,-341.0000000000024,224.000000000002,364.9999999999949,-74.99999999998064,1058.9999999999877,51.000000000001044,-604.9999999999898,-998.9999999999952,-458.9999999999983,600.0000000000006,,-2223.9999999999695
2016.11.08,-681.9999999999826,-289.0000000000059,444.9999999999954,-5.000000000010552,-817.000000000001,286.99999999999284,-983.9999999999947,-390.0000000000015,297.9999999999983,-114.00000000000298,-358.9999999999982,242.99999999999324,299.99999999999716,-91.99999999998099,887.9999999999999,132.99999999998312,-518.0000000000007,-960.9999999999985,-430.9999999999925,546.9999999999864,,-2501.0000000000236
2016.11.08,-618.9999999999918,-297.9999999999983,431.99999999999903,13.999999999991797,-740.9999999999917,289.9999999999903,-1016.9999999999959,-373.00000000000114,278.00000000000045,-105.99999999999498,-365.99999999999966,278.9999999999848,387.00000000000045,-81.9999999999821,863.9999999999981,169.99999999998127,-530.9999999999917,-911.9999999999919,-486.999999999993,475.0000000000032,,-2342.9999999999827
2016.11.08,-695.9999999999856,-351.99999999999676,377.0000000000051,-54.00000000000959,-790.0000000000018,275.9999999999874,-1034.9999999999966,-387.000000000004,241.00000000000233,-159.9999999999935,-419.00000000000273,254.999999999983,445.99999999999795,-156.99999999998494,766.0,-7.0000000000014495,-533.0000000000013,-953.9999999999935,-506.9999999999908,533.99999999999,,-3155.9999999999977
2016.11.08,-665.9999999999889,-347.9999999999928,385.000000000002,-47.00000000000814,-757.0000000000076,268.0000000000016,-1036.9999999999918,-387.000000000004,239.0000000000003,-154.99999999999403,-397.0000000000029,205.99999999999508,435.99999999999284,-191.99999999999218,726.0000000000044,-40.0000000000178,-531.9999999999965,-885.9999999999957,-401.99999999999125,563.0000000000024,,-3022.9999999999845
2016.11.08,-617.9999999999852,-383.0,356.00000000000074,-84.0000000000063,-713.0000000000081,261.0000000000001,-1031.000000000006,-380.00000000000256,238.0000000000049,-176.99999999999383,-383.99999999999545,163.9999999999864,363.9999999999901,-171.99999999999437,731.9999999999993,-75.00000000000284,-533.9999999999918,-903.9999999999964,-422.9999999999956,581.9999999999936,,-3181.000000000003
2016.11.08,-624.9999999999867,-449.9999999999948,326.9999999999995,-104.00000000000409,-699.0000000000052,289.9999999999903,-980.000000000004,-425.0000000000087,204.99999999999963,-198.99999999999363,-349.99999999999477,73.99999999999629,365.99999999999966,-212.99999999999653,689.9999999999907,-84.0000000000174,-487.99999999999955,-808.9999999999975,-411.99999999999017,539.999999999985,,-3346.0000000000323
2016.11.08,-662.9999999999914,-485.0000000000021,283.99999999999534,-119.00000000000244,-716.0000000000056,303.9999999999932,-1010.0000000000051,-447.0000000000085,153.00000000000313,-209.00000000000364,-351.99999999999676,29.999999999996696,277.000000000001,-259.9999999999936,645.0000000000067,-67.00000000001705,-451.9999999999982,-785.9999999999872,-417.0000000000007,536.9999999999875,,-3753.000000000029
2016.11.08,-656.9999999999965,-503.000000000009,197.00000000000273,-150.00000000000568,-705.0000000000001,304.9999999999997,-899.0000000000009,-443.0000000000045,92.99999999999864,-232.99999999999432,-324.9999999999975,24.000000000001798,194.00000000000261,-218.99999999999142,519.9999999999872,-109.00000000000354,-390.99999999999113,-704.9999999999983,-413.99999999999216,427.99999999998397,,-3992.0000000000077
2016.11.08,-647.9999999999819,-480.99999999999807,236.99999999999832,-150.00000000000568,-659.999999999994,290.9999999999968,-841.9999999999987,-401.00000000000693,161.00000000000003,-200.99999999999562,-312.9999999999966,85.00000000000173,230.99999999999454,-177.99999999998929,608.0000000000085,-45.000000000006146,-371.9999999999999,-664.999999999992,-380.999999999998,502.9999999999868,,-3220.999999999976
2016.11.08,-681.9999999999826,-503.99999999999335,153.99999999999858,-214.00000000000307,-679.0000000000074,307.99999999999716,-828.9999999999935,-408.00000000000836,87.99999999999919,-248.99999999999923,-329.00000000000153,85.00000000000173,179.00000000000205,-168.99999999999693,489.99999999999045,-170.00000000000347,-357.9999999999899,-631.9999999999908,-334.00000000000097,497.99999999999847,,-3754.999999999983
2016.11.08,-668.9999999999862,-496.99999999999187,175.00000000000293,-199.00000000000472,-680.9999999999983,273.9999999999965,-870.9999999999951,-400.00000000000034,116.00000000000499,-232.99999999999432,-334.9999999999964,93.99999999999409,149.0000000000009,-179.99999999998016,541.9999999999981,-162.00000000001768,-387.00000000000045,-631.9999999999908,-356.00000000000074,496.99999999999187,,-3754.9999999999673
2016.11.08,-670.9999999999993,-463.9999999999977,238.0000000000049,-150.00000000000568,-706.0000000000066,280.9999999999979,-878.0000000000001,-395.0000000000009,143.9999999999997,-214.00000000000307,-363.99999999999767,142.99999999998204,272.99999999999613,-177.99999999998929,561.9999999999958,-128.000000000017,-403.99999999999636,-656.9999999999965,-378.00000000000057,496.99999999999187,,-3449.0000000000414
2016.11.08,-680.9999999999983,-434.000000000001,246.00000000000176,-157.00000000000713,-746.0000000000023,280.9999999999979,-906.0000000000059,-400.00000000000034,151.00000000000114,-222.99999999999542,-377.0000000000051,161.99999999999548,320.99999999999795,-161.99999999999548,563.0000000000024,-153.00000000000313,-414.99999999999204,-708.999999999989,-357.99999999999164,524.9999999999977,,-3471.9999999999923
2016.11.08,-705.9999999999844,-439.0000000000116,255.00000000000523,-119.00000000000244,-739.0000000000008,261.9999999999845,-875.0,-392.9999999999989,153.00000000000313,-186.99999999999272,-402.9999999999978,186.99999999998164,299.99999999999716,-183.99999999998417,557.9999999999918,-109.00000000000354,-400.99999999999625,-658.9999999999918,-356.00000000000074,503.99999999999335,,-3351.0000000000086
2016.11.08,-696.999999999992,-425.0000000000087,256.99999999999613,-117.00000000000044,-733.0000000000059,251.99999999998556,-882.9999999999956,-382.00000000000455,156.99999999999602,-186.99999999999272,-417.0000000000007,227.99999999998377,331.00000000000307,-201.99999999999108,548.9999999999995,-117.00000000001154,-421.99999999999704,-698.9999999999981,-395.99999999999636,496.99999999999187,,-3406.000000000038
2016.11.08,-645.999999999991,-377.0000000000051,288.9999999999948,-97.00000000000264,-716.0000000000056,268.9999999999859,-888.9999999999958,-391.000000000008,163.99999999999747,-202.0000000000022,-387.99999999999943,185.99999999999727,240.99999999999966,-156.99999999998494,591.0000000000082,-81.00000000001995,-426.9999999999925,-686.9999999999976,-392.9999999999989,473.99999999999665,,-3237.0000000000246
2016.11.08,-594.99999999999,-405.9999999999952,278.00000000000045,-118.00000000000699,-705.0000000000001,285.00000000000193,-870.9999999999951,-412.00000000000125,133.00000000000534,-225.99999999999287,-356.00000000000074,64.99999999998174,260.9999999999957,-200.99999999998454,547.0000000000086,-131.00000000001444,-387.00000000000045,-640.9999999999911,-379.9999999999915,478.999999999985,,-3380.9999999999854
2016.11.08,-588.9999999999951,-400.00000000000034,243.00000000000432,-107.00000000000153,-705.0000000000001,265.99999999998846,-868.9999999999998,-412.00000000000125,102.00000000000209,-220.99999999999343,-356.9999999999962,51.000000000001044,295.0000000000017,-207.00000000000162,486.999999999993,-138.0000000000159,-387.00000000000045,-607.9999999999899,-339.0000000000004,470.9999999999992,,-3424.000000000007
2016.11.08,-556.9999999999853,-374.999999999992,236.00000000000287,-144.0000000000108,-629.9999999999973,194.0000000000053,-868.9999999999998,-375.0000000000031,114.99999999999844,-229.00000000000142,-336.9999999999984,19.999999999997797,317.99999999999784,-178.99999999999582,472.00000000000574,-218.00000000000708,-486.99999999999477,-692.9999999999978,-310.9999999999946,471.9999999999835,,-3576.999999999987
2016.11.08,-412.9999999999967,-337.99999999999386,207.00000000000162,-115.00000000000954,-445.0000000000065,148.99999999999915,-926.9999999999925,-331.999999999999,107.99999999999699,-185.99999999999727,-266.999999999995,-111.00000000001664,393.99999999999125,-223.99999999997976,340.9999999999913,-242.00000000000887,-507.99999999999557,-730.9999999999945,-331.999999999999,395.99999999999636,,-3576.000000000008
2016.11.08,-314.99999999999864,-266.999999999995,310.9999999999946,-40.00000000000669,-436.9999999999985,107.99999999999699,-984.9999999999994,-347.0000000000084,177.00000000000495,-161.00000000000003,-292.00000000000335,-221.00000000000452,474.00000000000375,-287.9999999999994,435.0000000000076,-233.00000000001654,-537.9999999999967,-783.9999999999918,-373.00000000000114,475.0000000000032,,-3301.0000000000095
2016.11.08,-258.99999999998704,-276.9999999999939,336.9999999999984,-45.000000000006146,-425.0000000000087,141.99999999999767,-1013.0000000000052,-370.00000000000364,165.9999999999995,-185.99999999999727,-248.00000000000378,-206.00000000001728,524.9999999999915,-275.9999999999874,459.99999999999375,-207.00000000000162,-603.9999999999992,-830.9999999999889,-389.99999999999034,443.99999999999994,,-3263.0000000000095
2016.11.08,-363.9999999999866,-178.00000000001148,336.00000000000296,-24.000000000001798,-466.9999999999952,103.99999999999298,-1000.0,-275.000000000003,205.99999999999508,-141.00000000000225,-302.0000000000023,-12.000000000012001,545.0000000000017,-130.99999999999224,537.9999999999941,-169.00000000001913,-626.9999999999953,-816.9999999999931,-302.9999999999977,451.0000000000014,,-2630.000000000024
