date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.08.15,153.00000000000313,12.000000000012001,35.999999999991594,17.000000000000348,88.00000000001029,-127.00000000001043,39.99999999999204,134.0000000000008,128.00000000000588,-109.00000000000354,43.00000000000637,-38.0000000000047,-17.000000000000348,60.000000000002274,-28.000000000005798,97.99999999999898,-109.99999999999943,-43.00000000000415,,336.99999999999534
2016.08.15,105.99999999999498,15.00000000000945,80.99999999999774,9.00000000000345,88.00000000001029,-87.00000000001484,140.99999999999113,31.999999999998696,90.99999999999665,-102.99999999999754,136.0000000000241,49.99999999999449,65.99999999998829,125.0,-73.99999999999629,89.9999999999892,-191.0000000000025,-97.00000000000264,,477.99999999998477
2016.08.15,178.99999999999582,-24.000000000001798,123.99999999999079,26.999999999999247,107.00000000000153,-51.000000000001044,152.9999999999916,127.99999999999478,192.00000000000327,-180.0000000000024,12.000000000000455,-38.0000000000047,-114.0000000000141,109.99999999999943,-79.99999999999119,125.0,-227.99999999999443,-182.99999999999983,,258.99999999996754
2016.08.15,185.00000000000182,-42.999999999993044,133.00000000000534,41.9999999999976,132.0000000000099,-65.00000000000395,143.00000000000068,124.99999999999733,224.9999999999974,-162.0000000000066,17.00000000002433,-23.00000000001745,-143.00000000000423,81.99999999999363,-65.00000000000395,113.99999999999011,-251.99999999999534,-224.000000000002,,220.99999999999164
2016.08.15,209.00000000000364,-59.99999999999339,207.00000000000162,-16.0000000000049,71.00000000000995,-50.0000000000167,203.00000000000296,104.99999999999955,182.00000000000438,-180.0000000000024,98.00000000001319,26.999999999999247,-69.00000000000794,170.0000000000017,-113.99999999999189,147.99999999999613,-263.9999999999958,-197.99999999999818,,469.00000000002103
2016.08.15,151.00000000000114,-21.00000000000435,144.0000000000108,9.00000000000345,77.00000000000485,-19.999999999997797,182.99999999999272,98.99999999999353,146.00000000000168,-178.99999999999582,35.00000000002501,-2.0000000000131024,-52.000000000007596,114.99999999999488,-100.99999999999554,123.99999999999523,-209.99999999999375,-158.99999999999804,,339.0000000000174
2016.08.15,204.99999999999963,-52.000000000007596,164.99999999999292,-53.00000000000304,100.00000000000009,-112.000000000001,162.9999999999967,124.99999999999733,212.00000000000108,-141.00000000000225,100.99999999999909,53.999999999998494,112.000000000001,126.00000000000477,-86.99999999999264,140.00000000000057,-256.9999999999908,-209.9999999999991,,590.9999999999953
2016.08.15,224.000000000002,-106.99999999999044,263.99999999999756,-131.00000000000333,-36.999999999998145,-154.0000000000097,243.99999999999977,85.99999999999719,92.99999999999864,-90.0000000000012,243.99999999999977,200.99999999998454,303.9999999999932,182.99999999999272,-130.0000000000079,156.99999999999648,-189.99999999999773,-102.00000000000209,,1058.9999999999511
2016.08.15,229.99999999999687,-75.00000000000284,222.99999999999542,-93.99999999999409,54.00000000000959,-330.0000000000081,265.00000000000057,112.99999999999643,189.00000000000583,0.999999999995449,461.00000000001273,371.99999999999454,445.99999999999085,248.99999999999523,-121.99999999999989,204.9999999999983,-301.9999999999925,-194.0000000000053,,1690.9999999999886
2016.08.15,239.99999999999577,-109.00000000000354,188.9999999999947,-60.99999999999994,104.00000000000409,-442.00000000000904,224.00000000000375,142.99999999999312,241.00000000000233,92.00000000000318,524.0000000000009,461.0000000000003,503.99999999999335,173.99999999999238,-41.000000000002146,200.9999999999934,-328.00000000000296,-224.9999999999974,,1890.9999999999625
2016.08.15,246.99999999999721,-116.99999999998934,296.0000000000074,-112.000000000001,-26.999999999999247,-320.00000000000915,206.99999999999363,85.99999999999719,119.00000000000244,9.00000000000345,375.0,421.99999999998903,438.9999999999894,162.9999999999967,-147.99999999999258,131.9999999999908,-191.0000000000025,-138.00000000000477,,1441.9999999999686
2016.08.15,266.999999999995,-104.99999999999955,245.99999999999068,-95.99999999999609,-95.99999999999609,-323.0000000000066,152.9999999999916,124.00000000000189,57.00000000000705,-11.00000000000545,307.00000000001637,334.9999999999964,381.99999999999346,128.0000000000001,-110.99999999999443,126.99999999999534,-92.99999999998931,-11.00000000000545,,1279.9999999999948
2016.08.15,254.99999999999412,-79.99999999999119,228.99999999999034,-88.99999999999464,-84.99999999999064,-378.00000000001165,159.9999999999966,132.99999999999423,63.99999999999739,12.999999999996348,368.0000000000234,395.99999999999636,461.99999999998465,149.99999999999147,-121.99999999999989,137.00000000000045,-102.99999999999443,-9.00000000000345,,1500.9999999999793
2016.08.15,239.99999999999577,-82.00000000000429,194.0000000000053,-46.00000000000159,-74.99999999999174,-380.00000000000256,88.99999999999864,142.99999999999312,62.000000000006494,31.999999999998696,282.0000000000107,378.999999999996,387.99999999998835,57.00000000000216,-80.99999999999774,95.99999999998943,-52.99999999999727,4.000000000004,,1248.9999999999936
2016.08.15,241.00000000000233,-60.99999999999994,167.9999999999904,-63.99999999999739,-75.9999999999983,-314.00000000001427,137.99999999999102,158.0000000000026,67.00000000000594,-34.000000000000696,270.00000000001023,249.99999999999466,337.99999999999386,131.00000000000023,-80.99999999999774,147.99999999999613,-89.9999999999892,15.999999999993797,,1204.9999999999839
2016.08.15,253.0000000000032,-79.99999999999119,182.99999999999983,-73.99999999999629,-74.99999999999174,-270.00000000001467,137.00000000000045,156.00000000000057,73.00000000000084,-56.99999999999594,228.00000000000864,197.99999999998707,285.99999999998624,123.00000000000466,-72.0000000000054,146.0000000000008,-97.99999999999898,5.999999999994898,,1062.9999999999927
2016.08.15,237.99999999999378,-72.99999999998974,164.99999999999292,-19.999999999997797,-78.99999999999574,-222.00000000001108,117.00000000000443,158.0000000000026,62.000000000006494,-82.99999999999974,152.00000000001523,134.99999999999625,126.99999999998823,91.99999999999875,-60.99999999999994,131.00000000000023,-69.00000000000261,21.999999999999797,,792.0000000000019
