date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,CADJPY,AUDNZD,empty,sum
2020.03.30,-143.9999999999997,-42.999999999993044,-31.00000000000591,100.99999999999554,36.0000000000027,59.000000000009045,154.0000000000097,187.99999999998818,219.00000000000253,38.0000000000047,52.99999999999727,-317.0000000000117,64.99999999999773,-153.00000000000313,-168.99999999999693,-150.99999999999002,,-94.99999999999315
2020.03.30,-140.0000000000068,-45.99999999999049,43.99999999999693,169.99999999998127,14.999999999998348,-7.9999999999968985,245.0000000000063,221.9999999999942,261.99999999999557,20.0000000000089,-228.00000000000864,-452.00000000000796,183.00000000000693,-239.00000000001143,-121.00000000000932,43.00000000001525,,-30.000000000027896
2020.03.30,86.99999999999264,82.00000000000429,176.9999999999925,551.9999999999969,-311.00000000000574,-318.99999999999153,83.00000000001084,352.99999999999443,231.99999999999886,318.00000000000716,-102.00000000000387,-443.0000000000156,203.00000000000296,-480.00000000001376,-174.0000000000066,135.00000000001845,,392.99999999998204
2020.03.30,-45.000000000006146,63.99999999999739,-16.000000000005343,583.9999999999845,-207.99999999999707,-186.99999999999272,287.9999999999994,315.9999999999883,339.99999999999585,365.99999999999966,192.00000000000728,-388.9999999999949,12.000000000000455,-535.0000000000188,-323.99999999999807,80.00000000001339,,537.9999999999734
2020.03.30,-84.0000000000063,-42.999999999993044,-85.00000000000796,576.9999999999831,-24.999999999997247,-15.999999999993797,121.99999999999989,277.000000000001,356.00000000000074,325.00000000000864,45.99999999999227,-712.0000000000015,57.00000000000216,-679.0000000000074,-373.9999999999952,103.00000000000864,,-155.00000000000603
2020.03.30,-199.00000000000472,-201.99999999999108,-222.0000000000084,335.9999999999808,231.99999999999886,198.00000000000927,0.0,269.999999999996,334.00000000000097,239.0000000000003,-85.00000000000796,-811.0000000000061,79.00000000000773,-626.0000000000155,-343.0000000000035,151.00000000001222,,-649.0000000000312
2020.03.30,9.999999999998899,-51.99999999998539,-69.00000000000261,133.99999999998968,236.00000000000287,226.00000000000398,-280.9999999999979,183.9999999999975,92.00000000000318,104.00000000000409,-300.00000000001137,-583.0000000000002,73.99999999999807,-187.00000000000384,-128.0000000000001,127.00000000001043,,-412.9999999999927
2020.03.30,70.0000000000034,112.000000000001,-165.00000000000625,362.99999999998,-26.999999999999247,2.000000000002,-161.99999999999548,15.000000000000568,153.99999999999858,101.00000000000664,14.999999999986358,-615.00000000001,-203.99999999999352,-211.00000000000563,-317.0000000000073,78.00000000000028,,-791.0000000000387
2020.03.30,37.99999999999359,99.00000000000463,-237.99999999999955,417.99999999998505,39.999999999995595,86.0000000000083,-82.00000000000429,-27.000000000001023,204.99999999999963,147.00000000000824,168.00000000000637,-604.0000000000045,-263.9999999999958,-295.0000000000008,-399.0000000000009,74.0000000000185,,-633.9999999999869
2020.03.30,43.999999999999595,205.00000000001074,-396.0000000000008,388.9999999999949,-6.0000000000060005,43.999999999999595,150.99999999999002,-191.0000000000025,183.99999999999528,248.00000000000378,617.999999999995,-232.99999999999432,-554.9999999999926,-109.00000000000354,-493.0000000000092,26.999999999999247,,-73.00000000002088
