date,USDCAD,AUDUSD,NZDUSD,AUDCHF,EURAUD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2019.05.27,-15.999999999993797,-5.999999999994898,-26.000000000003798,-26.999999999999247,-28.999999999990145,-13.00000000000523,-40.00000000000625,-5.999999999994898,,-162.9999999999883
2019.05.27,-5.000000000010552,-4.999999999999449,-29.000000000001247,21.999999999999797,-8.000000000008,-2.0000000000095497,-40.00000000000625,42.0000000000087,,-25.00000000002656
2019.05.27,-25.00000000000835,14.000000000002899,-48.99999999999905,12.000000000000899,46.999999999997044,-1.0000000000047748,-65.00000000001194,65.00000000000395,,-2.0000000000193126
2019.05.27,-18.0000000000069,5.999999999994898,-69.00000000000794,-9.999999999998899,28.999999999990145,-46.00000000000648,-111.0000000000042,76.99999999999375,,-142.00000000004565
2019.05.27,-46.999999999997044,-39.999999999995595,-72.0000000000054,-52.000000000007596,-72.0000000000054,-109.99999999999943,-135.00000000000512,24.000000000001798,,-504.00000000001376
2019.05.27,-45.99999999999049,-32.999999999994145,-67.00000000000594,-43.999999999999595,-48.000000000003595,-88.99999999999864,-126.00000000000477,34.000000000000696,,-418.9999999999965
2019.05.27,-17.000000000000348,17.000000000000348,-28.000000000005798,-7.0000000000014495,14.000000000002899,-51.00000000000193,-90.00000000000341,38.0000000000047,,-124.000000000005
2019.05.27,-43.999999999999595,-36.999999999998145,-45.000000000006146,-75.00000000000284,-120.99999999999334,-155.00000000000114,-154.00000000001057,-9.999999999998899,,-641.0000000000107
2019.05.27,-35.999999999991594,-21.999999999999797,-26.999999999999247,-48.99999999999905,-22.0000000000109,-117.00000000000443,-118.99999999999977,-9.999999999998899,,-402.0000000000037
2019.05.27,-45.000000000006146,-34.000000000000696,-30.000000000007798,-43.999999999999595,-21.00000000000435,-115.99999999999966,-105.00000000000398,-17.000000000000348,,-412.00000000002257
2019.05.27,-48.000000000003595,-41.9999999999976,-40.00000000000669,-77.00000000000485,-29.999999999996696,-136.0000000000099,-131.00000000000023,-22.999999999995246,,-527.0000000000148
