names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['NZDUSD'],100.0,-1.0,B
GBPUSD,15,['AUDCAD'],80.0,-0.5522817737817738,B
EURUSD,20,['AUDJPY'],80.0,-0.46508062362474134,B
USDJPY,10,['GBPAUD'],80.0,0.6405000000000001,S
USDCAD,20,['AUDJPY'],80.0,0.4332284382284384,S
AUDUSD,10,['NZDCAD'],80.0,0.7080952380952382,S
GBPCHF,10,"['USDCHF', 'USDCAD', 'NZDCAD', 'NZDCHF']",80.0,0.44,S
EURCHF,10,['EURGBP'],80.0,-1.0,B
CHFJPY,10,"['EURJPY', 'CHFJPY', 'CADCHF', 'AUDCHF']",80.0,-0.6990476190476194,B
CADCHF,10,"['EURJPY', 'CHFJPY', 'CADCHF', 'AUDCHF']",80.0,0.648246031746032,S
AUDCHF,10,"['EURJPY', 'CHFJPY', 'CADCHF', 'AUDCHF']",80.0,0.5673571428571429,S
EURGBP,30,"['NZDCAD', 'AUDCAD']",80.0,0.2526913641913642,S
GBPAUD,30,['USDCHF'],80.0,0.6380535069505658,S
EURJPY,50,"['EURGBP', 'EURJPY', 'AUDCHF', 'CADCHF', 'CHFJPY', 'NZDUSD', 'EURCHF', 'GBPAUD']",100.0,0.86,S
EURCAD,20,['EURGBP'],100.0,-0.7419995559995559,B
EURAUD,10,['EURGBP'],80.0,-0.24726984126984125,B
AUDJPY,10,['NZDCAD'],80.0,0.7733174603174604,S
NZDCAD,50,"['EURCHF', 'NZDCHF', 'USDCHF', 'EURNZD', 'CADCHF', 'EURUSD']",80.0,-0.7449603174603174,B
