date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.25,-45.99999999999049,-55.000000000005045,-46.999999999997044,-14.000000000002899,-258.0000000000027,-75.00000000000284,-96.00000000000364,-30.999999999992145,-146.99999999999713,-229.00000000000142,-97.99999999998477,-21.00000000000435,-39.00000000000148,-92.00000000000318,-182.99999999999983,-336.00000000000296,-33.999999999991815,-146.99999999999136,-271.0000000000008,-51.000000000001044,-45.000000000006146,-201.00000000000674,,-2515.99999999999
2016.04.25,-78.99999999999574,-70.99999999999883,-79.9999999999983,-14.000000000002899,-273.9999999999965,-56.99999999999594,-150.99999999999625,-63.99999999999739,-151.00000000000114,-229.00000000000142,-38.99999999998727,105.99999999998388,-34.000000000006025,-14.000000000002899,-187.00000000000384,-278.00000000000045,-60.99999999999284,-155.00000000000114,-245.00000000000455,73.00000000000084,122.99999999999534,-205.99999999999508,,-2086.9999999999977
2016.04.25,-95.99999999999609,-164.00000000000858,-331.99999999999363,8.000000000008,-290.00000000000136,-32.999999999994145,-108.99999999999466,-44.99999999999504,-143.00000000000423,-251.99999999999667,-1.999999999981128,195.9999999999962,-65.00000000001194,-5.999999999994898,-120.99999999999334,-202.00000000001327,-36.99999999999193,-120.00000000000455,-189.00000000000716,141.00000000000225,141.99999999999767,-201.00000000000674,,-1919.999999999986
2016.04.25,-41.9999999999976,-164.00000000000858,-298.9999999999924,80.00000000001339,-275.99999999999847,92.00000000000318,28.000000000005798,-1.999999999990898,-121.00000000000443,-244.99999999999523,383.0000000000098,290.9999999999968,48.99999999999238,139.00000000000023,-35.999999999991594,-209.9999999999991,142.00000000001012,18.000000000000682,-162.00000000000614,187.9999999999993,331.999999999999,-32.0000000000098,,153.00000000003644
2016.04.25,-64.99999999999284,-161.00000000001114,-399.9999999999915,83.9999999999952,-286.99999999999284,109.99999999998789,106.99999999999932,12.000000000000899,-121.99999999999989,-236.99999999999832,479.0000000000134,323.99999999999096,164.99999999999204,184.00000000000637,-5.999999999994898,-190.00000000000128,193.00000000001205,72.00000000000273,-117.999999999995,192.99999999999872,339.99999999999585,-38.0000000000047,,639.0000000000131
2016.04.25,-50.99999999998994,-163.00000000000205,-421.99999999999704,112.000000000001,-278.9999999999959,171.99999999999437,120.99999999999511,19.00000000000235,-151.9999999999966,-236.99999999999832,570.0000000000216,448.000000000004,143.99999999999125,218.99999999999142,-69.00000000000794,-167.00000000000603,215.0000000000034,31.00000000000591,-108.00000000000409,241.00000000000233,357.99999999999164,-76.0000000000094,,925.9999999999972
2016.04.25,-104.99999999999955,-209.9999999999991,-542.9999999999922,173.00000000000094,-290.00000000000136,161.99999999999548,183.9999999999975,65.00000000000395,-121.00000000000443,-243.99999999999977,692.0000000000073,254.999999999983,265.00000000000057,292.00000000000335,-25.00000000000835,-204.00000000000418,326.0000000000076,125.0,-54.000000000002046,134.0000000000008,334.9999999999964,-56.000000000011596,,1155.9999999999743
2016.04.25,-84.99999999999064,-178.00000000001148,-606.9999999999993,225.99999999999287,-219.99999999999798,262.999999999991,206.00000000000307,134.0000000000008,-29.999999999996696,-148.99999999999915,834.0000000000032,119.99999999998678,324.99999999998863,351.99999999999676,103.99999999999298,-35.00000000000725,401.00000000001046,248.00000000000466,75.9999999999934,181.9999999999933,225.99999999999287,-197.00000000000273,,2195.9999999999454
2016.04.25,-122.99999999999534,-192.99999999999872,-641.9999999999959,238.0000000000049,-119.99999999999788,309.99999999998806,266.00000000000534,168.00000000000148,2.999999999997449,-36.999999999998145,1016.0000000000196,205.99999999999508,393.99999999999125,384.9999999999909,120.00000000000898,176.99999999998272,501.0000000000048,329.00000000000773,227.00000000000387,190.99999999999673,232.99999999999432,-211.00000000000563,,3438.000000000002
2016.04.25,-167.9999999999904,-243.00000000001543,-712.9999999999939,293.0000000000099,-154.99999999999403,388.9999999999949,262.00000000000045,219.00000000000253,-26.000000000003798,-50.0000000000056,1009.0000000000146,198.99999999999363,393.0000000000007,485.0000000000021,80.99999999999774,161.99999999999548,527.000000000001,281.0000000000059,200.9999999999934,225.99999999999287,278.9999999999959,-201.00000000000674,,3449.999999999991
