date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.29,-140.0000000000068,-58.9999999999975,-20.999999999982144,-63.00000000000195,-65.00000000000395,-116.00000000000499,-65.00000000001194,0.0,-70.99999999999883,-29.000000000001247,-184.00000000000637,-87.99999999999919,0.0,-100.0000000000112,-15.000000000000568,-64.99999999999773,-72.00000000000273,-129.00000000000134,-134.99999999999625,,-1417.000000000025
2019.04.29,-75.00000000000284,-60.99999999999284,9.999999999998899,-97.00000000000264,-85.00000000000173,-39.00000000001125,-75.00000000000284,36.999999999998145,-85.99999999999719,27.999999999994696,-177.99999999998929,-107.99999999999699,139.00000000000023,-165.9999999999995,12.999999999991019,-81.99999999999363,-97.99999999999898,-175.99999999999838,-192.99999999999872,,-1292.0000000000039
2019.04.29,-59.000000000009045,-73.99999999999807,31.000000000003247,-80.99999999999774,-80.00000000000229,-87.00000000001484,-67.00000000000728,21.00000000000435,-95.99999999999609,36.999999999998145,-160.00000000000458,-93.00000000000975,187.00000000000384,-154.99999999999403,-12.000000000000455,-78.99999999999352,-111.99999999999477,-146.99999999999713,-165.00000000000404,,-1191.000000000014
2019.04.29,-28.000000000005798,-75.9999999999934,43.999999999999595,-92.99999999999864,-65.00000000000395,-87.99999999999919,-69.00000000000261,18.0000000000069,-63.00000000000195,46.999999999997044,-174.99999999999181,-18.0000000000069,216.00000000001617,-103.00000000000864,-12.000000000000455,-93.99999999999409,-82.99999999999841,-179.00000000000693,-136.99999999999824,,-957.9999999999914
2019.04.29,-28.000000000005798,-85.99999999999852,38.0000000000047,-95.99999999999609,-86.0000000000083,-95.00000000000064,-73.0000000000075,19.00000000000235,-95.99999999999609,44.99999999999504,-167.9999999999904,-14.000000000002899,202.9999999999976,-90.99999999999665,-25.000000000005684,-105.99999999999454,-117.00000000000443,-173.00000000000094,-167.00000000000603,,-1116.0000000000148
2019.04.29,-35.00000000000725,-83.99999999998897,41.000000000002146,-95.99999999999609,-109.99999999999899,-76.0000000000094,-73.0000000000075,25.00000000000835,-124.00000000000189,48.000000000003595,-150.99999999999002,-15.999999999993797,202.00000000001327,-87.00000000001484,-17.000000000010118,-103.9999999999992,-147.00000000000557,-180.0000000000024,-222.99999999999542,,-1206.999999999994
2019.04.29,-24.000000000001798,-86.99999999998909,9.000000000014552,-124.00000000000189,-158.99999999999804,-107.00000000001265,-77.00000000001239,-2.999999999997449,-187.9999999999993,43.999999999999595,-153.00000000000313,-5.999999999994898,174.00000000000747,-82.00000000000429,-46.999999999997044,-147.00000000000557,-210.99999999999852,-199.00000000000472,-263.99999999999756,,-1650.9999999999968
2019.04.29,-22.0000000000109,-101.99999999998965,-17.999999999984695,-132.99999999999423,-175.00000000000293,-97.00000000001374,-88.00000000000807,-12.000000000000899,-197.99999999999818,48.000000000003595,-103.99999999999298,51.000000000001044,146.00000000000168,-11.00000000000545,-64.99999999999773,-165.99999999999682,-234.99999999999943,-192.99999999999872,-273.000000000001,,-1646.999999999989
2019.04.29,-5.000000000010552,-106.99999999999932,-8.999999999992347,-148.99999999999915,-202.9999999999976,-119.00000000000244,-67.00000000000728,-24.999999999997247,-246.99999999999721,38.0000000000047,-95.00000000000064,52.99999999999194,138.0000000000159,-17.000000000000348,-67.00000000000728,-183.9999999999975,-274.0000000000009,-223.00000000000654,-317.9999999999961,,-1880.0
2019.04.29,-4.000000000004,-110.99999999999,19.00000000001345,-165.9999999999995,-233.00000000000543,-118.00000000001809,-78.00000000000296,-19.999999999997797,-269.9999999999925,34.99999999999615,-144.99999999999514,100.99999999999554,141.99999999999767,51.000000000001044,-52.00000000000671,-203.99999999999352,-305.9999999999974,-270.0000000000036,-378.00000000000057,,-2007.0000000000032
2019.04.29,-59.000000000009045,-110.99999999999,1.0000000000065512,-203.99999999999307,-243.00000000000432,-119.00000000000244,-121.99999999999989,3.0000000000085514,-264.999999999993,43.999999999999595,-194.99999999998963,144.0000000000108,192.00000000001438,79.99999999999119,-58.000000000006935,-240.99999999999966,-314.9999999999977,-292.9999999999988,-370.00000000000364,,-2130.9999999999573
2019.04.29,-87.99999999999919,-80.99999999998886,-17.999999999984695,-210.99999999999451,-243.00000000000432,-111.00000000001664,-131.00000000000023,19.00000000000235,-239.0000000000003,44.99999999999504,-204.00000000000418,126.0000000000039,212.99999999999653,42.999999999993044,-57.00000000000216,-233.99999999999466,-302.99999999999727,-289.0000000000059,-361.0000000000002,,-2124.000000000002
2019.04.29,-90.99999999999665,-80.99999999998886,-19.999999999997797,-212.99999999999653,-235.00000000000742,-112.000000000001,-140.00000000000057,31.999999999998696,-210.99999999999451,41.000000000002146,-207.99999999998596,140.99999999999113,239.99999999999577,51.99999999998539,-57.00000000000216,-233.99999999999466,-284.9999999999966,-297.00000000000284,-339.0000000000004,,-2016.9999999999927
2019.04.29,-78.00000000000028,-71.99999999998852,-31.000000000003247,-222.99999999999542,-231.99999999999886,-154.0000000000097,-126.00000000000477,18.0000000000069,-221.99999999999997,33.000000000005244,-231.99999999998778,124.99999999999733,243.99999999999977,79.99999999999119,-58.9999999999975,-245.9999999999951,-284.000000000006,-302.0000000000023,-328.0000000000061,,-2088.999999999995
2019.04.29,-66.99999999999484,-82.99999999999841,-46.999999999997044,-225.99999999999287,-253.0000000000032,-174.00000000000747,-124.00000000000944,3.0000000000085514,-243.99999999999977,24.999999999997247,-228.00000000000597,141.99999999999767,229.99999999999687,99.00000000000463,-76.00000000000762,-254.99999999999545,-311.00000000000705,-292.9999999999988,-348.9999999999993,,-2231.0000000000123
2019.04.29,-66.99999999999484,-81.99999999999363,-48.000000000003595,-226.99999999999943,-253.99999999999866,-218.00000000000708,-124.00000000000944,4.000000000004,-246.99999999999721,2.999999999997449,-275.000000000003,83.00000000001084,226.99999999999943,90.99999999999665,-76.99999999999818,-257.99999999999557,-314.9999999999977,-290.00000000000136,-346.9999999999973,,-2420.9999999999886
2019.04.29,-63.000000000013046,-87.99999999999386,-46.999999999997044,-232.99999999999432,-243.99999999999977,-201.00000000000674,-124.00000000000944,1.0000000000065512,-242.99999999999324,5.999999999994898,-270.99999999999903,82.00000000000429,226.00000000001506,92.00000000000318,-73.0000000000075,-260.9999999999957,-302.99999999999727,-302.9999999999977,-341.99999999999784,,-2388.9999999999786
2019.04.29,-87.00000000001484,-100.99999999999909,-46.999999999997044,-224.000000000002,-224.000000000002,-187.00000000000384,-158.00000000000125,4.000000000004,-210.99999999999451,9.00000000000345,-272.00000000000557,79.99999999999119,219.00000000001364,75.00000000000284,-88.00000000000807,-260.0000000000051,-289.0000000000015,-287.9999999999994,-312.00000000000114,,-2361.00000000002
2019.04.29,-86.0000000000083,-112.99999999999955,-41.99999999998649,-259.9999999999936,-235.00000000000742,-218.00000000000708,-167.0000000000016,-9.999999999998899,-227.99999999999488,21.999999999999797,-293.99999999999426,69.00000000000794,238.0000000000049,38.99999999998904,-90.00000000000341,-307.00000000000216,-302.99999999999727,-339.0000000000004,-326.0000000000041,,-2649.9999999999977
2019.04.29,-56.99999999999594,-134.9999999999909,-20.999999999982144,-224.000000000002,-201.00000000000674,-297.0000000000139,-138.00000000000523,-12.999999999996348,-224.9999999999974,4.999999999999449,-387.99999999998835,12.999999999996348,263.99999999999756,31.999999999987594,-82.00000000000784,-278.99999999999636,-272.99999999999613,-314.99999999999864,-300.0000000000003,,-2633.9999999999977
2019.04.29,-60.000000000015596,-196.99999999998852,11.00000000000545,-219.99999999999798,-182.00000000000438,-319.0000000000026,-223.0000000000132,9.00000000000345,-207.00000000000162,-17.999999999995797,-485.99999999998647,-96.00000000000719,344.99999999999534,-29.999999999996696,-125.0,-328.9999999999935,-308.9999999999975,-334.00000000000097,-304.00000000000426,,-3074.0000000000014
2019.04.29,-62.000000000006494,-229.99999999998977,63.99999999999739,-207.00000000000162,-170.99999999999892,-318.00000000001825,-217.00000000001296,34.000000000000696,-173.9999999999964,-7.0000000000014495,-524.9999999999977,-85.00000000000173,395.99999999999636,-62.000000000006494,-97.00000000000841,-316.0000000000025,-287.00000000000614,-353.0000000000033,-306.00000000000625,,-2923.000000000064
2019.04.29,-9.000000000014552,-247.99999999999045,70.99999999999883,-175.00000000000293,-114.00000000000298,-362.00000000001785,-209.00000000000318,17.000000000000348,-146.00000000000168,-26.999999999999247,-544.9999999999955,-177.00000000000495,372.00000000001677,-87.99999999999919,-124.00000000000944,-310.99999999999284,-254.0000000000049,-317.0000000000006,-246.99999999999721,,-2893.0000000000214
2019.04.29,-41.000000000002146,-237.99999999999955,92.00000000000318,-175.00000000000293,-126.99999999999933,-388.0000000000106,-231.99999999999932,21.00000000000435,-185.99999999999727,-26.999999999999247,-588.9999999999951,-167.00000000000603,412.9999999999967,-143.00000000000423,-109.00000000000887,-304.9999999999926,-269.00000000000546,-336.9999999999984,-289.0000000000059,,-3096.000000000023
2019.04.29,-104.99999999999955,-215.99999999999397,120.00000000000898,-175.99999999999838,-131.00000000000333,-326.0000000000041,-268.0000000000007,84.0000000000063,-126.99999999999933,-14.999999999998348,-617.9999999999852,-197.00000000000273,490.0000000000126,-130.0000000000079,-61.99999999999761,-284.9999999999966,-253.0000000000001,-340.00000000000693,-300.0000000000003,,-2854.9999999999673
