date,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,CADJPY,NZDJPY,empty,sum
2019.02.18,-0.9999999999843467,0.0,-5.999999999994898,43.00000000000637,49.99999999999449,29.00000000001235,-67.99999999999784,61.99999999999761,,109.00000000003374
2019.02.18,-48.000000000003595,-34.000000000000696,-36.999999999998145,62.99999999998818,68.00000000000139,38.0000000000047,-73.99999999999807,99.99999999999432,,75.99999999998806
2019.02.18,-51.99999999998539,-79.00000000000685,-82.99999999999974,67.00000000000728,156.00000000000057,147.99999999999258,-134.00000000000034,140.99999999999113,,163.99999999999923
2019.02.18,-80.99999999999774,-99.00000000000463,-112.000000000001,193.9999999999884,154.0000000000097,170.00000000000347,-209.99999999999375,219.99999999999886,,236.00000000000327
2019.02.18,-85.99999999998609,-90.0000000000012,-98.99999999999353,49.000000000006594,228.00000000000597,235.99999999999176,-159.9999999999966,204.9999999999983,,283.00000000002524
2019.02.18,-63.99999999999739,-70.0000000000034,-92.99999999999864,175.99999999998772,171.00000000001003,212.00000000001216,-209.99999999999375,347.999999999999,,470.0000000000157
2019.02.18,-104.99999999999955,-85.00000000000173,-96.99999999999153,168.99999999998272,225.99999999999287,242.00000000000887,-230.00000000000398,397.99999999999613,,517.9999999999837
2019.02.18,-102.00000000000209,-80.00000000000229,-103.99999999999298,201.99999999999818,221.00000000000452,262.999999999991,-248.99999999999523,440.9999999999883,,591.9999999999894
2019.02.18,-131.99999999999878,-41.000000000002146,-97.9999999999981,286.00000000000136,107.00000000001265,219.99999999999798,-240.99999999999966,457.9999999999984,,559.0000000000118
2019.02.18,-129.99999999998568,-50.0000000000056,-78.00000000000028,264.99999999998636,158.0000000000137,215.00000000000963,-256.0000000000002,461.9999999999891,,586.0000000000069
2019.02.18,-153.9999999999875,-60.99999999999994,-78.99999999999574,260.9999999999957,151.00000000001222,174.99999999999181,-246.9999999999999,429.9999999999926,,476.00000000000927
2019.02.18,-167.00000000000603,-71.00000000000995,-117.99999999999588,227.00000000000387,161.00000000001114,261.0000000000001,-233.0000000000041,397.99999999999613,,457.99999999999534
2019.02.18,-160.00000000000458,-66.00000000001049,-106.99999999999044,198.99999999998386,154.99999999999403,232.00000000000998,-213.99999999999864,410.99999999998715,,449.9999999999709
2019.02.18,-150.00000000000568,-77.00000000000485,-96.99999999999153,259.9999999999909,127.99999999999478,158.99999999999804,-237.99999999999955,405.9999999999917,,390.99999999997385
2019.02.18,-147.99999999999258,-89.00000000000574,-109.99999999999899,197.00000000000273,195.9999999999962,234.00000000000088,-231.99999999999932,387.999999999991,,435.9999999999942
2019.02.18,-136.00000000000279,-84.0000000000063,-76.99999999999375,186.00000000000705,181.9999999999933,151.00000000001222,-218.9999999999941,321.9999999999885,,325.00000000000415
2019.02.18,-133.00000000000534,-98.0000000000092,-120.99999999999334,223.99999999998954,204.00000000000418,243.99999999999977,-253.0000000000001,354.99999999998977,,421.9999999999752
2019.02.18,-133.99999999998968,-100.00000000000009,-113.99999999999189,242.999999999995,191.00000000000784,215.00000000000963,-257.000000000005,328.9999999999935,,373.0000000000193
2019.02.18,-110.99999999999443,-76.0000000000094,-123.99999999999079,216.99999999998454,217.0000000000005,323.99999999999096,-256.0000000000002,296.99999999999704,,487.99999999997823
2019.02.18,-126.0000000000039,-96.00000000000719,-107.99999999999699,213.99999999999864,212.00000000001216,225.99999999999287,-251.00000000000477,213.99999999999864,,284.9999999999894
2019.02.18,-78.00000000000028,-124.00000000000189,-105.99999999999498,123.99999999999523,397.0000000000029,364.00000000000875,-289.99999999999204,236.99999999999477,,524.0000000000125
2019.02.18,-116.99999999998934,-109.00000000000354,-119.99999999999788,314.9999999999977,171.00000000001003,187.00000000000384,-292.0000000000016,268.99999999999125,,304.00000000001046
2019.02.18,-83.9999999999952,-34.000000000000696,-71.99999999999429,313.99999999999295,46.0000000000127,103.99999999999298,-228.9999999999992,239.99999999999488,,285.00000000000415
2019.02.18,-143.00000000000423,-4.000000000004,-84.99999999999064,259.9999999999909,29.00000000001235,195.00000000001182,-188.99999999999295,256.0000000000002,,319.0000000000235
2019.02.18,-184.99999999999073,-19.00000000000235,-95.99999999999609,299.0000000000066,46.999999999997044,208.00000000000819,-219.99999999999886,268.99999999999125,,303.000000000015
2019.02.18,-243.99999999999977,-19.00000000000235,-92.99999999999864,509.9999999999909,-198.99999999999363,-59.000000000009045,-224.00000000000375,268.99999999999125,,-59.00000000002501
2019.02.18,-212.99999999999653,4.999999999999449,-75.9999999999983,447.00000000000273,-188.9999999999947,-34.000000000000696,-191.99999999999307,274.9999999999915,,23.000000000010402
2019.02.18,-253.99999999999866,-1.0000000000065512,-127.99999999999478,450.9999999999934,-180.0000000000024,93.00000000000975,-198.99999999999807,330.99999999998886,,112.99999999999156
2019.02.18,-208.99999999999253,26.999999999999247,-71.99999999999429,376.0000000000048,-100.99999999999554,100.99999999999554,-192.99999999999784,327.99999999998875,,257.0000000000081
2019.02.18,-217.99999999998488,6.999999999990347,-125.99999999999278,449.99999999998863,-117.99999999999588,173.00000000000094,-227.99999999999443,347.999999999999,,288.0000000000109
2019.02.18,-192.99999999999872,-20.0000000000089,-130.99999999999224,344.99999999999886,42.0000000000087,292.00000000000335,-245.9999999999951,360.99999999999,,450.0000000000059
2019.02.18,-168.99999999999693,-29.000000000001247,-105.99999999999498,362.99999999999955,90.99999999999665,258.0000000000027,-280.9999999999917,346.9999999999942,,474.0000000000082
