date,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,CADJPY,NZDJPY,empty,sum
2019.02.18,-92.99999999998754,-46.00000000000159,-95.00000000000064,-87.00000000001751,0.0,-31.999999999987594,-69.99999999999318,0.0,,-422.99999999998806
2019.02.18,-72.99999999998974,-52.000000000007596,-56.99999999999594,14.000000000010004,29.999999999996696,-59.99999999999339,-93.00000000000352,41.99999999998738,,-248.99999999999608
2019.02.18,-61.99999999998429,-86.0000000000083,-85.99999999999719,39.99999999999204,25.00000000000835,17.000000000000348,-137.00000000000045,85.99999999999852,,-202.99999999999096
2019.02.18,-92.99999999998754,-110.00000000001009,-134.99999999999625,52.99999999999727,140.0000000000068,139.00000000000023,-218.00000000000352,128.0000000000001,,-95.99999999999298
2019.02.18,-87.99999999999919,-103.00000000000864,-113.99999999999189,43.00000000000637,148.99999999999915,133.00000000000534,-206.99999999999363,167.99999999999216,,-18.999999999990337
2019.02.18,-106.00000000000608,-100.00000000000009,-107.99999999999699,43.00000000000637,168.0000000000126,204.00000000000418,-231.99999999999932,200.9999999999934,,70.00000000001404
2019.02.18,-112.99999999998533,-115.00000000000954,-134.0000000000008,127.00000000000955,147.00000000000824,178.99999999999582,-283.00000000000125,334.99999999999375,,143.00000000001043
2019.02.18,-117.99999999999588,-92.00000000000318,-103.99999999999298,151.9999999999868,177.00000000000495,154.99999999999403,-272.00000000000557,371.9999999999999,,269.99999999998806
2019.02.18,-163.00000000000205,-84.0000000000063,-148.99999999999915,179.00000000000205,97.00000000001374,212.99999999999653,-296.99999999999704,428.99999999998784,,224.99999999999562
2019.02.18,-184.99999999999073,-59.000000000009045,-122.99999999999534,258.99999999998613,93.00000000000975,190.00000000000128,-269.00000000000546,443.9999999999884,,349.999999999985
2019.02.18,-164.99999999999292,-68.00000000000139,-100.00000000000009,216.00000000000819,147.00000000000824,140.0000000000068,-272.00000000000557,416.9999999999874,,315.0000000000106
2019.02.18,-170.99999999998784,-78.00000000000028,-118.99999999999133,216.00000000000819,141.00000000001333,156.00000000000057,-259.00000000000034,393.99999999999125,,280.00000000003354
