date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDNZD,empty,sum
2018.04.16,-97.9999999999981,-76.99999999999375,-12.999999999991019,-19.999999999997797,-318.9999999999804,-201.00000000000674,-78.00000000000028,-4.000000000004,-136.00000000000279,-200.99999999998454,-162.00000000000614,-83.9999999999952,-196.0000000000184,-56.99999999999594,,-1645.9999999999752
2018.04.16,-104.99999999999955,-100.99999999999554,21.000000000000796,-24.000000000001798,-323.99999999999096,-205.00000000001074,-103.99999999999298,24.000000000001798,-146.00000000000168,-235.99999999999176,-177.99999999999727,-76.99999999999375,-209.9999999999991,-14.999999999987246,,-1679.9999999999595
2018.04.16,-166.99999999999494,-75.99999999998718,0.0,-22.999999999995246,-395.99999999999636,-236.99999999999832,-4.999999999999449,53.00000000000304,-201.99999999999108,-166.99999999998383,-177.00000000002092,-135.9999999999806,-274.00000000001864,9.999999999998899,,-1796.9999999999648
2018.04.16,-214.99999999999852,-2.999999999997449,86.00000000001273,59.000000000009045,-473.99999999999665,-303.0000000000088,129.00000000000134,78.00000000000028,-212.99999999999653,-29.999999999996696,-149.0000000000009,-117.99999999999588,-225.00000000000853,137.00000000000932,,-1240.9999999999675
2018.04.16,-207.00000000000162,-38.99999999998904,49.000000000006594,70.0000000000145,-482.999999999989,-304.9999999999997,128.00000000000588,78.99999999999574,-242.99999999999324,-140.99999999999113,-181.0000000000116,-152.99999999998093,-261.0000000000001,117.99999999999588,,-1568.9999999999377
2018.04.16,-180.0000000000024,-86.99999999999264,26.00000000001046,83.9999999999952,-470.9999999999992,-292.00000000000335,119.00000000000244,60.99999999999994,-275.9999999999874,-147.99999999999258,-150.00000000000568,-159.99999999998238,-299.00000000000483,112.000000000001,,-1660.9999999999611
2018.04.16,-156.99999999999602,-112.000000000001,-71.99999999998852,60.99999999999994,-471.9999999999835,-282.0000000000045,75.00000000000284,63.00000000000195,-357.99999999999164,-187.99999999998818,-131.00000000000023,-251.99999999998556,-319.0000000000026,103.00000000000864,,-2040.9999999999286
2018.04.16,-148.0000000000037,-258.0000000000027,-61.99999999999761,70.0000000000145,-590.0000000000016,-297.9999999999983,99.00000000000463,7.9999999999968985,-476.9999999999941,-234.00000000000088,-188.0000000000166,-255.99999999998957,-302.0000000000023,124.00000000001299,,-2511.9999999999786
2018.04.16,-116.00000000000499,-248.00000000000378,-64.99999999999773,52.000000000007596,-561.9999999999958,-290.9999999999968,121.99999999999989,12.000000000000899,-517.9999999999962,-274.9999999999808,-158.00000000001546,-268.0000000000016,-214.00000000000307,73.00000000001194,,-2455.999999999976
2018.04.16,-126.0000000000039,-227.99999999998377,-121.99999999999989,63.99999999999739,-512.0000000000014,-270.00000000001467,99.00000000000463,28.000000000005798,-466.9999999999952,-230.9999999999812,-97.00000000000841,-273.9999999999965,-287.000000000015,73.00000000001194,,-2349.9999999999804
2018.04.16,-124.99999999999733,-234.99999999998522,-159.9999999999966,127.99999999999478,-501.9999999999802,-258.0000000000027,87.99999999999919,29.000000000001247,-505.99999999998425,-247.99999999998158,-19.000000000005457,-283.99999999999534,-251.00000000000122,66.99999999999484,,-2275.99999999994
2018.04.16,-85.99999999999719,-245.99999999999068,-280.9999999999917,117.00000000001154,-504.9999999999999,-255.00000000000523,87.99999999999919,24.999999999997247,-532.9999999999835,-275.9999999999874,34.99999999999659,-304.9999999999997,-178.00000000001148,2.0000000000131024,,-2397.999999999949
2018.04.16,-83.9999999999952,-285.99999999998624,-276.9999999999868,130.0000000000079,-546.9999999999864,-251.00000000000122,79.00000000000685,-7.0000000000014495,-607.9999999999864,-312.00000000000114,144.9999999999818,-318.9999999999804,-241.00000000000233,2.0000000000131024,,-2575.9999999999177
2018.04.16,-75.9999999999983,-275.9999999999874,-236.99999999999477,143.00000000000423,-525.999999999982,-235.00000000000742,107.00000000000153,-2.000000000002,-588.9999999999951,-270.99999999999903,111.99999999999477,-312.9999999999855,-229.00000000001253,109.00000000000354,,-2282.9999999999604
2018.04.16,-97.00000000000264,-255.99999999998957,-259.00000000000034,144.0000000000108,-518.9999999999806,-234.00000000000088,82.99999999999974,0.999999999995449,-580.999999999987,-280.9999999999979,137.00000000000045,-317.9999999999961,-236.00000000001398,72.0000000000054,,-2343.9999999999573
2018.04.16,-151.00000000000114,-214.99999999998744,-287.9999999999967,177.00000000000495,-558.9999999999984,-259.0000000000092,89.00000000000574,-4.000000000004,-564.9999999999933,-269.9999999999925,189.99999999999773,-282.9999999999888,-158.0000000000137,83.00000000001084,,-2212.999999999966
2018.04.16,-161.00000000000003,-193.99999999998306,-266.9999999999959,175.00000000001404,-573.9999999999857,-266.0000000000107,117.00000000000044,-9.999999999998899,-568.9999999999973,-248.99999999998812,209.99999999997954,-297.9999999999983,-158.99999999999804,80.00000000001339,,-2164.999999999949
2018.04.16,-200.00000000000017,-159.99999999998238,-322.9999999999933,198.00000000000927,-533.99999999999,-290.9999999999968,75.00000000000284,9.999999999998899,-549.9999999999839,-320.9999999999935,270.9999999999866,-326.9999999999884,-209.00000000001472,43.00000000001525,,-2317.99999999993
2018.04.16,-189.00000000000583,-312.9999999999855,-280.9999999999917,131.99999999999878,-666.9999999999953,-304.9999999999997,114.99999999999844,-51.000000000001044,-644.9999999999844,-384.9999999999909,149.99999999997726,-303.9999999999932,-213.00000000001873,60.99999999999994,,-2894.999999999992
2018.04.16,-199.00000000000472,-302.0000000000023,-238.9999999999901,124.00000000001299,-612.9999999999969,-283.99999999999534,-13.999999999991797,-27.999999999994696,-597.9999999999874,-474.999999999981,107.99999999997567,-344.99999999999534,-381.0000000000091,28.000000000005798,,-3217.999999999954
