date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2017.10.30,-150.00000000000568,0.0,-15.000000000000568,-14.999999999987246,-31.999999999998696,0.0,-55.999999999997385,-21.00000000000435,-31.000000000003247,-2.999999999997449,-74.00000000000739,-75.00000000001705,-310.9999999999946,-8.999999999992347,-103.99999999999298,-160.00000000000458,-28.999999999996362,-9.999999999990905,-1.0000000000065512,,-1095.9999999999975
2017.10.30,-163.00000000000205,131.99999999999878,-0.999999999990564,-58.99999999998684,-26.999999999999247,-124.99999999999733,-67.99999999999784,-20.0000000000089,31.000000000003247,-122.99999999999534,-51.000000000001044,27.999999999991587,-341.99999999999784,-18.0000000000069,-49.00000000001015,-52.000000000007596,-43.99999999999693,-167.99999999999216,-180.99999999999784,,-1299.999999999995
2017.10.30,-207.00000000000162,137.9999999999937,-82.99999999999841,-148.99999999999915,-73.00000000000084,-173.9999999999964,-67.99999999999784,27.999999999994696,-0.999999999995449,-104.00000000000409,-24.999999999997247,96.00000000000364,-401.99999999999125,-11.00000000000545,-72.99999999998974,170.99999999998784,-25.000000000005684,-175.99999999998772,-160.00000000000458,,-1297.9999999999955
2017.10.30,-202.0000000000022,133.99999999998968,-43.99999999999693,-160.00000000000458,-73.99999999999629,-178.00000000000037,-36.99999999999193,44.99999999999504,-36.0000000000027,-104.00000000000409,7.0000000000014495,60.000000000002274,-381.99999999999346,-59.99999999999339,-15.00000000000945,249.99999999999466,-63.00000000000239,-226.99999999998965,-178.00000000000037,,-1264.000000000005
2017.10.30,-187.00000000000384,141.99999999999767,-25.99999999999625,-160.00000000000458,-75.9999999999983,-146.00000000000168,-28.999999999996362,34.99999999999615,-36.999999999998145,-71.99999999999429,-9.999999999998899,86.99999999998909,-499.9999999999893,2.999999999997449,-171.99999999999437,300.99999999999574,-73.99999999999807,-191.99999999999307,-140.0000000000068,,-1252.9999999999977
2017.10.30,-139.00000000000023,231.0000000000034,-34.99999999999659,-158.99999999999804,-94.00000000000519,-168.99999999999693,-49.99999999999716,25.999999999992696,0.0,-107.99999999999699,-4.000000000004,156.99999999998226,-548.9999999999995,93.00000000000975,-209.9999999999991,366.999999999984,-70.00000000000739,-204.9999999999983,-143.9999999999997,,-1062.000000000027
2017.10.30,-195.00000000000074,200.00000000000017,-99.99999999999432,-163.9999999999864,-97.9999999999981,-196.99999999999162,-57.999999999992724,26.999999999999247,21.999999999999797,-127.99999999999478,-4.000000000004,122.99999999999045,-570.9999999999882,75.00000000000284,-209.9999999999991,470.9999999999992,-90.00000000000341,-237.99999999999955,-200.00000000000017,,-1334.9999999999611
2017.10.30,-199.00000000000472,153.00000000000313,-115.99999999999966,-170.00000000000347,-99.00000000000463,-217.0000000000005,-82.99999999999841,58.99999999999794,0.0,-124.99999999999733,-1.0000000000065512,162.9999999999825,-515.9999999999832,26.999999999999247,-137.00000000000932,438.9999999999894,-58.9999999999975,-248.99999999999523,-207.99999999999707,,-1338.0000000000252
2017.10.30,-161.00000000000003,214.00000000000307,-27.999999999991587,-141.99999999999767,-23.00000000000635,-229.99999999999687,-40.99999999999682,34.99999999999615,7.0000000000014495,-171.99999999999437,-28.000000000005798,120.00000000000455,-461.0000000000003,32.0000000000098,-68.00000000000139,520.9999999999936,-64.99999999999773,-293.99999999999693,-275.000000000003,,-1058.9999999999802
2017.10.30,-146.00000000000168,226.99999999999943,-4.9999999999954525,-109.00000000000354,-12.000000000000899,-269.9999999999925,-53.999999999987836,19.999999999997797,-2.999999999997449,-249.99999999999466,-75.9999999999983,64.99999999999773,-351.99999999999676,53.00000000001415,-83.9999999999952,618.9999999999918,-82.99999999999841,-378.0000000000001,-328.0000000000061,,-1165.999999999968
2017.10.30,-99.00000000000463,242.00000000000887,37.9999999999967,-99.00000000000463,-21.999999999999797,-290.9999999999968,-34.99999999999659,17.999999999995797,11.00000000000545,-253.0000000000032,-46.999999999997044,21.99999999999136,-436.9999999999985,100.99999999999554,-137.9999999999937,649.999999999995,-123.99999999999523,-421.99999999999704,-336.9999999999984,,-1221.9999999999968
2017.10.30,-116.00000000000499,279.00000000000705,46.00000000000648,-121.99999999999989,-29.000000000001247,-269.9999999999925,-32.99999999998704,17.000000000000348,0.0,-234.00000000000088,-29.999999999996696,94.99999999999886,-500.9999999999959,107.00000000001265,-143.00000000000423,423.99999999997993,-106.00000000000875,-384.9999999999909,-302.0000000000023,,-1302.99999999998
2017.10.30,-91.00000000000774,282.0000000000045,66.0000000000025,-116.99999999998934,-7.0000000000014495,-278.9999999999959,-9.000000000000341,8.999999999992347,2.999999999997449,-258.0000000000027,-36.999999999998145,26.999999999986812,-411.99999999999017,123.00000000000644,-70.99999999999883,741.9999999999982,-137.00000000000045,-424.99999999999716,-329.999999999997,,-920.9999999999909
2017.10.30,-60.00000000000449,289.9999999999903,109.99999999999943,-131.99999999999878,9.999999999998899,-356.9999999999962,2.0000000000095497,2.999999999997449,19.999999999997797,-351.0000000000013,-24.999999999997247,63.99999999999295,-431.99999999998795,129.00000000000134,-109.00000000000354,862.9999999999916,-120.00000000000455,-521.9999999999914,-433.0000000000056,,-1050.0000000000118
2017.10.30,-54.00000000000959,313.00000000000773,121.00000000000932,-96.99999999999153,12.000000000000899,-368.00000000000165,5.000000000009663,-4.000000000004,14.999999999998348,-363.0000000000022,-24.999999999997247,49.000000000006594,-458.9999999999872,174.00000000000747,-110.00000000001009,974.9999999999925,-146.0000000000008,-535.9999999999872,-445.0000000000065,,-942.9999999999654
2017.10.30,-72.0000000000054,351.99999999999676,76.99999999999818,-131.99999999999878,21.999999999999797,-397.99999999999835,-24.00000000000091,-8.000000000008,-0.999999999995449,-381.99999999999346,-11.00000000000545,126.00000000000477,-478.0000000000006,185.00000000001293,-107.99999999999699,1043.9999999999782,-115.99999999999966,-536.9999999999919,-483.0000000000001,,-944.0000000000047
2017.10.30,-104.99999999999955,340.00000000000693,70.00000000000739,-131.99999999999878,2.999999999997449,-346.9999999999973,-4.9999999999954525,17.999999999995797,-5.999999999994898,-332.99999999999443,-14.000000000002899,145.99999999998658,-503.99999999999335,168.99999999999693,-130.0000000000079,905.9999999999845,-106.99999999999932,-498.9999999999952,-431.0000000000036,,-961.000000000007
