date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.02.05,-26.000000000003798,-2.999999999997449,-54.0000000000207,-26.999999999999247,-12.000000000000899,-87.99999999999386,-30.000000000007798,-68.9999999999884,0.0,-119.00000000000244,-111.99999999999477,-54.000000000002046,-73.99999999999807,0.0,-83.00000000001084,,-751.0000000000202
2018.02.05,-41.9999999999976,-83.9999999999952,-55.000000000005045,-97.9999999999981,-44.99999999999504,-6.999999999990791,-37.00000000000925,-1.0000000000047748,45.000000000006146,-75.00000000000284,14.999999999986358,-37.9999999999967,-57.00000000000216,80.00000000000229,-92.00000000000318,,-491.0000000000059
2018.02.05,-46.999999999997044,-198.99999999999363,-99.00000000000463,-217.0000000000005,-87.99999999999919,-115.99999999999966,-60.00000000000449,-355.99999999999454,-156.00000000000057,-119.99999999998678,-194.00000000001683,-299.99999999999716,-236.0000000000042,-17.000000000000348,-123.99999999999079,,-2328.999999999991
2018.02.05,83.9999999999952,-95.999999999985,62.99999999999084,-146.99999999999713,-81.9999999999932,4.0000000000048885,15.999999999993797,-276.9999999999868,-69.9999999999923,119.00000000000244,-74.00000000001228,-265.99999999999113,-230.00000000000398,-51.99999999999649,-100.99999999999554,,-1108.9999999999666
2018.02.05,51.99999999999649,33.00000000001635,56.99999999999594,-100.00000000000009,-68.00000000000139,-42.999999999992156,0.999999999995449,-276.00000000001046,85.00000000000173,120.99999999999334,-133.00000000000978,-221.00000000000364,-222.0000000000084,-7.0000000000014495,-107.99999999999699,,-829.000000000025
2018.02.05,129.00000000000134,116.00000000000499,144.99999999999514,-14.000000000002899,30.000000000007798,-143.99999999999125,-23.00000000000635,-330.99999999998886,24.000000000001798,-68.00000000000139,-262.00000000000045,-266.9999999999959,-256.0000000000002,24.999999999997247,-66.00000000001049,,-961.9999999999894
2018.02.05,85.00000000000173,9.999999999998899,98.99999999998244,-2.000000000002,-13.999999999991797,-196.99999999998852,-48.000000000003595,-504.99999999999545,-82.00000000000429,-126.99999999998823,-319.9999999999932,-256.9999999999908,-328.00000000000296,-12.999999999996348,-184.99999999999073,,-1883.999999999965
2018.02.05,92.99999999999864,46.999999999997044,139.00000000000023,53.999999999998494,45.000000000006146,-140.00000000000057,-79.00000000000685,-358.0000000000041,-120.00000000000898,-287.9999999999994,-200.9999999999934,-159.9999999999966,-203.00000000000296,36.0000000000027,-153.00000000000313,,-1288.0000000000127
2018.02.05,75.00000000000284,-44.99999999998394,93.99999999999409,41.000000000002146,-32.999999999994145,-123.99999999999523,-79.00000000000685,-372.0000000000141,-151.9999999999966,-292.00000000000335,-210.00000000000796,-110.99999999999,-237.99999999999955,-82.00000000000429,-272.00000000000557,,-1800.0000000000027
2018.02.05,112.000000000001,57.00000000001815,168.99999999999693,82.99999999999974,-26.999999999999247,-114.99999999999488,-73.00000000000084,-346.00000000000364,-147.00000000000824,-253.99999999999866,-176.00000000001614,-129.99999999999545,-278.0000000000058,-87.99999999999919,-268.0000000000016,,-1481.000000000008
