date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.25,-30.000000000007798,-17.999999999984695,-63.99999999999739,-30.000000000001137,-52.000000000007596,-32.999999999994145,-37.00000000000925,-8.999999999992347,-106.99999999999044,-94.0000000000083,-43.00000000000415,-22.999999999995246,-17.000000000000348,-5.999999999994898,-62.99999999998818,-96.00000000000719,-135.99999999999568,-1.0000000000065512,-32.999999999994145,-42.00000000000159,-9.00000000000345,-58.000000000002494,-97.9999999999981,,-1098.9999999999852
2019.11.25,-28.000000000005798,13.000000000018552,-70.99999999999883,36.99999999999193,-26.999999999999247,-17.999999999995797,-15.00000000000945,29.999999999996696,-133.99999999998968,-92.00000000001296,-65.00000000000395,-17.999999999995797,-15.00000000000945,55.000000000005045,-50.00000000001137,-14.000000000002899,-161.99999999999193,36.999999999998145,123.00000000000644,-39.00000000000148,-31.999999999998696,-71.99999999999429,-90.00000000001229,,-647.000000000017
2019.11.25,-23.00000000000635,24.000000000001798,-68.00000000000139,54.99999999999261,-52.000000000007596,-25.999999999992696,-19.00000000000235,58.000000000002494,-130.99999999999224,-138.00000000000523,-41.000000000002146,-24.000000000001798,-8.000000000008,70.0000000000034,-81.99999999999363,26.999999999999247,-198.99999999999807,80.99999999999774,154.99999999999403,-54.000000000002046,-2.999999999997449,-58.99999999999794,-119.00000000000244,,-576.00000000002
2019.11.25,-15.00000000000945,13.000000000018552,-73.00000000001194,92.99999999998931,-59.99999999999339,-30.999999999992145,-14.000000000002899,34.000000000000696,-127.99999999999478,-163.0000000000109,-41.000000000002146,-26.999999999999247,-3.0000000000085514,70.99999999999883,-117.999999999995,-32.0000000000098,-216.99999999999875,112.000000000001,165.9999999999995,-61.99999999999761,46.00000000000159,-64.99999999999284,-141.99999999999767,,-656.0000000000077
2019.11.25,9.999999999998899,-27.999999999983594,-86.0000000000083,63.99999999999295,-26.999999999999247,-63.99999999999739,-73.00000000000084,45.99999999999049,-106.99999999999044,-190.00000000001194,-29.000000000001247,-39.999999999995595,-30.000000000007798,48.99999999999905,-151.00000000001046,-41.000000000002146,-209.99999999999375,76.99999999999375,29.999999999996696,-120.00000000000455,48.99999999999905,-41.000000000002146,-109.00000000000354,,-1021.0000000000421
2019.11.25,34.000000000000696,-24.999999999986144,-85.00000000000173,84.99999999999375,-17.000000000000348,-52.99999999999194,-69.00000000000794,59.000000000009045,-80.99999999999774,-251.00000000000477,-34.000000000000696,-12.999999999996348,-24.000000000001798,56.0000000000005,-211.9999999999891,-38.0000000000047,-274.0000000000009,72.99999999998974,45.99999999999049,-132.000000000005,26.000000000003798,-19.999999999997797,-79.00000000000685,,-1028.000000000006
2019.11.25,34.99999999999615,-28.999999999990145,-89.99999999999008,138.9999999999958,-22.0000000000109,-101.99999999999099,-112.000000000001,49.99999999999449,-79.99999999999119,-264.00000000001,-22.999999999995246,-58.99999999999794,-68.00000000000139,51.000000000001044,-233.0000000000041,-60.99999999999994,-283.9999999999918,78.99999999998464,-85.00000000000173,-203.00000000000296,41.9999999999976,-19.00000000000235,-90.00000000001229,,-1428.0000000000246
2019.11.25,44.99999999999504,-32.999999999994145,-96.99999999999153,128.99999999999068,-18.999999999991246,-104.99999999999955,-151.00000000000114,52.99999999999194,-75.00000000000284,-259.00000000000034,-16.0000000000049,-58.000000000002494,-100.00000000000009,46.999999999997044,-224.99999999999432,-55.000000000005045,-274.9999999999915,90.99999999999665,-151.9999999999966,-234.99999999999943,101.00000000000664,65.99999999999939,-39.00000000001125,,-1362.0000000000093
2019.11.25,70.99999999999883,-34.99999999998504,-97.9999999999981,109.99999999999943,-17.000000000000348,-105.99999999999498,-198.00000000000927,100.99999999999554,-51.000000000001044,-288.0000000000109,-2.999999999997449,-38.0000000000047,-125.00000000000844,58.99999999999794,-200.9999999999934,-26.999999999999247,-283.00000000000125,85.99999999998609,-279.99999999999136,-284.000000000006,102.00000000000209,91.00000000000774,-25.999999999992696,,-1440.0000000000066
2019.11.25,84.99999999999064,-21.999999999988695,-109.00000000000354,131.00000000000023,18.999999999991246,-105.99999999999498,-200.00000000000017,112.000000000001,-53.999999999998494,-306.0000000000116,-4.000000000004,-36.0000000000027,-127.00000000001043,67.00000000000594,-198.0000000000075,4.999999999988347,-283.00000000000125,56.99999999999594,-280.9999999999979,-284.9999999999966,70.0000000000034,113.00000000000753,46.999999999997044,,-1305.0000000000366
2019.11.25,92.99999999999864,37.00000000002035,-86.99999999999264,134.00000000000034,-25.999999999992696,-87.99999999999919,-177.00000000000495,184.99999999999073,-18.999999999991246,-318.00000000001205,19.999999999997797,-12.000000000000899,-91.00000000000774,75.00000000000284,-133.00000000000978,41.000000000002146,-269.999999999996,58.000000000002494,-239.99999999999577,-263.00000000000523,85.99999999999719,102.00000000000209,7.0000000000014495,,-885.999999999992
2019.11.25,95.99999999999609,55.000000000005045,-56.99999999999594,121.99999999999989,-18.999999999991246,-78.00000000000028,-148.0000000000037,224.000000000002,15.999999999993797,-305.0000000000068,29.999999999996696,11.00000000000545,-56.0000000000005,87.00000000000374,-90.00000000000341,82.00000000000429,-212.99999999999386,48.99999999998794,-194.99999999998963,-216.99999999999875,63.99999999999739,96.00000000000719,24.999999999986144,,-420.9999999999985
