,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['AUDNZD', 'EURJPY']",80.0,-0.7899,S
1,1,GBPUSD,10,"['EURCHF', 'NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF']",80.0,-0.4401905952380959,S
2,2,EURUSD,10,"['AUDNZD', 'EURJPY']",80.0,0.7875,B
3,3,USDJPY,30,"['AUDCHF', 'AUDCAD', 'AUDUSD', 'EURUSD', 'NZDCHF', 'NZDCAD', 'NZDUSD', 'EURAUD', 'GBPUSD', 'GBPAUD', 'USDCHF']",80.0,-0.8127633333333333,S
4,4,USDCAD,10,['EURGBP'],100.0,-0.9917299999999996,S
5,5,NZDUSD,10,['GBPUSD'],80.0,1.0,B
6,6,GBPCHF,20,"['USDCHF', 'EURUSD', 'NZDCAD', 'NZDCHF', 'USDCAD']",100.0,0.007510238095238104,B
7,7,EURCHF,10,['USDJPY'],100.0,-0.5967758730158904,S
8,8,CHFJPY,15,['EURNZD'],80.0,-0.48777051587302667,S
9,9,CADCHF,10,"['GBPJPY', 'GBPUSD']",80.0,1.0,B
10,10,NZDCHF,30,"['GBPAUD', 'EURJPY', 'CADJPY']",80.0,0.7131492870631196,B
11,11,EURGBP,10,"['USDCAD', 'EURCHF']",80.0,-0.0029900000000000005,S
12,12,GBPJPY,15,"['NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF', 'EURNZD', 'EURAUD', 'GBPCHF']",100.0,-0.0116,S
13,13,GBPCAD,30,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.6015438122988253,B
14,14,GBPAUD,15,['EURGBP'],100.0,-0.663915272505276,S
15,15,EURJPY,15,"['EURNZD', 'EURJPY']",80.0,-0.5095,S
16,16,EURCAD,10,['USDJPY'],80.0,-0.9984900000000001,S
17,17,EURAUD,10,['GBPJPY'],80.0,-0.7780881746030908,S
18,18,EURNZD,10,"['GBPCHF', 'GBPUSD', 'GBPAUD', 'GBPCAD']",100.0,-1.0,S
19,19,AUDJPY,10,['AUDUSD'],80.0,-0.3869899999999764,S
20,20,NZDJPY,50,"['GBPUSD', 'GBPJPY', 'GBPCHF', 'USDCAD']",100.0,0.5969194327061975,B
21,21,AUDCAD,30,['AUDUSD'],80.0,0.9998833333333332,B
