date,EURCHF,NZDCHF,GBPAUD,EURCAD,empty,sum
2020.04.20,-5.999999999994898,-82.99999999999974,-263.99999999999756,-79.00000000000685,,-431.9999999999991
2020.04.20,-46.999999999997044,-6.0000000000060005,-422.9999999999956,23.999999999979593,,-452.00000000001904
2020.04.20,-45.000000000006146,-12.000000000000899,-719.9999999999873,60.99999999999994,,-715.9999999999943
2020.04.20,5.000000000010552,-36.0000000000027,-781.9999999999939,286.99999999999284,,-525.9999999999932
2020.04.20,4.000000000004,-9.00000000000345,-742.9999999999826,273.9999999999965,,-473.99999999998556
2020.04.20,-1.0000000000065512,-89.00000000000574,-1020.9999999999831,333.9999999999899,,-777.0000000000056
2020.04.20,4.000000000004,-109.00000000000354,-980.9999999999875,256.99999999999613,,-828.9999999999909
2020.04.20,7.0000000000014495,-109.00000000000354,-820.9999999999828,254.999999999983,,-668.0000000000018
2020.04.20,0.0,-104.99999999999955,-920.9999999999941,330.9999999999924,,-695.0000000000013
2020.04.20,1.0000000000065512,-75.00000000000284,-908.999999999982,450.9999999999792,,-531.9999999999991
2020.04.20,-1.0000000000065512,-82.99999999999974,-716.9999999999899,466.9999999999952,,-334.0000000000009
2020.04.20,5.000000000010552,-146.00000000000168,-787.9999999999887,541.9999999999981,,-386.9999999999818
2020.04.20,12.999999999996348,-79.00000000000685,-767.9999999999909,499.9999999999893,,-334.00000000001205
2020.04.20,5.999999999994898,-16.0000000000049,-766.0,544.9999999999955,,-231.00000000001455
2020.04.20,5.000000000010552,12.999999999996348,-624.0000000000023,542.9999999999824,,-63.00000000001296
2020.04.20,1.0000000000065512,217.0000000000005,-415.99999999999415,573.9999999999857,,375.9999999999986
2020.04.20,1.999999999990898,224.000000000002,-385.99999999999744,620.9999999999827,,460.9999999999782
2020.04.20,-1.999999999990898,180.99999999999784,-400.00000000000034,583.9999999999845,,362.99999999999113
2020.04.20,-5.999999999994898,163.99999999999747,-363.0000000000022,501.9999999999802,,296.99999999998056
2020.04.20,-11.00000000000545,212.00000000000108,-268.9999999999859,513.9999999999923,,446.000000000002
2020.04.20,-9.999999999998899,156.99999999999602,-252.99999999999213,495.000000000001,,389.000000000006
2020.04.20,-12.999999999996348,170.00000000000347,-51.99999999998539,375.9999999999986,,481.0000000000203
2020.04.20,-17.000000000000348,307.99999999999716,303.0000000000088,383.0,,977.0000000000057
2020.04.20,-5.000000000010552,302.9999999999977,546.000000000002,467.99999999997954,,1311.9999999999686
2020.04.20,1.999999999990898,344.99999999999534,570.0000000000039,659.999999999994,,1576.999999999984
2020.04.20,28.999999999990145,375.9999999999986,398.00000000000944,713.9999999999924,,1516.9999999999905
2020.04.20,29.999999999996696,354.9999999999942,238.0000000000049,775.9999999999989,,1398.9999999999945
2020.04.20,21.00000000000435,359.99999999999363,276.00000000000955,753.9999999999881,,1410.9999999999955
2020.04.20,0.0,310.9999999999946,229.00000000001253,773.9999999999858,,1313.999999999993
2020.04.20,-9.999999999998899,246.00000000000176,191.00000000000784,849.9999999999952,,1277.000000000006
2020.04.20,-4.000000000004,256.0000000000007,249.00000000001032,900.9999999999962,,1402.0000000000032
2020.04.20,-5.000000000010552,278.9999999999959,455.0000000000054,880.9999999999984,,1609.999999999989
2020.04.20,-11.00000000000545,292.00000000000335,419.0000000000138,783.9999999999848,,1483.9999999999964
2020.04.20,-9.999999999998899,292.9999999999988,670.000000000015,480.99999999999807,,1434.000000000013
2020.04.20,-9.999999999998899,327.99999999999494,780.000000000003,330.9999999999924,,1428.9999999999914
2020.04.20,-25.00000000000835,390.99999999999693,573.0000000000013,444.9999999999843,,1383.999999999974
2020.04.20,-22.999999999995246,380.00000000000256,692.0000000000038,511.99999999997914,,1560.9999999999902
2020.04.20,-18.999999999991246,403.99999999999324,802.0000000000139,461.0000000000003,,1648.0000000000161
2020.04.20,-43.999999999999595,392.00000000000347,648.0000000000041,583.9999999999845,,1579.9999999999925
2020.04.20,-15.00000000000945,334.00000000000097,368.9999999999971,596.9999999999809,,1284.9999999999695
2020.04.20,-28.000000000005798,332.99999999999443,299.00000000000483,688.9999999999841,,1292.9999999999775
2020.04.20,-28.000000000005798,305.99999999999517,302.0000000000023,598.999999999994,,1178.9999999999854
2020.04.20,-29.999999999996696,273.000000000001,69.00000000000794,656.9999999999965,,969.0000000000088
2020.04.20,-38.99999999998904,215.99999999999397,-87.99999999999919,1054.9999999999836,,1143.9999999999893
2020.04.20,-35.00000000000725,165.9999999999995,-225.99999999999287,1066.9999999999957,,971.999999999995
2020.04.20,-22.999999999995246,176.99999999999383,-136.00000000000279,1041.9999999999873,,1059.9999999999832
2020.04.20,-28.000000000005798,134.0000000000008,-245.99999999999068,1073.9999999999973,,934.0000000000016
2020.04.20,-36.999999999998145,103.99999999999298,-232.99999999999432,1109.9999999999889,,943.9999999999893
2020.04.21,-119.00000000000244,17.999999999995797,-356.9999999999851,1140.999999999992,,683.0000000000002
2020.04.21,-85.00000000000173,31.000000000003247,-472.9999999999901,1242.999999999994,,716.0000000000055
2020.04.21,-75.00000000000284,51.99999999999649,-375.9999999999986,1176.9999999999836,,777.9999999999786
2020.04.21,-15.00000000000945,117.99999999999588,-354.9999999999942,1128.99999999998,,876.9999999999723
2020.04.21,-9.999999999998899,168.99999999999693,-217.0000000000005,1086.9999999999936,,1028.9999999999911
2020.04.21,-8.999999999992347,141.99999999999767,-182.99999999999983,1139.9999999999854,,1089.999999999991
