date,EURCHF,NZDCHF,GBPAUD,EURCAD,empty,sum
2020.04.20,15.999999999993797,46.999999999997044,-148.99999999999915,44.99999999998394,,-41.00000000002436
2020.04.20,7.0000000000014495,9.999999999998899,-242.99999999999324,107.99999999999699,,-117.99999999999591
2020.04.20,8.999999999992347,24.999999999997247,-715.9999999999833,313.99999999999204,,-368.0000000000016
2020.04.20,8.000000000008,90.0000000000012,-634.0000000000013,343.99999999998875,,-192.0000000000033
2020.04.20,8.000000000008,-1.0000000000065512,-706.999999999991,345.99999999997965,,-354.0000000000099
2020.04.20,7.0000000000014495,-78.00000000000028,-1010.9999999999841,377.9999999999894,,-703.9999999999935
2020.04.20,17.000000000000348,-75.9999999999983,-741.9999999999982,346.9999999999862,,-454.00000000000995
2020.04.20,15.999999999993797,-51.000000000001044,-729.9999999999862,333.9999999999899,,-431.00000000000364
2020.04.20,5.000000000010552,-62.000000000006494,-839.9999999999964,468.9999999999861,,-428.0000000000062
2020.04.20,5.999999999994898,-19.999999999997797,-600.9999999999849,531.9999999999991,,-82.99999999998863
2020.04.20,7.0000000000014495,-79.00000000000685,-658.0000000000031,609.9999999999994,,-120.00000000000898
2020.04.20,15.00000000000945,-39.00000000000014,-707.9999999999975,547.999999999993,,-183.99999999999523
2020.04.20,15.00000000000945,19.00000000000235,-703.9999999999935,583.9999999999845,,-85.99999999999716
2020.04.20,7.0000000000014495,20.999999999993246,-605.9999999999955,581.9999999999936,,3.9999999999928377
2020.04.20,12.999999999996348,220.99999999999343,-358.9999999999982,605.9999999999955,,480.99999999998704
2020.04.20,5.999999999994898,314.99999999999864,-261.0000000000001,642.9999999999936,,702.999999999987
2020.04.20,5.000000000010552,236.00000000000287,-299.99999999998914,656.9999999999965,,598.0000000000207
2020.04.20,9.999999999998899,195.00000000000074,-292.9999999999877,653.999999999999,,566.0000000000109
2020.04.20,1.0000000000065512,232.99999999999432,-241.00000000000233,598.999999999994,,591.9999999999925
2020.04.20,-4.000000000004,229.99999999999687,-117.99999999999588,531.9999999999991,,639.9999999999961
2020.04.20,5.000000000010552,185.99999999999727,38.0000000000047,554.9999999999944,,784.0000000000069
2020.04.20,-8.000000000008,317.9999999999961,303.0000000000088,427.99999999998397,,1040.999999999981
2020.04.20,-1.0000000000065512,322.00000000000006,748.0000000000153,539.999999999985,,1608.9999999999939
2020.04.20,1.999999999990898,346.9999999999973,747.0000000000088,711.9999999999793,,1807.9999999999764
2020.04.20,35.00000000000725,402.00000000000233,595.0000000000122,802.9999999999982,,1835.00000000002
2020.04.20,32.999999999994145,385.000000000002,536.0000000000032,945.9999999999802,,1899.9999999999795
2020.04.20,38.99999999998904,390.99999999999693,409.99999999999926,839.9999999999964,,1679.9999999999816
2020.04.20,31.000000000003247,385.000000000002,356.00000000000074,874.9999999999814,,1646.9999999999873
2020.04.20,14.000000000002899,331.999999999999,361.0000000000113,949.9999999999842,,1656.9999999999973
2020.04.20,19.999999999997797,300.99999999999574,255.00000000000523,1079.999999999992,,1655.999999999991
2020.04.20,8.000000000008,280.9999999999979,490.999999999997,913.9999999999926,,1693.9999999999955
2020.04.20,11.999999999989797,341.0000000000024,594.0000000000057,923.9999999999915,,1870.9999999999893
2020.04.20,-1.999999999990898,314.0000000000032,710.0000000000106,847.9999999999822,,1870.000000000005
2020.04.20,-2.999999999997449,397.0000000000029,846.0000000000134,493.99999999999443,,1734.0000000000132
2020.04.20,17.000000000000348,466.9999999999952,833.000000000017,542.9999999999824,,1859.999999999995
2020.04.20,-19.999999999997797,415.99999999999415,783.0000000000003,641.999999999987,,1820.9999999999839
2020.04.20,-4.000000000004,412.9999999999967,863.9999999999981,646.9999999999976,,1919.9999999999886
2020.04.20,-12.999999999996348,449.9999999999948,849.0000000000109,683.9999999999957,,1970.000000000005
2020.04.20,-5.999999999994898,395.0000000000009,667.0000000000176,713.9999999999924,,1770.000000000016
2020.04.20,-11.999999999989797,358.9999999999982,385.00000000001313,937.9999999999944,,1670.000000000016
2020.04.20,-17.000000000000348,354.9999999999942,395.000000000012,712.9999999999859,,1445.9999999999918
2020.04.20,-24.000000000001798,383.99999999999545,416.00000000001637,653.999999999999,,1430.000000000009
2020.04.20,-22.0000000000109,273.9999999999965,82.00000000000429,1095.999999999986,,1429.999999999976
2020.04.20,-35.00000000000725,226.00000000000398,-83.9999999999952,1244.999999999985,,1351.9999999999866
2020.04.20,-19.999999999997797,241.00000000000233,-86.99999999999264,1085.999999999987,,1219.9999999999989
2020.04.20,-15.999999999993797,176.99999999999383,-98.99999999998244,1106.9999999999914,,1169.0000000000089
2020.04.20,-22.999999999995246,173.9999999999964,-220.99999999998232,1130.9999999999932,,1061.000000000012
2020.04.20,-34.000000000000696,107.99999999999699,-205.99999999999508,1366.0000000000005,,1234.0000000000016
2020.04.21,-56.99999999999594,39.999999999995595,-242.99999999999324,1272.999999999991,,1012.9999999999973
