date,USDCHF,GBPUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.02.06,-32.999999999994145,-53.999999999998494,-159.9999999999966,-52.99999999999194,-73.99999999999629,-87.00000000001484,-68.99999999999685,-180.99999999999784,-161.99999999999548,-70.99999999999883,0.0,-202.9999999999976,-163.00000000000205,-78.00000000000296,-24.000000000001798,-28.999999999990145,,-1440.9999999999761
2017.02.06,28.000000000005798,-113.00000000000753,-230.00000000000398,-11.999999999989797,-2.000000000002,53.999999999998494,-141.00000000000225,-175.00000000000293,-152.99999999999204,-95.00000000000064,-26.0000000000149,-28.000000000005798,-133.99999999998968,79.9999999999983,40.99999999999105,83.9999999999952,,-822.0000000000227
2017.02.06,91.00000000000774,-87.00000000001484,-212.99999999999386,-69.9999999999923,24.000000000001798,35.999999999991594,-170.99999999999892,-163.99999999999747,-214.99999999999852,2.0000000000131024,-109.00000000000354,-124.99999999999733,-181.9999999999933,91.99999999999875,113.99999999999189,-18.999999999991246,,-995.9999999999766
2017.02.06,114.99999999999844,-36.999999999998145,-317.99999999999784,-66.99999999999484,34.000000000000696,38.99999999998904,-190.00000000000128,-153.00000000000313,-208.99999999999253,137.9999999999937,-112.000000000001,-72.0000000000054,-163.9999999999864,170.0000000000017,96.99999999999153,17.000000000000348,,-712.0000000000051
2017.02.06,121.99999999999989,-55.000000000005045,-320.99999999999795,-63.99999999999739,2.999999999997449,47.99999999998139,-186.99999999999272,-195.00000000000074,-208.99999999999253,83.9999999999952,-96.00000000000719,-63.99999999999739,-140.99999999999113,112.99999999999955,78.00000000000028,51.000000000001044,,-833.0000000000074
2017.02.06,94.00000000000519,7.999999999985796,-213.99999999999864,-52.99999999999194,19.00000000000235,18.999999999991246,-181.9999999999933,-109.99999999999899,-230.99999999999233,201.00000000000674,-165.00000000001512,-299.00000000000483,-252.99999999999213,45.000000000001705,90.0000000000012,-107.99999999999699,,-1138.99999999999
2017.02.06,74.00000000000739,45.000000000006146,0.0,-106.99999999999044,105.99999999999498,31.999999999987594,-178.00000000000037,-97.9999999999981,-273.9999999999965,265.0000000000041,-110.00000000001009,-167.00000000000603,-290.9999999999968,9.000000000000341,168.99999999999693,-97.9999999999981,,-622.9999999999989
2017.02.06,104.99999999999955,28.000000000005798,-52.00000000000671,-89.99999999999008,119.99999999999788,36.999999999998145,-183.99999999999528,-97.9999999999981,-282.99999999999994,261.0000000000001,-131.99999999999878,-245.0000000000063,-317.9999999999961,72.00000000000273,203.99999999999307,-160.99999999998892,,-735.999999999983
2017.02.06,119.99999999999788,25.999999999992696,-93.00000000000352,-46.999999999997044,117.00000000000044,43.999999999999595,-186.99999999999272,-60.00000000000449,-278.00000000000045,418.9999999999916,-121.00000000001555,-306.00000000000625,-299.00000000000483,96.9999999999942,207.99999999999707,-197.99999999998707,,-558.0000000000385
2017.02.06,131.00000000000333,1.0000000000065512,-97.99999999999898,-68.00000000000139,116.00000000000499,24.999999999986144,-190.99999999999673,-63.00000000000195,-278.9999999999959,363.0000000000022,-167.00000000000603,-225.99999999999287,-340.00000000000693,123.00000000000466,187.9999999999993,-184.00000000000637,,-668.9999999999999
