date,EURUSD,EURCHF,EURNZD,empty,sum
2018.04.02,165.9999999999995,-7.0000000000014495,-598.0000000000097,,-439.0000000000116
2018.04.02,186.99999999998164,-35.00000000000725,-557.9999999999918,,-406.0000000000174
2018.04.02,183.99999999998417,7.0000000000014495,-556.0000000000009,,-365.0000000000153
2018.04.02,135.9999999999806,-69.00000000000794,-459.99999999999375,,-393.0000000000211
2018.04.02,167.9999999999904,-102.00000000000209,-634.0000000000013,,-568.000000000013
2018.04.02,175.99999999999838,-35.00000000000725,-540.0000000000072,,-399.00000000001603
2018.04.03,178.99999999999582,-101.00000000001774,-550.9999999999903,,-473.0000000000123
2018.04.03,179.99999999998016,-68.00000000000139,-526.9999999999886,,-415.0000000000099
2018.04.03,198.99999999999363,-76.0000000000094,-609.9999999999994,,-487.0000000000152
2018.04.03,181.9999999999933,-69.00000000000794,-638.9999999999895,,-526.0000000000042
2018.04.03,208.99999999999253,-21.00000000000435,-594.99999999999,,-407.0000000000018
2018.04.03,261.0000000000001,-12.999999999996348,-710.999999999995,,-462.99999999999125
2018.04.03,187.99999999998818,-58.000000000002494,-634.0000000000013,,-504.0000000000156
2018.04.03,158.99999999999804,-103.00000000000864,-740.9999999999917,,-685.0000000000023
2018.04.03,169.99999999998127,-119.00000000000244,-835.9999999999923,,-785.0000000000134
2018.04.03,157.99999999999147,-137.00000000000932,-845.0000000000068,,-824.0000000000247
2018.04.03,122.99999999998423,-158.0000000000137,-865.0000000000047,,-900.0000000000341
2018.04.03,117.99999999999588,-174.00000000000747,-750.0000000000063,,-806.0000000000178
2018.04.03,102.99999999998644,-181.00000000000892,-653.999999999999,,-732.0000000000215
2018.04.03,135.9999999999806,-161.00000000001114,-632.9999999999947,,-658.0000000000252
2018.04.03,121.99999999999989,-178.00000000001148,-468.00000000000176,,-524.0000000000134
2018.04.03,96.99999999999153,-168.99999999999693,-401.99999999999125,,-473.99999999999665
2018.04.03,127.99999999999478,-167.00000000000603,-187.99999999998818,,-226.99999999999943
2018.04.03,106.99999999999044,-191.00000000000784,-177.99999999998929,,-262.0000000000067
2018.04.03,51.99999999998539,-165.00000000001512,86.99999999999264,,-26.00000000003709
2018.04.03,-37.00000000002035,-141.00000000001333,241.00000000000233,,62.99999999996865
2018.04.03,-117.00000000001154,-192.00000000001438,1.999999999990898,,-307.000000000035
2018.04.03,-48.000000000003595,-229.99999999999687,106.99999999999044,,-171.00000000001
2018.04.03,-85.00000000000173,-167.00000000000603,83.00000000001084,,-168.99999999999693
2018.04.03,24.999999999986144,-75.00000000000284,70.99999999999883,,20.999999999982137
2018.04.03,114.99999999999844,-121.99999999999989,171.00000000001003,,164.00000000000858
2018.04.03,118.99999999998023,-191.00000000000784,185.99999999999727,,113.99999999996966
2018.04.03,69.9999999999923,-202.9999999999976,214.00000000000307,,80.99999999999775
2018.04.03,309.99999999998806,-191.00000000000784,361.9999999999957,,480.9999999999759
2018.04.03,221.99999999998886,-218.00000000000708,242.00000000000887,,245.99999999999065
2018.04.03,173.99999999998528,-273.0000000000121,164.00000000000858,,64.99999999998175
2018.04.03,88.99999999998354,-322.00000000000006,493.0000000000101,,259.99999999999363
2018.04.03,234.99999999998522,-175.00000000001404,754.0000000000102,,813.9999999999814
2018.04.03,596.9999999999809,-140.0000000000068,981.999999999994,,1438.9999999999682
2018.04.03,611.9999999999903,-121.00000000001555,1080.9999999999986,,1571.9999999999734
2018.04.03,593.9999999999834,-167.00000000000603,916.99999999999,,1343.9999999999673
2018.04.03,461.99999999998465,-260.0000000000158,819.9999999999985,,1021.9999999999674
2018.04.03,502.9999999999868,-234.00000000000088,930.0000000000086,,1198.9999999999945
2018.04.03,583.0000000000002,-171.00000000001003,1022.0000000000118,,1434.000000000002
2018.04.03,512.0000000000014,-202.00000000001327,1073.9999999999973,,1383.9999999999854
2018.04.03,527.9999999999951,-248.00000000000378,1149.0,,1428.9999999999914
2018.04.03,497.99999999999847,-316.0000000000052,1116.000000000006,,1297.999999999999
2018.04.03,552.9999999999812,-287.000000000015,991.9999999999928,,1257.999999999959
2018.04.03,542.9999999999824,-245.0000000000063,1021.0000000000052,,1318.9999999999814
2018.04.03,517.9999999999962,-259.0000000000092,1005.9999999999958,,1264.9999999999827
2018.04.03,548.9999999999995,-280.9999999999979,943.000000000005,,1211.0000000000066
2018.04.03,556.9999999999853,-248.00000000000378,862.9999999999916,,1171.9999999999732
2018.04.03,498.9999999999828,-231.0000000000034,795.9999999999967,,1063.9999999999761
2018.04.03,492.9999999999879,-211.00000000000563,892.0000000000039,,1173.9999999999861
2018.04.04,524.9999999999977,-214.00000000000307,905.0000000000002,,1215.999999999995
2018.04.04,492.9999999999879,-229.00000000001253,878.000000000001,,1141.9999999999764
2018.04.04,473.99999999999665,-232.00000000000998,939.0000000000009,,1180.9999999999875
2018.04.04,467.99999999997954,-229.99999999999687,967.9999999999911,,1205.9999999999739
2018.04.04,490.999999999997,-246.99999999999721,971.9999999999951,,1215.999999999995
2018.04.04,410.99999999998363,-276.00000000000955,900.9999999999962,,1035.9999999999704
2018.04.04,443.99999999999994,-246.00000000001288,880.9999999999984,,1078.9999999999854
2018.04.04,404.9999999999887,-259.0000000000092,866.0000000000113,,1011.9999999999907
2018.04.04,428.9999999999905,-243.00000000001543,1011.9999999999907,,1197.9999999999657
2018.04.04,413.99999999998107,-241.00000000000233,1163.000000000003,,1335.9999999999818
2018.04.04,379.99999999998033,-249.00000000001032,1398.0000000000105,,1528.9999999999804
2018.04.04,378.999999999996,-246.00000000001288,1417.0000000000016,,1549.9999999999848
2018.04.04,428.9999999999905,-236.00000000001398,1497.9999999999993,,1690.999999999976
2018.04.04,368.9999999999971,-246.99999999999721,1520.0000000000102,,1642.00000000001
2018.04.04,368.9999999999971,-208.00000000000819,1612.9999999999977,,1773.9999999999866
2018.04.04,410.99999999998363,-218.00000000000708,1554.9999999999952,,1747.9999999999718
2018.04.04,446.9999999999974,-202.9999999999976,1391.9999999999932,,1635.999999999993
2018.04.04,410.99999999998363,-208.00000000000819,1510.0000000000114,,1712.9999999999868
2018.04.04,517.9999999999962,-192.00000000001438,1462.0000000000077,,1787.9999999999895
2018.04.04,528.9999999999795,-202.9999999999976,1587.000000000005,,1912.9999999999868
2018.04.04,605.9999999999955,-267.0000000000172,1746.0000000000032,,2084.9999999999814
2018.04.04,245.99999999999068,-239.99999999999577,1218.000000000008,,1224.000000000003
2018.04.04,158.99999999999804,-295.0000000000008,1116.9999999999902,,980.9999999999875
2018.04.04,285.99999999998624,-350.00000000000585,1341.9999999999986,,1277.999999999979
2018.04.04,264.9999999999819,-334.00000000001205,1174.9999999999927,,1105.9999999999627
2018.04.04,417.99999999998505,-297.0000000000139,1357.0000000000082,,1477.9999999999793
2018.04.04,362.99999999998,-326.0000000000041,1195.999999999997,,1232.999999999973
2018.04.04,343.99999999998875,-344.00000000001097,1242.0000000000098,,1241.9999999999875
2018.04.04,322.00000000000006,-380.00000000000256,1302.0000000000032,,1244.0000000000007
2018.04.04,312.00000000000114,-372.00000000001677,1346.0000000000027,,1285.999999999987
2018.04.04,437.99999999998283,-356.00000000000074,1453.9999999999998,,1535.9999999999818
2018.04.04,224.99999999998633,-448.000000000004,1312.000000000002,,1088.9999999999843
2018.04.04,300.99999999999574,-445.0000000000065,1507.9999999999982,,1363.9999999999875
2018.04.04,227.99999999998377,-553.0000000000035,1371.9999999999955,,1046.9999999999757
2018.04.04,137.9999999999937,-612.0000000000125,1340.9999999999923,,866.9999999999734
2018.04.04,208.99999999999253,-609.0000000000151,1361.9999999999966,,961.999999999974
2018.04.04,200.00000000000017,-612.9999999999969,1272.999999999991,,859.9999999999941
2018.04.04,280.9999999999979,-540.0000000000072,1502.0000000000034,,1242.999999999994
2018.04.04,224.99999999998633,-598.0000000000097,1507.9999999999982,,1134.999999999975
2018.04.04,254.999999999983,-558.9999999999984,1690.999999999998,,1386.9999999999825
2018.04.04,350.9999999999902,-500.00000000001154,1645.0000000000075,,1495.9999999999861
2018.04.04,359.99999999998255,-519.0000000000028,1825.9999999999943,,1666.999999999974
2018.04.04,440.9999999999803,-524.0000000000133,1934.9999999999977,,1851.9999999999648
2018.04.04,392.9999999999989,-555.0000000000166,1929.000000000003,,1766.9999999999852
2018.04.04,411.99999999999017,-545.0000000000177,1967.999999999992,,1834.9999999999645
2018.04.04,364.9999999999931,-538.0000000000163,1841.0000000000036,,1667.9999999999804
2018.04.04,412.9999999999967,-578.9999999999961,1841.0000000000036,,1675.000000000004
2018.04.04,414.9999999999876,-560.0000000000049,1907.9999999999986,,1762.9999999999814
2018.04.05,371.99999999999454,-577.0000000000052,1957.0000000000086,,1751.999999999998
2018.04.05,370.999999999988,-582.0000000000158,1964.9999999999945,,1753.9999999999668
2018.04.05,366.999999999984,-564.000000000009,2095.0000000000023,,1897.9999999999773
2018.04.05,346.9999999999862,-551.9999999999969,2089.0000000000077,,1883.999999999997
2018.04.05,347.9999999999928,-541.0000000000136,2011.0000000000073,,1817.9999999999864
2018.04.05,318.9999999999804,-568.9999999999973,2059.999999999995,,1809.9999999999782
2018.04.05,323.99999999999096,-575.9999999999987,1988.000000000012,,1736.0000000000043
2018.04.05,329.99999999998585,-591.0000000000082,2021.0000000000061,,1759.9999999999839
2018.04.05,364.9999999999931,-571.0000000000103,1912.0000000000025,,1705.9999999999852
2018.04.05,390.9999999999858,-626.9999999999998,1960.0000000000061,,1723.9999999999923
2018.04.05,400.9999999999847,-626.9999999999998,1858.000000000004,,1631.999999999989
2018.04.05,394.9999999999898,-619.000000000014,1831.0000000000048,,1606.9999999999807
2018.04.05,390.9999999999858,-632.0000000000103,1727.9999999999961,,1486.9999999999716
2018.04.05,345.99999999997965,-641.0000000000027,1741.999999999999,,1446.999999999976
2018.04.05,417.0000000000007,-643.0000000000158,1587.000000000005,,1360.99999999999
2018.04.05,425.99999999999307,-631.0000000000038,1590.0000000000025,,1384.9999999999918
2018.04.05,413.99999999998107,-609.9999999999994,1519.0000000000036,,1322.9999999999852
2018.04.05,440.9999999999803,-617.0000000000009,1452.0000000000089,,1275.9999999999882
2018.04.05,530.9999999999926,-583.0000000000002,1611.9999999999911,,1559.9999999999836
2018.04.05,560.9999999999893,-537.0000000000097,1732.0000000000002,,1755.99999999998
2018.04.05,617.9999999999852,-526.0000000000042,1880.9999999999993,,1972.9999999999804
2018.04.05,618.9999999999918,-487.0000000000152,1740.0000000000082,,1871.9999999999848
2018.04.05,556.9999999999853,-533.0000000000057,1686.999999999994,,1710.9999999999736
2018.04.05,540.9999999999915,-500.9999999999959,1614.0000000000043,,1654.0
2018.04.05,406.9999999999796,-519.0000000000028,1381.9999999999943,,1269.9999999999711
2018.04.05,430.9999999999814,-489.0000000000061,1397.0000000000039,,1338.999999999979
2018.04.05,428.9999999999905,-524.0000000000133,1327.0000000000116,,1231.9999999999889
2018.04.05,393.99999999998323,-529.0000000000017,1415.999999999995,,1280.9999999999766
2018.04.05,534.9999999999966,-548.0000000000151,1678.0000000000018,,1664.9999999999832
2018.04.05,632.9999999999947,-555.0000000000166,1855.999999999991,,1933.999999999969
2018.04.05,776.9999999999833,-533.0000000000057,2132.0000000000005,,2375.999999999978
2018.04.05,692.9999999999881,-536.0000000000032,1957.9999999999932,,2114.999999999978
2018.04.05,678.0000000000008,-565.9999999999999,1927.9999999999964,,2039.9999999999973
2018.04.05,635.9999999999922,-538.0000000000163,1879.0000000000084,,1976.9999999999843
2018.04.05,811.9999999999905,-479.0000000000072,1866.9999999999964,,2199.9999999999795
2018.04.05,898.9999999999832,-400.00000000000034,1781.0000000000105,,2279.999999999993
2018.04.05,950.9999999999908,-378.999999999996,1832.0000000000114,,2404.0000000000064
2018.04.05,901.9999999999806,-402.9999999999978,1784.0000000000077,,2282.9999999999905
2018.04.05,808.9999999999931,-417.0000000000007,1638.0000000000061,,2029.9999999999986
2018.04.05,830.9999999999818,-402.9999999999978,1593.0,,2020.999999999984
2018.04.05,933.9999999999905,-443.99999999999994,1642.9999999999945,,2132.999999999985
2018.04.05,832.9999999999949,-476.0000000000098,1621.9999999999902,,1978.9999999999754
2018.04.05,817.9999999999854,-475.0000000000032,1645.9999999999918,,1988.999999999974
2018.04.05,824.9999999999868,-490.0000000000126,1652.9999999999934,,1987.9999999999677
2018.04.05,817.000000000001,-513.0000000000078,1601.9999999999923,,1905.9999999999854
2018.04.05,842.9999999999937,-526.0000000000042,1551.9999999999977,,1868.9999999999873
2018.04.05,808.9999999999931,-514.9999999999987,1591.9999999999934,,1885.9999999999877
2018.04.05,790.9999999999861,-531.0000000000148,1872.9999999999914,,2132.9999999999627
2018.04.06,807.9999999999865,-490.999999999997,1749.0000000000005,,2065.99999999999
2018.04.06,803.9999999999825,-495.000000000001,1672.0000000000068,,1980.9999999999882
2018.04.06,793.9999999999836,-516.0000000000053,1719.0000000000039,,1996.9999999999823
2018.04.06,748.9999999999997,-473.99999999999665,1506.9999999999916,,1781.9999999999945
2018.04.06,691.9999999999815,-479.0000000000072,1161.000000000012,,1373.9999999999864
2018.04.06,705.9999999999844,-467.0000000000174,1286.9999999999936,,1525.9999999999607
2018.04.06,696.999999999992,-459.0000000000094,1391.9999999999932,,1629.999999999976
2018.04.06,702.9999999999869,-450.00000000001705,1222.9999999999964,,1475.9999999999663
2018.04.06,638.9999999999895,-460.000000000016,1322.000000000001,,1500.9999999999745
2018.04.06,613.9999999999812,-502.00000000000244,1341.9999999999986,,1453.9999999999775
2018.04.06,636.9999999999986,-511.000000000017,1158.9999999999989,,1284.9999999999804
2018.04.06,641.999999999987,-493.0000000000101,1232.000000000011,,1380.9999999999877
2018.04.06,756.9999999999854,-463.0000000000134,1418.0000000000082,,1711.9999999999802
2018.04.06,770.9999999999884,-439.99999999999596,1405.9999999999961,,1736.9999999999886
2018.04.06,797.9999999999876,-446.9999999999974,1418.0000000000082,,1768.9999999999984
2018.04.06,808.9999999999931,-441.0000000000025,1368.999999999998,,1736.9999999999886
2018.04.06,784.9999999999912,-417.0000000000007,1288.0000000000002,,1655.999999999991
2018.04.06,817.9999999999854,-387.000000000004,1432.9999999999955,,1863.9999999999768
2018.04.06,869.999999999993,-414.00000000000324,1336.0000000000039,,1791.9999999999936
2018.04.06,834.9999999999858,-455.0000000000054,1150.999999999991,,1530.9999999999714
2018.04.06,1000.0000000000009,-411.0000000000058,1424.000000000003,,2012.9999999999982
2018.04.06,922.0000000000006,-394.00000000000546,1307.999999999998,,1835.9999999999932
2018.04.06,913.9999999999926,-428.00000000000614,1354.999999999995,,1840.9999999999814
2018.04.06,841.9999999999872,-455.0000000000054,1116.000000000006,,1502.9999999999877
2018.04.06,786.9999999999822,-442.00000000000904,1102.000000000003,,1446.9999999999761
2018.04.06,761.999999999996,-476.0000000000098,1042.0000000000095,,1327.999999999996
2018.04.06,740.9999999999917,-507.9999999999973,1015.0000000000103,,1248.0000000000048
2018.04.06,794.9999999999901,-512.0000000000014,1120.9999999999943,,1403.9999999999832
2018.04.06,831.9999999999883,-565.0000000000155,1066.9999999999957,,1333.9999999999686
2018.04.06,873.999999999997,-507.9999999999973,1201.0000000000077,,1567.0000000000075
2018.04.06,896.9999999999923,-553.0000000000035,1333.0000000000064,,1676.999999999995
2018.04.06,714.999999999999,-537.0000000000097,1190.0000000000023,,1367.9999999999916
2018.04.06,442.9999999999934,-473.0000000000123,998.9999999999943,,968.9999999999754
2018.04.06,507.9999999999973,-370.00000000000364,1076.0000000000102,,1214.0000000000039
2018.04.06,533.99999999999,-419.0000000000138,1001.9999999999918,,1116.999999999968
2018.04.06,571.9999999999948,-406.00000000001745,1188.9999999999957,,1354.999999999973
2018.04.06,439.99999999999596,-463.0000000000134,1082.0000000000052,,1058.9999999999877
2018.04.06,454.9999999999832,-460.000000000016,1188.0000000000114,,1182.9999999999786
2018.04.06,512.0000000000014,-456.00000000001194,1170.0000000000043,,1225.9999999999936
2018.04.06,435.9999999999919,-497.99999999999847,1198.9999999999945,,1136.999999999988
2018.04.06,447.99999999998175,-493.0000000000101,1059.00000000001,,1013.9999999999816
2018.04.06,374.999999999992,-383.0,981.0000000000097,,973.0000000000016
2018.04.06,342.9999999999822,-368.00000000001273,1065.0000000000048,,1039.9999999999743
2018.04.06,334.9999999999964,-368.9999999999971,947.9999999999933,,913.9999999999926
2018.04.06,344.99999999999534,-367.0000000000062,1129.0000000000023,,1106.9999999999914
2018.04.06,339.0000000000004,-368.9999999999971,1166.0000000000005,,1136.0000000000036
2018.04.06,379.99999999998033,-341.99999999999784,1222.000000000012,,1259.9999999999945
2018.04.06,383.0,-375.9999999999986,1120.9999999999943,,1127.9999999999957
