date,GBPUSD,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,empty,sum
2021.06.07,-114.99999999999844,-46.999999999997044,0.0,-46.0000000000127,-85.00000000000173,-65.00000000000395,-226.99999999999943,-95.00000000000064,-8.99999999998613,-137.9999999999937,-7.0000000000014495,-25.000000000005684,-4.000000000004,-51.9999999999925,-64.99999999999773,,-979.9999999999952
2021.06.07,-102.00000000000209,-44.99999999998394,61.99999999999761,-41.000000000002146,-106.00000000000608,-65.00000000000395,-235.00000000000742,-34.000000000000696,-8.000000000009777,-239.99999999999577,14.000000000002899,-32.00000000001069,38.0000000000047,-15.000000000000568,-174.99999999999716,,-984.0000000000151
2021.06.07,-100.99999999999554,-72.99999999998974,6.999999999990791,-107.00000000001265,-73.00000000001194,-62.99999999999084,-214.00000000000307,11.00000000000545,-121.00000000000932,-278.00000000000045,75.00000000000284,-70.99999999999795,58.000000000002494,-57.999999999992724,-248.99999999999523,,-1256.9999999999977
2021.06.07,-73.99999999999629,-54.99999999998284,-19.000000000005457,-104.99999999999955,-52.000000000007596,-46.999999999997044,-216.0000000000051,40.00000000000669,-102.00000000000387,-248.00000000000378,256.00000000001177,-93.99999999999409,192.99999999999872,-74.99999999998863,-292.0000000000016,,-889.9999999999685
2021.06.07,-83.9999999999952,-58.99999999998684,-14.000000000010004,-97.9999999999981,-65.00000000000395,-56.99999999999594,-231.0000000000034,43.999999999999595,-129.99999999999545,-251.00000000000122,269.00000000000813,-110.99999999999,192.99999999999872,-90.99999999999397,-289.99999999999204,,-974.9999999999598
2021.06.07,-119.99999999998678,-81.9999999999821,-60.000000000002274,-97.00000000001374,-103.00000000000864,-75.00000000000284,-229.00000000000142,35.00000000000725,-225.9999999999991,-263.00000000001324,273.9999999999965,-171.99999999999704,191.99999999999218,-123.99999999999523,-280.9999999999917,,-1330.9999999999982
2021.06.07,-168.99999999999693,-131.99999999999878,-61.00000000000705,-102.00000000000209,-109.00000000000354,-79.99999999999119,-236.99999999999832,26.000000000003798,-235.99999999999,-307.99999999999716,177.00000000000495,-176.9999999999925,119.00000000000244,-126.99999999999534,-265.99999999999113,,-1681.999999999953
2021.06.07,-167.9999999999904,-116.99999999998934,0.0,-131.00000000001444,-100.0000000000112,-79.00000000000685,-197.00000000000273,29.000000000001247,-169.9999999999875,-360.0000000000048,286.99999999999284,-117.999999999995,184.99999999999073,-57.999999999992724,-227.99999999999443,,-1225.0000000000045
2021.06.07,-82.99999999998863,-80.99999999999774,-34.000000000006025,-141.00000000001333,-80.00000000001339,-76.99999999999375,-212.00000000000108,46.00000000000159,-127.9999999999859,-296.9999999999917,225.99999999999287,-122.0000000000141,212.00000000001216,-66.99999999999307,-247.99999999999045,,-1085.9999999999827
2021.06.07,-15.999999999993797,-43.999999999999595,-41.00000000001103,-242.00000000000887,-38.0000000000047,-69.00000000000794,-209.00000000000364,78.00000000000028,-92.99999999998931,-235.00000000000742,96.00000000000719,-118.99999999999977,167.00000000000603,-66.99999999999307,-247.99999999999045,,-1079.9999999999961
2021.06.07,85.00000000000173,-39.999999999995595,-2.0000000000095497,-253.00000000001432,68.99999999998573,-52.000000000007596,-153.00000000000313,123.00000000000644,61.00000000000705,-263.00000000001324,137.00000000000932,-63.99999999999295,236.99999999999832,27.000000000001023,-187.99999999998818,,-276.000000000015
2021.06.07,65.00000000000395,-60.99999999999994,-37.00000000000614,-209.9999999999991,55.99999999998939,-69.9999999999923,-179.00000000000693,130.0000000000079,32.00000000001069,-219.00000000001364,146.00000000000168,-120.00000000000455,249.99999999999466,-32.99999999998704,-208.99999999998897,,-458.99999999999034
2021.06.07,86.0000000000083,-71.99999999998319,-11.00000000000989,-202.00000000001327,70.99999999999883,-80.99999999999774,-182.00000000000438,150.00000000000568,62.00000000001182,-197.00000000000273,130.0000000000079,-104.00000000001342,261.0000000000001,-15.999999999991132,-234.99999999999943,,-339.99999999998255
2021.06.07,76.0000000000094,-87.99999999999919,7.999999999995566,-194.0000000000053,102.00000000000209,-62.000000000006494,-150.00000000000568,157.00000000000713,76.99999999999818,-198.00000000000927,139.00000000000023,-105.99999999999454,290.9999999999968,1.0000000000047748,-227.99999999999443,,-175.00000000000068
2021.06.07,76.0000000000094,-85.99999999998609,3.0000000000001137,-185.99999999999727,106.99999999999044,-56.000000000011596,-167.00000000000603,160.00000000000458,79.00000000000773,-156.00000000000057,134.00000000001188,-104.00000000001342,282.0000000000045,-6.000000000000227,-209.99999999999375,,-129.9999999999803
2021.06.07,35.00000000000725,-109.99999999998789,66.99999999999307,-143.00000000000423,89.99999999999008,-62.000000000006494,-163.99999999999747,147.00000000000824,140.99999999999113,-161.00000000001114,52.000000000007596,-38.000000000010914,208.00000000000819,28.000000000005798,-203.99999999999352,,-114.00000000000031
2021.06.07,63.99999999999739,-85.00000000000173,84.99999999999375,-188.00000000001037,86.99999999999264,-55.000000000005045,-162.0000000000066,134.0000000000008,181.0000000000116,-164.99999999999292,73.99999999999629,34.99999999999659,225.99999999999287,71.00000000001216,-152.9999999999916,,148.99999999998585
2021.06.07,83.00000000001084,-39.999999999995595,49.99999999999716,-267.0000000000172,72.99999999998974,-55.000000000005045,-155.00000000000514,131.99999999999878,187.00000000001182,-229.99999999999687,116.00000000000499,34.99999999999659,252.0000000000078,80.0000000000125,-123.99999999999523,,137.00000000001512
2021.06.07,195.00000000001182,-26.999999999999247,52.99999999999727,-306.00000000000625,121.99999999999989,-51.000000000001044,-151.00000000000114,161.00000000000003,259.00000000001455,-160.00000000000458,-99.00000000000463,50.00000000001137,192.99999999999872,109.00000000000887,-121.99999999999989,,226.0000000000257
2021.06.07,289.0000000000059,9.000000000014552,12.999999999991019,-334.00000000001205,83.9999999999952,-147.00000000000824,-219.00000000000253,209.00000000000364,370.00000000000455,-72.0000000000054,-214.00000000000307,72.00000000000273,121.99999999999989,91.00000000000819,-128.0000000000001,,144.99999999999426
2021.06.07,181.9999999999933,4.000000000004,-17.000000000010118,-375.0000000000142,46.999999999997044,-103.99999999999298,-211.00000000000563,135.00000000000733,209.00000000000318,-190.00000000000128,-160.99999999998892,34.99999999999659,79.99999999999119,87.0000000000033,-149.99999999999147,,-429.00000000000864
2021.06.07,141.00000000001333,-83.9999999999952,24.999999999991473,-292.00000000000335,107.99999999999699,-76.0000000000094,-136.00000000000279,128.00000000000588,180.00000000000682,-211.00000000000563,-242.00000000000887,33.999999999991815,68.00000000000139,93.00000000000352,-155.00000000000114,,-419.0000000000151
2021.06.07,158.99999999999804,-81.9999999999821,99.99999999999432,-287.000000000015,139.9999999999846,-72.0000000000054,-170.00000000000347,178.00000000000037,370.00000000000455,-150.00000000000568,-289.0000000000059,63.99999999999295,-28.000000000005798,140.00000000000057,-147.99999999999613,,-75.00000000004411
2021.06.07,97.00000000001374,-44.99999999998394,78.99999999999352,-297.0000000000139,76.99999999999375,-70.99999999999883,-194.0000000000053,135.00000000000733,348.99999999998954,-190.00000000000128,-295.0000000000008,116.99999999999022,-104.99999999999955,118.00000000000921,-180.99999999999739,,-406.00000000000375
2021.06.07,107.00000000001265,-32.999999999994145,123.99999999999523,-273.9999999999965,45.99999999999049,-83.00000000001084,-197.99999999999818,133.00000000000534,326.9999999999982,-182.99999999999983,-263.99999999999756,137.00000000000045,-79.00000000000685,140.00000000000057,-190.9999999999883,,-290.9999999999892
2021.06.07,79.00000000000685,-49.99999999999449,119.99999999999034,-236.00000000001398,55.99999999998939,-58.000000000002494,-189.00000000000583,109.99999999999899,253.00000000001432,-154.99999999999403,-226.99999999999943,96.00000000000364,-69.00000000000794,92.00000000001296,-203.99999999999352,,-381.9999999999953
2021.06.07,55.000000000005045,-31.999999999987594,104.99999999998977,-161.00000000001114,0.9999999999843467,-58.000000000002494,-231.0000000000034,92.99999999999864,223.0000000000132,-177.00000000000495,-270.99999999999903,120.00000000000455,-107.99999999999699,47.000000000011255,-208.99999999998897,,-602.9999999999877
2021.06.07,36.999999999998145,23.00000000001745,92.99999999998931,-168.0000000000126,-9.000000000014552,-32.999999999994145,-240.00000000000688,53.999999999998494,229.00000000001342,-131.99999999999878,-270.99999999999903,159.9999999999966,-127.99999999999478,62.00000000001182,-179.9999999999926,,-502.9999999999881
2021.06.07,-119.99999999998678,-36.999999999998145,147.99999999999613,-104.99999999999955,-97.9999999999981,-19.999999999997797,-246.00000000000176,-7.9999999999968985,100.99999999999909,-235.00000000000742,-107.99999999999699,175.99999999998772,-184.00000000000637,34.000000000006025,-225.9999999999991,,-927.9999999999999
2021.06.07,-221.00000000000452,-163.9999999999864,216.99999999999875,-69.00000000000794,-120.00000000000898,-22.0000000000109,-236.99999999999832,-32.999999999994145,108.00000000000409,-327.99999999999494,-52.000000000007596,181.0000000000116,-191.99999999999218,40.00000000000625,-236.99999999999477,,-1128.99999999998
2021.06.07,-235.99999999999176,-76.99999999999375,211.9999999999891,-131.00000000001444,-156.00000000000057,-21.00000000000435,-240.00000000000688,-42.999999999993044,98.00000000001319,-443.99999999999994,-69.00000000000794,219.99999999999886,-236.99999999999832,75.00000000000284,-260.9999999999957,,-1310.000000000003
2021.06.07,-270.99999999999903,-89.99999999999008,264.99999999998636,-239.00000000001143,-218.00000000000708,-52.000000000007596,-180.0000000000024,-74.99999999999174,66.0000000000025,-609.9999999999994,-92.00000000000318,243.99999999999977,-266.999999999995,171.00000000000648,-309.99999999998806,,-1658.0
2021.06.07,-286.99999999999284,-173.00000000000094,276.9999999999868,-240.00000000001796,-239.00000000001143,-73.99999999999629,-178.00000000000037,-68.00000000000139,122.99999999999045,-658.0000000000031,-164.00000000000858,240.99999999998545,-289.0000000000059,234.99999999999943,-286.00000000000136,,-1780.0000000000778
2021.06.07,-278.00000000000045,-219.99999999999798,325.9999999999934,-253.00000000001432,-63.99999999999739,-39.999999999995595,-116.00000000000499,-7.0000000000014495,152.00000000001523,-658.0000000000031,-93.00000000000975,173.00000000000182,-150.99999999999002,224.00000000000375,-283.9999999999918,,-1288.9999999999927
2021.06.07,-184.99999999999073,-224.000000000002,329.9999999999983,-144.0000000000108,24.999999999986144,-39.999999999995595,-129.00000000000134,86.0000000000083,289.99999999999204,-377.0000000000051,-69.00000000000794,168.00000000000637,-11.00000000000545,207.00000000000784,-228.9999999999992,,-302.0000000000192
2021.06.07,-319.0000000000026,-323.99999999999096,260.9999999999957,-168.99999999999693,-38.0000000000047,-127.00000000001043,-136.99999999999824,64.0000000000085,139.00000000001,-517.0000000000119,-79.99999999999119,0.0,0.0,174.0000000000066,-296.99999999999704,,-1369.9999999999832
2021.06.07,-253.99999999999866,-378.999999999996,269.999999999996,-124.99999999999733,49.99999999999449,-102.00000000000209,-100.00000000000009,158.0000000000026,158.00000000001546,-381.99999999999346,-87.99999999999919,-56.99999999998795,121.99999999999989,130.00000000000966,-338.99999999999864,,-937.9999999999553
2021.06.07,-262.00000000000665,-407.0000000000018,297.9999999999876,-43.999999999999595,75.99999999998718,-89.99999999999008,-121.99999999999989,157.00000000000713,132.000000000005,-370.00000000000364,-79.99999999999119,-74.99999999998863,130.99999999999224,81.00000000000307,-360.99999999999,,-935.9999999999892
2021.06.07,-297.9999999999983,-422.9999999999956,297.9999999999876,44.99999999998394,68.99999999998573,-85.00000000000173,-136.00000000000279,141.99999999999767,87.99999999999386,-302.0000000000023,-69.9999999999923,-103.00000000000864,113.99999999999189,56.000000000011596,-375.0,,-980.0000000000492
2021.06.07,-304.9999999999997,-383.99999999998437,273.9999999999867,42.999999999993044,22.999999999995246,-97.9999999999981,-161.00000000000003,125.00000000000844,50.00000000001137,-293.99999999999426,-28.999999999990145,-86.99999999998909,99.00000000000463,23.000000000010346,-368.9999999999998,,-1089.9999999999454
2021.06.07,-317.9999999999961,-359.99999999998255,274.9999999999915,48.000000000003595,-46.999999999997044,-124.99999999999733,-180.0000000000024,99.00000000000463,31.00000000000591,-331.999999999999,-11.999999999989797,-74.00000000001228,93.00000000000975,40.00000000000625,-365.99999999999966,,-1227.9999999999545
