date,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.08.21,21.00000000000435,4.999999999999449,-0.999999999995449,-100.99999999999554,59.000000000009045,0.0,128.00000000000588,80.00000000000229,-43.999999999999595,-6.000000000000227,-217.0000000000005,102.99999999998644,84.99999999997954,-121.00000000001555,29.999999999996696,-22.999999999996135,-10.000000000005116,-109.99999999999899,-32.999999999994145,,-155.0000000000176
2017.08.21,68.00000000000139,0.0,12.000000000000899,-96.00000000000719,65.00000000000395,-48.99999999999238,56.0000000000005,48.000000000003595,-47.00000000000814,-53.00000000002569,-287.000000000015,153.9999999999875,53.999999999973625,-151.00000000001222,75.00000000000284,-3.0000000000001137,0.999999999990564,-139.99999999999568,-2.999999999997449,,-296.000000000089
2017.08.21,198.00000000000927,20.999999999993246,-20.999999999993246,-249.00000000001032,70.0000000000145,-134.00000000000034,39.00000000000014,85.00000000000173,-6.0000000000060005,-278.00000000002,-619.9999999999983,341.99999999999784,-6.000000000000227,-307.00000000001285,60.99999999999994,-3.0000000000001137,61.99999999999761,-161.00000000000003,96.00000000000719,,-811.0000000000199
2017.08.21,248.00000000000378,26.999999999999247,-39.999999999995595,-214.00000000000307,80.99999999999774,-171.99999999999704,40.00000000000669,121.00000000000443,-18.0000000000069,-283.00000000001546,-573.0000000000013,224.000000000002,-54.000000000002046,-316.0000000000052,7.0000000000014495,21.000000000000796,129.99999999999545,-180.99999999999784,129.00000000000134,,-823.0000000000115
2017.08.21,286.00000000000847,-6.0000000000060005,-51.000000000001044,-232.00000000000998,121.00000000001555,-115.99999999999966,36.999999999998145,109.00000000000354,-31.000000000003247,-239.00000000000432,-602.0000000000136,272.99999999998994,-37.00000000000614,-368.00000000001273,79.99999999999119,-21.000000000000796,75.9999999999934,-190.99999999999673,103.00000000000864,,-809.0000000000455
2017.08.21,225.00000000000853,5.999999999994898,-17.000000000000348,-259.9999999999936,156.00000000000057,-55.999999999997385,87.00000000000374,131.99999999999878,-72.0000000000054,-193.00000000001205,-535.0000000000188,259.9999999999936,-8.000000000009777,-322.00000000000006,85.00000000000173,-13.00000000000523,51.9999999999925,-187.9999999999993,66.99999999999484,,-594.0000000000526
2017.08.21,282.0000000000045,-21.999999999999797,29.999999999996696,-141.00000000001333,19.00000000001345,-72.99999999999329,-19.00000000000235,33.000000000005244,-46.00000000000159,-76.00000000002183,-607.0000000000019,314.99999999999864,129.99999999999545,-353.0000000000033,96.00000000000719,-120.99999999999511,-46.999999999997044,-287.0000000000039,-36.999999999998145,,-924.0000000000105
2017.08.21,307.99999999999716,-12.000000000000899,45.000000000006146,-191.00000000000784,75.00000000000284,-93.00000000000352,13.00000000000745,92.99999999999864,-108.00000000000809,-159.00000000002024,-604.0000000000045,259.9999999999936,43.99999999998272,-358.00000000001387,55.000000000005045,-69.99999999999318,33.999999999991815,-329.00000000000153,-41.99999999998649,,-1039.000000000055
2017.08.21,282.0000000000045,24.999999999997247,1.0000000000065512,-198.00000000000927,121.00000000001555,-57.999999999992724,53.00000000000304,148.99999999999915,-90.0000000000012,-125.0,-528.0000000000174,143.99999999998857,32.99999999998704,-344.00000000001097,1.999999999990898,-51.00000000000193,73.99999999999807,-256.0000000000007,69.00000000000794,,-697.0000000000356
2017.08.21,219.99999999999798,37.99999999999359,51.99999999999649,-212.00000000001216,112.000000000001,-25.000000000005684,52.000000000007596,124.00000000000189,-100.00000000000009,-101.00000000002751,-551.0000000000126,221.00000000000452,76.99999999999818,-338.0000000000161,45.99999999999049,-76.99999999999818,18.999999999991246,-272.00000000000557,17.000000000000348,,-698.0000000000947
