date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.08.21,-124.99999999999733,-151.9999999999966,-9.999999999998899,-83.9999999999952,-41.99999999998649,-25.99999999999625,-102.99999999999754,-65.99999999999939,-69.00000000000794,-109.99999999999899,-60.000000000002274,-218.00000000000708,-2.999999999997449,-71.00000000002638,-247.00000000001944,-78.00000000000028,-120.99999999999511,-22.00000000000557,-79.00000000000773,-214.00000000000307,-52.99999999999194,,-1953.0000000000312
2017.08.21,-168.99999999999693,-99.99999999998899,-11.00000000000545,-36.0000000000027,-19.999999999997797,-99.99999999999432,-68.00000000000139,-78.00000000000028,-56.0000000000005,-112.000000000001,-89.00000000002706,-314.99999999999864,43.999999999999595,21.99999999999136,-168.0000000000126,-82.99999999998863,-129.99999999999545,-28.000000000005798,-70.00000000000739,-139.99999999999568,-46.999999999997044,,-1754.0000000000264
2017.08.21,-266.999999999995,-217.0000000000005,-2.000000000002,-22.999999999995246,60.000000000015596,-165.00000000000625,21.999999999999797,48.000000000003595,-78.00000000000028,-136.99999999999824,-292.0000000000016,-636.0000000000143,131.99999999999878,-31.00000000000591,-323.0000000000066,-96.99999999999153,-31.00000000000591,-9.000000000000341,-55.00000000000682,-172.00000000000549,-7.0000000000014495,,-2280.0000000000196
2017.08.21,-265.99999999998846,-282.9999999999888,4.999999999999449,-58.99999999999794,46.0000000000127,-195.99999999999795,-10.999999999994348,75.00000000000284,-36.999999999998145,-136.99999999999824,-307.00000000001637,-644.0000000000001,204.99999999998852,-86.00000000001273,-376.00000000002075,-66.99999999999484,-40.99999999999682,48.00000000000182,-48.00000000000182,-200.99999999999562,83.9999999999952,,-2296.0000000000027
2017.08.21,-177.00000000000495,-306.9999999999906,-26.999999999999247,-63.99999999999739,79.00000000000685,-177.99999999999727,17.000000000000348,84.0000000000063,-34.000000000000696,-109.99999999999899,-295.0000000000159,-633.0000000000168,207.00000000000162,-67.00000000000728,-377.0000000000051,-95.00000000000064,-22.999999999996135,61.99999999999761,-37.9999999999967,-200.99999999999562,83.00000000001084,,-2094.0
2017.08.21,-225.99999999999287,-290.9999999999968,-29.000000000001247,-63.00000000000195,100.0000000000112,-135.00000000000512,34.000000000000696,99.00000000000463,-82.99999999999974,-115.99999999999389,-264.00000000001,-643.0000000000158,227.99999999998377,-61.00000000000705,-369.0000000000193,-96.00000000000719,-69.00000000000261,9.999999999990905,-75.00000000000284,-224.000000000002,59.000000000009045,,-2214.0000000000578
2017.08.21,-187.00000000000384,-306.00000000000625,-60.99999999999994,-46.999999999997044,9.000000000014552,-87.99999999999386,-31.000000000003247,14.000000000002899,-95.00000000000064,-95.00000000000064,-215.0000000000034,-632.0000000000103,219.99999999999798,-24.00000000000091,-383.0,-194.0000000000053,-150.99999999999625,-102.00000000000387,-88.99999999999864,-292.9999999999988,-55.000000000005045,,-2805.0000000000123
2017.08.21,-231.0000000000034,-313.00000000000773,-43.00000000000415,-9.00000000000345,9.000000000014552,-144.99999999999602,-29.000000000001247,22.999999999995246,-109.99999999999899,-121.99999999999989,-274.0000000000009,-645.0000000000067,235.99999999999176,-41.00000000002524,-376.00000000002075,-140.99999999999113,-128.0000000000001,-64.99999999999773,-61.99999999999761,-331.999999999999,-66.99999999999484,,-2865.0000000000477
2017.08.21,-150.99999999999002,-306.9999999999906,-53.00000000000304,-2.000000000002,63.99999999999739,-109.99999999999943,7.0000000000014495,41.9999999999976,-119.99999999999788,-90.0000000000012,-198.0000000000075,-605.0000000000111,132.99999999998312,1.999999999981128,-364.00000000000875,-150.99999999999002,-111.99999999999477,-64.00000000000716,-25.000000000005684,-331.0000000000035,-92.99999999998754,,-2528.0000000000396
2017.08.21,-202.9999999999976,-282.0000000000045,15.999999999993797,0.0,92.00000000000318,-66.99999999999307,33.000000000005244,102.99999999999754,-138.00000000000477,-78.99999999999574,-144.00000000000546,-575.0000000000144,100.99999999999554,6.000000000000227,-381.0000000000091,-69.9999999999923,-100.99999999999909,-8.000000000009777,-39.00000000000148,-299.00000000000483,12.000000000012001,,-2023.0000000000246
