date,GBPUSD,USDJPY,NZDUSD,EURGBP,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.07.25,-270.99999999999903,-21.99999999999136,-33.000000000005244,-117.99999999999588,-363.9999999999866,-67.00000000000728,-103.99999999999298,-100.00000000000853,,-1078.9999999999868
2016.07.25,-180.0000000000024,8.000000000009777,-46.999999999997044,-113.99999999999189,-278.9999999999848,-22.00000000000557,-60.99999999999994,33.999999999991815,,-660.99999999998
2016.07.25,-261.0000000000001,50.00000000001137,-50.0000000000056,-143.9999999999997,-319.999999999987,-33.00000000000125,-80.99999999999774,12.000000000000455,,-826.9999999999794
2016.07.25,-83.9999999999952,90.00000000000341,-46.00000000000159,-51.99999999999649,-190.00000000000128,55.999999999997385,-121.99999999999989,105.99999999999454,,-241.9999999999991
2016.07.25,-76.0000000000094,139.00000000001,-175.00000000000293,-41.9999999999976,-226.99999999999943,102.00000000000387,-198.99999999999363,193.9999999999884,,-284.0000000000007
2016.07.25,-207.00000000000162,149.0000000000009,-236.99999999999832,-123.99999999999079,-513.9999999999923,111.0000000000042,-353.99999999998766,250.0,,-925.9999999999654
2016.07.25,-208.00000000000819,137.00000000000045,-202.0000000000022,-133.99999999998968,-553.9999999999878,102.99999999999443,-368.9999999999971,245.9999999999951,,-980.9999999999949
2016.07.25,-303.9999999999932,265.00000000000057,-75.00000000000284,-119.99999999999788,-573.9999999999857,137.00000000000045,-365.99999999999966,284.9999999999966,,-751.9999999999816
2016.07.25,-320.9999999999935,446.00000000001216,115.99999999999389,-81.9999999999932,-608.9999999999928,299.99999999999716,-398.9999999999938,330.99999999998886,,-217.99999999998136
2016.07.25,-295.0000000000008,371.0000000000093,163.00000000000205,-100.00000000000009,-634.0000000000013,256.9999999999908,-404.0000000000044,359.99999999999943,,-282.0000000000049
2016.07.25,-283.99999999999534,341.99999999999875,114.99999999999844,-123.99999999999079,-620.9999999999827,250.99999999999056,-337.99999999999386,355.99999999999454,,-302.99999999998045
2016.07.25,-201.99999999999108,309.0000000000117,41.000000000002146,-93.99999999999409,-503.99999999999335,242.00000000000443,-350.9999999999902,340.999999999994,,-217.99999999995646
2016.07.25,-236.99999999999832,291.000000000011,60.99999999999994,-144.99999999999514,-568.9999999999973,280.9999999999917,-315.99999999998295,360.99999999999,,-272.999999999981
2016.07.25,-282.0000000000045,146.0000000000008,97.9999999999981,-196.99999999999162,-565.9999999999999,152.9999999999916,-241.00000000000233,212.99999999999386,,-676.0000000000139
2016.07.25,-239.99999999999577,158.00000000000125,126.99999999999933,-166.99999999999494,-570.9999999999882,167.0000000000016,-218.99999999999142,259.00000000000034,,-485.9999999999678
2016.07.25,-209.9999999999991,134.00000000000034,120.99999999999334,-143.9999999999997,-493.99999999999443,125.0,-190.99999999998562,193.9999999999884,,-464.9999999999968
2016.07.25,-120.99999999999334,32.00000000001069,27.999999999994696,-129.9999999999968,-516.9999999999897,66.0000000000025,-245.99999999999068,200.9999999999934,,-686.9999999999692
2016.07.25,-127.99999999999478,-12.999999999991019,-21.00000000000435,-129.9999999999968,-690.9999999999972,18.999999999991246,-394.9999999999898,183.9999999999975,,-1174.9999999999852
2016.07.25,-187.00000000000384,-100.99999999999909,-60.99999999999994,-120.99999999999334,-670.9999999999993,-153.0000000000058,-422.9999999999956,131.00000000000023,,-1585.9999999999968
2016.07.25,-228.00000000000597,-24.00000000000091,-50.0000000000056,-133.99999999998968,-681.9999999999826,-61.00000000000705,-475.0000000000032,215.99999999999397,,-1438.000000000001
2016.07.25,-170.00000000000347,42.00000000000159,9.00000000000345,-93.99999999999409,-644.9999999999844,-57.00000000000216,-459.99999999999375,216.99999999999875,,-1157.999999999974
2016.07.25,-239.00000000001143,84.00000000000318,87.99999999999919,-112.99999999999643,-678.9999999999852,-28.000000000005798,-492.9999999999879,250.0,,-1129.9999999999843
2016.07.25,-190.00000000000128,115.0000000000091,36.0000000000027,-118.99999999999133,-664.9999999999823,84.99999999999375,-436.9999999999985,296.99999999999704,,-877.9999999999707
2016.07.25,-100.99999999999554,133.00000000000978,34.99999999999615,-121.99999999999989,-662.9999999999914,200.9999999999934,-428.9999999999905,381.9999999999908,,-563.9999999999872
2016.07.25,5.999999999994898,141.00000000000534,17.999999999995797,-92.99999999999864,-618.9999999999918,256.9999999999908,-427.99999999998397,397.99999999999613,,-319.9999999999915
2016.07.25,31.999999999987594,160.0000000000108,56.99999999999594,-112.99999999999643,-478.999999999985,316.0000000000025,-295.0000000000008,390.00000000000057,,68.00000000001518
2016.07.25,-90.00000000001229,39.00000000000148,22.999999999995246,-197.99999999999818,-597.0000000000031,201.99999999999818,-296.9999999999917,319.9999999999932,,-598.0000000000172
2016.07.25,-174.99999999999181,45.000000000001705,3.999999999992898,-251.99999999999667,-758.9999999999985,185.00000000000227,-273.9999999999965,298.9999999999924,,-926.999999999994
2016.07.25,-263.99999999999756,114.00000000000432,-4.999999999999449,-264.999999999993,-781.9999999999939,215.0000000000034,-278.9999999999848,303.99999999998784,,-961.999999999973
2016.07.25,-205.99999999999508,79.00000000000773,2.000000000002,-244.99999999999523,-845.9999999999912,164.99999999999204,-315.99999999998295,277.9999999999916,,-1088.9999999999711
2016.07.25,-287.9999999999994,40.00000000000625,10.999999999994348,-283.99999999999534,-915.9999999999835,134.9999999999909,-361.9999999999957,308.9999999999975,,-1354.999999999985
2016.07.25,-469.0000000000083,-22.999999999996135,21.999999999999797,-358.9999999999982,-852.9999999999926,4.9999999999954525,-273.9999999999965,33.00000000000125,,-1917.999999999995
2016.07.25,-449.9999999999948,22.00000000000557,61.999999999995396,-311.99999999999005,-665.9999999999889,9.999999999990905,-76.99999999999375,50.99999999998772,,-1359.9999999999877
2016.07.25,-378.999999999996,-59.99999999998806,71.99999999999429,-289.9999999999903,-559.9999999999827,-16.999999999995907,0.0,-4.0000000000048885,,-1237.9999999999636
2016.07.25,-390.0000000000015,-207.9999999999984,83.9999999999952,-322.9999999999955,-529.0000000000017,-159.9999999999966,2.999999999997449,-130.00000000000966,,-1653.0000000000105
2016.07.25,-424.00000000000216,-184.99999999998806,87.99999999999919,-350.9999999999902,-517.9999999999962,-141.00000000000534,63.99999999999739,-117.00000000000443,,-1583.9999999999895
2016.07.25,-229.99999999999687,-85.99999999999852,121.99999999999989,-184.99999999999073,-226.99999999999943,-102.00000000000387,51.000000000001044,-94.0000000000083,,-750.9999999999968
2016.07.25,-232.00000000000998,-94.99999999999886,100.99999999999554,-212.99999999999653,-190.00000000000128,-94.0000000000083,107.00000000001265,-97.99999999999898,,-714.0000000000058
2016.07.25,-161.99999999999548,-192.99999999999784,58.000000000002494,-192.99999999999872,-95.999999999985,-100.00000000000853,162.00000000001768,-126.00000000000477,,-649.9999999999702
