date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.11.23,-73.99999999999629,-82.99999999998863,0.0,-72.00000000000273,-89.00000000000574,-3.0000000000085514,0.0,-151.00000000001222,-203.99999999999352,-79.99999999999119,0.0,-187.99999999998818,-62.99999999999084,0.0,-90.00000000000341,0.0,0.0,-39.999999999995595,,-1136.999999999977
2020.11.23,-83.9999999999952,21.00000000000435,31.000000000003247,-70.99999999999795,-104.99999999999955,-10.000000000010001,47.9999999999925,-156.00000000000057,-245.9999999999951,-65.99999999999939,33.000000000005244,-221.00000000000364,-21.00000000000435,130.99999999999224,-90.00000000000341,102.00000000000387,70.0000000000034,-8.999999999992347,,-642.9999999999967
2020.11.23,-74.99999999999174,76.0000000000094,69.9999999999923,-114.00000000000432,-116.99999999998934,8.999999999992347,46.00000000000159,-194.0000000000053,-281.9999999999965,-70.99999999999883,31.000000000003247,-317.99999999998363,49.00000000001015,228.00000000000597,-129.99999999999545,84.00000000000318,94.00000000000519,-31.000000000003247,,-644.9999999999451
2020.11.23,-69.9999999999923,83.00000000001084,92.00000000000318,-96.00000000000364,-79.00000000000685,51.99999999999649,141.99999999999767,-185.00000000001293,-301.9999999999925,-76.99999999999375,44.0000000000107,-299.99999999998295,-41.000000000002146,238.0000000000049,-146.99999999999136,205.0000000000125,138.00000000000477,38.0000000000047,,-264.99999999993264
2020.11.23,-34.000000000000696,112.000000000001,140.0000000000068,-106.99999999999932,-60.99999999999994,97.9999999999981,190.99999999999673,-205.00000000001074,-325.00000000000284,-73.99999999999629,45.000000000006146,-367.999999999995,-99.00000000000463,249.99999999999466,-162.9999999999967,245.00000000000455,172.00000000000549,43.999999999999595,,-138.9999999999932
2020.11.23,7.0000000000014495,181.9999999999933,198.00000000000927,-87.0000000000033,41.000000000002146,163.99999999999747,280.9999999999979,-175.99999999999838,-344.99999999999886,-80.99999999999774,60.99999999999994,-336.9999999999891,-139.00000000000023,242.00000000000887,-180.99999999999739,313.0000000000024,191.00000000000784,70.99999999999883,,405.00000000003433
2020.11.23,16.0000000000049,202.00000000001327,218.99999999999142,-52.00000000000671,52.000000000007596,178.99999999999582,302.9999999999977,-282.0000000000045,-332.9999999999984,-95.99999999999609,-5.999999999994898,-415.9999999999968,-154.0000000000097,219.99999999999798,-177.99999999999727,323.0000000000075,199.00000000000472,100.99999999999554,,297.00000000001205
2020.11.23,10.000000000010001,329.00000000000153,226.99999999999943,-26.00000000001046,78.00000000000028,184.99999999999073,292.00000000000335,-304.9999999999997,-296.99999999999704,-108.99999999999244,-7.9999999999968985,-438.99999999999295,5.000000000010552,215.99999999999397,-177.99999999999727,301.00000000000193,192.00000000000327,60.99999999999994,,534.0000000000282
2020.11.23,13.00000000000745,334.9999999999964,238.99999999998923,-12.000000000000455,90.99999999999665,188.9999999999947,309.99999999999915,-300.99999999999574,-299.99999999999716,-104.99999999999955,-6.999999999990347,-430.9999999999832,32.999999999994145,222.99999999999542,-173.00000000000182,315.00000000001194,182.00000000000438,100.99999999999554,,702.0000000000169
2020.11.23,7.0000000000014495,320.00000000000915,222.99999999999542,-20.000000000010232,76.0000000000094,154.99999999999403,287.9999999999994,-293.0000000000099,-292.99999999999216,-104.99999999999955,-4.999999999999449,-405.00000000000114,92.00000000000318,221.00000000000452,-164.99999999999204,295.0000000000017,143.9999999999997,111.00000000001664,,646.0000000000301
2020.11.23,24.000000000001798,326.0000000000041,235.99999999999176,-4.0000000000048885,99.00000000000463,156.99999999999602,295.0000000000008,-278.00000000000045,-292.99999999999216,-102.99999999999754,-13.999999999991797,-406.0000000000059,92.00000000000318,201.00000000000674,-164.99999999999204,290.00000000000625,141.00000000000225,112.000000000001,,710.0000000000339
2020.11.23,32.0000000000098,285.00000000000193,222.99999999999542,-14.000000000010004,75.00000000000284,154.99999999999403,275.000000000003,-268.0000000000016,-299.99999999999716,-85.99999999999719,-8.999999999992347,-400.0000000000057,80.99999999999774,225.00000000000853,-155.9999999999917,283.00000000000125,162.0000000000066,106.00000000000608,,669.0000000000316
2020.11.23,12.000000000000899,259.0000000000092,218.99999999999142,-21.000000000000796,25.00000000000835,117.99999999999588,246.00000000000176,-236.99999999999832,-292.0000000000016,-75.9999999999983,20.0000000000089,-360.99999999999,113.00000000000753,245.99999999999068,-143.99999999999125,243.0000000000092,132.0000000000099,104.00000000001519,,606.0000000000689
2020.11.23,9.00000000000345,255.00000000000523,217.0000000000005,-17.000000000010118,7.0000000000014495,109.99999999999899,221.99999999999997,-232.00000000000998,-283.00000000000125,-65.99999999999939,29.000000000001247,-335.00000000000796,107.99999999999699,286.99999999999284,-122.99999999999045,222.0000000000084,132.0000000000099,73.00000000001194,,615.0000000000118
2020.11.23,10.000000000010001,268.0000000000016,222.99999999999542,-15.000000000000568,14.000000000002899,109.99999999999899,217.99999999999596,-243.00000000001543,-283.00000000000125,-64.99999999999284,25.00000000000835,-343.9999999999941,167.00000000000603,303.0000000000088,-118.99999999999977,215.0000000000034,135.00000000000733,70.0000000000145,,689.0000000000493
2020.11.23,28.000000000005798,270.99999999999903,231.0000000000034,-8.000000000009777,36.0000000000138,108.99999999999244,215.99999999999397,-259.0000000000092,-322.00000000000273,-62.99999999999084,-5.999999999994898,-430.9999999999832,165.9999999999995,279.99999999999136,-140.99999999999113,215.0000000000034,129.00000000000134,73.99999999999629,,525.0000000000184
2020.11.23,47.00000000000814,330.9999999999924,251.00000000000122,-11.00000000000989,75.00000000000284,124.99999999999733,227.99999999999488,-297.9999999999983,-340.999999999994,-62.99999999999084,-32.999999999994145,-484.00000000000887,207.00000000000162,263.99999999999756,-155.9999999999917,228.9999999999992,124.00000000000189,72.0000000000054,,567.0000000000147
2020.11.23,28.000000000005798,279.00000000000705,225.99999999999287,-29.000000000010573,29.00000000001235,61.999999999995396,137.9999999999937,-246.00000000001288,-319.9999999999932,-60.99999999999994,11.00000000000545,-393.0000000000007,242.00000000000887,283.99999999999534,-141.9999999999959,152.00000000000102,72.0000000000054,26.0000000000149,,358.000000000025
