date,AUDCAD,AUDNZD,empty,sum
2017.02.27,-38.0000000000047,-9.999999999998899,,-48.000000000003595
2017.02.27,-19.00000000001345,-51.99999999998539,,-70.99999999999883
2017.02.27,-26.999999999999247,-17.999999999984695,,-44.99999999998394
2017.02.27,-49.00000000001015,0.0,,-49.00000000001015
2017.02.27,-23.00000000001745,-13.999999999980695,,-36.999999999998145
2017.02.27,-60.000000000015596,3.0000000000196536,,-56.99999999999594
2017.02.27,-57.00000000001815,-14.999999999987246,,-72.0000000000054
2017.02.27,-139.00000000000023,34.000000000000696,,-104.99999999999953
2017.02.27,-185.99999999999727,161.00000000001114,,-24.99999999998613
2017.02.27,-161.00000000001114,195.00000000001182,,34.00000000000068
2017.02.27,-185.00000000001293,235.00000000000742,,49.999999999994486
2017.02.27,-168.0000000000126,208.00000000000819,,39.999999999995595
2017.02.27,-170.00000000000347,196.0000000000184,,26.00000000001492
2017.02.27,-338.0000000000161,197.00000000000273,,-141.00000000001336
2017.02.27,-216.00000000001617,170.00000000000347,,-46.000000000012705
2017.02.27,-206.00000000001728,169.00000000001913,,-36.99999999999815
2017.02.27,-273.0000000000121,158.0000000000137,,-114.99999999999841
2017.02.27,-209.9999999999991,118.00000000001809,,-91.999999999981
2017.02.27,-182.0000000000155,71.00000000002105,,-110.99999999999444
2017.02.27,-202.00000000001327,112.000000000001,,-90.00000000001228
2017.02.27,-212.00000000001216,77.00000000001594,,-134.99999999999622
2017.02.27,-265.0000000000041,36.0000000000138,,-228.99999999999028
2017.02.27,-222.00000000001108,-36.999999999998145,,-259.0000000000092
2017.02.27,-181.00000000000892,-93.99999999999409,,-275.000000000003
2017.02.27,-135.00000000001845,57.00000000001815,,-78.0000000000003
2017.02.27,-126.0000000000039,43.999999999999595,,-82.00000000000429
2017.02.27,-58.000000000002494,33.00000000001635,,-24.999999999986144
2017.02.27,-28.000000000005798,20.000000000020002,,-7.999999999985796
2017.02.27,-87.00000000001484,25.00000000000835,,-62.00000000000649
2017.02.27,-92.00000000000318,-34.99999999998504,,-126.99999999998823
2017.02.27,-92.00000000000318,-45.99999999999049,,-137.9999999999937
2017.02.27,-87.00000000001484,-64.99999999998174,,-151.9999999999966
2017.02.27,-41.000000000002146,-113.99999999999189,,-154.99999999999403
2017.02.27,-57.00000000001815,-93.99999999999409,,-151.00000000001222
2017.02.27,-107.00000000001265,-90.99999999999665,,-198.0000000000093
2017.02.27,-130.0000000000079,-108.99999999998133,,-238.99999999998923
2017.02.27,-239.00000000001143,-105.99999999998388,,-344.99999999999534
2017.02.27,-215.00000000000963,-129.99999999998568,,-344.99999999999534
2017.02.27,-219.99999999999798,-148.99999999999915,,-368.99999999999716
2017.02.27,-206.00000000001728,-74.99999999998064,,-280.99999999999795
2017.02.27,-322.00000000000006,-45.99999999999049,,-367.99999999999056
2017.02.27,-362.00000000001785,-35.999999999991594,,-398.00000000000944
2017.02.27,-368.00000000001273,-41.99999999998649,,-409.9999999999992
2017.02.27,-408.00000000000836,26.0000000000149,,-381.99999999999346
2017.02.27,-414.00000000000324,39.00000000001125,,-374.999999999992
2017.02.27,-476.0000000000098,74.0000000000185,,-401.99999999999125
2017.02.27,-573.0000000000013,57.00000000001815,,-515.9999999999831
2017.02.27,-548.9999999999995,23.00000000001745,,-525.999999999982
2017.02.28,-574.0000000000078,-6.999999999979245,,-580.999999999987
2017.02.28,-626.0000000000155,101.00000000001774,,-524.9999999999977
2017.02.28,-653.0000000000147,145.00000000001734,,-507.9999999999973
2017.02.28,-658.0000000000031,211.00000000000563,,-446.99999999999744
2017.02.28,-669.0000000000085,176.00000000002058,,-492.99999999998795
2017.02.28,-635.0000000000077,159.00000000002024,,-475.9999999999875
2017.02.28,-722.0000000000005,164.00000000000858,,-557.9999999999918
2017.02.28,-778.000000000012,249.00000000001032,,-529.0000000000017
2017.02.28,-782.000000000016,279.00000000000705,,-503.000000000009
2017.02.28,-750.0000000000063,274.00000000001864,,-475.9999999999876
2017.02.28,-748.0000000000153,313.00000000000773,,-435.0000000000076
2017.02.28,-745.0000000000178,296.0000000000074,,-449.00000000001046
2017.02.28,-797.0000000000033,293.0000000000099,,-503.9999999999934
2017.02.28,-750.0000000000063,252.0000000000078,,-497.99999999999847
2017.02.28,-711.0000000000172,185.00000000001293,,-526.0000000000042
2017.02.28,-662.000000000007,144.0000000000108,,-517.9999999999962
2017.02.28,-672.0000000000059,202.00000000001327,,-469.9999999999926
2017.02.28,-672.0000000000059,135.00000000001845,,-536.9999999999875
2017.02.28,-607.0000000000019,103.00000000000864,,-503.9999999999933
2017.02.28,-648.0000000000041,231.0000000000034,,-417.0000000000007
2017.02.28,-615.00000000001,216.00000000001617,,-398.99999999999386
2017.02.28,-594.0000000000057,155.00000000001623,,-438.9999999999894
2017.02.28,-653.0000000000147,118.00000000001809,,-534.9999999999966
2017.02.28,-626.9999999999998,77.00000000001594,,-549.9999999999839
2017.02.28,-572.0000000000169,123.00000000000644,,-449.0000000000105
2017.02.28,-573.0000000000013,26.999999999999247,,-546.000000000002
2017.02.28,-551.9999999999969,-26.999999999999247,,-578.9999999999961
2017.02.28,-548.9999999999995,-38.99999999998904,,-587.9999999999886
2017.02.28,-585.0000000000133,-57.99999999998029,,-642.9999999999936
2017.02.28,-686.0000000000089,-78.00000000000028,,-764.0000000000091
2017.02.28,-731.000000000015,-101.99999999997988,,-832.9999999999949
2017.02.28,-853.9999999999992,-131.99999999999878,,-985.999999999998
2017.02.28,-861.0000000000007,-133.99999999998968,,-994.9999999999903
2017.02.28,-910.0000000000108,-171.99999999999437,,-1082.0000000000052
2017.02.28,-1026.0000000000157,-265.99999999998846,,-1292.000000000004
2017.02.28,-1273.000000000013,-435.9999999999919,,-1709.000000000005
2017.02.28,-1273.9999999999973,-317.9999999999961,,-1591.9999999999934
2017.02.28,-1317.0000000000125,-328.9999999999793,,-1645.9999999999918
2017.02.28,-1360.0000000000057,-413.99999999998107,,-1773.9999999999868
2017.02.28,-1469.000000000009,-420.9999999999825,,-1889.9999999999916
2017.02.28,-1414.000000000004,-400.00000000000034,,-1814.0000000000045
2017.02.28,-1357.0000000000082,-336.9999999999873,,-1693.9999999999955
2017.02.28,-1292.0000000000043,-326.9999999999884,,-1618.9999999999927
2017.02.28,-1345.0000000000184,-307.99999999999716,,-1653.0000000000155
2017.02.28,-1368.999999999998,-288.99999999998374,,-1657.9999999999818
2017.02.28,-1269.000000000009,-229.99999999999687,,-1499.000000000006
2017.02.28,-1329.0000000000025,-197.99999999998707,,-1526.9999999999895
2017.02.28,-1258.0000000000036,-217.99999999998488,,-1475.9999999999886
2017.03.01,-1235.0000000000084,-251.99999999998556,,-1486.999999999994
2017.03.01,-1273.9999999999973,-232.99999999999432,,-1506.9999999999916
2017.03.01,-1266.0000000000116,-132.99999999998312,,-1398.9999999999948
2017.03.01,-1228.0000000000068,-103.99999999999298,,-1331.9999999999998
2017.03.01,-1241.0000000000032,-99.99999999998899,,-1340.9999999999923
2017.03.01,-1492.0000000000045,5.000000000010552,,-1486.999999999994
2017.03.01,-1523.0000000000077,429.00000000001273,,-1093.999999999995
2017.03.01,-1482.0000000000055,426.00000000001523,,-1055.9999999999902
2017.03.01,-1700.0000000000125,398.00000000000944,,-1302.0000000000032
2017.03.01,-1696.0000000000086,458.00000000000284,,-1238.000000000006
2017.03.01,-1453.9999999999998,474.0000000000189,,-979.9999999999809
2017.03.01,-1418.0000000000082,479.0000000000072,,-939.0000000000009
2017.03.01,-1368.0000000000136,503.000000000009,,-865.0000000000047
2017.03.01,-1375.9999999999995,493.0000000000101,,-882.9999999999894
2017.03.01,-1425.0000000000095,551.0000000000126,,-873.9999999999969
2017.03.01,-1436.9999999999993,587.0000000000042,,-849.9999999999951
2017.03.01,-1486.0000000000095,633.0000000000168,,-852.9999999999927
2017.03.01,-1477.0000000000173,666.000000000011,,-811.0000000000063
2017.03.01,-1433.0000000000175,717.000000000012,,-716.0000000000055
2017.03.01,-1531.0000000000157,886.000000000009,,-645.0000000000067
2017.03.01,-1558.9999999999993,906.0000000000068,,-652.9999999999925
2017.03.01,-1581.0000000000102,767.0000000000066,,-814.0000000000036
2017.03.01,-1574.0000000000086,757.0000000000076,,-817.000000000001
2017.03.01,-1585.000000000014,689.0000000000063,,-896.0000000000078
2017.03.01,-1563.0000000000032,731.000000000015,,-831.9999999999882
2017.03.01,-1614.0000000000043,748.9999999999997,,-865.0000000000047
2017.03.01,-1585.000000000014,764.0000000000091,,-821.000000000005
2017.03.01,-1471.0,826.0000000000156,,-644.9999999999844
2017.03.01,-1438.000000000006,869.0000000000086,,-568.9999999999973
2017.03.01,-1458.0000000000036,946.0000000000024,,-512.0000000000013
2017.03.01,-1571.0000000000114,908.0000000000199,,-662.9999999999915
2017.03.01,-1531.0000000000157,951.000000000013,,-580.0000000000027
2017.03.01,-1433.0000000000175,785.0000000000134,,-648.0000000000041
2017.03.01,-1317.999999999997,720.0000000000095,,-597.9999999999875
2017.03.01,-1595.9999999999975,636.0000000000143,,-959.9999999999832
2017.03.01,-1646.000000000014,723.0000000000069,,-923.0000000000072
2017.03.01,-1592.0000000000157,735.000000000019,,-856.9999999999967
2017.03.01,-1671.0000000000002,719.000000000003,,-951.9999999999973
2017.03.01,-1818.0000000000084,848.0000000000043,,-970.0000000000041
2017.03.01,-1841.0000000000036,890.000000000013,,-950.9999999999907
2017.03.01,-1758.000000000015,836.0000000000146,,-922.0000000000005
2017.03.01,-1880.9999999999993,764.0000000000091,,-1116.9999999999902
2017.03.01,-1880.000000000015,751.0000000000127,,-1129.0000000000023
2017.03.01,-1899.0000000000061,746.0000000000023,,-1153.0000000000039
2017.03.01,-1947.0000000000098,528.0000000000174,,-1418.9999999999923
2017.03.01,-1875.0000000000045,689.0000000000063,,-1185.9999999999982
2017.03.01,-1851.0000000000027,780.000000000003,,-1070.9999999999998
2017.03.01,-1808.0000000000095,772.0000000000172,,-1035.9999999999923
2017.03.02,-1827.000000000001,706.0000000000066,,-1120.9999999999943
2017.03.02,-1795.9999999999975,765.0000000000157,,-1030.9999999999818
2017.03.02,-1783.0000000000014,785.0000000000134,,-997.999999999988
2017.03.02,-1703.00000000001,865.0000000000047,,-838.0000000000053
2017.03.02,-1704.0000000000166,919.0000000000032,,-785.0000000000134
2017.03.02,-1680.999999999999,554.00000000001,,-1126.999999999989
2017.03.02,-1642.00000000001,546.000000000002,,-1096.000000000008
2017.03.02,-1697.0000000000152,596.0000000000188,,-1100.9999999999964
2017.03.02,-1720.0000000000105,655.0000000000056,,-1065.000000000005
2017.03.02,-1758.9999999999995,634.0000000000013,,-1124.9999999999982
2017.03.02,-1639.999999999997,607.0000000000019,,-1032.999999999995
2017.03.02,-1624.0000000000032,548.9999999999995,,-1075.0000000000036
2017.03.02,-1590.0000000000025,626.9999999999998,,-963.0000000000027
2017.03.02,-1610.0000000000002,613.0000000000191,,-996.9999999999811
2017.03.02,-1683.0000000000123,647.0000000000198,,-1035.9999999999925
2017.03.02,-1663.0000000000146,685.0000000000023,,-978.0000000000123
2017.03.02,-1663.0000000000146,731.9999999999993,,-931.0000000000152
2017.03.02,-1666.0000000000118,759.0000000000208,,-906.999999999991
