date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.03.05,5.999999999994898,-139.00000000000023,207.00000000000162,85.99999999999852,114.99999999999844,-35.00000000000725,1.999999999990898,114.99999999999844,362.99999999999955,-17.999999999995797,-51.99999999999649,239.00000000000432,-425.99999999999307,171.99999999999437,376.0000000000048,-327.99999999999494,-195.9999999999962,568.9999999999973,87.99999999999386,135.99999999999568,-127.99999999999478,-197.99999999999818,225.99999999999287,,1179.9999999999886
2018.03.05,76.99999999999375,-82.00000000000429,136.00000000000279,119.99999999999034,35.999999999991594,-12.000000000000899,-28.000000000005798,109.00000000000354,332.9999999999984,-52.99999999999194,-82.00000000000429,225.00000000002274,-256.99999999999613,136.00000000000279,336.9999999999891,-167.9999999999904,-139.00000000000023,567.9999999999907,176.9999999999925,147.99999999999613,-52.000000000007596,-121.99999999999989,238.99999999998923,,1645.999999999962
2018.03.05,207.00000000000162,133.00000000000534,-261.9999999999845,27.000000000001023,225.99999999999287,134.0000000000008,-22.0000000000109,-85.99999999998609,144.00000000000546,-14.999999999998348,-122.99999999999534,-137.00000000000045,-252.99999999999213,194.0000000000053,-186.00000000000705,103.00000000000864,66.99999999999484,185.99999999999727,-16.999999999995907,10.000000000005116,-14.999999999998348,-176.99999999999383,136.00000000000279,,274.0000000000582
2018.03.05,171.99999999999437,9.999999999998899,-146.99999999998602,72.99999999999329,137.00000000000932,49.99999999999449,-92.00000000000318,-21.999999999988695,246.9999999999999,-64.99999999999284,-97.9999999999981,55.00000000000682,-289.0000000000059,167.00000000000603,-10.000000000019327,63.99999999999739,83.9999999999952,340.9999999999913,76.99999999999818,39.99999999999204,-53.999999999998494,-113.99999999999189,249.00000000001032,,875.0000000000031
2018.03.05,137.9999999999937,-34.000000000000696,-58.99999999998684,146.99999999999136,123.00000000000644,10.999999999994348,-86.99999999999264,19.00000000001345,373.00000000000466,-78.99999999999574,-114.00000000000298,207.00000000002206,-331.999999999999,100.0000000000112,175.99999999998772,-29.999999999996696,87.99999999999919,359.99999999998255,143.99999999999125,141.9999999999959,-97.9999999999981,-161.00000000000003,246.99999999999721,,1281.0000000000182
2018.03.05,58.99999999999794,-53.999999999998494,0.0,-27.000000000001023,133.00000000000534,-26.999999999999247,8.999999999992347,-22.999999999995246,284.000000000006,-49.99999999999449,2.999999999997449,-12.999999999976808,-368.9999999999971,73.99999999999629,22.999999999996135,-121.99999999999989,53.00000000001415,603.9999999999824,0.999999999990564,-51.00000000000193,-150.00000000000568,-83.9999999999952,392.9999999999989,,666.0000000000123
2018.03.05,14.999999999998348,-85.00000000000173,21.00000000000435,-29.000000000010573,62.99999999999084,-53.999999999998494,36.999999999998145,-56.99999999999594,334.0000000000032,-43.999999999999595,-56.99999999999594,17.00000000002433,-310.9999999999946,52.99999999999194,42.00000000000159,-61.99999999998429,80.99999999999774,400.9999999999847,46.999999999997044,51.9999999999925,-131.99999999999878,-161.99999999999548,285.00000000000193,,455.00000000001125
2018.03.05,68.00000000000139,-11.999999999989797,-25.999999999992696,-11.00000000000989,133.99999999998968,64.99999999999284,35.00000000000725,-35.999999999991594,287.9999999999967,28.000000000005798,-4.999999999999449,-36.000000000001364,-317.9999999999961,234.00000000000088,16.999999999995907,-87.99999999999919,-100.99999999999554,564.9999999999933,13.999999999995794,-36.000000000001364,-34.000000000000696,-88.99999999999464,265.99999999998846,,921.9999999999957
2018.03.05,39.00000000000014,21.00000000000435,-38.99999999998904,-3.0000000000001137,173.00000000000094,87.99999999999919,102.99999999998644,-80.99999999999774,331.00000000000307,68.00000000000139,87.99999999999919,-56.99999999998795,-329.00000000000153,243.99999999999977,13.00000000000523,-121.99999999999989,-130.99999999999224,729.0000000000018,-5.000000000009663,-114.00000000000432,-38.0000000000047,-17.000000000000348,354.0000000000099,,1315.000000000024
2018.03.05,83.9999999999952,76.0000000000094,-105.99999999998388,-29.000000000010573,249.99999999999466,132.99999999999423,92.00000000000318,-92.00000000000318,250.0,77.00000000000485,110.99999999999443,-152.9999999999916,-363.0000000000022,273.9999999999965,-91.00000000000819,-129.00000000000134,-140.99999999999113,771.9999999999949,-73.0000000000075,-192.00000000000728,-36.0000000000027,-1.999999999990898,370.00000000000364,,1081.9999999999905
2018.03.05,70.99999999999883,66.00000000001049,-92.99999999998754,-2.0000000000095497,232.99999999999432,112.99999999999643,97.9999999999981,-92.00000000000318,293.99999999999693,69.00000000000794,87.99999999999919,-103.999999999985,-353.99999999998766,239.00000000001143,-45.000000000015916,-123.99999999999079,-109.99999999998789,712.0000000000015,-40.00000000000625,-135.99999999999568,-50.0000000000056,-30.999999999992145,351.99999999999676,,1154.0000000000446
2018.03.05,65.99999999999939,26.0000000000149,-55.99999999998939,58.9999999999975,202.9999999999976,100.99999999999554,69.9999999999923,-68.00000000000139,364.9999999999949,63.00000000000195,63.00000000000195,21.000000000015007,-361.9999999999957,266.0000000000107,68.9999999999884,-136.00000000000279,-136.99999999998712,683.9999999999957,24.999999999991473,-57.00000000000216,-45.000000000006146,-52.99999999999194,319.0000000000026,,1486.0000000000232
2018.03.05,95.99999999999609,78.00000000000028,-123.99999999999079,72.99999999999329,221.00000000000452,88.99999999999464,76.99999999999375,-92.00000000000318,343.9999999999941,29.000000000001247,22.999999999995246,-14.999999999986358,-322.00000000000006,170.00000000000347,15.999999999991132,-69.9999999999923,-25.999999999992696,546.000000000002,25.99999999999625,-28.000000000005798,-73.00000000000084,-90.0000000000012,309.0000000000037,,1256.9999999999966
