names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['AUDNZD', 'EURJPY']",80.0,-0.76,B
GBPUSD,10,"['EURCHF', 'NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF']",80.0,-0.39166666666666666,B
EURUSD,10,"['AUDNZD', 'EURJPY']",80.0,0.78,S
USDJPY,30,"['AUDCHF', 'AUDCAD', 'AUDUSD', 'EURUSD', 'NZDCHF', 'NZDCAD', 'NZDUSD', 'EURAUD', 'GBPUSD', 'GBPAUD', 'USDCHF']",80.0,-0.78,B
USDCAD,10,['EURGBP'],100.0,-1.0,B
AUDUSD,50,['USDCAD'],80.0,0.6416800084060214,S
NZDUSD,10,['GBPUSD'],80.0,1.0,S
GBPCHF,10,"['USDCHF', 'EURUSD']",80.0,1.0,S
EURCHF,10,['USDJPY'],100.0,-0.6040476190476192,B
CHFJPY,15,['EURNZD'],80.0,-0.4491428571428572,B
CADCHF,10,"['GBPJPY', 'GBPUSD']",80.0,1.0,S
EURGBP,10,"['USDCAD', 'EURCHF']",80.0,-0.04,B
GBPJPY,15,"['NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF', 'EURNZD', 'EURAUD', 'GBPCHF']",100.0,0.0,B
GBPCAD,30,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.6382777777777778,S
GBPAUD,15,['EURGBP'],100.0,-0.6468217893217896,B
EURJPY,15,"['EURNZD', 'EURJPY']",80.0,-0.58,B
EURCAD,10,['USDJPY'],80.0,-1.0,B
EURAUD,10,['GBPJPY'],80.0,-0.799706349206349,B
EURNZD,10,"['GBPCHF', 'GBPUSD', 'GBPAUD', 'GBPCAD']",100.0,-1.0,B
AUDJPY,10,['AUDUSD'],80.0,-0.38799999999999996,B
NZDJPY,50,"['GBPUSD', 'GBPJPY', 'GBPCHF', 'USDCAD']",100.0,0.6096428571428575,S
AUDCAD,30,['AUDUSD'],80.0,1.0,S
