date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.01.18,-89.00000000000574,-103.00000000000864,-34.000000000000696,0.0,0.0,-14.999999999998348,-48.000000000003595,-362.00000000001785,0.0,0.0,-230.99999999999233,-9.00000000000345,-68.9999999999884,-354.0000000000099,-98.0000000000203,-27.000000000001023,-24.000000000001798,-55.99999999998939,-53.999999999998494,-4.9999999999954525,-76.00000000000762,-90.0000000000012,,-1744.0000000000439
2021.01.18,61.999999999995396,-68.00000000000139,9.999999999998899,33.999999999991815,32.999999999994145,-14.000000000002899,-38.0000000000047,-263.00000000001324,5.999999999994898,194.00000000000261,-213.99999999999199,107.99999999999699,31.00000000000591,-255.00000000000523,11.999999999989797,4.9999999999954525,2.0000000000131024,-25.00000000000835,95.999999999985,0.0,-58.9999999999975,-95.00000000000064,,-438.00000000006196
2021.01.18,87.00000000000374,-56.99999999999594,-51.000000000001044,18.999999999991246,2.999999999997449,-31.999999999998696,-46.00000000000159,-374.0000000000077,18.999999999991246,180.99999999999739,-270.99999999999903,81.9999999999932,27.000000000015234,-314.99999999999864,70.99999999999883,-5.000000000009663,-14.999999999987246,19.999999999997797,136.99999999998712,-0.999999999990564,-63.00000000000239,-90.99999999999665,,-675.0000000000159
2021.01.18,109.00000000000354,-175.99999999999838,-19.00000000001345,36.000000000001364,11.00000000000545,-32.999999999994145,-46.00000000000159,-414.00000000000324,60.99999999999994,85.99999999999852,-280.9999999999979,95.99999999999609,48.00000000000182,-524.9999999999977,183.99999999998417,-12.000000000000455,72.0000000000054,35.00000000000725,187.99999999998818,-149.0000000000009,-60.000000000002274,-113.99999999999189,,-903.0000000000101
2021.01.18,168.99999999999693,-209.9999999999991,55.99999999998939,1.0000000000047748,361.0000000000113,138.00000000000477,56.0000000000005,-382.0000000000157,78.00000000000028,79.9999999999983,-166.99999999999494,112.99999999999643,15.999999999991132,-645.0000000000067,457.9999999999807,-66.0000000000025,378.999999999996,290.9999999999968,330.9999999999924,-188.99999999999295,46.999999999997044,-134.99999999999625,,779.9999999999487
2021.01.18,165.00000000000404,-113.00000000000753,32.999999999994145,1.9999999999953388,337.99999999999386,117.99999999999588,49.99999999999449,-346.0000000000019,80.99999999999774,102.00000000000387,-132.99999999999423,132.99999999999423,-28.999999999996362,-612.9999999999969,355.99999999997857,-52.00000000000671,408.00000000000836,269.9999999999925,327.99999999999494,-164.99999999999204,37.9999999999967,-141.00000000000225,,829.9999999999467
2021.01.18,163.99999999999747,-120.99999999999334,45.99999999999049,-67.99999999999784,351.0000000000124,112.99999999999643,68.99999999999685,-296.0000000000074,73.00000000001194,43.00000000000637,-127.99999999999478,161.99999999999548,-102.00000000000387,-619.9999999999983,337.99999999999386,-144.00000000000546,408.00000000000836,249.99999999999466,373.00000000000114,-203.99999999999352,87.99999999999386,-188.9999999999947,,606.0000000000102
2021.01.18,136.99999999999824,-123.00000000000644,0.9999999999843467,-90.00000000000341,380.00000000000256,50.0000000000056,61.999999999995396,-325.0000000000197,73.99999999999629,27.000000000001023,-92.99999999999864,151.00000000000114,-155.00000000000114,-692.0000000000038,275.9999999999874,-156.0000000000059,461.0000000000003,167.00000000000603,404.0000000000044,-229.99999999998977,128.0000000000001,-279.99999999999136,,173.9999999999627
2021.01.18,122.99999999999534,-79.00000000000685,-9.000000000014552,-106.99999999999932,347.0000000000084,26.999999999999247,14.999999999998348,-326.0000000000041,73.99999999999629,25.000000000005684,-97.00000000000264,146.00000000000168,-102.00000000000387,-645.0000000000067,261.9999999999845,-162.00000000000614,466.00000000001086,144.0000000000108,326.0000000000041,-196.99999999998852,90.99999999999397,-264.999999999993,,56.99999999998357
2021.01.18,117.00000000000044,-70.99999999999883,-35.00000000000725,-106.00000000000875,317.0000000000117,36.0000000000027,-7.0000000000014495,-319.0000000000026,96.00000000000719,45.000000000001705,-108.99999999999244,165.9999999999995,-109.00000000000887,-622.9999999999958,248.99999999998812,-114.00000000000432,456.9999999999963,190.00000000000128,297.9999999999983,-174.99999999999716,70.99999999999795,-231.99999999999886,,141.99999999998886
2021.01.18,127.99999999999478,-103.99999999999298,-16.000000000016,-88.99999999999864,337.0000000000095,65.00000000000395,4.999999999999449,-312.00000000000114,72.0000000000054,42.00000000000159,-108.99999999999244,151.00000000000114,-91.00000000000819,-597.0000000000031,311.99999999997897,-150.00000000000568,428.00000000000614,228.00000000000597,319.0000000000026,-203.99999999999352,81.00000000000307,-203.99999999999307,,292.00000000000784
2021.01.18,163.00000000000205,-144.0000000000108,48.000000000003595,-51.00000000000193,415.0000000000098,109.99999999999899,25.999999999992696,-320.00000000000915,68.00000000000139,21.000000000000796,-107.00000000000153,154.99999999999403,-127.9999999999859,-615.9999999999943,306.9999999999906,-154.00000000001057,451.0000000000014,246.99999999999721,282.9999999999888,-199.99999999998863,73.99999999999807,-215.99999999999397,,431.9999999999827
2021.01.18,168.00000000000148,-248.00000000000378,66.99999999999484,-63.00000000000239,453.0000000000145,126.99999999999933,44.99999999999504,-282.0000000000045,76.0000000000094,-12.000000000000455,-93.99999999999409,185.99999999999727,-253.99999999999068,-625.9999999999932,279.99999999999136,-191.0000000000025,497.0000000000141,249.00000000001032,299.00000000000483,-280.00000000000114,99.00000000000375,-220.99999999999343,,275.00000000005014
2021.01.18,219.00000000000253,-270.99999999999903,109.00000000000354,-58.9999999999975,520.0000000000093,200.99999999999562,92.99999999999864,-240.00000000001796,85.00000000000173,-40.99999999999682,-85.99999999999719,217.99999999999596,-276.00000000001046,-551.9999999999969,328.9999999999793,-200.00000000000284,504.0000000000156,322.00000000000006,320.9999999999935,-280.9999999999917,141.9999999999959,-174.99999999999181,,881.9999999999895
2021.01.18,195.9999999999962,-262.00000000000665,98.99999999998244,-91.00000000000819,524.9999999999977,209.00000000000364,121.99999999999989,-241.00000000000233,69.00000000000794,-46.999999999997044,-75.9999999999983,224.000000000002,-307.9999999999927,-594.0000000000057,364.9999999999931,-246.00000000000932,537.0000000000097,364.9999999999931,414.9999999999876,-337.99999999999386,182.00000000000216,-170.99999999999892,,933.9999999999625
2021.01.18,168.00000000000148,-239.00000000001143,37.99999999998249,-97.99999999999898,470.00000000001484,158.99999999999804,71.99999999999429,-226.99999999999943,83.00000000001084,-36.000000000001364,-66.99999999999484,234.99999999999633,-288.99999999998727,-583.0000000000002,330.9999999999924,-200.00000000000284,560.0000000000049,353.0000000000033,397.99999999998727,-313.99999999999295,137.00000000000045,-193.99999999999417,,757.0000000000033
2021.01.18,165.9999999999995,-208.99999999999253,27.999999999983594,-75.00000000000284,459.99999999999375,161.00000000000003,79.99999999999119,-245.0000000000063,87.99999999999919,13.999999999995794,-75.9999999999983,229.00000000000142,-222.0000000000084,-573.0000000000013,344.99999999999534,-138.00000000000523,551.0000000000126,373.00000000000114,445.99999999999085,-283.9999999999918,143.00000000000068,-176.99999999999383,,1084.9999999999645
2021.01.18,163.99999999999747,-232.99999999999432,-4.000000000004,-90.00000000000341,459.99999999999375,175.00000000000293,87.99999999999919,-219.00000000001364,103.00000000000864,9.000000000000341,-73.00000000000084,256.99999999999613,-269.00000000000546,-622.0000000000115,323.99999999999096,-121.00000000000932,555.0000000000166,418.0000000000073,449.9999999999948,-290.9999999999968,150.99999999999625,-217.99999999999596,,1013.9999999999691
2021.01.18,126.0000000000039,-287.9999999999994,-53.999999999998494,-93.00000000000352,526.0000000000042,116.00000000000499,73.99999999999629,-199.00000000001583,106.00000000000608,9.000000000000341,-22.999999999995246,268.99999999999704,-306.0000000000116,-642.0000000000092,165.9999999999995,-146.0000000000008,670.9999999999993,367.99999999999056,488.9999999999839,-274.0000000000009,146.99999999999136,-285.9999999999974,,755.9999999999451
2021.01.18,149.99999999999457,-354.0000000000099,14.000000000002899,-79.00000000000773,565.9999999999999,202.0000000000022,140.99999999999113,-164.00000000000858,78.00000000000028,1.0000000000047748,-25.999999999992696,278.9999999999959,-373.9999999999952,-646.9999999999976,280.9999999999979,-190.00000000001194,656.0000000000122,435.0000000000076,591.9999999999925,-349.9999999999943,201.99999999999818,-213.99999999999199,,1198.99999999999
2021.01.18,159.9999999999935,-546.000000000002,45.99999999999049,-46.999999999997044,598.0000000000097,224.000000000002,228.99999999999034,-140.0000000000068,58.000000000002494,-7.999999999995566,-7.9999999999968985,271.9999999999945,-549.0000000000066,-615.00000000001,178.99999999999582,-190.00000000001194,645.0000000000067,419.9999999999982,705.9999999999844,-399.9999999999915,272.99999999999613,-207.99999999999707,,1098.9999999999486
