date,USDCHF,USDCAD,EURCHF,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.05.04,-56.99999999999594,-20.999999999982144,-68.00000000000139,-39.00000000000014,0.0,-41.000000000002146,0.0,0.0,,-225.99999999998175
2020.05.04,-46.00000000000159,-64.99999999998174,-46.999999999997044,-58.99999999999794,6.000000000000227,170.00000000000347,-9.00000000000345,102.00000000000209,,52.00000000002399
2020.05.04,-117.99999999999588,-55.99999999998939,-25.999999999992696,-48.99999999999905,-17.000000000010118,137.00000000000932,-85.00000000000173,-44.99999999999504,,-258.9999999999746
2020.05.04,-178.00000000000037,302.0000000000023,15.999999999993797,48.000000000003595,108.99999999999466,414.00000000000324,-2.999999999997449,68.99999999999685,,776.9999999999966
2020.05.04,-162.99999999999093,376.00000000002075,19.00000000001345,71.99999999999429,110.99999999999,689.0000000000063,41.9999999999976,124.99999999999733,,1271.0000000000284
2020.05.04,-110.99999999999443,398.00000000000944,29.999999999996696,100.00000000000009,147.99999999999613,757.999999999992,97.00000000000264,151.00000000000114,,1571.0000000000039
2020.05.04,-171.99999999999437,521.0000000000159,39.999999999995595,141.99999999999767,242.999999999995,981.999999999994,29.000000000001247,213.00000000000762,,1998.0000000000123
2020.05.04,-200.99999999999562,543.0000000000045,46.999999999997044,141.99999999999767,339.9999999999892,905.0000000000002,-2.000000000002,180.0000000000024,,1953.9999999999936
2020.05.04,-209.9999999999991,481.0000000000203,42.999999999993044,105.99999999999498,319.0000000000026,554.9999999999944,-90.99999999999665,41.000000000002146,,1244.0000000000118
2020.05.04,-195.00000000000074,408.00000000000836,32.0000000000098,41.000000000002146,305.9999999999974,506.9999999999908,-75.00000000000284,96.00000000000719,,1120.0000000000123
2020.05.04,-195.00000000000074,385.00000000001313,39.00000000001125,36.0000000000027,360.99999999999,387.000000000004,-29.999999999996696,77.00000000000485,,1060.0000000000284
2020.05.04,-209.9999999999991,340.00000000000693,53.999999999998494,14.000000000002899,429.00000000000205,381.0000000000091,-46.999999999997044,112.000000000001,,1073.0000000000243
2020.05.04,-212.00000000000108,284.00000000001756,69.9999999999923,-17.999999999995797,414.0000000000015,164.00000000000858,-100.00000000000009,30.000000000007798,,632.0000000000307
2020.05.04,-217.99999999999596,224.000000000002,82.00000000000429,-43.00000000000415,420.99999999999227,116.99999999998934,-83.9999999999952,65.99999999999939,,564.9999999999919
2020.05.04,-231.99999999999886,195.00000000001182,109.00000000000354,-53.00000000000304,426.9999999999925,209.9999999999991,-19.00000000000235,146.00000000000168,,783.0000000000043
2020.05.04,-285.9999999999974,340.00000000000693,70.99999999999883,-46.00000000000159,482.9999999999899,428.00000000000614,55.000000000005045,202.9999999999976,,1248.0000000000055
2020.05.04,-285.9999999999974,328.00000000001717,63.99999999999739,-46.999999999997044,481.9999999999993,334.9999999999964,-4.999999999999449,158.0000000000026,,1029.000000000019
2020.05.04,-336.9999999999984,397.0000000000029,85.00000000000173,-21.00000000000435,527.9999999999916,310.9999999999946,-2.000000000002,141.00000000000225,,1101.9999999999882
2020.05.04,-329.999999999997,437.0000000000207,95.00000000000064,-14.000000000002899,498.9999999999952,388.0000000000106,55.000000000005045,119.00000000000244,,1249.0000000000348
2020.05.04,-241.99999999999778,309.0000000000037,100.99999999999554,9.999999999998899,333.999999999989,184.99999999999073,-32.999999999994145,53.999999999998494,,717.9999999999844
2020.05.04,-227.99999999999488,318.00000000001825,106.00000000000608,-7.0000000000014495,384.00000000000034,-1.0000000000065512,-73.99999999999629,-20.999999999993246,,477.0000000000322
2020.05.04,-324.9999999999975,271.0000000000212,104.99999999999955,-94.00000000000519,421.99999999999704,-635.0000000000077,-324.00000000000205,-188.9999999999947,,-768.9999999999893
2020.05.04,-330.9999999999924,194.0000000000053,59.000000000009045,-134.99999999999625,510.9999999999957,-493.99999999999443,-260.00000000000466,-136.00000000000279,,-591.9999999999804
2020.05.04,-293.99999999999426,108.00000000001918,32.0000000000098,-143.9999999999997,381.0000000000002,-391.000000000008,-212.99999999999653,-82.99999999999974,,-603.9999999999691
2020.05.04,-373.99999999999653,182.0000000000155,63.000000000013046,-104.99999999999955,406.9999999999965,-242.99999999999324,-182.99999999999983,-61.999999999995396,,-314.9999999999595
2020.05.04,-368.00000000000165,198.00000000000927,36.999999999998145,-109.00000000000354,438.99999999999295,-123.99999999999079,-200.00000000000017,-7.9999999999968985,,-134.9999999999927
2020.05.04,-327.99999999999494,134.00000000001188,19.999999999997797,-151.9999999999966,417.99999999999216,-121.99999999999989,-170.00000000000347,11.00000000000545,,-188.9999999999876
2020.05.04,-322.9999999999955,158.0000000000137,19.999999999997797,-141.99999999999767,393.0000000000007,-5.000000000010552,-104.99999999999955,78.00000000000028,,74.00000000000918
2020.05.04,-356.9999999999962,188.00000000001037,35.00000000000725,-161.00000000000003,388.9999999999958,-55.000000000005045,-46.999999999997044,106.00000000000608,,98.00000000002116
2020.05.04,-348.9999999999993,-53.999999999998494,39.00000000001125,-236.99999999999832,402.9999999999916,-299.99999999998914,-202.9999999999976,53.999999999998494,,-646.9999999999815
2020.05.04,-309.99999999999915,-310.9999999999946,26.999999999999247,-380.999999999998,356.9999999999993,-272.99999999998994,-180.99999999999784,133.00000000000534,,-938.9999999999756
2020.05.04,-363.99999999999767,-287.9999999999994,18.0000000000069,-375.0000000000031,346.9999999999942,-194.0000000000053,-100.99999999999554,282.0000000000045,,-674.9999999999955
2020.05.04,-400.9999999999958,32.0000000000098,35.999999999991594,-248.99999999999923,361.99999999999477,258.0000000000027,-36.999999999998145,287.9999999999994,,289.00000000000506
2020.05.04,-383.0,2.0000000000131024,80.99999999999774,-234.00000000000088,429.9999999999926,161.99999999999548,-53.999999999998494,341.99999999999784,,345.9999999999973
2020.05.04,-459.99999999999375,-93.99999999999409,66.99999999999484,-353.99999999999875,370.9999999999951,-60.99999999999994,-65.99999999999939,318.00000000000716,,-278.99999999998886
2020.05.04,-470.9999999999992,-48.99999999998794,150.00000000000568,-351.99999999999676,475.9999999999991,-68.00000000000139,-65.99999999999939,362.00000000000676,,-17.999999999973056
2020.05.04,-430.9999999999925,-7.999999999985796,225.99999999999287,-285.00000000000193,513.9999999999958,8.000000000008,-71.99999999999429,375.9999999999986,,328.0000000000207
2020.05.04,-357.99999999999164,6.000000000017103,248.00000000000378,-248.00000000000378,589.9999999999892,-41.000000000002146,-41.000000000002146,374.0000000000077,,530.000000000018
2020.05.04,-426.9999999999996,-60.99999999999994,263.00000000001324,-348.9999999999993,698.9999999999981,-367.0000000000062,-110.99999999999443,331.999999999999,,-20.999999999989257
2020.05.04,-441.99999999999795,-54.99999999998284,270.99999999999903,-348.9999999999993,783.9999999999918,-380.00000000000256,-153.99999999999858,262.00000000000665,,-62.9999999999838
