date,GBPCHF,empty,sum
2019.06.03,-55.000000000005045,,-55.000000000005045
2019.06.03,35.999999999991594,,35.999999999991594
2019.06.03,89.99999999999008,,89.99999999999008
2019.06.03,123.99999999999079,,123.99999999999079
2019.06.03,124.99999999999733,,124.99999999999733
2019.06.03,102.00000000000209,,102.00000000000209
2019.06.03,76.0000000000094,,76.0000000000094
2019.06.03,100.99999999999554,,100.99999999999554
2019.06.03,79.00000000000685,,79.00000000000685
2019.06.03,63.99999999999739,,63.99999999999739
2019.06.03,163.00000000000205,,163.00000000000205
2019.06.03,173.00000000000094,,173.00000000000094
2019.06.03,207.00000000000162,,207.00000000000162
2019.06.03,182.99999999999983,,182.99999999999983
2019.06.03,263.99999999999756,,263.99999999999756
2019.06.03,306.9999999999906,,306.9999999999906
2019.06.03,232.99999999999432,,232.99999999999432
2019.06.03,245.0000000000063,,245.0000000000063
2019.06.03,283.99999999999534,,283.99999999999534
2019.06.03,140.0000000000068,,140.0000000000068
2019.06.03,299.00000000000483,,299.00000000000483
2019.06.03,408.00000000000836,,408.00000000000836
2019.06.03,337.99999999999386,,337.99999999999386
2019.06.03,418.9999999999916,,418.9999999999916
2019.06.03,280.9999999999979,,280.9999999999979
2019.06.03,103.00000000000864,,103.00000000000864
2019.06.03,42.999999999993044,,42.999999999993044
2019.06.03,104.99999999999955,,104.99999999999955
2019.06.03,306.9999999999906,,306.9999999999906
2019.06.03,458.00000000000284,,458.00000000000284
2019.06.03,554.00000000001,,554.00000000001
2019.06.03,384.9999999999909,,384.9999999999909
2019.06.03,324.9999999999975,,324.9999999999975
2019.06.03,404.0000000000044,,404.0000000000044
2019.06.03,178.00000000001148,,178.00000000001148
2019.06.03,263.99999999999756,,263.99999999999756
2019.06.03,313.00000000000773,,313.00000000000773
2019.06.03,317.9999999999961,,317.9999999999961
2019.06.03,479.99999999999153,,479.99999999999153
2019.06.03,478.0000000000006,,478.0000000000006
2019.06.03,476.0000000000098,,476.0000000000098
2019.06.03,626.9999999999998,,626.9999999999998
2019.06.03,574.0000000000078,,574.0000000000078
2019.06.03,748.9999999999997,,748.9999999999997
2019.06.03,804.0000000000047,,804.0000000000047
2019.06.03,720.9999999999939,,720.9999999999939
2019.06.03,696.999999999992,,696.999999999992
2019.06.03,777.9999999999898,,777.9999999999898
2019.06.04,818.0000000000076,,818.0000000000076
2019.06.04,797.0000000000033,,797.0000000000033
2019.06.04,757.0000000000076,,757.0000000000076
2019.06.04,781.9999999999939,,781.9999999999939
2019.06.04,736.0000000000033,,736.0000000000033
2019.06.04,744.9999999999957,,744.9999999999957
2019.06.04,730.0000000000084,,730.0000000000084
2019.06.04,739.0000000000008,,739.0000000000008
2019.06.04,754.0000000000102,,754.0000000000102
2019.06.04,783.0000000000003,,783.0000000000003
2019.06.04,754.0000000000102,,754.0000000000102
2019.06.04,699.9999999999895,,699.9999999999895
2019.06.04,676.0000000000099,,676.0000000000099
2019.06.04,668.0000000000019,,668.0000000000019
2019.06.04,673.9999999999968,,673.9999999999968
2019.06.04,678.0000000000008,,678.0000000000008
2019.06.04,645.999999999991,,645.999999999991
2019.06.04,631.0000000000038,,631.0000000000038
2019.06.04,675.0000000000034,,675.0000000000034
2019.06.04,696.0000000000077,,696.0000000000077
2019.06.04,791.0000000000084,,791.0000000000084
2019.06.04,710.0000000000106,,710.0000000000106
2019.06.04,841.0000000000028,,841.0000000000028
2019.06.04,689.9999999999907,,689.9999999999907
2019.06.04,557.0000000000075,,557.0000000000075
2019.06.04,548.9999999999995,,548.9999999999995
2019.06.04,554.00000000001,,554.00000000001
2019.06.04,458.00000000000284,,458.00000000000284
2019.06.04,546.000000000002,,546.000000000002
2019.06.04,469.0000000000083,,469.0000000000083
2019.06.04,431.0000000000036,,431.0000000000036
2019.06.04,296.0000000000074,,296.0000000000074
