date,GBPUSD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.07.05,-231.99999999998778,-72.99999999998974,-68.99999999999685,-438.0000000000024,-282.99999999999994,-251.99999999999667,-221.00000000000364,-203.00000000000296,0.0,0.0,-182.00000000000216,-165.00000000000625,-144.99999999999602,,-2262.999999999984
2021.07.05,-224.99999999998633,-76.99999999999375,-122.99999999999534,-87.0000000000033,-292.9999999999988,-278.00000000000045,-195.99999999999795,-171.99999999999704,297.9999999999983,106.00000000000608,-195.0000000000074,-197.00000000000273,-192.99999999999784,,-1631.9999999999764
2021.07.05,-202.9999999999976,-115.99999999999389,-138.99999999998914,-207.00000000000784,-261.99999999999557,-317.9999999999961,-320.99999999999795,-211.9999999999891,344.00000000001097,110.00000000001009,-268.0000000000007,-272.00000000000557,-275.0000000000057,,-2138.999999999958
2021.07.05,-173.99999999998528,-78.99999999999574,-107.99999999999699,-210.00000000000796,-278.00000000000045,-309.99999999999915,-377.00000000000955,-216.99999999998454,400.00000000000034,231.0000000000034,-295.0000000000017,-260.0000000000051,-269.00000000000546,,-1945.9999999999877
2021.07.05,-190.00000000000128,-69.9999999999923,-112.99999999999643,-221.00000000000364,-285.00000000000193,-314.0000000000032,-391.00000000001955,-228.999999999985,384.00000000000654,228.99999999999034,-314.00000000000716,-266.9999999999959,-287.00000000000614,,-2068.0000000000155
2021.07.05,-161.99999999999548,-52.99999999999194,-93.99999999999409,-197.00000000000273,-280.9999999999979,-314.99999999999864,-383.0000000000098,-216.99999999998454,398.00000000000944,239.99999999999577,-296.0000000000065,-263.9999999999958,-277.000000000001,,-1900.9999999999736
2021.07.05,-163.9999999999864,-15.999999999993797,-75.9999999999983,-201.99999999999818,-282.0000000000045,-302.9999999999977,-367.00000000001864,-258.0000000000098,409.99999999999926,302.0000000000023,-269.00000000000546,-221.00000000000364,-256.0000000000002,,-1702.000000000015
2021.07.05,-105.99999999998388,4.000000000004,-60.99999999999994,-207.9999999999984,-243.99999999999977,-304.9999999999997,-354.0000000000134,-276.9999999999868,527.0000000000108,333.9999999999899,-257.000000000005,-219.99999999999886,-257.99999999999557,,-1424.9999999999768
2021.07.05,-122.99999999998423,-23.999999999990695,-93.99999999999409,-165.00000000000625,-249.99999999999466,-321.0000000000046,-314.9999999999977,-216.99999999998454,497.99999999999847,280.9999999999979,-231.99999999999932,-204.00000000000773,-260.9999999999957,,-1426.9999999999632
2021.07.05,-146.00000000000168,-35.999999999991594,-87.99999999999919,-157.0000000000107,-243.00000000000432,-302.0000000000023,-251.00000000000477,-193.9999999999884,499.000000000005,299.00000000000483,-210.99999999999852,-194.00000000000261,-224.99999999999432,,-1248.9999999999886
2021.07.05,-136.00000000000279,-17.999999999995797,-45.99999999999049,-99.00000000000375,-260.00000000000466,-287.0000000000039,-259.00000000001455,-149.0000000000009,490.999999999997,371.00000000001023,-188.0000000000024,-185.00000000000227,-174.99999999999716,,-940.0000000000114
2021.07.05,-102.00000000000209,-8.999999999992347,-19.999999999997797,-82.00000000000784,-256.99999999999613,-299.00000000000483,-266.00000000001955,-135.99999999999568,503.99999999999335,343.00000000000443,-174.0000000000066,-189.00000000000716,-170.0000000000017,,-857.0000000000338
2021.07.05,-124.99999999999733,-61.999999999995396,-40.99999999999105,-88.00000000000807,-256.0000000000007,-309.0000000000037,-250.0,-137.00000000000045,503.99999999999335,317.0000000000117,-170.0000000000017,-237.99999999999955,-174.0000000000066,,-1028.9999999999993
2021.07.05,-125.99999999998168,-32.999999999994145,-25.999999999992696,-90.00000000000341,-239.0000000000003,-284.0000000000065,-282.0000000000107,-144.00000000000546,529.0000000000017,374.0000000000077,-171.00000000000648,-207.00000000000784,-168.99999999999693,,-867.9999999999969
2021.07.05,-78.00000000000028,22.0000000000109,18.0000000000069,-87.0000000000033,-236.99999999999832,-272.00000000000557,-257.000000000005,-141.9999999999959,534.9999999999966,429.99999999999704,-160.0000000000108,-173.00000000000182,-147.99999999999613,,-549.0000000000056
2021.07.05,-102.99999999998644,-2.999999999997449,7.0000000000014495,-112.99999999999955,-241.00000000000233,-275.000000000003,-294.00000000001114,-185.00000000000227,544.9999999999955,425.0000000000087,-184.0000000000117,-201.99999999999818,-162.9999999999967,,-786.0000000000031
2021.07.05,-98.99999999998244,-30.999999999992145,-7.9999999999968985,-134.00000000000034,-239.0000000000003,-265.0000000000041,-289.99999999999204,-185.00000000000227,547.0000000000086,432.0000000000102,-184.0000000000117,-216.00000000000819,-162.9999999999967,,-834.9999999999683
2021.07.05,-89.99999999999008,-17.999999999995797,-5.999999999994898,-139.00000000001,-226.00000000000398,-248.99999999999923,-242.999999999995,-179.00000000000205,550.000000000006,462.0000000000068,-168.00000000000637,-195.99999999999795,-155.00000000000114,,-656.9999999999835
2021.07.05,-203.99999999998198,-13.999999999991797,-27.999999999994696,-106.99999999999932,-253.99999999999866,-300.0000000000003,-355.0000000000182,-188.99999999999295,536.0000000000032,371.99999999999454,-174.0000000000066,-198.99999999999807,-165.00000000000625,,-1080.9999999999911
2021.07.05,-300.99999999999574,-93.99999999999409,-94.99999999998954,-85.99999999999852,-251.00000000000122,-334.00000000000097,-371.0000000000093,-181.99999999998795,540.0000000000072,337.99999999999386,-178.00000000001148,-212.0000000000033,-189.99999999999773,,-1415.999999999989
2021.07.05,-291.9999999999812,-83.9999999999952,-77.99999999998919,9.000000000000341,-268.99999999999704,-361.0000000000002,-323.0000000000075,-105.99999999999454,598.0000000000097,330.9999999999924,-79.9999999999983,-183.9999999999975,-162.9999999999967,,-1001.999999999955
2021.07.05,-326.9999999999884,-143.9999999999997,-89.99999999999008,-8.000000000009777,-258.0000000000027,-370.00000000000364,-332.9999999999984,-167.0000000000016,629.9999999999973,295.0000000000008,-47.000000000011255,-198.99999999999807,-158.00000000000125,,-1176.0000000000068
2021.07.05,-407.99999999998613,-191.99999999999218,-105.99999999999498,51.00000000000193,-236.00000000000287,-324.00000000000205,-263.00000000000523,-84.00000000000318,626.9999999999998,375.9999999999986,-28.000000000005798,-204.00000000000773,-99.00000000000375,,-890.0000000000036
2021.07.05,-427.99999999998397,-178.99999999999582,-95.99999999999609,57.00000000000216,-243.00000000000432,-312.9999999999966,-312.0000000000118,-82.99999999999841,615.9999999999943,429.99999999999704,-26.00000000001046,-216.99999999999875,-105.99999999999454,,-899.9999999999972
2021.07.05,-392.9999999999989,-166.99999999999494,-73.99999999999629,15.000000000000568,-193.99999999999417,-290.00000000000136,-277.9999999999916,-87.99999999999386,707.9999999999975,468.00000000000176,0.0,-192.00000000000728,-81.00000000000307,,-565.9999999999816
2021.07.05,-449.9999999999948,-199.9999999999891,-122.99999999999534,10.99999999999568,-143.00000000000423,-272.00000000000557,-243.99999999999977,-81.99999999999363,774.9999999999924,476.9999999999941,33.999999999991815,-180.00000000000682,-76.00000000000762,,-473.00000000002274
2021.07.05,-418.9999999999916,-187.9999999999993,-76.99999999999375,48.99999999999238,-136.99999999999824,-258.9999999999981,-215.0000000000034,-55.999999999983174,797.0000000000033,527.9999999999951,87.99999999999386,-173.00000000000182,-43.99999999999693,,-105.9999999999817
2021.07.05,-468.00000000000176,-173.9999999999964,-65.99999999999939,15.000000000000568,-124.99999999999733,-221.99999999999997,-256.0000000000002,-56.99999999998795,827.0,581.9999999999936,81.99999999999363,-147.99999999999613,-18.000000000000682,,-27.999999999992042
2021.07.05,-462.9999999999912,-195.9999999999962,-85.99999999999719,18.000000000000682,-104.99999999999955,-239.99999999999577,-250.0,-55.00000000000682,839.0000000000119,534.9999999999966,89.9999999999892,-177.0000000000067,-36.000000000001364,,-125.99999999999625
2021.07.05,-438.9999999999894,-162.99999999999093,-50.99999999998994,52.99999999999727,-100.99999999999554,-248.99999999999923,-298.0000000000018,-36.000000000001364,848.0000000000043,543.0000000000045,115.99999999999966,-162.9999999999967,-22.00000000000557,,38.00000000003536
