names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURGBP'],100.0,1.0,S
GBPUSD,10,['EURAUD'],80.0,0.46783333333333366,S
EURUSD,30,"['GBPJPY', 'GBPCAD', 'GBPCHF', 'GBPUSD', 'NZDCAD', 'NZDUSD', 'NZDCHF']",100.0,-0.78,B
USDJPY,10,"['USDJPY', 'NZDUSD']",100.0,-0.9,B
USDCAD,10,"['EURGBP', 'NZDJPY']",80.0,0.21766666666666665,S
AUDUSD,10,"['EURCAD', 'GBPJPY']",100.0,-1.0,B
NZDUSD,30,"['GBPAUD', 'USDJPY', 'USDCAD', 'EURAUD']",100.0,0.4643333333333333,S
GBPCHF,15,"['AUDCHF', 'AUDCAD', 'AUDJPY']",80.0,0.724432178932179,S
EURCHF,15,"['EURAUD', 'GBPUSD']",80.0,0.9933333333333333,S
CHFJPY,15,['EURCHF'],80.0,0.48945887445887465,S
CADCHF,10,['NZDCHF'],100.0,0.7644047619047618,S
AUDCHF,30,"['AUDNZD', 'NZDUSD', 'CADCHF']",80.0,-0.9,B
EURJPY,30,"['GBPAUD', 'CHFJPY']",80.0,-0.696364357864358,B
EURCAD,10,['NZDCHF'],100.0,-0.7476746031746029,B
EURAUD,50,"['AUDNZD', 'NZDUSD', 'NZDCHF', 'EURCHF']",80.0,-0.21425396825396817,B
EURNZD,10,['GBPAUD'],80.0,-1.0,B
CADJPY,20,"['USDCHF', 'CHFJPY']",80.0,0.23153957153957158,S
AUDNZD,20,['NZDUSD'],80.0,0.46756787656787674,S
