date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDNZD,empty,sum
2015.11.23,-24.000000000001798,-146.00000000000168,8.000000000008,75.00000000000284,-164.99999999999292,-1.0000000000065512,-33.000000000005244,-138.0000000000159,-4.999999999988347,-75.00000000000284,32.999999999994145,-9.00000000000345,50.99999999998772,139.00000000000023,42.0000000000087,59.000000000009045,-30.9999999999917,-63.99999999999739,,-283.9999999999971
2015.11.23,18.999999999991246,-146.00000000000168,59.99999999999339,49.000000000006594,-116.00000000000499,-11.00000000000545,-11.00000000000545,-69.00000000000794,-14.999999999987246,-103.9999999999992,29.000000000001247,-53.999999999998494,96.00000000000364,144.99999999999514,131.99999999999878,140.0000000000068,-33.999999999991815,-70.99999999999883,,38.99999999999574
2015.11.23,-42.999999999993044,-232.00000000000998,-11.999999999989797,61.99999999999761,-235.00000000000742,7.0000000000014495,41.9999999999976,-255.00000000000523,-9.999999999998899,-57.00000000000216,29.000000000001247,12.000000000000899,16.999999999995907,180.99999999998673,6.000000000017103,206.00000000001728,13.00000000000523,-215.00000000000963,,-483.999999999995
2015.11.23,-62.000000000006494,-181.00000000000892,0.0,106.99999999999932,-300.99999999999574,-46.999999999997044,161.99999999999548,-235.00000000000742,-51.000000000001044,-87.0000000000033,53.999999999998494,-29.000000000001247,79.00000000000773,269.9999999999925,136.00000000000279,528.0000000000174,26.00000000001046,-334.00000000001205,,34.99999999999096
2015.11.23,-76.99999999999375,-151.00000000001222,-59.000000000009045,138.00000000000523,-310.0000000000103,-77.00000000000485,232.99999999999432,-229.00000000001253,-1.0000000000065512,-96.00000000000364,48.000000000003595,-51.99999999999649,38.99999999998727,200.99999999998454,121.99999999999989,613.0000000000191,8.000000000009777,-408.00000000000836,,-58.000000000053944
2015.11.23,-32.0000000000098,-137.00000000000932,-28.999999999990145,162.00000000000614,-290.00000000001245,-163.99999999999747,253.0000000000032,-161.99999999999548,2.999999999997449,-174.0000000000066,68.00000000000139,-168.99999999999693,103.00000000000864,219.99999999999798,339.0000000000004,711.0000000000172,-28.999999999996362,-313.99999999999204,,359.0000000000257
2015.11.23,-15.999999999993797,-148.00000000001478,-35.00000000000725,123.99999999999523,-422.00000000001125,-228.00000000000597,231.0000000000034,-133.00000000000534,39.999999999995595,-153.99999999999636,156.99999999999602,-248.99999999999923,56.99999999998795,351.99999999999676,467.0000000000174,653.0000000000147,93.00000000000352,-178.00000000001148,,610.9999999999652
2015.11.23,-154.99999999999403,4.000000000004,-242.00000000000887,281.0000000000059,-547.999999999993,-362.00000000000676,329.00000000000153,-182.0000000000155,103.00000000000864,-146.0000000000008,126.99999999999933,-285.9999999999974,-36.000000000001364,211.99999999998997,450.00000000001705,579.0000000000184,66.0000000000025,-139.00000000000023,,55.00000000002956
2015.11.23,-146.00000000000168,55.99999999998939,-293.99999999999426,349.00000000000375,-651.0000000000016,-548.9999999999995,443.99999999999994,-120.00000000000898,170.00000000000347,-222.99999999999898,190.99999999999673,-483.0000000000001,-25.000000000005684,251.99999999998556,770.000000000004,788.0000000000109,83.00000000001262,-43.999999999999595,,567.9999999999961
2015.11.23,-225.99999999999287,63.99999999999739,-293.0000000000099,415.00000000000625,-639.0000000000118,-568.9999999999973,478.0000000000006,-243.00000000001543,80.99999999999774,-195.99999999999795,122.99999999999534,-446.9999999999974,43.00000000000637,235.99999999999176,804.0000000000047,875.0000000000035,28.000000000005798,-73.99999999999629,,459.9999999999906
2015.11.23,-123.99999999999079,14.999999999987246,-224.000000000002,331.00000000000307,-609.9999999999994,-461.0000000000003,409.0000000000038,-131.00000000001444,117.00000000001154,-228.9999999999992,183.99999999999528,-409.99999999999926,43.00000000000637,300.99999999999574,680.9999999999983,805.0000000000113,71.00000000001216,-120.00000000000898,,648.0000000000102
2015.11.23,-129.00000000000134,14.000000000002899,-238.99999999998923,341.0000000000082,-639.0000000000118,-487.99999999999955,415.99999999999415,-138.0000000000159,127.00000000001043,-231.99999999999932,195.9999999999962,-431.99999999999903,36.000000000001364,312.00000000000114,712.0000000000015,806.0000000000178,79.00000000000773,-96.99999999999153,,645.0000000000334
2015.11.23,-154.99999999999403,17.999999999984695,-249.99999999999466,370.00000000000455,-653.999999999999,-524.9999999999977,419.00000000000273,-171.00000000001003,112.000000000001,-231.99999999999932,185.00000000000182,-451.9999999999969,51.9999999999925,312.9999999999855,780.000000000003,792.0000000000149,69.00000000000261,-42.0000000000087,,628.999999999993
2015.11.23,-154.99999999999403,1.999999999990898,-228.00000000000597,381.0000000000002,-615.9999999999943,-485.99999999999756,422.00000000000017,-187.00000000000384,92.00000000000318,-240.99999999999966,163.00000000000205,-412.00000000000125,90.00000000000341,299.99999999998914,724.9999999999978,840.0000000000185,33.00000000000125,-106.00000000000608,,617.0000000000041
2015.11.23,-120.00000000000898,-49.00000000001015,-190.00000000000128,362.99999999999955,-617.0000000000009,-468.9999999999972,373.99999999999653,-182.99999999999983,87.99999999999919,-266.9999999999959,188.9999999999947,-420.9999999999936,115.0000000000091,350.9999999999902,748.9999999999997,780.000000000003,49.000000000006594,-49.00000000001015,,692.9999999999804
2015.11.23,-154.0000000000097,12.999999999996348,-228.99999999999034,409.9999999999966,-712.0000000000015,-529.9999999999972,419.9999999999982,-172.0000000000166,93.00000000000975,-272.00000000000557,219.00000000000253,-456.9999999999963,117.999999999995,400.00000000000034,809.9999999999997,831.000000000004,78.00000000000296,-43.999999999999595,,821.9999999999885
2015.11.23,-157.00000000000713,-31.000000000003247,-194.0000000000053,346.00000000000364,-635.9999999999922,-504.00000000000443,390.0000000000015,-218.00000000000708,59.99999999999339,-215.0000000000034,175.00000000000293,-434.000000000001,93.99999999999409,364.9999999999931,808.0000000000088,804.0000000000047,74.00000000001228,-21.00000000000435,,705.9999999999864
