date,NZDUSD,CADCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,AUDCAD,NZDCAD,empty,sum
2015.12.14,-24.999999999997247,12.000000000000899,89.99999999999008,464.9999999999821,-145.00000000001023,100.99999999999554,69.9999999999923,190.99999999999673,7.9999999999968985,,766.999999999947
2015.12.14,-57.99999999999139,-11.00000000000545,49.99999999999449,46.999999999997044,-217.9999999999893,13.999999999980695,-103.00000000000864,156.00000000000057,9.999999999998899,,-113.0000000000231
2015.12.14,-39.00000000000014,-24.999999999997247,69.9999999999923,394.9999999999676,-361.99999999999477,-11.00000000000545,-69.9999999999923,322.9999999999955,14.000000000002899,,294.9999999999684
2015.12.14,-107.99999999999699,-12.000000000000899,-10.000000000010001,731.9999999999993,-304.00000000000205,201.99999999999108,-65.99999999998829,412.9999999999967,-107.00000000000153,,739.9999999999873
2015.12.14,-46.999999999997044,3.999999999992898,41.9999999999976,625.999999999971,-346.00000000000364,147.99999999999258,-26.999999999999247,331.999999999999,-53.00000000000304,,678.9999999999501
2015.12.14,-47.9999999999925,90.0000000000012,83.9999999999952,576.9999999999609,-402.9999999999916,356.9999999999851,116.00000000000499,224.000000000002,-105.99999999999498,,890.9999999999702
2015.12.14,-8.999999999992347,53.00000000000304,119.99999999999788,544.9999999999733,-308.9999999999975,228.99999999999034,120.00000000000898,214.99999999999852,9.999999999998899,,973.999999999981
2015.12.14,30.000000000007798,-18.0000000000069,89.99999999999008,436.9999999999763,-360.99999999999,136.99999999998712,130.0000000000079,190.99999999999673,33.000000000005244,,668.9999999999743
2015.12.14,126.99999999999933,12.000000000000899,189.99999999999017,325.99999999995964,-390.99999999999113,171.99999999999437,334.00000000001205,165.00000000000404,160.00000000000458,,1094.9999999999739
2015.12.14,41.000000000002146,-21.999999999999797,89.99999999999008,100.99999999999554,-284.9999999999966,97.9999999999981,89.00000000000574,85.99999999999719,80.00000000000229,,277.99999999999466
2015.12.14,23.00000000000635,-65.99999999999939,49.99999999999449,-132.00000000002098,-342.9999999999893,-20.000000000020002,-25.999999999992696,-2.000000000002,46.00000000000159,,-470.00000000002206
2015.12.14,-40.99999999999105,-131.99999999999878,-40.00000000000669,-299.00000000000483,-275.0000000000057,-140.0000000000068,-229.99999999999687,-9.00000000000345,4.999999999999449,,-1161.0000000000146
2015.12.14,25.00000000000835,-136.99999999999824,19.999999999997797,-154.0000000000319,-322.00000000000273,-133.00000000000534,-69.00000000000794,76.99999999999375,119.99999999999788,,-573.0000000000484
2015.12.14,8.000000000008,-112.000000000001,49.99999999999449,-187.00000000002603,-260.9999999999957,-144.0000000000108,-69.9999999999923,21.00000000000435,129.9999999999968,,-565.0000000000222
2015.12.14,-28.999999999990145,-129.00000000000134,23.999999999990695,-370.00000000002586,-271.000000000015,-149.00000000002134,-82.00000000000429,14.999999999998348,119.99999999999788,,-871.0000000000712
2015.12.14,-30.999999999992145,-153.00000000000313,-1.0000000000065512,-287.000000000015,-176.9999999999925,-160.00000000000458,-107.99999999999699,7.0000000000014495,119.99999999999788,,-790.0000000000116
2015.12.14,-61.999999999995396,-167.00000000000603,-30.000000000007798,-319.0000000000026,-175.00000000001137,-168.0000000000126,-150.00000000000568,31.000000000003247,100.00000000000009,,-940.0000000000381
2015.12.14,-95.99999999999609,-146.00000000000168,-34.000000000000696,-615.0000000000322,-70.99999999999795,-142.0000000000199,-195.9999999999962,-75.00000000000284,31.000000000003247,,-1344.0000000000446
2015.12.14,-67.9999999999903,-241.00000000000233,-60.00000000000449,-491.0000000000192,-205.0000000000125,-419.0000000000138,-360.0000000000048,-9.999999999998899,139.99999999999568,,-1714.0000000000507
2015.12.14,-114.99999999999844,-216.0000000000051,-40.00000000000669,-901.0000000000407,-161.00000000000136,-417.0000000000007,-360.0000000000048,-14.999999999998348,129.9999999999968,,-2095.000000000059
2015.12.14,-142.99999999999312,-292.00000000000335,-160.00000000000458,-1029.0000000000355,-115.0000000000091,-403.00000000002,-455.0000000000054,-26.999999999999247,70.0000000000034,,-2554.000000000067
2015.12.14,-156.99999999999602,-214.99999999999852,-150.00000000000568,-1378.0000000000125,-305.0000000000068,-384.00000000000654,-585.9999999999976,-153.99999999999858,-9.999999999998899,,-3339.0000000000214
2015.12.14,-131.99999999999878,-219.00000000000253,-140.0000000000068,-1090.0000000000355,-409.9999999999966,-339.0000000000004,-520.0000000000093,-136.99999999999824,-34.000000000000696,,-3021.000000000049
2015.12.14,-217.99999999999596,-197.99999999999818,-200.00000000000017,-1210.0000000000223,-334.0000000000032,-297.0000000000139,-659.999999999994,-202.0000000000022,-109.99999999999899,,-3429.0000000000296
2015.12.14,-256.0000000000007,-121.99999999999989,-170.00000000000347,-979.0000000000188,-316.0000000000025,-213.00000000001873,-673.9999999999968,-168.99999999999693,-170.00000000000347,,-3069.0000000000414
2015.12.14,-302.9999999999977,-116.00000000000499,-240.00000000000688,-1156.0000000000236,-324.0000000000123,-304.00000000001535,-946.0000000000024,-151.00000000000114,-270.0000000000036,,-3810.000000000068
2015.12.14,-406.9999999999907,105.99999999999498,-209.9999999999991,-1287.0000000000382,-348.0000000000132,170.99999999998784,-852.9999999999926,-270.99999999999903,-500.00000000000045,,-3599.000000000051
2015.12.14,-400.9999999999958,166.99999999999494,-170.00000000000347,-1517.000000000035,-343.9999999999941,246.99999999999721,-829.9999999999974,-219.99999999999798,-549.9999999999949,,-3618.000000000027
2015.12.14,-339.0000000000004,410.9999999999947,19.999999999997797,-1155.000000000017,-431.0000000000116,589.9999999999794,-547.0000000000086,-265.99999999999955,-590.0000000000016,,-2307.0000000000673
2015.12.14,-332.99999999999443,304.9999999999997,-80.00000000000229,-1556.000000000024,-554.000000000002,407.99999999998613,-747.0000000000088,-321.0000000000046,-600.0000000000006,,-3478.000000000051
2015.12.14,-462.9999999999912,195.00000000000074,-209.9999999999991,-1963.000000000026,-546.999999999997,160.99999999998892,-1072.9999999999907,-397.0000000000029,-629.9999999999973,,-4927.000000000015
2015.12.14,-593.9999999999945,-58.99999999999794,-309.99999999999915,-2204.000000000006,-290.9999999999968,-192.00000000001438,-1151.9999999999975,-300.0000000000003,-449.9999999999948,,-5552.000000000001
2015.12.14,-549.9999999999949,-24.999999999997247,-309.99999999999915,-2237.0,-262.00000000000045,96.99999999999153,-906.0000000000068,-390.99999999999693,-490.00000000000153,,-5074.000000000006
2015.12.14,-439.0000000000005,5.999999999994898,-250.00000000000577,-2082.000000000006,-217.00000000001296,280.9999999999979,-621.0000000000049,-448.000000000004,-429.99999999999704,,-4200.000000000038
2015.12.14,-493.99999999999443,424.00000000000216,-60.00000000000449,-2229.9999999999986,110.99999999999,1088.0,-226.99999999999943,-829.0000000000019,-709.9999999999995,,-2927.0000000000064
2015.12.14,-639.9999999999961,231.0000000000034,-360.0000000000048,-2538.000000000018,81.99999999999363,958.9999999999987,-649.999999999995,-687.0000000000043,-880.000000000003,,-4483.0000000000255
2015.12.14,-610.9999999999949,342.9999999999933,-220.00000000000907,-2379.0000000000423,-147.99999999999613,1113.9999999999927,-425.99999999999307,-750.0000000000063,-839.9999999999964,,-3917.0000000000523
2015.12.14,-715.9999999999944,102.00000000000209,-470.00000000000375,-2878.000000000025,-128.00000000001432,749.999999999984,-878.000000000001,-834.0000000000014,-870.0000000000041,,-5922.000000000058
2015.12.14,-836.9999999999989,63.99999999999739,-640.0000000000073,-2855.0000000000077,-45.99999999999227,805.9999999999956,-1143.9999999999895,-946.0000000000024,-1070.0000000000043,,-6668.000000000011
2015.12.14,-745.9999999999911,-19.00000000000235,-630.0000000000083,-2574.000000000032,-94.99999999999886,677.9999999999786,-1086.000000000009,-817.9999999999965,-939.9999999999964,,-6230.000000000056
2015.12.14,-648.9999999999995,65.00000000000395,-522.0000000000002,-2355.000000000018,-55.00000000000682,838.9999999999898,-794.9999999999901,-748.0000000000042,-890.0000000000019,,-5110.000000000027
2015.12.14,-717.9999999999964,-70.0000000000034,-609.9999999999994,-2520.000000000033,-81.99999999999363,535.9999999999809,-1063.9999999999982,-722.9999999999959,-885.0000000000025,,-6136.000000000043
2015.12.14,-663.999999999998,-29.000000000001247,-540.0000000000072,-2275.000000000027,-44.00000000001114,590.999999999986,-924.9999999999981,-683.9999999999957,-809.9999999999997,,-5380.000000000053
2015.12.14,-655.9999999999899,-89.00000000000574,-600.0000000000006,-2474.0000000000427,-150.00000000000568,431.99999999998795,-1109.0000000000043,-736.9999999999987,-829.9999999999974,,-6213.000000000057
2015.12.14,-608.9999999999928,-119.99999999999788,-609.9999999999994,-2349.000000000023,-140.99999999999113,443.99999999999994,-1028.0000000000066,-678.0000000000008,-780.000000000003,,-5871.000000000015
2015.12.14,-546.9999999999975,-175.99999999999838,-590.0000000000016,-2252.0000000000095,-109.00000000000887,270.99999999999903,-1042.9999999999939,-600.999999999996,-680.0000000000028,,-5727.00000000001
2015.12.14,-555.9999999999899,-161.00000000000003,-557.0000000000075,-2260.0000000000177,-73.0000000000075,197.99999999998707,-1053.9999999999993,-573.0000000000013,-639.9999999999961,,-5676.000000000032
2015.12.14,-517.0000000000008,-97.00000000000264,-500.00000000000045,-2324.0000000000373,-28.999999999996362,304.9999999999997,-883.9999999999959,-644.9999999999956,-629.9999999999973,,-5321.000000000026
2015.12.15,-528.9999999999906,-141.00000000000225,-500.00000000000045,-2045.00000000003,-50.00000000001137,239.99999999999577,-879.9999999999919,-544.0,-595.0000000000011,,-5044.000000000032
2015.12.15,-562.9999999999912,-165.9999999999995,-550.000000000006,-2019.0000000000375,-51.9999999999925,317.9999999999961,-899.9999999999897,-624.0000000000023,-609.9999999999994,,-5166.000000000023
2015.12.15,-630.9999999999927,-170.99999999999892,-609.9999999999994,-2146.0000000000255,-10.99999999999568,270.99999999999903,-1082.9999999999895,-644.0000000000001,-726.0000000000044,,-5751.000000000006
2015.12.15,-752.9999999999926,-173.00000000000094,-740.0000000000073,-2411.00000000003,70.99999999999795,240.9999999999801,-1458.0000000000036,-751.9999999999972,-924.9999999999981,,-6900.000000000052
2015.12.15,-681.9999999999937,-140.0000000000068,-660.000000000005,-2131.0000000000164,75.9999999999934,301.99999999998005,-1249.9999999999955,-602.0000000000025,-809.9999999999997,,-5897.000000000046
2015.12.15,-766.9999999999955,-99.00000000000463,-660.000000000005,-2392.0000000000387,225.9999999999991,303.9999999999932,-1351.9999999999977,-685.9999999999977,-880.000000000003,,-6306.00000000005
