date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2018.02.12,-57.00000000000705,-99.00000000000463,-49.99999999999449,16.999999999995907,-123.99999999999079,29.000000000001247,-13.999999999980695,72.99999999999329,8.999999999992347,134.0000000000008,-140.99999999999113,211.99999999998997,-117.99999999999588,-40.000000000020464,45.99999999999049,7.0000000000014495,-7.999999999995566,19.99999999999602,-80.99999999999774,-114.00000000000298,,-299.00000000001984
2018.02.12,-87.99999999999919,-209.00000000001472,-80.99999999999774,-1.0000000000047748,-82.00000000000429,14.999999999998348,43.00000000001525,24.999999999991473,20.999999999993246,159.9999999999935,-231.99999999999932,275.000000000003,-268.0000000000016,-67.00000000000728,114.99999999999844,-28.000000000005798,-24.00000000000091,0.0,-34.99999999999615,-90.0000000000012,,-551.0000000000396
2018.02.12,-94.00000000000519,-136.00000000000279,-51.000000000001044,-106.00000000000875,-157.99999999999147,4.999999999999449,19.00000000001345,-5.000000000009663,12.000000000000899,109.99999999999899,-4.9999999999954525,300.99999999999574,-198.99999999999363,87.99999999999386,94.99999999997843,-103.99999999999298,106.00000000000875,-87.99999999999386,-90.0000000000012,-87.99999999999919,,-388.0000000000057
2018.02.12,-77.00000000000485,-171.99999999999437,-80.99999999999774,-51.00000000000193,-76.0000000000094,64.99999999999284,24.000000000001798,78.00000000000296,51.99999999999649,109.99999999999899,-119.99999999997613,236.99999999999832,-112.99999999998533,-12.000000000000455,12.999999999996348,-107.99999999999699,7.000000000005002,19.000000000005457,-104.99999999999955,-52.000000000007596,,-361.9999999999761
2018.02.12,-50.0000000000056,-119.00000000000244,-97.9999999999981,-236.0000000000042,-55.000000000005045,52.99999999999194,8.000000000008,-88.00000000000807,14.999999999998348,82.99999999999974,192.00000000000728,144.99999999999514,-72.99999999998974,195.99999999999795,59.99999999999339,-143.99999999998857,135.99999999999568,-140.99999999999113,-60.99999999999994,-19.00000000000235,,-196.00000000000765
2018.02.12,-1.0000000000065512,-195.9999999999962,-187.00000000000384,-210.00000000000796,29.999999999996696,90.0000000000012,29.00000000001235,4.9999999999954525,17.999999999995797,95.99999999999609,70.0000000000216,126.99999999998823,-89.99999999999008,68.9999999999884,97.9999999999981,-148.99999999999915,60.000000000002274,-76.99999999999818,-48.99999999999905,-30.000000000007798,,-297.0000000000126
2018.02.12,78.99999999999574,-259.0000000000092,-323.99999999999096,-180.99999999999739,103.99999999999298,141.99999999999767,63.000000000013046,128.99999999999068,2.999999999997449,75.9999999999983,-36.000000000001364,103.99999999999298,-53.999999999998494,-112.99999999999955,171.99999999999437,-242.99999999999324,-10.99999999999568,-3.0000000000001137,-55.000000000005045,-25.00000000000835,,-432.00000000002626
2018.02.12,61.999999999995396,-251.00000000000122,-275.000000000003,-203.00000000000296,106.99999999999044,130.99999999999224,40.0000000000178,93.00000000000352,2.999999999997449,104.00000000000409,7.000000000005002,82.99999999998863,-61.99999999998429,-35.00000000002501,129.99999999998568,-144.99999999999514,-1.9999999999953388,-25.99999999999625,-38.0000000000047,-41.000000000002146,,-318.00000000002984
2018.02.12,43.999999999999595,-261.0000000000001,-283.99999999999534,-192.99999999999784,96.99999999999153,85.00000000000173,69.00000000000794,75.00000000000284,-23.00000000000635,95.00000000000064,-20.999999999986585,113.99999999999189,-181.9999999999933,-59.00000000002592,233.99999999997868,-217.0000000000005,-1.9999999999953388,-67.99999999999784,9.00000000000345,-19.00000000000235,,-507.0000000000231
2018.02.12,78.99999999999574,-377.0000000000051,-397.0000000000029,-153.0000000000058,184.00000000000637,157.99999999999147,128.000000000017,161.00000000000136,17.000000000000348,114.99999999999844,-204.99999999998408,139.9999999999846,-165.9999999999995,-230.0000000000182,234.99999999998522,-252.99999999999213,-93.00000000000352,42.00000000000159,-12.999999999996348,-21.00000000000435,,-649.0000000000298
