date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,NZDJPY,AUDCAD,empty,sum
2015.08.17,14.000000000002899,41.000000000002146,82.00000000000784,13.000000000018552,-57.99999999999139,-65.00000000000395,-65.00000000000395,-51.99999999999649,-3.9999999999906777,-82.00000000000429,-72.99999999998974,34.99999999999659,-82.99999999998863,-115.0000000000091,-121.99999999999989,,-533.9999999999501
2015.08.17,45.000000000006146,4.000000000004,38.000000000010914,23.00000000001745,-27.999999999994696,-63.00000000000195,-43.999999999999595,-58.99999999999794,-31.999999999982265,-52.0000000000298,91.00000000001884,51.9999999999925,-14.000000000002899,-55.999999999997385,-72.0000000000054,,-166.99999999996206
2015.08.17,114.99999999999844,102.00000000000209,80.0000000000125,83.00000000001084,-0.999999999995449,-24.999999999997247,-78.00000000000028,-19.999999999997797,-24.00000000000091,-14.000000000002899,137.00000000000932,114.00000000000432,-25.00000000000835,-43.00000000000637,-80.00000000000229,,321.0000000000259
2015.08.17,114.00000000000298,92.00000000000318,105.00000000000398,36.0000000000138,-29.000000000001247,-78.99999999999574,-101.00000000000664,-19.999999999997797,34.99999999999659,-59.00000000003125,98.0000000000203,75.9999999999934,-151.9999999999966,-126.00000000000477,-82.00000000000429,,-92.00000000000412
2015.08.17,94.00000000000519,150.99999999999002,91.00000000000819,70.0000000000145,-7.9999999999968985,-95.00000000000064,-65.99999999999939,29.999999999996696,50.00000000001137,29.99999999997449,195.9999999999962,164.0000000000157,-278.00000000000045,-141.00000000000534,-75.9999999999983,,212.00000000001137
2015.08.17,134.99999999999625,202.9999999999976,148.00000000001035,119.00000000000244,46.00000000000159,-63.99999999999739,-46.00000000000159,48.99999999999905,102.00000000000387,69.99999999997009,315.0000000000208,169.00000000001114,-265.99999999998846,-138.00000000000523,-45.000000000006146,,797.0000000000146
2015.08.17,217.0000000000005,205.99999999999508,199.00000000001228,202.00000000001327,60.00000000000449,2.999999999997449,-92.00000000000318,29.999999999996696,125.0,131.99999999997658,292.00000000000335,115.0000000000091,-96.99999999999153,-88.00000000000807,-87.99999999999919,,1216.0000000000068
2015.08.17,141.99999999999767,190.99999999998562,175.00000000001137,181.00000000000892,74.00000000000739,39.999999999995595,-21.999999999999797,39.00000000000014,147.00000000001978,170.00000000000347,402.0000000000135,123.00000000001887,22.0000000000109,-28.000000000005798,-53.999999999998494,,1602.0000000000693
2015.08.17,195.9999999999962,187.00000000000384,158.00000000000125,116.00000000000499,23.00000000000635,-78.99999999999574,-112.000000000001,51.99999999999649,170.00000000001592,125.99999999998168,296.9999999999917,129.99999999999545,-275.9999999999874,-161.00000000000136,-75.00000000000284,,752.0000000000055
2015.08.17,168.99999999999693,170.99999999998784,183.00000000000693,129.00000000000134,3.0000000000085514,-77.00000000000485,-111.00000000000554,24.000000000001798,152.00000000001523,87.99999999999919,193.00000000002092,87.99999999999386,-246.99999999999721,-177.0000000000067,-114.99999999999844,,473.0000000000199
2015.08.17,190.99999999999673,200.99999999998454,184.0000000000117,163.00000000000205,14.000000000002899,2.999999999997449,-114.99999999999844,38.0000000000047,138.00000000000523,115.99999999996058,208.00000000003038,126.00000000000477,-89.00000000000574,-78.00000000000296,-114.99999999999844,,984.9999999999957
2015.08.17,194.0000000000053,190.99999999998562,186.00000000000705,130.0000000000079,-46.999999999997044,-48.000000000003595,-180.0000000000024,41.000000000002146,171.0000000000207,96.99999999996933,58.0000000000247,111.00000000001842,-198.99999999999363,-141.00000000000534,-174.00000000000747,,390.0000000000316
