,timeframe,week_0901,week_0902,week_0903,week_0904,week_1002,week_1003,week_1004,week_1005,week_1006,week_1007,week_1008,week_1009,week_1010,week_1011,week_1012,week_1013,week_1014,week_1015,week_1016,week_1017,week_1018,week_1019,week_1020,week_1021,week_1022,week_1023,week_1024,week_1025,week_1026,week_1027,week_1028,week_1029,week_1030,week_1031,week_1032,week_1033,week_1034,week_1035,week_1036,week_1037,week_1038,week_1039,week_1040,week_1044,week_1045,week_1046,week_1047,week_1048,week_1049,week_1050,week_1051,week_1052,empty1,sum
0,2020.01.17 23:30,-3232.00000000006,-1826.0000000000175,-3053.9999999999823,7778.999999999998,-3053.9999999999823,-1846.0000000000653,-1697.9999999999404,5309.000000000004,13628.999999999996,6565.999999999965,8072.0000000000355,-1856.9999999999295,-1022.0000000000532,10553.000000000007,-2732.999999999964,1228.9999999999804,3499.9999999999345,-20690.99999999996,-3543.999999999973,1731.9999999999966,-8167.00000000002,-2864.0000000000077,-5283.999999999965,-2090.9999999999764,4980.000000000016,-709.0000000000094,-490.99999999997215,-3422.999999999998,-3681.0000000000073,-909.9999999999752,2961.000000000022,5443.000000000013,367.9999999999776,6047.999999999988,2432.0000000000127,-1033.9999999999468,-565.000000000002,-3304.000000000025,-14185.99999999996,6186.99999999999,3712.999999999974,4237.999999999991,-2126.999999999972,-3558.9999999999736,11154.000000000002,3726.000000000023,1841.000000000024,-8729.999999999995,5094.000000000003,-3826.000000000023,14510.999999999984,-15772.000000000024,,5785.000000000151
1,2020.01.17 23:00,-3242.000000000027,-1998.0000000000305,-2774.9999999999595,7533.999999999986,-2774.9999999999595,-1804.000000000016,-1950.9999999999773,5418.000000000046,13754.999999999996,6380.999999999971,8043.999999999981,-980.999999999882,-428.0000000000487,10433.999999999996,-2422.000000000008,1807.9999999999825,3194.999999999987,-20094.99999999997,-3554.000000000016,1393.0000000000095,-8578.000000000022,-2602.9999999999955,-5329.999999999981,-1974.9999999999973,4931.000000000032,-494.9999999999969,-787.999999999953,-3580.0000000000723,-3770.9999999999727,-825.9999999999765,3008.999999999993,5676.999999999987,191.0000000000141,5677.999999999984,2518.0000000000337,-1176.999999999991,-304.0000000000214,-3298.000000000025,-14472.999999999956,5976.999999999974,3721.000000000025,4392.9999999999545,-1548.9999999999966,-3540.000000000025,10849.00000000003,3831.0,1835.000000000028,-9121.000000000002,5089.999999999975,-3851.0000000000136,14471.99999999995,-15579.000000000027,,7271.000000000009
2,2020.01.17 22:30,-3138.0000000000296,-2051.9999999999773,-2545.0000000000005,7529.999999999984,-2545.0000000000005,-1736.000000000031,-1636.9999999999495,5485.999999999996,13969.00000000003,6224.999999999968,7950.000000000006,-1743.999999999925,89.99999999994657,10707.999999999956,-2488.9999999999764,1936.0000000000205,3637.999999999965,-19681.0,-3588.999999999984,2094.9999999999886,-8386.000000000004,-2500.9999999999995,-5541.999999999975,-2033.999999999958,4898.000000000045,7.99999999996021,-1044.0000000000173,-3788.000000000044,-3797.0000000000346,-939.0000000000018,2980.000000000004,5295.000000000015,188.00000000001785,5584.999999999992,2245.0000000000136,-1539.0000000000314,-701.0000000000368,-3369.000000000008,-14566.999999999956,6102.9999999999845,3822.999999999953,4163.999999999973,-1798.9999999999773,-3459.999999999968,10467.999999999976,4200.000000000005,1465.000000000039,-9140.99999999999,4771.999999999993,-3940.0000000000095,14090.000000000007,-15094.000000000056,,7113.999999999889
3,2020.01.17 22:00,-3146.0000000000377,-2026.999999999994,-2905.9999999999945,7590.999999999986,-2905.9999999999945,-1772.0000000000164,-1768.9999999999338,6095.00000000001,13868.000000000004,5952.999999999969,8088.000000000018,-695.999999999922,173.99999999996112,11063.99999999995,-2107.999999999967,2129.999999999979,3284.999999999959,-19784.999999999985,-3488.0000000000146,1729.999999999959,-8810.000000000027,-2462.999999999988,-6066.0,-2137.999999999977,4916.000000000018,-165.00000000002694,-793.9999999999691,-3754.0000000000055,-3797.000000000001,-916.0000000000008,3086.000000000025,5502.999999999989,175.00000000001148,5400.99999999997,2513.999999999997,-1262.000000000024,-848.9999999999823,-3369.000000000013,-14842.999999999944,5718.000000000012,3918.999999999976,4142.99999999998,-1695.0000000000134,-3405.9999999999823,10413.00000000001,4011.0000000000095,1586.0000000000691,-9254.999999999976,4969.999999999983,-4041.000000000033,14332.999999999998,-15126.00000000008,,7313.999999999942
4,2020.01.17 21:30,-3212.00000000006,-2015.9999999999825,-2619.0000000000427,7636.000000000011,-2619.0000000000427,-1764.0000000000775,-1286.999999999915,5615.000000000004,13569.999999999984,6171.000000000027,7750.000000000006,-342.99999999990786,226.99999999991653,11308.00000000003,-2225.999999999987,1877.9999999999995,3714.9999999999695,-19499.00000000004,-3453.999999999985,1630.999999999995,-8739.000000000033,-2444.0000000000045,-6165.999999999948,-2058.9999999999864,5114.999999999996,-81.0000000000282,-866.0000000000233,-3780.000000000012,-3787.000000000017,-917.999999999998,3144.000000000025,4969.000000000013,234.00000000002,5229.000000000005,2424.000000000041,-1543.9999999999795,-1330.0000000000332,-3136.0000000000364,-15215.999999999973,5305.00000000003,3892.000000000023,4090.9999999999545,-1310.9999999999989,-3545.9999999999995,10189.999999999998,3688.000000000034,1562.9999999999768,-9236.999999999987,4813.999999999972,-4586.999999999998,14150.999999999987,-16042.000000000033,,4481.9999999998945
5,2020.01.17 21:00,-2862.000000000073,-1871.999999999981,-2615.0000000000014,7401.999999999982,-2615.0000000000014,-1657.000000000039,-1736.999999999974,6717.000000000032,13612.99999999999,6417.999999999995,7329.999999999963,-369.9999999999326,-470.00000000006753,10859.000000000013,-1884.9999999999916,1997.0000000000252,3581.0000000000105,-19762.000000000025,-3425.000000000004,1646.9999999999936,-8186.000000000034,-2319.999999999978,-6093.9999999999945,-1863.000000000006,5205.000000000051,43.99999999993361,-779.9999999999858,-3270.000000000025,-3762.999999999995,-813.9999999999673,2939.000000000002,4869.999999999981,96.0000000000125,5296.000000000008,2270.000000000025,-1403.9999999999952,-761.0000000000268,-3188.000000000018,-15556.999999999958,5411.000000000039,3735.000000000002,3878.9999999999222,-1321.9999999999654,-3460.999999999985,10748.000000000004,4045.00000000002,677.0000000000185,-8780.000000000022,4663.999999999981,-4452.999999999988,12641.999999999976,-15808.00000000008,,4990.999999999862
6,2020.01.17 20:30,-3035.0000000000223,-2011.0000000000032,-2953.0000000000205,7570.999999999982,-2953.0000000000205,-1763.000000000055,-2210.000000000009,6206.999999999997,13143.000000000033,6692.000000000015,7971.999999999985,163.00000000003536,-686.0000000000739,10682.999999999984,-1790.00000000001,2443.0000000000155,3492.999999999936,-19840.99999999999,-3422.99999999997,1744.999999999987,-8197.999999999996,-2323.000000000016,-6283.999999999976,-1766.0000000000068,5332.000000000021,-16.00000000000591,-981.9999999999868,-3264.000000000012,-3845.999999999987,-1008.9999999999936,2848.000000000012,4361.999999999991,91.99999999999818,5501.999999999984,2333.9999999999795,-1692.9999999999895,-837.9999999999836,-3068.0000000000264,-15831.999999999964,5257.000000000018,3453.99999999999,3895.999999999963,-1208.0000000000296,-3307.9999999999923,10565.999999999987,3581.000000000021,622.0000000000322,-8767.999999999985,4703.999999999982,-4597.000000000027,12336.999999999962,-16244.000000000047,,1089.9999999997162
7,2020.01.17 20:00,-2938.0000000000564,-2027.999999999981,-2384.999999999983,6963.00000000001,-2384.999999999983,-1699.0000000000682,-1440.999999999976,6692.999999999997,13690.99999999996,6367.9999999999945,7835.000000000009,1391.0000000000796,-1066.0000000000605,10907.999999999964,-1753.999999999959,1978.000000000032,3738.9999999999513,-19797.999999999927,-3457.000000000005,1485.9999999999714,-8231.000000000007,-2273.999999999993,-6416.999999999975,-1557.9999999999968,5393.000000000018,119.99999999997794,-1048.9999999999627,-3401.999999999992,-3899.000000000007,-1219.000000000024,2737.0000000000155,4082.000000000002,59.00000000000853,5269.99999999999,2409.999999999992,-1822.000000000028,-764.0000000000296,-3080.9999999999864,-15526.999999999967,4970.000000000029,3166.999999999985,4000.999999999975,-1563.0000000000105,-3452.999999999965,10432.999999999984,3992.9999999999686,1511.000000000026,-8960.000000000015,4537.999999999947,-4427.000000000001,12518.0,-14907.000000000082,,4749.999999999838
8,2020.01.17 19:30,-2851.0000000000537,-1916.9999999999843,-1856.9999999999843,7049.999999999954,-1856.9999999999843,-850.0000000000615,-1712.999999999936,5978.00000000003,14259.00000000002,6659.999999999998,8196.99999999998,847.0000000000748,-1061.0000000000823,10840.999999999987,-1792.999999999986,1844.0000000000505,3713.999999999976,-19090.0,-3437.00000000001,1804.9999999999927,-7898.000000000015,-2379.000000000012,-6352.999999999941,-1620.9999999999886,5335.000000000008,154.99999999995634,-1244.999999999949,-3559.000000000009,-3985.000000000014,-1194.9999999999918,2534.999999999998,3593.999999999989,97.00000000000124,5328.999999999998,2297.00000000001,-1785.9999999999925,-975.0000000000132,-3249.999999999979,-14668.999999999996,4706.999999999976,3268.999999999975,3554.999999999951,-1706.0000000000152,-3341.000000000009,10421.000000000024,4370.000000000003,903.0000000000462,-8709.000000000024,4507.000000000014,-3889.000000000019,13202.99999999999,-14489.000000000064,,7996.999999999893
9,2020.01.17 19:00,-2999.0000000000387,-1815.000000000015,-1804.999999999985,6856.999999999973,-1804.999999999985,-1123.0000000000502,-1723.9999999999488,6268.000000000009,13561.999999999993,7149.9999999999645,9192.999999999982,978.0000000000392,-1865.000000000044,10509.000000000024,-1798.0000000000327,1351.000000000054,3599.9999999999786,-18895.000000000025,-3415.000000000032,1357.0000000000118,-7802.999999999988,-2489.00000000003,-6361.999999999924,-1753.000000000007,5364.000000000047,216.99999999998204,-1470.9999999999643,-3803.000000000029,-3895.000000000012,-1238.0000000000164,2420.000000000014,3685.999999999982,222.99999999998715,5476.000000000019,2306.000000000005,-2153.999999999984,-744.9999999999823,-3239.000000000028,-13885.999999999996,4843.999999999993,2757.9999999999727,3774.9999999999545,-1617.9999999999666,-3354.0000000000023,10642.000000000024,4038.999999999988,716.0000000000126,-8780.999999999975,4693.999999999982,-4620.000000000007,11649.000000000002,-14099.000000000076,,5079.999999999844
