date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,EURCAD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.11.21,-15.999999999993797,-130.0000000000079,-15.00000000000945,-29.000000000001247,-55.000000000005045,-28.999999999996362,-79.00000000000685,-27.999999999983594,-7.999999999995566,0.0,-14.999999999998348,,-403.9999999999982
2016.11.21,22.999999999995246,-91.00000000001884,1.999999999990898,-26.000000000003798,-241.00000000000233,31.00000000000591,-29.000000000001247,-39.999999999995595,-4.9999999999954525,66.0000000000025,-46.999999999997044,,-357.0000000000198
2016.11.21,36.999999999998145,-68.00000000000139,45.000000000006146,-41.000000000002146,-169.00000000000804,-7.999999999995566,-45.000000000006146,-75.99999999998718,-69.99999999999318,91.99999999999875,-157.99999999999147,,-460.99999999998204
2016.11.21,86.0000000000083,144.99999999999514,89.00000000000574,49.99999999999449,-75.00000000000284,-24.00000000000091,-48.000000000003595,-55.99999999998939,-85.99999999999852,45.99999999999227,-156.00000000000057,,-28.999999999999858
2016.11.21,-62.000000000006494,-71.00000000002105,-120.99999999999334,-41.9999999999976,-253.0000000000032,-107.99999999998988,-73.00000000000084,-29.999999999996696,-164.99999999999204,81.00000000000307,-107.00000000000153,,-950.9999999999995
2016.11.21,-96.00000000000719,-221.00000000000452,-197.00000000000273,-92.00000000000318,-285.00000000000193,-3.9999999999906777,-92.99999999999864,-102.00000000000209,-91.99999999999875,156.0000000000059,-168.00000000000148,,-1194.000000000005
2016.11.21,-59.99999999999339,-125.00000000001954,-191.99999999999218,-73.00000000000084,-259.0000000000092,-31.999999999996476,-111.00000000000554,-97.9999999999981,-84.00000000000318,158.00000000000125,-140.99999999999113,,-1017.0000000000085
2016.11.21,-113.00000000000753,-145.00000000001734,-300.00000000001137,-141.99999999999767,-328.0000000000061,-53.999999999987836,-114.00000000000298,-106.99999999999044,-128.0000000000001,90.99999999999397,-221.99999999999997,,-1562.0000000000273
2016.11.21,-93.99999999999409,-68.00000000000139,-283.99999999999534,-53.00000000000304,-224.000000000002,43.00000000000637,-125.00000000000844,-117.99999999999588,-141.9999999999959,75.9999999999934,-265.99999999999955,,-1254.999999999996
2016.11.21,-124.00000000001299,-31.000000000003247,-280.9999999999979,-39.999999999995595,-156.00000000000057,61.00000000000705,-128.00000000000588,-112.99999999998533,-123.99999999999523,61.99999999999761,-305.99999999999517,,-1179.9999999999873
2016.11.21,-68.00000000000139,-7.0000000000014495,-229.99999999999687,9.00000000000345,-181.00000000000892,149.0000000000009,-131.99999999999878,-134.99999999999625,-64.99999999999773,114.99999999999488,-270.99999999999903,,-816.0000000000011
2016.11.21,-24.000000000001798,27.999999999983594,-129.00000000000134,73.99999999999629,-148.0000000000037,166.00000000001103,-134.0000000000008,-149.9999999999835,-72.99999999999329,197.00000000000273,-339.99999999999585,,-532.9999999999866
2016.11.21,-8.999999999992347,14.999999999987246,-204.00000000000418,51.99999999999649,-173.00000000000094,209.00000000000318,-164.00000000000858,-205.99999999999508,-33.00000000000125,234.99999999999943,-300.99999999999574,,-579.0000000000118
2016.11.21,-2.999999999997449,18.999999999991246,-218.99999999999142,51.99999999999649,-151.00000000000114,200.00000000000284,-165.9999999999995,-212.99999999999653,-24.00000000000091,224.99999999999432,-313.99999999999204,,-593.9999999999941
2016.11.21,-7.0000000000014495,3.999999999981796,-222.00000000001108,19.999999999997797,-169.00000000000804,215.0000000000034,-153.00000000000313,-195.9999999999962,19.000000000005457,269.00000000000546,-282.99999999999994,,-503.000000000026
2016.11.21,-48.000000000003595,-36.0000000000138,-283.99999999999534,-24.999999999997247,-243.99999999999977,179.00000000000205,-148.99999999999915,-158.99999999999804,31.999999999996476,283.00000000000125,-291.99999999999227,,-742.9999999999994
2016.11.21,-28.000000000005798,-6.000000000017103,-293.99999999999426,7.0000000000014495,-218.00000000000708,201.00000000000762,-186.00000000000838,-212.99999999999653,28.999999999996362,274.0000000000009,-310.9999999999946,,-745.0000000000173
2016.11.21,-86.99999999999264,-13.000000000018552,-333.0000000000055,-75.00000000000284,-229.00000000000142,155.00000000000114,-175.00000000000293,-173.99999999998528,19.000000000005457,216.99999999999875,-261.99999999999557,,-956.9999999999993
