date,USDCHF,USDJPY,AUDUSD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2021.11.08,-7.9999999999968985,-97.00000000000841,-192.99999999999872,0.0,-80.00000000000229,-217.0000000000005,-106.00000000000608,0.0,-554.9999999999944,0.0,-516.9999999999897,-307.00000000001285,-96.00000000000364,-200.9999999999934,-339.9999999999892,-1.0000000000065512,,-2718.000000000002
2021.11.08,-4.000000000004,-111.0000000000042,-74.99999999999174,102.00000000000209,-75.9999999999983,-87.00000000000374,-36.999999999998145,113.00000000000753,-66.99999999999484,124.99999999999733,-65.99999999998829,-10.000000000021103,-94.0000000000083,-149.99999999999147,-198.99999999999807,22.999999999995246,,-613.0
2021.11.08,0.0,-186.9999999999976,-105.99999999999498,79.00000000000685,-75.00000000000284,-106.00000000000608,-6.0000000000060005,168.0000000000126,-35.00000000000725,154.99999999999403,-39.999999999995595,34.99999999998504,-193.00000000001205,-243.99999999999977,-260.9999999999957,29.999999999996696,,-786.0000000000227
2021.11.08,16.0000000000049,-204.9999999999983,-87.99999999999919,126.0000000000039,-85.00000000000173,-79.00000000000685,24.999999999997247,107.00000000001265,17.999999999984695,126.0000000000039,19.00000000001345,186.99999999998164,-231.00000000000875,-220.99999999998943,-242.999999999995,134.99999999999625,,-393.00000000000057
2021.11.08,21.00000000000435,-248.00000000000466,-41.9999999999976,128.000000000017,-46.00000000000159,-41.000000000002146,20.999999999993246,174.00000000000747,136.00000000000279,178.99999999999582,124.00000000001299,309.99999999998806,-209.00000000000318,-197.9999999999933,-209.99999999999375,141.99999999999767,,241.00000000002314
2021.11.08,39.00000000000014,-295.0000000000017,-49.99999999999449,113.00000000000753,-48.99999999999905,-62.000000000006494,19.00000000000235,201.00000000000674,75.99999999998718,180.0000000000024,65.00000000000395,237.99999999998266,-239.00000000000432,-239.99999999999488,-244.99999999999034,132.99999999998312,,-116.00000000001529
2021.11.08,60.00000000000449,-313.0000000000024,-78.00000000000028,120.00000000000898,-114.00000000000298,-107.00000000000153,8.999999999992347,84.0000000000174,-9.999999999998899,41.99999999998649,-39.999999999995595,78.99999999998464,-274.0000000000009,-293.99999999999693,-310.99999999999284,103.99999999999298,,-1043.0000000000052
2021.11.08,82.00000000000429,-299.99999999999716,-61.999999999995396,124.00000000001299,-121.99999999999989,-102.00000000000209,7.9999999999968985,69.00000000000794,11.999999999989797,35.999999999991594,-35.999999999991594,67.9999999999792,-273.00000000001035,-242.999999999995,-293.99999999999693,68.99999999998573,,-964.0000000000202
2021.11.08,160.00000000000458,-287.00000000000614,-35.999999999991594,179.00000000001802,-172.00000000000549,-153.00000000000313,31.999999999998696,48.000000000003595,-19.999999999997797,55.99999999998939,-21.999999999988695,0.0,-252.00000000000955,-232.99999999998988,-322.9999999999933,47.99999999998139,,-974.9999999999899
2021.11.08,180.0000000000024,-304.00000000000205,-34.000000000000696,220.00000000002018,-187.00000000000384,-156.00000000000057,34.000000000000696,29.00000000001235,-25.00000000000835,46.999999999997044,-14.999999999987246,-122.00000000002208,-279.0000000000106,-245.9999999999951,-411.00000000000136,-46.0000000000127,,-1315.0000000000118
2021.11.08,148.0000000000037,-305.9999999999974,-80.99999999999774,219.00000000001364,-168.00000000000148,-160.00000000000458,29.000000000001247,83.00000000001084,-29.00000000001235,90.99999999999665,-28.999999999990145,-276.00000000000955,-299.0000000000066,-298.9999999999924,-518.9999999999912,-120.00000000000898,,-1715.9999999999864
2021.11.08,148.0000000000037,-344.99999999999886,-97.9999999999981,208.00000000000819,-162.0000000000066,-180.0000000000024,30.999999999992145,79.00000000000685,-83.9999999999952,92.00000000000318,-69.9999999999923,-260.0000000000158,-329.00000000000773,-351.99999999998965,-542.9999999999922,-92.00000000000318,,-1956.9999999999882
