date,EURUSD,EURCHF,EURGBP,EURCAD,empty,sum
2015.01.19,-2.0000000000131024,-201.00000000000674,-15.999999999993797,-26.999999999999247,,-246.0000000000129
2015.01.19,29.999999999996696,-2.000000000002,-15.999999999993797,-28.000000000005798,,-16.0000000000049
2015.01.19,69.9999999999923,-60.99999999999994,1.0000000000065512,20.999999999982144,,30.99999999998105
2015.01.19,79.99999999999119,-255.00000000000523,4.000000000004,-1.0000000000065512,,-172.0000000000166
2015.01.19,32.999999999994145,-269.00000000000813,-20.999999999993246,-80.00000000001339,,-337.0000000000206
2015.01.19,-1.0000000000065512,-234.00000000000088,-46.999999999997044,-107.00000000001265,,-389.00000000001717
2015.01.19,45.000000000006146,27.999999999994696,12.999999999996348,-62.000000000006494,,23.999999999990692
2015.01.19,124.99999999999733,47.9999999999925,19.00000000000235,75.99999999998718,,267.99999999997937
2015.01.19,38.99999999998904,56.0000000000005,-5.999999999994898,-78.00000000000028,,10.999999999994358
2015.01.19,28.999999999990145,243.99999999999977,-5.999999999994898,-90.99999999999665,,175.9999999999984
2015.01.19,7.0000000000014495,466.9999999999952,-7.0000000000014495,-80.99999999999774,,385.9999999999975
2015.01.19,31.000000000003247,490.00000000000153,-5.999999999994898,-66.00000000001049,,448.99999999999943
2015.01.19,41.000000000002146,716.0000000000056,-5.999999999994898,-113.00000000000753,,638.0000000000053
2015.01.19,14.000000000002899,706.999999999991,-19.999999999997797,-119.00000000000244,,581.9999999999936
2015.01.19,1.0000000000065512,577.0000000000052,-29.999999999996696,-158.99999999999804,,389.00000000001705
2015.01.19,28.999999999990145,409.99999999999926,-26.999999999999247,-194.0000000000053,,217.99999999998488
2015.01.19,-9.000000000014552,-577.0000000000052,-48.000000000003595,-285.00000000000193,,-919.0000000000254
2015.01.19,-5.000000000010552,183.99999999999528,-26.999999999999247,-269.00000000000813,,-117.00000000002262
2015.01.19,124.99999999999733,564.9999999999933,19.00000000000235,-170.00000000000347,,538.9999999999895
2015.01.19,18.999999999991246,439.99999999999596,34.99999999999615,-153.00000000000313,,340.9999999999802
2015.01.19,-12.000000000012001,97.9999999999981,-0.999999999995449,-147.00000000000824,,-62.00000000001759
2015.01.19,167.9999999999904,-73.00000000000084,53.00000000000304,18.999999999991246,,166.99999999998386
2015.01.19,285.00000000000193,-28.000000000005798,78.99999999999574,251.99999999998556,,587.9999999999775
2015.01.19,563.0000000000024,957.9999999999922,206.00000000000617,512.0000000000014,,2239.000000000002
2015.01.19,431.99999999998795,858.0000000000032,158.0000000000026,342.9999999999822,,1790.999999999976
2015.01.19,363.9999999999866,831.000000000004,148.0000000000037,224.99999999998633,,1567.9999999999804
