date,USDCHF,EURUSD,GBPCHF,EURGBP,empty,sum
2015.02.16,45.000000000006146,9.999999999998899,11.999999999989797,-56.99999999999594,,9.999999999998899
2015.02.16,55.000000000005045,14.000000000002899,-12.000000000012001,-66.99999999999484,,-9.999999999998899
2015.02.16,121.00000000000443,73.99999999999629,-62.000000000006494,-118.99999999999133,,14.000000000002927
2015.02.16,65.00000000000395,22.999999999995246,-88.0000000000214,-122.99999999999534,,-123.00000000001754
2015.02.16,32.0000000000098,-112.000000000001,-19.00000000001345,-145.9999999999906,,-244.99999999999523
2015.02.16,-26.999999999999247,-87.00000000001484,-88.0000000000214,-119.99999999999788,,-322.00000000003337
2015.02.16,-145.9999999999906,-79.00000000000685,-270.00000000001467,-118.99999999999133,,-614.0000000000034
2015.02.16,-167.9999999999904,-86.0000000000083,-304.9999999999997,-120.99999999999334,,-679.9999999999917
2015.02.16,-195.9999999999962,-131.00000000001444,-332.00000000002115,-145.9999999999906,,-805.0000000000224
2015.02.16,-179.99999999999127,-146.00000000000168,-283.000000000011,-139.00000000000023,,-748.0000000000042
2015.02.16,-206.99999999999054,-170.00000000000347,-230.00000000001907,-112.000000000001,,-719.0000000000141
2015.02.16,-210.99999999999451,-205.99999999999508,-220.00000000002018,-126.99999999999933,,-764.0000000000091
2015.02.16,-193.99999999999417,-158.99999999999804,-206.00000000001728,-98.99999999999353,,-658.0000000000031
2015.02.16,-164.99999999999292,-164.00000000000858,-137.00000000000932,-88.99999999999464,,-555.0000000000055
2015.02.16,-174.99999999999181,-148.00000000001478,-154.0000000000097,-81.9999999999932,,-559.0000000000094
2015.02.16,-186.99999999999272,-137.9999999999937,-194.0000000000053,-75.9999999999983,,-594.99999999999
2015.02.16,-195.9999999999962,-124.00000000001299,-203.00000000001984,-73.99999999999629,,-597.0000000000254
2015.02.16,-213.99999999999199,-175.99999999999838,-238.0000000000049,-104.99999999999955,,-732.9999999999948
