date,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.02.13,-29.999999999996696,-81.9999999999932,-22.0000000000109,-56.0000000000005,-121.99999999999989,-176.0000000000095,-216.00000000000819,-89.00000000000574,-1.0000000000065512,0.0,,-794.0000000000312
2017.02.13,39.00000000000014,-88.99999999999464,241.00000000000233,-9.00000000000345,-121.00000000000443,-117.00000000000044,213.99999999999864,310.0000000000103,137.9999999999937,22.999999999995246,,628.9999999999974
2017.02.13,51.99999999999649,-12.999999999996348,342.9999999999822,-66.00000000001049,-88.99999999999464,-134.0000000000008,300.9999999999877,361.9999999999957,89.99999999999008,168.99999999999693,,1014.9999999999469
2017.02.13,45.000000000006146,55.000000000005045,420.9999999999825,-104.00000000000409,-75.9999999999983,-67.00000000000594,525.0000000000057,673.0000000000125,31.999999999987594,182.99999999999983,,1686.999999999991
2017.02.13,53.999999999998494,82.00000000000429,436.9999999999985,-100.00000000000009,-63.00000000000195,-65.00000000000395,560.0000000000023,676.9999999999943,65.99999999998829,225.99999999999287,,1873.999999999973
2017.02.13,80.99999999999774,52.000000000007596,446.9999999999974,-73.00000000000084,-97.00000000000264,-78.00000000000028,596.0000000000036,550.000000000006,131.99999999999878,190.99999999998562,,1800.9999999999932
2017.02.13,43.00000000000415,23.00000000000635,400.00000000000034,-65.00000000000395,-78.00000000000028,-82.00000000000429,546.999999999997,533.0000000000057,96.99999999999153,182.99999999999983,,1600.9999999999964
2017.02.13,31.000000000003247,41.000000000002146,407.0000000000018,-112.000000000001,-87.00000000000374,-81.00000000000884,582.9999999999984,539.0000000000006,22.999999999995246,173.00000000000094,,1516.9999999999889
2017.02.13,14.999999999998348,-10.999999999994348,472.9999999999901,-136.00000000000279,-143.00000000000423,-31.000000000003247,590.0000000000034,439.0000000000116,-37.00000000002035,14.999999999987246,,1173.999999999966
2017.02.13,4.999999999999449,-39.999999999995595,468.9999999999861,-139.00000000000023,-166.99999999999494,-32.0000000000098,586.9999999999891,388.9999999999949,-45.000000000006146,-24.000000000001798,,1002.9999999999611
