date,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.02.13,97.00000000000264,-81.9999999999932,290.9999999999968,54.999999999993946,-121.99999999999989,-103.00000000000864,252.9999999999859,331.999999999999,227.99999999998377,28.999999999990145,,977.9999999999504
2017.02.13,131.99999999999878,-12.999999999996348,346.9999999999862,73.99999999999629,-73.00000000000084,-88.00000000001029,306.99999999998795,419.9999999999982,320.9999999999935,182.99999999999983,,1609.9999999999534
2017.02.13,75.00000000000284,69.00000000000794,426.9999999999996,-55.000000000005045,-53.00000000000304,-51.000000000001044,557.9999999999927,705.0000000000001,92.99999999998754,209.9999999999991,,1977.9999999999807
2017.02.13,78.00000000000028,91.00000000000774,452.99999999999227,-82.99999999999974,-58.99999999999794,-58.000000000002494,590.9999999999798,685.0000000000023,81.9999999999821,246.99999999999721,,2026.9999999999613
2017.02.13,173.00000000000094,165.00000000000404,556.0000000000009,-34.000000000000696,-24.999999999997247,9.999999999998899,867.999999999995,713.0000000000081,173.99999999998528,310.9999999999946,,2910.99999999999
2017.02.13,134.99999999999625,100.00000000000009,471.9999999999835,-14.000000000002899,-37.99999999999359,-52.000000000007596,600.9999999999991,612.9999999999969,217.0000000000005,290.9999999999968,,2324.999999999969
2017.02.13,107.99999999999699,65.00000000000395,409.99999999999926,-9.00000000000345,-43.999999999999595,-75.00000000000284,629.9999999999955,570.0000000000039,203.99999999998198,245.99999999999068,,2104.9999999999663
2017.02.13,31.000000000003247,48.99999999999905,500.9999999999959,-112.000000000001,-80.99999999999774,-21.999999999999797,605.9999999999945,558.9999999999984,22.999999999995246,177.00000000000495,,1730.999999999993
2017.02.13,14.999999999998348,-9.999999999998899,482.999999999989,-125.00000000000844,-139.00000000000023,-21.999999999999797,612.9999999999995,476.0000000000098,-22.0000000000109,41.000000000002146,,1309.9999999999804
2017.02.13,68.00000000000139,52.000000000007596,527.9999999999951,-106.00000000000608,-112.99999999999643,1.999999999990898,733.0000000000041,527.0000000000108,25.999999999992696,107.99999999999699,,1824.999999999997
2017.02.13,78.00000000000028,-19.999999999997797,502.9999999999868,-81.00000000000884,-170.00000000000347,-5.000000000010552,682.9999999999927,580.0000000000027,54.99999999998284,-19.00000000001345,,1603.9999999999313
2017.02.13,128.00000000000588,-35.999999999991594,544.9999999999955,-25.00000000000835,-178.99999999999582,8.999999999992347,691.9999999999789,646.9999999999976,173.00000000000094,-22.0000000000109,,1931.9999999999645
2017.02.13,121.00000000000443,-57.99999999999139,543.999999999989,-23.00000000000635,-192.00000000000327,9.999999999998899,697.9999999999791,585.0000000000133,176.99999999998272,-46.999999999997044,,1814.9999999999693
2017.02.13,126.99999999999933,-43.999999999999595,530.9999999999926,-5.000000000010552,-165.00000000000404,-3.0000000000085514,640.9999999999911,541.9999999999981,224.99999999998633,15.999999999993797,,1864.9999999999388
