date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.27,-26.999999999999247,-75.00000000000284,-442.9999999999934,-354.99999999998977,-86.0000000000083,-4.000000000004,-102.99999999999754,-1055.000000000006,-873.0000000000126,-7.999999999995566,-143.00000000000423,-65.00000000000395,-187.9999999999993,-1950.9999999999934,-282.9999999999888,-139.00000000000023,-599.0000000000038,-486.999999999993,-422.00000000001125,0.0,0.0,-146.00000000000168,-131.00000000001444,,-7583.000000000023
2016.06.27,75.9999999999983,-66.99999999999484,-499.9999999999893,-378.9999999999907,-68.00000000000139,-21.00000000000435,-90.99999999999665,-642.0000000000092,-958.0000000000144,316.0000000000025,-107.00000000000153,-95.00000000000064,172.00000000000549,189.99999999999773,85.00000000000173,205.99999999999508,-751.0000000000048,-553.0000000000035,-629.9999999999973,245.00000000000455,26.000000000003798,-158.0000000000026,-113.00000000000753,,-3817.0000000000095
2016.06.27,78.00000000000028,-56.000000000011596,-660.9999999999783,-810.0000000000023,-120.00000000000898,-7.0000000000014495,-370.9999999999991,-1181.0000000000098,-1046.0000000000136,519.0000000000055,-213.00000000000762,-132.99999999999423,-200.00000000000017,381.0000000000002,-682.9999999999892,-482.00000000000466,-1426.0000000000018,-700.0000000000117,-523.0000000000068,341.99999999999875,68.00000000000139,-412.9999999999967,-101.00000000001774,,-7738.000000000047
2016.06.27,136.99999999999824,28.999999999990145,-713.9999999999924,-772.9999999999961,-121.00000000001555,89.00000000000574,-383.0,-923.0000000000072,-1059.00000000001,779.0000000000106,-176.0000000000095,94.00000000000519,170.00000000000347,554.000000000002,-449.9999999999948,-259.9999999999936,-1486.000000000004,-849.9999999999952,-426.9999999999996,501.0000000000048,187.00000000000384,-461.99999999999574,9.999999999998899,,-5533.999999999992
2016.06.27,148.99999999999915,-53.999999999998494,-718.9999999999808,-771.9999999999914,-23.00000000001745,121.99999999999989,-451.0000000000014,-922.0000000000006,-1036.0000000000148,834.0000000000032,-159.00000000000912,92.99999999999864,143.9999999999997,542.0000000000016,-380.9999999999869,-154.99999999999403,-1477.0000000000039,-834.0000000000014,-373.00000000000114,579.9999999999983,143.00000000000423,-463.9999999999977,140.99999999999113,,-5072.000000000004
2016.06.27,-39.999999999995595,-592.9999999999991,-431.99999999998795,-733.9999999999947,-52.000000000007596,-24.999999999997247,-375.0000000000031,-1188.0000000000114,-902.0000000000028,564.0000000000072,-221.00000000000452,58.99999999999794,-95.99999999999609,-19.000000000005457,-407.99999999998613,-404.0000000000044,-1079.0000000000077,-367.0000000000062,-246.00000000001288,391.9999999999959,39.999999999995595,-392.9999999999989,-6.000000000017103,,-6525.000000000043
2016.06.27,-80.00000000000229,-187.00000000000384,-466.9999999999952,-932.0000000000022,-156.00000000000057,-27.999999999994696,-326.9999999999995,-1069.0000000000089,-1036.0000000000148,763.0000000000052,-289.0000000000059,82.99999999999974,65.99999999999939,778.9999999999964,-180.0000000000024,-262.00000000000665,-1353.999999999999,-469.99999999999267,-263.00000000001324,545.0000000000017,63.00000000000195,-336.00000000000296,39.999999999995595,,-5097.000000000045
2016.06.27,-168.99999999999693,-578.0000000000118,-279.99999999999136,-971.9999999999942,-357.00000000000733,-76.99999999999375,-226.99999999999943,-748.9999999999997,-1001.0000000000074,731.9999999999993,-218.00000000000708,87.99999999999919,212.00000000000108,370.00000000000455,124.99999999999733,207.99999999998596,-1234.9999999999995,-490.0000000000126,-221.00000000000452,527.000000000001,137.9999999999937,-342.9999999999933,-26.0000000000149,,-4543.000000000053
2016.06.27,-117.00000000000044,-683.9999999999957,-124.99999999999733,-871.9999999999999,-405.0000000000109,-259.9999999999936,-170.99999999999892,-638.0000000000052,-828.0000000000065,606.9999999999993,-145.00000000000622,-24.999999999997247,175.00000000000293,22.999999999996135,143.00000000000423,129.99999999998568,-990.9999999999997,-411.0000000000058,-289.0000000000059,197.00000000000273,-14.999999999998348,-373.99999999999653,75.99999999998718,,-4999.000000000039
2016.06.27,-80.99999999999774,-679.0000000000074,-91.99999999998099,-573.9999999999981,-548.0000000000151,-331.0000000000035,14.999999999998348,-629.0000000000128,-741.0000000000139,188.0000000000024,-64.0000000000085,-146.99999999999713,109.99999999999899,-567.0000000000073,-173.99999999998528,-205.99999999999508,-641.0000000000053,-517.0000000000119,-526.0000000000042,-168.99999999999693,-29.999999999996696,-232.99999999999432,-147.00000000000824,,-6783.000000000042
