date,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CADCHF,NZDCHF,GBPAUD,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.11.30,42.999999999993044,76.99999999999818,-53.999999999998494,-113.00000000000753,-86.99999999999264,-126.99999999999933,-165.00000000000404,95.00000000000064,24.999999999986144,-49.99999999999449,-141.00000000000534,4.999999999999449,-35.00000000000725,2.999999999997449,,-524.0000000000342
2020.11.30,15.999999999993797,66.99999999999307,-43.999999999999595,-91.00000000000774,-99.99999999998899,-155.00000000000514,-136.00000000000279,12.999999999996348,79.00000000000685,96.00000000000719,-135.00000000000512,14.000000000002899,-29.000000000001247,56.99999999999594,,-348.00000000001455
2020.11.30,-49.99999999999449,128.0000000000001,-166.99999999999494,-196.00000000000728,-128.99999999997914,-216.0000000000051,-238.0000000000049,197.00000000000273,-160.00000000000458,-113.99999999999189,-293.99999999999693,-95.99999999999609,-117.00000000000044,93.99999999999409,,-1357.9999999999789
2020.11.30,-48.000000000003595,91.99999999999875,-182.00000000000438,-121.99999999999989,-151.9999999999966,-170.99999999999892,-156.00000000000057,241.00000000000233,-126.0000000000039,133.99999999998968,-192.99999999999784,-155.00000000000514,-60.00000000000449,222.99999999999542,,-675.0000000000291
2020.11.30,-14.000000000002899,22.999999999996135,-154.99999999999403,-156.00000000000057,-134.99999999999625,-162.0000000000066,-210.00000000001017,214.00000000000307,-148.99999999999915,-38.0000000000047,-180.00000000000682,-166.99999999999494,-146.99999999999713,143.00000000000423,,-1133.0000000000095
2020.11.30,-68.00000000000139,-112.99999999999955,-195.9999999999962,-192.00000000000327,-74.99999999998064,-101.00000000000664,-177.00000000000495,242.99999999999324,-170.00000000000347,-45.000000000006146,-120.00000000000455,-209.00000000000364,-177.00000000000495,146.00000000000168,,-1254.0000000000207
2020.11.30,-65.00000000000395,-112.99999999999955,-168.00000000000148,-206.00000000000617,-89.99999999999008,-126.99999999999933,-204.00000000000418,178.00000000001148,-116.00000000000499,-86.0000000000083,-134.00000000000034,-153.99999999999858,-182.00000000000438,85.99999999998609,,-1381.0000000000236
2020.11.30,-131.00000000001444,-129.0000000000049,-204.00000000000418,-218.00000000000708,-95.00000000000064,-126.99999999999933,-199.00000000000472,170.00000000000347,-139.00000000000023,-63.99999999999739,-138.00000000000523,-175.00000000000293,-175.99999999999838,114.99999999999844,,-1510.0000000000377
2020.11.30,-110.00000000001009,-128.0000000000001,-117.99999999999588,-107.00000000000153,-46.999999999997044,-89.00000000000574,-87.00000000000374,-7.999999999985796,4.999999999988347,167.00000000000603,-21.000000000000796,-99.00000000000463,-68.00000000000139,158.99999999999804,,-551.0000000000143
2020.11.30,-83.00000000001084,-78.00000000000296,-82.00000000000429,-78.00000000000028,-61.99999999998429,-97.9999999999981,-79.00000000000685,-58.000000000002494,56.99999999999594,202.9999999999976,-27.000000000001023,-70.0000000000034,-43.00000000000415,149.9999999999835,,-348.0000000000417
2020.11.30,-99.00000000000463,-82.00000000000784,-31.000000000003247,-63.99999999999739,-88.99999999998354,-113.00000000000753,-82.00000000000429,-202.9999999999976,170.00000000000347,238.0000000000049,-9.000000000000341,-4.000000000004,-26.000000000003798,99.00000000000463,,-295.00000000000136
2020.11.30,-95.00000000000064,-69.00000000000261,-48.000000000003595,-75.00000000000284,-62.99999999999084,-108.00000000000809,-79.00000000000685,-160.99999999998892,126.0000000000039,208.99999999999253,-28.000000000005798,-14.000000000002899,-28.000000000005798,109.00000000000354,,-324.00000000001893
2020.11.30,-106.00000000000608,-105.00000000000398,-48.99999999999905,-41.000000000002146,-51.99999999998539,-92.00000000000318,-49.00000000001015,-167.00000000000603,102.99999999998644,270.99999999999903,30.000000000001137,-38.0000000000047,-6.0000000000060005,161.99999999999548,,-139.00000000004465
2020.11.30,-103.00000000000864,-115.99999999999966,-78.00000000000028,-97.9999999999981,-53.999999999998494,-92.99999999999864,-92.00000000000318,-95.999999999985,56.99999999999594,150.00000000000568,-20.000000000010232,-65.00000000000395,-68.00000000000139,116.99999999998934,,-559.0000000000167
2020.11.30,-126.0000000000039,-121.00000000000932,-54.999999999993946,-87.00000000000374,-6.999999999979245,-55.000000000005045,-43.999999999999595,-173.99999999998528,140.0000000000068,208.99999999999253,-6.000000000000227,-29.000000000001247,-48.99999999999905,97.9999999999981,,-305.9999999999832
2020.11.30,-139.00000000000023,-139.00000000001,-68.99999999999685,-70.0000000000034,-11.999999999989797,-77.00000000000485,-21.00000000000435,-161.99999999999548,129.00000000000134,276.9999999999939,25.99999999999625,-9.999999999998899,9.999999999998899,149.9999999999835,,-107.00000000002987
2020.11.30,-191.00000000000784,-100.00000000000853,-70.99999999999883,-57.00000000000705,-22.999999999995246,-62.000000000006494,0.999999999995449,-217.99999999998488,170.00000000000347,353.99999999998766,10.99999999999568,-16.0000000000049,24.000000000001798,171.99999999999437,,-6.000000000035385
