date,USDCHF,EURGBP,empty,sum
2020.12.14,-68.00000000000139,-373.00000000000114,,-441.0000000000025
2020.12.14,-42.999999999993044,-297.9999999999983,,-340.99999999999136
2020.12.14,-36.0000000000027,-366.9999999999951,,-402.99999999999784
2020.12.14,-53.999999999998494,-404.99999999999983,,-458.9999999999983
2020.12.14,-83.9999999999952,-400.9999999999958,,-484.999999999991
2020.12.14,-149.99999999999457,-434.9999999999965,,-584.999999999991
2020.12.14,-139.00000000000023,-468.9999999999972,,-607.9999999999975
2020.12.14,-130.99999999999224,-426.9999999999996,,-557.9999999999918
2020.12.14,-119.00000000000244,-393.9999999999944,,-512.9999999999968
2020.12.14,-82.99999999999974,-387.99999999999943,,-470.9999999999992
2020.12.14,-95.00000000000064,-363.99999999999767,,-458.9999999999983
2020.12.14,-87.99999999999919,-360.0000000000048,,-448.000000000004
2020.12.14,-102.99999999999754,-326.0000000000041,,-429.00000000000165
2020.12.14,-113.99999999999189,-390.99999999999693,,-504.9999999999888
2020.12.14,-115.99999999999389,-434.9999999999965,,-550.9999999999903
2020.12.14,-108.99999999999244,-431.0000000000036,,-539.999999999996
2020.12.14,-73.99999999999629,-407.0000000000018,,-480.9999999999981
2020.12.14,-60.99999999999994,-405.9999999999952,,-466.99999999999517
2020.12.14,-75.00000000000284,-270.99999999999903,,-346.0000000000019
2020.12.14,-36.999999999998145,-217.0000000000005,,-253.99999999999866
2020.12.14,-12.999999999996348,-90.99999999999665,,-103.999999999993
2020.12.14,51.000000000001044,-51.99999999999649,,-0.9999999999954454
2020.12.14,56.0000000000005,7.9999999999968985,,63.9999999999974
2020.12.14,197.99999999999818,-7.9999999999968985,,190.00000000000128
2020.12.14,202.9999999999976,34.000000000000696,,236.9999999999983
2020.12.14,135.00000000000733,100.99999999999554,,236.00000000000287
2020.12.14,158.0000000000026,158.0000000000026,,316.0000000000052
2020.12.14,169.00000000000804,134.0000000000008,,303.00000000000887
2020.12.14,219.99999999999798,156.99999999999602,,376.999999999994
2020.12.14,182.99999999999983,17.999999999995797,,200.99999999999562
2020.12.14,173.00000000000094,-53.999999999998494,,119.00000000000244
2020.12.14,165.9999999999995,-151.00000000000114,,14.999999999998352
2020.12.14,163.00000000000205,-226.00000000000398,,-63.00000000000193
2020.12.14,158.99999999999804,-282.0000000000045,,-123.00000000000645
