date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,NZDCHF,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.07.06,72.0000000000054,48.99999999998794,137.00000000000045,32.0000000000098,-7.0000000000014495,55.99999999998939,43.999999999999595,26.999999999999247,113.00000000000753,-64.00000000002137,84.0000000000174,77.99999999998875,10.99999999999568,-10.999999999994348,73.99999999999629,103.00000000000864,,797.999999999989
2015.07.06,6.0000000000060005,-5.000000000010552,16.999999999995907,83.00000000001084,58.000000000002494,42.999999999993044,72.0000000000054,45.99999999999049,165.9999999999995,-10.000000000019327,70.99999999999883,-54.000000000002046,61.99999999999761,34.000000000000696,48.99999999999905,-5.999999999994898,,631.999999999973
2015.07.06,46.00000000000159,-369.0000000000193,384.00000000000034,9.999999999998899,-117.00000000000044,-159.00000000000912,-300.00000000001137,-186.00000000000838,229.00000000001253,-861.0000000000184,231.0000000000034,308.9999999999975,-418.99999999999693,-141.99999999999767,-190.00000000000128,-59.99999999999339,,-1594.000000000042
2015.07.06,-31.999999999998696,-419.0000000000138,378.0000000000001,-11.00000000000545,-121.00000000000443,-219.00000000000253,-265.0000000000041,-191.00000000000784,251.00000000000122,-923.0000000000018,160.00000000000458,310.99999999999284,-483.0000000000041,-126.99999999999933,-243.99999999999977,-150.00000000000568,,-2085.000000000049
2015.07.06,-82.00000000000429,-458.00000000000284,320.99999999999795,-41.000000000002146,-277.000000000005,-313.00000000000773,-248.00000000000378,-248.99999999999923,253.99999999999866,-904.0000000000248,-3.999999999981796,297.9999999999876,-563.0000000000024,-307.99999999999716,-348.00000000000387,-68.00000000000139,,-2990.0000000000523
2015.07.06,121.99999999999989,-146.00000000000168,436.00000000000705,150.00000000000568,-90.0000000000012,-191.00000000000784,-190.00000000000128,-268.0000000000016,351.99999999999676,-641.0000000000196,-161.99999999999548,235.99999999999,-487.99999999999955,-204.00000000000418,-319.99999999999807,-130.99999999999224,,-1535.0000000000232
2015.07.06,-26.000000000003798,-434.000000000001,602.0000000000039,32.999999999994145,-343.00000000000443,-269.00000000000813,-293.0000000000099,-248.00000000000378,245.0000000000063,-1180.0000000000068,77.00000000001594,458.999999999989,-697.0000000000027,-432.9999999999945,-321.0000000000046,106.99999999999044,,-2721.00000000004
2015.07.06,1.0000000000065512,-399.00000000001603,506.0000000000002,43.00000000001525,-348.00000000000387,-242.00000000000887,-283.000000000011,-240.00000000000688,208.00000000000819,-1032.0000000000107,99.00000000000463,382.99999999999557,-599.0000000000038,-454.9999999999943,-312.9999999999966,170.99999999998784,,-2500.000000000033
2015.07.06,-87.99999999999919,-630.0000000000194,694.0000000000026,26.0000000000149,-326.9999999999995,-301.0000000000068,-402.0000000000135,-170.99999999999892,297.0000000000139,-1522.0000000000198,286.00000000000847,545.9999999999923,-799.9999999999972,-417.0000000000007,-353.0000000000033,42.999999999993044,,-3119.0000000000327
2015.07.06,29.999999999996696,-617.0000000000009,706.9999999999936,117.99999999999588,-283.99999999999534,-146.00000000000168,-520.9999999999936,-168.00000000000148,426.00000000001523,-1523.0000000000246,658.0000000000031,481.9999999999993,-614.9999999999949,-434.000000000001,-243.99999999999977,231.0000000000034,,-1900.0000000000057
