date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,NZDCHF,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.07.06,-49.99999999999449,-168.0000000000126,-22.999999999996135,-7.0000000000014495,-38.0000000000047,-17.000000000000348,-76.99999999999375,-13.00000000000745,-48.99999999998794,-375.0,0.0,-50.00000000001137,-76.99999999999818,-53.00000000000304,0.0,-11.00000000000545,,-1008.0000000000169
2015.07.06,-39.00000000000014,-134.00000000001188,-7.000000000005002,28.000000000005798,-24.000000000001798,-15.00000000000945,1.0000000000065512,-74.00000000000739,2.0000000000131024,-299.0000000000066,-129.99999999998568,-76.00000000000762,-94.0000000000083,-61.999999999995396,-36.0000000000027,-38.0000000000047,,-997.0000000000213
2015.07.06,-197.00000000000273,-540.0000000000072,-144.00000000000546,-100.99999999999554,-168.99999999999693,-184.00000000000637,-534.9999999999966,-270.0000000000036,60.000000000015596,-1070.0000000000216,60.99999999999994,-251.00000000000477,-454.9999999999983,-170.99999999999892,-194.0000000000053,-181.00000000000892,,-4341.000000000036
2015.07.06,-66.99999999999484,-495.000000000001,335.9999999999985,-87.99999999999919,-156.99999999999602,-301.0000000000068,-398.9999999999938,-267.00000000000614,197.00000000000273,-984.0000000000089,58.000000000002494,268.99999999999125,-563.0000000000024,-180.0000000000024,-326.9999999999995,-224.000000000002,,-3192.0000000000177
2015.07.06,-117.00000000000044,-588.0000000000107,242.999999999995,-121.99999999999989,-365.0000000000042,-330.0000000000081,-346.0000000000019,-263.0000000000021,148.99999999999915,-1033.0000000000155,-9.999999999998899,260.9999999999957,-578.000000000003,-380.999999999998,-362.00000000000676,-157.00000000000713,,-3999.000000000067
2015.07.06,-82.99999999999974,-502.00000000000244,302.0000000000067,-41.000000000002146,-292.9999999999988,-320.00000000000915,-304.9999999999997,-279.00000000000705,253.00000000001432,-945.0000000000216,-186.99999999998164,217.9999999999893,-594.9999999999989,-378.00000000000057,-395.0000000000009,-246.00000000001288,,-3796.000000000025
2015.07.06,-27.999999999994696,-480.00000000001376,411.00000000000136,-21.999999999988695,-356.00000000000074,-275.000000000003,-358.9999999999982,-317.0000000000006,182.99999999999983,-1212.0000000000175,-241.99999999998667,228.9999999999992,-704.9999999999983,-451.0000000000014,-363.99999999999767,-134.99999999999625,,-4122.999999999997
2015.07.06,-26.999999999999247,-473.0000000000123,503.0000000000001,5.000000000010552,-385.99999999999744,-297.00000000000284,-363.0000000000022,-295.0000000000008,192.99999999999872,-1199.0000000000123,-1.999999999990898,370.9999999999951,-715.0000000000034,-488.999999999995,-368.00000000000165,65.99999999998829,,-3476.000000000026
2015.07.06,-107.99999999999699,-680.0000000000139,481.9999999999993,-21.999999999988695,-417.99999999999613,-352.00000000000784,-452.99999999999227,-302.0000000000023,207.00000000000162,-1530.0000000000011,99.00000000000463,325.9999999999934,-814.9999999999977,-512.0000000000014,-419.9999999999982,-15.00000000000945,,-4513.000000000006
2015.07.06,-136.00000000000279,-763.0000000000026,581.9999999999936,-25.999999999992696,-368.9999999999971,-305.0000000000108,-544.9999999999955,-241.00000000000233,283.99999999999534,-1632.000000000005,270.99999999999903,435.99999999999284,-808.9999999999975,-470.9999999999992,-380.999999999998,32.999999999994145,,-4072.0000000000286
2015.07.06,-12.000000000000899,-699.0000000000052,554.000000000002,75.00000000000284,-290.00000000000136,-197.00000000000273,-564.000000000009,-214.00000000000307,405.9999999999952,-1551.0000000000161,511.000000000017,349.9999999999943,-634.0000000000003,-448.000000000004,-306.00000000000625,-63.99999999999739,,-3083.000000000035
2015.07.06,-4.999999999999449,-666.000000000011,551.0000000000019,124.99999999999733,-204.00000000000418,-176.0000000000095,-618.9999999999918,-216.0000000000051,375.9999999999986,-1518.0000000000007,636.0000000000143,340.999999999994,-600.0000000000085,-346.0000000000019,-292.00000000000335,-35.00000000000725,,-2648.0000000000364
2015.07.06,62.000000000006494,-626.0000000000155,531.9999999999965,120.00000000000898,-214.00000000000307,-170.00000000000347,-590.0000000000016,-265.0000000000041,389.0000000000171,-1388.0000000000052,482.00000000000466,321.9999999999885,-576.0000000000076,-356.9999999999962,-287.0000000000039,-144.0000000000108,,-2710.0000000000296
2015.07.06,124.99999999999733,-569.0000000000194,477.99999999999443,129.00000000000134,-110.99999999999443,-173.00000000000094,-604.0000000000045,-270.99999999999903,426.9999999999996,-1348.0000000000132,467.0000000000174,274.9999999999915,-567.0000000000073,-226.00000000000398,-300.0000000000003,-143.00000000000423,,-2411.000000000046
2015.07.06,92.00000000000318,-628.0000000000064,391.9999999999959,80.99999999999774,-71.99999999999429,-197.00000000000273,-622.9999999999958,-264.0000000000087,339.0000000000004,-1261.000000000024,518.0000000000184,214.9999999999892,-507.99999999999557,-192.00000000000327,-311.00000000000574,-246.99999999999721,,-2666.0000000000286
2015.07.06,87.99999999999919,-636.9999999999986,290.00000000000625,28.000000000005798,-58.99999999999794,-186.00000000000838,-635.9999999999922,-267.00000000000614,290.9999999999968,-1186.000000000007,494.00000000001666,164.99999999999204,-439.00000000000716,-121.00000000000443,-256.99999999999613,-191.00000000000784,,-2623.0000000000095
2015.07.06,60.00000000000449,-519.0000000000028,204.9999999999983,131.99999999999878,-21.999999999999797,-85.00000000000173,-530.0000000000082,-173.00000000000094,375.9999999999986,-980.0000000000182,504.0000000000156,45.99999999999227,-302.0000000000067,-131.99999999999878,-184.00000000000637,-154.99999999999403,,-1759.0000000000298
2015.07.06,-231.99999999999886,-1083.0000000000118,198.0000000000075,-92.00000000000318,-231.99999999999886,-365.0000000000042,-690.0000000000128,-277.000000000005,478.0000000000006,-1811.000000000007,517.0000000000119,52.99999999999727,-728.9999999999992,-241.99999999999778,-409.0000000000038,-229.00000000001253,,-5145.000000000038
2015.07.06,-158.99999999999804,-945.0000000000181,424.99999999999716,-87.99999999999919,-299.00000000000483,-462.0000000000068,-636.9999999999986,-365.99999999999966,445.0000000000065,-1705.0000000000125,253.99999999999866,296.99999999999704,-888.9999999999958,-351.99999999999676,-563.0000000000024,-283.99999999999534,,-5328.000000000028
2015.07.06,-36.0000000000027,-934.0000000000126,543.0000000000064,-124.99999999999733,-377.0000000000051,-304.00000000000426,-785.0000000000134,-385.000000000002,22.999999999995246,-1804.000000000002,453.99999999999886,443.9999999999884,-759.0000000000003,-387.000000000004,-309.99999999999915,-51.000000000001044,,-4793.000000000055
2015.07.06,-66.99999999999484,-859.0000000000098,504.0000000000049,-133.99999999998968,-449.9999999999948,-353.0000000000033,-686.9999999999932,-340.00000000000693,-259.9999999999936,-1747.000000000014,348.9999999999993,471.9999999999942,-831.0000000000031,-458.00000000000284,-367.0000000000062,45.000000000006146,,-5183.000000000008
2015.07.06,-97.9999999999981,-1035.0000000000082,506.0000000000002,-280.9999999999979,-355.0000000000053,-326.0000000000041,-822.0000000000116,-303.0000000000088,-332.9999999999833,-1966.0000000000082,648.0000000000041,506.9999999999908,-781.9999999999965,-248.99999999999923,-219.99999999999798,-1.999999999990898,,-5111.0000000000155
