date,GBPUSD,USDCAD,AUDUSD,NZDUSD,empty,sum
2019.02.11,-51.000000000001044,-1.999999999990898,-32.0000000000098,-48.000000000003595,,-133.00000000000534
2019.02.11,-62.000000000006494,-5.999999999994898,-89.00000000000574,-141.99999999999767,,-299.0000000000048
2019.02.11,-58.99999999998684,-9.999999999998899,-67.00000000000594,-161.00000000000003,,-296.9999999999917
2019.02.11,-89.00000000000574,60.99999999999994,-216.0000000000051,-239.99999999999577,,-484.00000000000665
2019.02.11,-92.00000000000318,59.000000000009045,-167.00000000000603,-255.00000000000523,,-455.0000000000054
2019.02.11,-79.99999999999119,53.999999999998494,-164.00000000000858,-278.00000000000045,,-468.0000000000017
2019.02.11,-104.99999999999955,83.9999999999952,-217.0000000000005,-329.00000000000153,,-567.0000000000064
2019.02.11,-92.00000000000318,164.00000000000858,-187.00000000000384,-319.99999999999807,,-434.9999999999965
2019.02.11,-79.99999999999119,187.00000000000384,-158.0000000000026,-297.9999999999983,,-348.99999999998823
2019.02.11,-85.00000000000173,164.00000000000858,-164.00000000000858,-248.99999999999923,,-334.00000000000097
2019.02.11,-48.000000000003595,168.0000000000126,-148.0000000000037,-217.99999999999596,,-245.99999999999068
2019.02.11,-28.999999999990145,154.99999999999403,-150.00000000000568,-211.00000000000563,,-235.00000000000742
2019.02.11,-11.00000000000545,178.00000000001148,-111.00000000000554,-221.00000000000452,,-165.00000000000404
2019.02.11,4.000000000004,243.00000000001543,-81.00000000000884,-200.99999999999562,,-34.99999999998502
2019.02.11,-21.00000000000435,245.0000000000063,-86.0000000000083,-207.00000000000162,,-69.00000000000796
2019.02.11,-49.99999999999449,236.00000000001398,-90.0000000000012,-207.99999999999707,,-111.99999999997877
2019.02.11,-62.000000000006494,114.99999999999844,-160.00000000000458,-282.99999999999994,,-390.00000000001256
2019.02.11,-102.00000000000209,82.00000000000429,-190.00000000000128,-317.9999999999961,,-527.9999999999952
2019.02.11,-93.99999999999409,97.9999999999981,-196.00000000000728,-304.9999999999997,,-497.00000000000296
2019.02.11,-85.00000000000173,154.0000000000097,-148.0000000000037,-260.00000000000466,,-339.0000000000004
2019.02.11,70.99999999999883,90.99999999999665,-132.0000000000099,-238.0000000000049,,-208.0000000000193
2019.02.11,39.999999999995595,68.00000000000139,-94.00000000000519,-173.9999999999964,,-160.0000000000046
2019.02.11,-31.000000000003247,19.999999999997797,-56.0000000000005,-139.99999999999568,,-207.00000000000162
2019.02.11,92.00000000000318,62.000000000006494,-21.00000000000435,-101.00000000000664,,31.99999999999868
2019.02.11,182.99999999999983,66.99999999999484,-3.0000000000085514,-126.99999999999933,,119.99999999998677
2019.02.11,225.00000000000853,97.00000000001374,-2.000000000002,-102.00000000000209,,218.0000000000182
2019.02.11,-39.999999999995595,-12.999999999996348,-9.00000000000345,-102.99999999999754,,-164.99999999999295
2019.02.11,-89.00000000000574,-42.999999999993044,-19.00000000000235,-117.00000000000044,,-268.0000000000016
2019.02.11,121.99999999999989,22.0000000000109,42.999999999993044,-68.99999999999685,,118.00000000000699
2019.02.11,232.99999999999432,66.99999999999484,102.99999999999754,-39.999999999995595,,362.99999999999113
2019.02.11,146.00000000000168,-58.000000000002494,22.999999999995246,-99.00000000000463,,11.999999999989797
2019.02.11,226.00000000001506,76.0000000000094,97.9999999999981,-65.99999999999939,,334.00000000002314
2019.02.11,341.00000000001353,22.0000000000109,111.99999999998988,-28.000000000005798,,447.0000000000085
2019.02.11,456.00000000001194,93.00000000000975,132.99999999999423,0.0,,682.0000000000159
2019.02.11,478.0000000000006,104.99999999999955,148.99999999999915,-19.999999999997797,,712.0000000000015
2019.02.11,509.00000000000387,228.00000000000597,172.99999999998983,-21.00000000000435,,888.9999999999952
2019.02.11,617.0000000000009,346.0000000000019,190.99999999999673,43.00000000000415,,1197.0000000000036
2019.02.11,614.0000000000034,290.00000000001245,200.99999999999562,51.000000000001044,,1156.0000000000127
2019.02.11,622.0000000000115,219.99999999999798,196.99999999999162,65.99999999999939,,1105.0000000000005
2019.02.11,662.000000000007,205.00000000001074,192.99999999999872,63.00000000000195,,1123.0000000000184
2019.02.11,730.0000000000084,249.00000000001032,223.99999999999088,98.99999999999353,,1302.0000000000032
2019.02.11,689.0000000000063,275.000000000003,250.9999999999901,100.99999999999554,,1315.999999999995
2019.02.11,653.0000000000147,276.00000000000955,231.99999999999886,82.00000000000429,,1243.0000000000275
2019.02.11,658.0000000000031,295.0000000000008,225.99999999999287,60.99999999999994,,1239.9999999999968
2019.02.11,651.0000000000016,282.0000000000045,207.99999999999707,51.000000000001044,,1192.0000000000043
2019.02.11,659.999999999994,319.0000000000026,200.99999999999562,51.000000000001044,,1230.9999999999934
2019.02.11,663.0000000000135,327.00000000001063,222.99999999999542,43.00000000000415,,1256.0000000000236
2019.02.11,668.0000000000019,317.9999999999961,229.99999999999687,56.99999999999594,,1272.9999999999907
2019.02.12,608.0000000000085,192.00000000001438,224.9999999999974,76.99999999999375,,1102.000000000014
2019.02.12,607.0000000000019,313.00000000000773,226.99999999999943,87.99999999999919,,1235.0000000000082
2019.02.12,653.999999999999,336.00000000000296,224.9999999999974,59.99999999999339,,1274.9999999999927
2019.02.12,642.0000000000092,330.0000000000081,224.9999999999974,36.999999999998145,,1234.000000000013
2019.02.12,639.9999999999961,341.99999999999784,198.99999999999363,39.999999999995595,,1220.9999999999834
2019.02.12,583.0000000000002,309.0000000000037,111.99999999998988,54.999999999993946,,1058.9999999999877
2019.02.12,588.0000000000107,378.00000000001165,163.99999999999747,119.99999999999788,,1250.0000000000177
2019.02.12,597.0000000000031,297.0000000000139,59.99999999999339,80.99999999999774,,1035.0000000000082
2019.02.12,592.0000000000148,304.00000000001535,32.999999999994145,73.99999999999629,,1003.0000000000206
2019.02.12,575.0000000000144,218.00000000000708,-13.00000000000745,12.999999999996348,,793.0000000000103
2019.02.12,597.0000000000031,217.0000000000005,23.999999999990695,51.000000000001044,,888.9999999999953
2019.02.12,594.0000000000057,200.00000000000017,36.999999999998145,80.00000000000229,,911.0000000000064
2019.02.12,625.9999999999932,199.00000000001583,88.99999999999464,98.99999999999353,,1012.9999999999972
2019.02.12,646.9999999999976,192.99999999999872,75.9999999999983,129.9999999999968,,1045.9999999999914
2019.02.12,648.0000000000041,235.00000000000742,83.9999999999952,126.0000000000039,,1093.0000000000107
2019.02.12,615.9999999999943,224.000000000002,68.99999999999685,121.99999999999989,,1030.9999999999932
2019.02.12,600.0000000000006,195.00000000001182,23.999999999990695,73.00000000000084,,892.0000000000039
2019.02.12,592.0000000000148,168.0000000000126,-12.000000000000899,66.99999999999484,,815.0000000000214
2019.02.12,567.0000000000064,109.00000000000354,16.999999999989246,48.99999999999905,,741.9999999999982
2019.02.12,524.0000000000133,110.99999999999443,13.999999999991797,68.99999999999685,,717.9999999999964
2019.02.12,434.000000000001,92.00000000000318,11.999999999989797,51.000000000001044,,588.999999999995
2019.02.12,624.0000000000023,144.99999999999514,53.999999999998494,90.99999999999665,,913.9999999999925
2019.02.12,781.0000000000094,121.00000000001555,30.999999999992145,68.00000000000139,,1001.0000000000185
2019.02.12,723.0000000000069,90.99999999999665,54.999999999993946,119.99999999999788,,988.9999999999955
2019.02.12,791.0000000000084,56.99999999999594,45.99999999999049,109.00000000000354,,1002.9999999999983
2019.02.12,739.0000000000008,7.0000000000014495,3.999999999992898,75.9999999999983,,825.9999999999935
2019.02.12,717.9999999999964,-11.00000000000545,-9.00000000000345,66.99999999999484,,764.9999999999824
2019.02.12,702.0000000000026,-68.00000000000139,-11.00000000000545,56.0000000000005,,678.9999999999962
2019.02.12,675.0000000000034,-133.00000000000534,-45.000000000006146,36.0000000000027,,532.9999999999947
2019.02.12,588.0000000000107,-126.99999999998823,-69.00000000000794,29.000000000001247,,421.00000000001575
2019.02.12,415.0000000000098,-204.00000000000418,-89.00000000000574,17.000000000000348,,139.0000000000002
2019.02.12,432.0000000000102,-124.99999999999733,-69.00000000000794,27.999999999994696,,265.9999999999996
2019.02.12,361.9999999999957,-177.00000000000495,-108.00000000000809,-21.00000000000435,,55.9999999999783
2019.02.12,327.00000000001063,-238.0000000000049,-117.00000000000044,-36.0000000000027,,-63.9999999999974
2019.02.12,380.00000000000256,-170.99999999998784,-43.00000000000415,10.999999999994348,,177.00000000000492
2019.02.12,426.9999999999996,-143.99999999998857,-47.00000000000814,48.000000000003595,,284.0000000000065
