date,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.01.23,-6.000000000017103,33.999999999991815,-36.0000000000027,43.999999999999595,38.99999999998904,60.00000000000449,48.99999999999905,99.00000000000463,197.00000000000273,-34.000000000000696,85.00000000000173,93.00000000000352,-61.99999999998429,-204.00000000000418,-121.00000000001555,,236.99999999997206
2017.01.23,65.99999999998829,75.9999999999934,-50.0000000000056,112.99999999999643,51.99999999998539,55.000000000005045,43.999999999999595,156.00000000000057,304.9999999999997,-57.00000000001815,114.99999999999844,140.00000000000057,-78.99999999998464,-261.0000000000001,-87.99999999999919,,586.9999999999598
2017.01.23,85.99999999998609,-417.0000000000016,-116.00000000000499,241.99999999999778,90.99999999999665,107.00000000000153,87.99999999999919,253.99999999999866,187.99999999998818,-58.000000000002494,100.99999999999554,-158.00000000000125,-87.99999999999919,-378.00000000000057,4.999999999988347,,-53.00000000005815
2017.01.23,129.99999999998568,-506.0000000000002,-188.00000000001037,276.9999999999939,109.00000000000354,172.00000000000549,160.00000000000458,289.0000000000059,92.00000000000318,41.99999999998649,-14.000000000002899,-143.99999999999125,-96.99999999999153,-343.00000000000443,-46.0000000000127,,-67.0000000000247
2017.01.23,99.99999999998899,-382.99999999999557,-118.00000000000699,236.99999999999832,112.000000000001,139.00000000000023,88.99999999999464,246.99999999999721,205.99999999999508,-19.999999999997797,124.99999999999733,-128.99999999999068,-45.99999999999049,-331.0000000000035,-9.999999999998899,,217.99999999998894
2017.01.23,139.9999999999846,-423.0000000000018,-109.00000000000354,239.0000000000003,164.99999999999292,150.00000000000568,41.9999999999976,212.00000000000108,276.9999999999939,-74.0000000000185,286.99999999999284,-168.99999999999693,29.999999999996696,-275.000000000003,5.999999999994898,,497.99999999993673
2017.01.23,121.99999999999989,-499.00000000000944,-20.0000000000089,214.99999999999852,192.99999999999872,121.00000000000443,-65.99999999999939,174.00000000000747,449.9999999999948,-165.00000000001512,520.9999999999936,-329.9999999999983,134.00000000001188,-258.0000000000027,95.999999999985,,687.9999999999604
2017.01.23,345.99999999997965,-674.9999999999972,-134.0000000000008,354.9999999999942,214.00000000000307,102.99999999999754,-41.000000000002146,226.00000000000398,495.000000000001,-229.00000000001253,506.9999999999908,-329.9999999999983,78.00000000000028,-351.0000000000013,139.9999999999846,,703.9999999999429
2017.01.23,511.99999999997914,-716.0000000000082,-179.00000000000693,408.9999999999927,156.99999999998494,92.99999999999864,-26.000000000003798,251.00000000000122,618.9999999999918,-171.00000000001003,401.99999999999125,-313.99999999999295,45.000000000006146,-402.00000000000233,156.99999999998494,,836.9999999999068
2017.01.23,490.999999999997,-692.9999999999978,-201.00000000000674,389.99999999999034,170.99999999998784,80.00000000000229,-17.999999999995797,221.99999999999997,543.999999999989,-211.00000000000563,402.9999999999978,-271.99999999999136,14.000000000002899,-375.9999999999986,100.99999999999554,,644.9999999999667
