date,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.01.23,-33.00000000001635,0.0,-68.00000000000139,-58.000000000002494,-95.00000000000064,-46.999999999997044,-160.00000000000458,-44.99999999999504,-93.99999999999409,-70.0000000000145,-113.00000000000753,-155.9999999999917,-123.99999999999079,-295.0000000000008,-175.99999999999838,,-1534.0000000000152
2017.01.23,-7.0000000000014495,-1.9999999999953388,-95.00000000000064,36.999999999998145,24.000000000001798,7.0000000000014495,-2.999999999997449,65.99999999999939,130.99999999999224,-113.00000000000753,18.0000000000069,64.99999999999773,-142.99999999998204,-295.0000000000008,-187.00000000000384,,-496.9999999999915
2017.01.23,34.99999999998504,-483.0000000000041,-130.0000000000079,102.99999999999754,51.99999999998539,48.000000000003595,17.000000000000348,143.9999999999997,121.99999999999989,-141.99999999999767,36.999999999998145,-197.9999999999933,-104.99999999999955,-411.0000000000058,-113.00000000000753,,-1024.0000000000462
2017.01.23,36.999999999998145,-558.0000000000069,-192.00000000000327,184.99999999999073,65.00000000000395,97.9999999999981,75.00000000000284,224.000000000002,87.99999999999919,-70.0000000000145,-15.999999999993797,-218.00000000000352,-112.99999999998533,-404.0000000000044,-66.00000000001049,,-865.0000000000273
2017.01.23,87.99999999999919,-570.999999999998,-193.00000000000983,184.99999999999073,89.99999999999008,101.00000000000664,54.999999999993946,207.00000000000162,82.00000000000429,-111.00000000001664,-22.999999999995246,-224.99999999999432,-100.99999999999554,-375.0000000000031,-73.99999999999629,,-865.0000000000224
2017.01.23,95.999999999985,-591.9999999999987,-182.99999999999983,201.99999999999108,100.99999999999554,109.99999999999899,32.999999999994145,175.00000000000293,141.99999999999767,-151.9999999999966,89.99999999999008,-242.999999999995,-72.99999999998974,-363.99999999999767,-89.00000000000574,,-747.000000000028
2017.01.23,107.99999999999699,-588.0000000000081,-109.00000000000354,188.9999999999947,158.99999999999804,102.99999999999754,-100.00000000000009,143.9999999999997,278.9999999999848,-185.99999999999727,289.0000000000059,-370.9999999999951,33.00000000001635,-300.0000000000003,7.999999999985796,,-342.00000000002456
2017.01.23,107.99999999999699,-695.0000000000074,-167.00000000000603,202.9999999999976,180.0000000000024,92.99999999999864,-85.99999999999719,168.00000000000148,289.9999999999903,-236.99999999999832,374.0000000000077,-359.99999999999943,42.0000000000087,-368.9999999999971,89.99999999999008,,-366.0000000000116
2017.01.23,323.99999999999096,-878.0000000000001,-223.00000000000654,343.9999999999999,139.00000000000023,65.00000000000395,-51.000000000001044,216.0000000000051,435.9999999999919,-263.00000000001324,346.0000000000019,-391.9999999999959,-5.999999999994898,-465.0000000000043,116.99999999998934,,-291.00000000003286
2017.01.23,412.9999999999967,-781.0000000000059,-241.00000000000233,367.99999999999056,151.9999999999966,80.00000000000229,-63.00000000000195,221.99999999999997,431.0000000000036,-215.00000000000963,296.9999999999917,-353.9999999999992,-21.999999999988695,-414.9999999999987,70.99999999999883,,-57.00000000002629
