date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,empty,sum
2019.02.18,-28.999999999990145,-9.999999999998899,18.999999999991246,33.999999999991815,0.0,-24.999999999997247,76.99999999999375,32.999999999994145,46.999999999997044,-43.00000000000637,49.99999999999449,,152.99999999996982
2019.02.18,15.00000000000945,17.999999999984695,14.000000000002899,57.999999999992724,8.999999999992347,-41.000000000002146,29.999999999996696,78.00000000000028,60.00000000000449,-62.99999999998818,68.00000000000139,,245.99999999999466
2019.02.18,-4.000000000004,14.999999999987246,1.0000000000065512,57.999999999992724,-65.00000000000395,-95.99999999999609,44.99999999998394,95.00000000000064,79.00000000000685,-67.00000000000728,156.00000000000057,,216.9999999999672
2019.02.18,1.0000000000065512,-9.999999999998899,-28.000000000005798,134.9999999999909,-89.00000000000574,-119.99999999999788,14.999999999987246,121.99999999999989,85.99999999999719,-193.9999999999884,154.0000000000097,,71.99999999999474
2019.02.18,-52.99999999999194,-8.000000000008,-96.99999999999153,22.999999999996135,-146.00000000000168,-146.00000000000168,86.99999999999264,141.00000000000225,141.00000000000225,-49.000000000006594,228.00000000000597,,120.99999999999773
2019.02.18,-86.0000000000083,-60.99999999999994,-107.99999999999699,82.99999999999841,-154.0000000000097,-163.99999999999747,78.99999999998464,210.99999999999451,114.99999999999844,-175.99999999998772,171.00000000001003,,-90.00000000001407
2019.02.18,-83.9999999999952,-42.0000000000087,-147.00000000000824,87.99999999999386,-175.99999999999838,-165.9999999999995,92.99999999998754,253.99999999999866,157.00000000000713,-168.99999999998272,225.99999999999287,,33.99999999998735
2019.02.18,-110.99999999999443,-72.0000000000054,-175.99999999999838,88.99999999999864,-204.00000000000418,-193.99999999999417,96.99999999999153,271.9999999999945,158.0000000000026,-201.99999999999818,221.00000000000452,,-122.00000000000298
2019.02.18,-147.99999999999258,-143.00000000000423,-249.99999999999466,94.99999999999886,-187.00000000000384,-214.00000000000307,70.99999999999883,263.0000000000021,170.00000000000347,-286.00000000000136,107.00000000001265,,-521.999999999984
2019.02.18,-157.99999999999147,-124.99999999999733,-255.99999999998957,93.00000000000352,-212.99999999999653,-200.00000000000017,102.00000000000209,258.0000000000027,187.00000000000384,-264.99999999998636,158.0000000000137,,-418.9999999999357
2019.02.18,-148.99999999999915,-138.0000000000159,-270.99999999999903,75.9999999999934,-222.00000000001108,-193.99999999999417,76.99999999999375,244.99999999999523,190.99999999999673,-260.9999999999957,151.00000000001222,,-495.0000000000238
2019.02.18,-120.99999999999334,-116.00000000000499,-252.0000000000078,67.99999999999784,-204.00000000000418,-214.99999999999852,64.99999999998174,237.99999999999378,187.9999999999993,-227.00000000000387,161.00000000001114,,-415.000000000029
2019.02.18,-117.99999999999588,-107.00000000001265,-242.00000000000887,57.999999999992724,-190.00000000000128,-200.00000000000017,69.9999999999923,261.99999999999557,185.99999999999727,-198.99999999998386,154.99999999999403,,-325.00000000003087
2019.02.18,-87.99999999999919,-106.00000000000608,-198.99999999999363,105.00000000000398,-168.99999999999693,-168.00000000000148,29.999999999996696,246.99999999999721,151.9999999999966,-259.9999999999909,127.99999999999478,,-327.99999999999903
2019.02.18,-79.00000000000685,-66.00000000001049,-187.00000000000384,90.99999999999397,-178.00000000001148,-175.00000000000293,62.99999999999084,246.00000000000176,174.00000000000747,-197.00000000000273,195.9999999999962,,-112.00000000004815
2019.02.18,-69.00000000000794,-51.000000000001044,-163.00000000000205,93.00000000000352,-154.0000000000097,-136.00000000000279,62.99999999999084,190.99999999999673,161.00000000000003,-186.00000000000705,181.9999999999933,,-69.0000000000461
2019.02.18,-72.0000000000054,-66.00000000001049,-163.00000000000205,111.99999999999477,-182.99999999999983,-180.99999999999784,52.99999999999194,207.00000000000162,156.00000000000057,-223.99999999998954,204.00000000000418,,-157.0000000000122
2019.02.18,-69.9999999999923,-75.00000000000284,-160.99999999998892,117.00000000000443,-182.99999999999983,-173.00000000000094,38.99999999998904,182.00000000000438,146.00000000000168,-242.999999999995,191.00000000000784,,-229.9999999999725
2019.02.18,-96.99999999999153,-46.0000000000127,-167.00000000000603,121.99999999999989,-177.00000000000495,-202.0000000000022,102.00000000000209,131.99999999999878,167.00000000000603,-216.99999999998454,217.0000000000005,,-165.9999999999946
2019.02.18,-69.9999999999923,-57.00000000001815,-151.9999999999966,114.99999999999488,-177.00000000000495,-166.99999999999494,60.99999999999994,80.00000000000229,153.00000000000313,-213.99999999999864,212.00000000001216,,-215.99999999999318
2019.02.18,-34.000000000000696,89.99999999999008,-65.00000000000395,165.99999999999682,-177.00000000000495,-141.00000000000225,159.99999999998238,92.99999999999864,184.00000000000637,-123.99999999999523,397.0000000000029,,548.9999999999702
2019.02.18,-80.99999999999774,-117.00000000001154,-154.99999999999403,140.00000000000057,-211.00000000000563,-185.99999999999727,13.999999999980695,107.00000000000153,114.00000000000298,-314.9999999999977,171.00000000001003,,-519.0000000000082
2019.02.18,-110.99999999999443,-127.00000000001043,-158.99999999999804,129.99999999999545,-121.99999999999989,-158.99999999999804,39.999999999995595,66.99999999999484,111.00000000000554,-313.99999999999295,46.0000000000127,,-597.9999999999897
2019.02.18,-126.0000000000039,-106.00000000000608,-235.00000000000742,102.99999999999443,-92.00000000000318,-183.99999999999528,80.99999999999774,85.99999999999719,180.0000000000024,-259.9999999999909,29.00000000001235,,-524.0000000000026
2019.02.18,-139.00000000000023,-136.00000000000279,-290.9999999999968,108.00000000000409,-134.99999999999625,-205.99999999999508,68.99999999998573,87.00000000000374,204.99999999999963,-299.0000000000066,46.999999999997044,,-690.0000000000075
2019.02.18,-146.00000000000168,-327.00000000001063,-357.00000000000733,108.99999999999466,-139.00000000000023,-205.99999999999508,-113.00000000000753,82.99999999999974,126.99999999999933,-509.9999999999909,-198.99999999999363,,-1678.0000000000132
2019.02.18,-150.00000000000568,-286.00000000000847,-330.9999999999924,96.9999999999942,-102.00000000000209,-192.00000000000327,-68.00000000000139,90.99999999999665,135.00000000000733,-447.00000000000273,-188.9999999999947,,-1442.0000000000127
2019.02.18,-161.99999999999548,-303.0000000000088,-383.0,84.99999999999375,-129.00000000000134,-251.99999999999667,-70.99999999999883,143.9999999999997,163.00000000000205,-450.9999999999934,-180.0000000000024,,-1539.0000000000014
2019.02.18,-187.00000000000384,-232.00000000000998,-367.99999999999056,85.99999999999852,-119.00000000000244,-217.0000000000005,35.999999999991594,121.00000000000443,200.00000000000017,-376.0000000000048,-100.99999999999554,,-1157.0000000000127
2019.02.18,-192.99999999999872,-285.00000000000193,-387.000000000004,99.99999999999432,-157.00000000000713,-273.9999999999965,-9.000000000014552,126.0000000000039,178.00000000000037,-449.99999999998863,-117.99999999999588,,-1469.000000000009
2019.02.18,-153.00000000000313,-154.0000000000097,-313.00000000000773,128.99999999999068,-151.00000000001222,-248.99999999999923,65.99999999998829,148.99999999999915,209.9999999999991,-344.99999999999886,42.0000000000087,,-769.000000000045
2019.02.18,-158.99999999999804,-145.00000000001734,-299.99999999998914,150.99999999999625,-178.00000000001148,-231.0000000000034,85.00000000000173,117.99999999999588,204.99999999999963,-362.99999999999955,90.99999999999665,,-726.0000000000289
2019.02.18,-190.00000000000128,-204.00000000000418,-293.0000000000099,155.00000000000114,-154.0000000000097,-197.99999999999818,64.99999999998174,61.999999999995396,160.00000000000458,-430.9999999999832,-15.999999999993797,,-1044.0000000000175
2019.02.18,-208.99999999999253,-283.000000000011,-297.9999999999983,149.0000000000009,-195.9999999999962,-207.99999999999707,10.999999999983245,39.00000000000014,112.99999999999643,-509.9999999999909,-65.99999999998829,,-1457.9999999999936
2019.02.18,-103.00000000000864,-164.00000000000858,-208.99999999999253,147.99999999999613,-177.00000000000495,-131.99999999999878,-6.000000000017103,36.999999999998145,124.99999999999733,-382.000000000005,62.000000000006494,,-801.0000000000374
2019.02.18,-55.99999999998939,-246.00000000001288,-147.99999999999258,155.00000000000114,-124.99999999999733,-32.999999999994145,-146.00000000000168,-26.999999999999247,23.00000000000635,-478.999999999985,-109.00000000000354,,-1190.9999999999684
2019.02.18,-69.00000000000794,-265.0000000000041,-173.00000000000094,131.9999999999908,-90.99999999999665,68.99999999999685,-153.00000000000313,-136.99999999999824,26.000000000003798,-468.9999999999941,-181.9999999999933,,-1312.0000000000068
2019.02.18,-22.999999999995246,-188.00000000001037,-140.0000000000068,147.99999999999613,-158.99999999999804,65.99999999999939,-135.00000000001845,-122.99999999999534,53.999999999998494,-405.00000000000114,8.999999999992347,,-896.000000000039
2019.02.18,-12.999999999996348,-243.00000000001543,-133.00000000000534,138.9999999999958,-180.0000000000024,53.999999999998494,-202.00000000001327,-95.00000000000064,9.00000000000345,-454.9999999999841,-35.999999999991594,,-1155.0000000000116
2019.02.18,-39.999999999995595,-225.00000000000853,-190.00000000000128,123.99999999999523,-201.00000000000674,34.000000000000696,-148.00000000001478,-90.99999999999665,63.00000000000195,-417.0000000000016,21.00000000000435,,-1070.000000000023
2019.02.18,-52.99999999999194,-214.00000000000307,-204.00000000000418,138.9999999999958,-158.99999999999804,28.000000000005798,-116.00000000000499,-95.99999999999609,85.99999999999719,-418.9999999999827,-24.999999999986144,,-1032.9999999999686
2019.02.18,-55.000000000005045,-224.000000000002,-184.99999999999073,143.00000000000068,-163.00000000000205,21.999999999999797,-131.00000000001444,-73.00000000000084,46.00000000000159,-441.0000000000025,-25.999999999992696,,-1087.0000000000082
2019.02.18,-48.000000000003595,-243.99999999999977,-173.00000000000094,155.9999999999917,-146.00000000000168,26.000000000003798,-153.00000000000313,-72.0000000000054,33.000000000005244,-473.99999999998954,-69.9999999999923,,-1164.9999999999957
2019.02.18,-42.999999999993044,-238.0000000000049,-198.99999999999363,140.00000000000057,-134.99999999999625,19.999999999997797,-160.00000000000458,-46.999999999997044,57.00000000000705,-456.99999999999363,-89.00000000000574,,-1150.9999999999834
