date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.08.27,36.999999999998145,134.99999999999625,79.00000000000685,68.00000000000139,43.00000000000415,108.99999999998133,27.999999999994696,9.00000000000345,-21.00000000000435,210.0000000000213,55.00000000000682,-131.99999999999878,15.000000000000568,43.99999999999693,124.00000000000189,,803.0000000000107
2018.08.27,73.99999999999629,93.00000000000975,2.999999999997449,87.99999999999919,94.00000000000519,-16.000000000016,15.999999999993797,30.000000000007798,-41.9999999999976,111.00000000001664,60.000000000002274,-121.00000000001555,-7.000000000005002,90.00000000000341,91.99999999999208,,564.9999999999897
2018.08.27,92.99999999999864,134.99999999999625,32.0000000000098,85.99999999999719,160.00000000000458,-4.000000000004,0.0,89.00000000000574,-46.999999999997044,194.0000000000053,57.999999999992724,-158.0000000000137,15.000000000000568,144.99999999999602,107.99999999999699,,905.9999999999891
2018.08.27,100.99999999999554,143.99999999998857,43.999999999999595,102.00000000000209,158.99999999999804,-7.0000000000014495,8.999999999992347,80.00000000000229,-61.999999999995396,168.0000000000126,55.00000000000682,-158.0000000000137,40.99999999999682,128.0000000000001,137.9999999999937,,941.999999999978
2018.08.27,110.99999999999443,174.99999999999181,52.000000000007596,100.00000000000009,170.00000000000347,13.999999999980695,1.999999999990898,87.00000000000374,-73.00000000000084,224.000000000002,121.00000000000932,-226.00000000001506,33.999999999991815,150.99999999999625,141.99999999999767,,1083.999999999954
2018.08.27,156.00000000000057,214.00000000000307,-37.99999999998249,195.00000000000074,210.99999999999451,-1.0000000000065512,62.99999999999084,99.00000000000463,-143.9999999999997,42.0000000000087,295.99999999999227,-188.00000000001037,-47.000000000011255,216.99999999999875,200.99999999999562,,1275.9999999999793
2018.08.27,144.99999999999514,232.99999999999432,-35.999999999991594,197.00000000000273,202.0000000000022,25.999999999992696,68.99999999999685,92.99999999999864,-126.99999999999933,70.0000000000145,259.9999999999909,-182.99999999999983,-28.000000000005798,186.00000000000705,200.00000000000017,,1306.9999999999989
2018.08.27,126.99999999999933,194.99999999998963,-62.99999999999084,161.00000000000003,143.9999999999997,11.999999999989797,48.99999999999905,48.000000000003595,-92.00000000000318,104.00000000001519,121.00000000000932,-148.99999999999915,-12.000000000000455,94.0000000000083,136.00000000000279,,875.0000000000232
2018.08.27,117.99999999999588,141.99999999999767,7.0000000000014495,85.99999999999719,97.00000000000264,-24.000000000001798,-20.0000000000089,9.00000000000345,-80.99999999999774,218.00000000000708,30.000000000001137,-234.00000000000088,47.99999999998761,28.999999999996362,88.99999999999464,,513.9999999999757
2018.08.27,80.99999999999774,110.99999999999443,29.00000000001235,24.000000000001798,73.99999999999629,-7.0000000000014495,-51.000000000001044,9.00000000000345,-97.00000000000264,316.0000000000052,50.00000000001137,-350.00000000000585,43.99999999999693,19.000000000005457,27.999999999994696,,280.00000000000875
2018.08.27,127.99999999999478,188.9999999999947,26.0000000000149,9.00000000000345,121.99999999999989,10.999999999983245,-100.00000000000009,26.999999999999247,-78.99999999999574,459.0000000000094,-158.99999999999181,-446.0000000000131,213.99999999999864,-75.00000000000284,4.999999999999449,,330.9999999999942
2018.08.27,126.99999999999933,221.00000000000452,34.000000000000696,46.00000000000159,121.99999999999989,40.99999999997994,-62.000000000006494,29.000000000001247,-21.999999999999797,413.00000000001893,-182.99999999999272,-302.0000000000023,200.9999999999934,-60.000000000002274,58.000000000002494,,662.9999999999986
2018.08.27,123.99999999999079,253.99999999999866,7.0000000000014495,87.00000000000374,163.00000000000205,76.99999999999375,-21.00000000000435,68.99999999999685,-26.999999999999247,360.0000000000048,-117.999999999995,-265.0000000000041,167.99999999999216,1.0000000000047748,95.00000000000064,,973.9999999999872
2018.08.27,80.99999999999774,205.99999999999508,32.0000000000098,49.99999999999449,143.00000000000423,83.9999999999952,-25.00000000000835,79.00000000000685,-7.9999999999968985,384.00000000000654,-182.99999999999272,-249.99999999999466,177.99999999999727,-19.000000000005457,60.99999999999994,,813.0000000000091
