date,USDCHF,EURUSD,AUDUSD,EURGBP,EURJPY,EURCAD,empty,sum
2018.09.24,-51.99999999999649,-109.00000000000354,-68.00000000000139,-33.000000000005244,-4.9999999999954525,-69.00000000000794,,-336.00000000001006
2018.09.24,-17.999999999995797,-56.99999999999594,-53.999999999998494,2.999999999997449,48.00000000000182,-39.999999999995595,,-117.99999999998656
2018.09.24,-12.999999999996348,-69.9999999999923,-111.00000000000554,32.999999999994145,94.99999999999886,46.0000000000127,,-19.999999999988496
2018.09.24,0.0,-79.00000000000685,-112.000000000001,36.0000000000027,117.999999999995,68.00000000000139,,30.999999999991246
2018.09.24,7.0000000000014495,-66.99999999999484,-124.99999999999733,78.99999999999574,103.00000000000864,46.999999999997044,,44.00000000001069
2018.09.24,24.999999999997247,-92.00000000000318,-150.00000000000568,71.99999999999429,114.00000000000432,25.999999999992696,,-5.0000000000203215
2018.09.24,43.00000000000415,-117.99999999999588,-180.99999999999784,24.000000000001798,155.00000000000114,25.999999999992696,,-50.999999999993946
2018.09.24,73.99999999999629,-87.99999999999919,-163.00000000000205,14.000000000002899,210.00000000000796,78.00000000000028,,125.0000000000062
2018.09.24,104.99999999999955,-62.99999999999084,-158.0000000000026,9.999999999998899,167.0000000000016,53.999999999998494,,115.00000000000509
2018.09.24,102.99999999999754,-66.99999999999484,-172.00000000000549,5.999999999994898,70.99999999999795,92.00000000000318,,32.999999999993236
2018.09.24,139.00000000000023,-5.999999999994898,-94.00000000000519,12.999999999996348,98.00000000001319,75.00000000000284,,225.00000000001253
2018.09.24,133.00000000000534,-14.000000000002899,-109.00000000000354,12.000000000000899,135.99999999999568,68.00000000000139,,225.99999999999687
2018.09.24,136.00000000000279,-7.999999999985796,-60.99999999999994,19.999999999997797,114.00000000000432,80.99999999999774,,282.0000000000169
2018.09.24,131.00000000000333,-12.999999999996348,-47.00000000000814,26.999999999999247,121.00000000000932,97.9999999999981,,317.00000000000546
2018.09.24,119.99999999999788,-17.000000000000348,-58.99999999999794,27.999999999994696,129.0000000000191,86.0000000000083,,287.0000000000217
2018.09.24,119.00000000000244,-38.0000000000047,-51.000000000001044,26.999999999999247,137.00000000000045,158.99999999999804,,352.99999999999443
2018.09.24,126.99999999999933,-76.99999999999375,-117.00000000000044,36.999999999998145,135.00000000001933,161.99999999999548,,267.0000000000181
