date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.06.25,146.00000000000168,-25.999999999992696,-115.99999999999966,-4.999999999988347,26.999999999999247,90.99999999999665,-14.999999999998348,272.00000000000557,123.99999999999523,-9.999999999998899,42.0000000000087,99.00000000000375,-47.00000000000814,-63.99999999999739,,518.0000000000273
2018.06.25,175.99999999999838,9.999999999998899,-45.99999999999227,-5.999999999994898,31.999999999998696,134.99999999999625,-43.999999999999595,230.00000000001907,62.00000000001182,48.99999999998794,19.999999999997797,45.000000000001705,-54.00000000000959,-87.99999999999919,,521.0000000000151
2018.06.25,195.9999999999962,31.000000000003247,-64.99999999999773,-65.99999999998829,63.00000000000195,113.99999999999189,0.0,368.00000000001273,106.00000000002296,130.99999999999224,130.99999999999224,97.99999999999898,-131.00000000000333,-59.99999999999339,,916.0000000000297
2018.06.25,194.0000000000053,56.99999999999594,-66.0000000000025,-43.999999999999595,70.0000000000034,131.99999999999878,10.999999999994348,387.000000000004,132.000000000005,141.99999999999767,177.00000000000495,103.9999999999992,-121.99999999999989,-39.999999999995595,,1134.0000000000107
2018.06.25,194.0000000000053,35.00000000000725,9.000000000000341,-109.00000000000354,75.9999999999983,91.99999999998099,9.999999999998899,341.00000000001353,20.000000000010232,187.00000000000384,110.99999999999443,61.00000000000705,-178.00000000000037,-59.000000000009045,,790.0000000000074
2018.06.25,121.99999999999989,-31.000000000003247,-88.99999999999864,-120.99999999999334,46.00000000000159,75.99999999998718,-14.000000000002899,262.00000000000665,64.00000000002137,113.99999999999189,42.0000000000087,90.00000000000341,-142.00000000000878,-95.00000000000064,,324.00000000001313
2018.06.25,107.99999999999699,-92.00000000000318,162.00000000000614,-211.00000000000563,2.999999999997449,1.999999999990898,102.00000000000209,511.000000000017,-298.9999999999924,137.9999999999937,191.99999999999218,-126.99999999999534,-150.00000000000568,1.999999999990898,,340.9999999999851
2018.06.25,97.9999999999981,-69.9999999999923,234.99999999999943,-214.99999999998744,-9.00000000000345,-3.0000000000196536,146.00000000000168,558.0000000000141,-356.9999999999851,168.99999999999693,285.00000000000193,-191.0000000000025,-134.0000000000008,19.999999999997797,,532.0000000000188
2018.06.25,79.00000000000685,-112.000000000001,341.0000000000082,-225.99999999999287,-36.999999999998145,-53.00000000001415,168.99999999999693,575.0000000000144,-525.9999999999962,126.99999999998823,263.99999999999756,-295.99999999999227,-106.00000000000608,-1.999999999990898,,197.00000000002052
2018.06.25,117.99999999999588,-70.99999999999883,353.00000000000864,-232.99999999999432,-46.00000000000159,-17.000000000000348,146.99999999999713,565.9999999999999,-495.9999999999951,191.99999999999218,263.00000000001324,-313.99999999999295,-97.00000000000264,-49.99999999999449,,315.0000000000268
2018.06.25,87.99999999999919,-96.00000000000719,335.9999999999985,-258.0000000000027,-66.99999999999484,0.0,131.99999999999878,551.0000000000126,-503.9999999999907,187.00000000000384,256.99999999999613,-322.9999999999933,-87.00000000000374,-66.00000000001049,,150.0000000000061
2018.06.25,38.99999999998904,-164.00000000000858,346.00000000000364,-300.99999999999574,-134.0000000000008,-63.000000000013046,188.9999999999947,641.0000000000027,-587.9999999999939,147.99999999999258,303.9999999999932,-403.99999999999636,-28.000000000005798,-75.00000000000284,,-90.00000000004104
