date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,AUDNZD,empty,sum
2016.05.23,-25.00000000000835,0.0,-31.000000000003247,-86.0000000000083,-100.00000000000009,0.0,-169.00000000000804,0.0,-38.99999999998904,0.0,0.0,-259.0000000000092,,-709.0000000000263
2016.05.23,-30.0000000000189,7.000000000005002,-15.00000000000945,-131.00000000000333,-124.00000000000189,217.0000000000005,-192.99999999999872,153.99999999999858,-140.99999999999113,168.00000000000637,86.99999999999264,-252.99999999999213,,-254.0000000000124
2016.05.23,-42.0000000000087,23.000000000010346,-76.0000000000094,-121.00000000000443,-114.00000000000298,215.99999999999397,-206.00000000000617,185.00000000000182,-86.99999999999264,177.0000000000067,150.00000000000568,-286.00000000000847,,-181.00000000001418
2016.05.23,-35.00000000000725,67.00000000000728,-60.99999999999994,-126.0000000000039,-136.99999999999824,241.99999999998667,-229.00000000000142,173.00000000000094,-44.99999999998394,191.0000000000025,76.99999999999375,-238.99999999998923,,-121.99999999999281
2016.05.23,-34.000000000000696,34.000000000006025,-92.00000000000318,-108.00000000000809,-131.99999999999878,255.99999999998957,-231.0000000000034,191.00000000000784,-7.0000000000014495,197.00000000000273,112.000000000001,-285.00000000000193,,-99.00000000001035
2016.05.23,-106.00000000000608,-107.99999999998988,-130.0000000000079,-110.00000000001009,-60.00000000000449,278.9999999999848,-163.00000000000205,219.00000000000253,-124.00000000001299,72.00000000000273,339.0000000000004,-317.9999999999961,,-210.00000000003905
2016.05.23,-98.0000000000203,-275.99999999999625,-123.99999999999079,-140.0000000000068,-104.99999999999955,292.9999999999877,-177.00000000000495,248.99999999999923,-107.99999999999699,-48.99999999999238,316.99999999998954,-309.99999999998806,,-528.0000000000197
2016.05.23,-25.00000000000835,-318.9999999999884,-8.999999999992347,-204.99999999999963,-172.00000000000549,286.99999999999284,-226.00000000000398,216.0000000000051,-214.99999999998744,-114.99999999999488,144.99999999999514,-296.9999999999917,,-934.9999999999792
2016.05.23,28.999999999990145,-469.99999999999886,25.00000000000835,-199.00000000000472,-165.9999999999995,238.99999999998923,-203.00000000000873,221.99999999999997,-159.99999999998238,-218.9999999999941,195.9999999999962,-344.99999999999534,,-1050.9999999999995
2016.05.23,2.999999999997449,-439.9999999999977,19.999999999997797,-192.00000000000327,-180.99999999999784,239.99999999999577,-217.0000000000005,230.000000000008,-116.00000000000499,-212.99999999999386,181.9999999999933,-286.00000000000847,,-970.0000000000146
2016.05.23,45.99999999999049,-379.99999999999545,22.999999999995246,-198.00000000000927,-202.0000000000022,295.99999999998516,-245.0000000000063,235.00000000000742,-112.99999999998533,-135.99999999999568,143.00000000000423,-229.99999999999687,,-761.0000000000086
2016.05.23,75.99999999998718,-402.9999999999916,25.999999999992696,-231.0000000000034,-272.00000000000557,278.9999999999848,-282.0000000000045,224.000000000002,-157.00000000000713,-117.999999999995,4.999999999988347,-231.0000000000034,,-1084.0000000000557
2016.05.23,98.99999999998244,-346.9999999999942,-5.000000000010552,-332.00000000001006,-365.99999999999966,270.99999999999903,-370.00000000000364,204.00000000000418,-357.99999999999164,-96.9999999999942,-218.00000000000708,-198.00000000000927,,-1717.0000000000346
2016.05.23,179.99999999998016,-394.999999999996,99.00000000000463,-372.0000000000057,-424.9999999999976,208.99999999999253,-381.0000000000091,196.00000000000728,-392.9999999999989,-64.99999999999773,-259.0000000000092,-184.00000000000637,,-1790.000000000036
2016.05.23,184.99999999999073,-289.0000000000015,76.99999999999375,-414.00000000000324,-390.0000000000015,234.99999999998522,-370.00000000000364,185.00000000000182,-506.9999999999908,22.999999999996135,-251.00000000000122,-246.99999999999721,,-1763.0000000000314
2016.05.23,184.99999999999073,-296.99999999999704,89.99999999999008,-370.00000000000364,-351.0000000000013,255.00000000000523,-358.0000000000028,172.00000000000549,-402.9999999999756,7.000000000005002,-225.99999999999287,-228.99999999999034,,-1524.9999999999673
2016.05.23,170.99999999998784,-250.0,29.999999999996696,-338.00000000000495,-343.00000000000443,228.99999999999034,-382.00000000000455,146.00000000000168,-357.99999999999164,-19.000000000005457,-276.9999999999939,-197.00000000000273,,-1588.000000000031
2016.05.23,87.99999999999919,-306.99999999998795,-39.00000000001125,-328.0000000000061,-351.0000000000013,234.99999999998522,-362.00000000000676,172.00000000000549,-348.9999999999771,-120.00000000000455,-255.00000000000523,-178.99999999999582,,-1795.0000000000064
2016.05.23,89.99999999999008,-422.9999999999876,-60.99999999999994,-320.00000000000915,-446.9999999999974,209.9999999999991,-438.00000000000506,119.00000000000244,-292.00000000000335,-197.00000000000273,-425.99999999999307,-73.99999999999629,,-2259.000000000003
2016.05.23,100.99999999999554,-500.0,-39.999999999995595,-299.00000000000483,-422.00000000000017,194.0000000000053,-398.00000000000944,97.00000000000264,-212.9999999999743,-224.99999999999432,-387.000000000004,-87.99999999999919,,-2179.999999999978
2016.05.23,-152.0000000000188,-691.9999999999931,-221.00000000000452,-284.0000000000065,-443.0000000000045,200.00000000000017,-404.99999999999983,158.0000000000026,-114.99999999999844,-469.99999999999886,-425.0000000000087,-4.999999999988347,,-2854.0000000000186
2016.05.23,-66.00000000001049,-643.9999999999912,-197.00000000000273,-82.99999999999974,-323.0000000000066,178.99999999999582,-319.0000000000026,187.9999999999993,50.0000000000167,-468.9999999999941,-224.000000000002,83.00000000001084,,-1824.999999999987
2016.05.23,21.999999999988695,-628.0000000000001,-218.99999999999142,-109.00000000000354,-353.99999999999875,136.99999999998712,-474.00000000000773,-102.99999999999754,248.00000000002598,-611.9999999999948,-574.9999999999922,123.99999999999079,,-2542.999999999993
2016.05.23,336.9999999999873,-570.999999999998,-195.9999999999962,-98.0000000000092,-382.00000000000455,184.99999999999073,-508.00000000000847,-120.99999999999334,662.9999999999914,-587.9999999999939,-683.9999999999957,170.00000000000347,,-1793.0000000000264
2016.05.23,223.99999999997976,-592.9999999999893,-215.99999999999397,-60.00000000000449,-309.99999999999915,185.99999999999727,-436.00000000000307,-102.99999999999754,537.0000000000097,-617.0000000000044,-449.9999999999948,117.00000000001154,,-1720.9999999999882
2016.05.23,-78.00000000000028,-783.9999999999918,-397.0000000000029,-52.000000000007596,-282.99999999999994,80.99999999999774,-404.0000000000044,-43.999999999999595,247.00000000001944,-810.0000000000023,-407.0000000000018,123.99999999999079,,-2807.0000000000023
2016.05.23,-348.00000000001495,-766.9999999999959,-487.99999999999955,18.999999999991246,-251.00000000000122,60.99999999999994,-306.00000000000625,155.00000000000514,53.999999999998494,-823.9999999999981,-303.9999999999932,119.00000000000244,,-2880.000000000012
2016.05.23,-367.0000000000062,-664.999999999992,-503.99999999999335,20.999999999993246,-192.00000000000327,55.99999999998939,-247.00000000000833,256.0000000000007,-1.0000000000065512,-725.9999999999991,-198.00000000000927,51.000000000001044,,-2516.0000000000337
2016.05.23,-326.0000000000041,-762.0000000000005,-473.99999999999665,26.999999999999247,-202.9999999999976,66.99999999999484,-223.00000000000654,268.0000000000016,8.000000000008,-762.0000000000005,-137.9999999999937,72.0000000000054,,-2445.9999999999905
2016.05.23,-223.00000000001762,-727.9999999999944,-405.0000000000109,-12.000000000000899,-192.00000000000327,104.99999999999955,-272.00000000000557,204.99999999999963,75.00000000000284,-740.9999999999997,-134.00000000001188,8.000000000008,,-2314.000000000034
2016.05.23,-334.00000000001205,-748.9999999999952,-540.0000000000072,2.999999999997449,-212.00000000000108,106.00000000000608,-253.99999999999866,223.00000000000654,60.99999999999994,-811.9999999999976,-110.99999999999443,38.0000000000047,,-2580.999999999992
