date,GBPUSD,EURUSD,AUDUSD,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURAUD,empty,sum
2016.07.18,-34.000000000000696,-18.999999999991246,-130.99999999999224,-160.00000000000458,-74.99999999999174,-4.999999999999449,-85.00000000000173,-202.00000000001327,,-710.999999999995
2016.07.18,48.000000000003595,-32.0000000000098,-88.99999999999464,-107.99999999999699,-137.9999999999937,-31.999999999998696,124.99999999999733,1.999999999990898,,-224.000000000002
2016.07.18,182.99999999999983,-73.99999999999629,-111.99999999998988,-204.99999999999963,-278.9999999999959,78.00000000000028,399.00000000001603,14.999999999987246,,5.000000000021693
2016.07.18,374.0000000000077,-103.99999999999298,-121.99999999999989,-233.00000000000543,-264.999999999993,130.0000000000079,612.9999999999969,-28.000000000005798,,365.0000000000154
2016.07.18,472.00000000000574,-87.99999999999919,-115.99999999999389,-221.99999999999997,325.00000000000864,182.99999999999983,651.0000000000016,38.99999999998904,,1244.0000000000118
2016.07.18,28.999999999990145,-96.00000000000719,-93.99999999999409,-209.9999999999991,436.9999999999985,-64.99999999999284,296.0000000000074,86.99999999999264,,383.99999999999545
2016.07.18,401.00000000000693,-127.99999999999478,-37.99999999999359,-170.99999999999892,448.000000000004,138.00000000000477,819.0000000000142,184.99999999999073,,1654.0000000000334
2016.07.18,442.9999999999934,-109.00000000000354,-58.99999999999794,-182.99999999999983,362.00000000000676,175.99999999999838,812.999999999997,173.99999999998528,,1616.9999999999795
2016.07.18,475.99999999998755,-190.00000000000128,-17.000000000000348,-141.00000000000225,409.99999999999926,202.0000000000022,964.0000000000093,254.999999999983,,1958.9999999999775
2016.07.18,659.999999999994,-211.00000000000563,-18.999999999991246,-97.9999999999981,348.9999999999993,207.00000000000162,1148.0000000000157,389.99999999997925,,2425.9999999999945
2016.07.18,563.0000000000024,-191.99999999999218,-57.99999999999139,-160.00000000000458,324.00000000000205,177.00000000000495,937.9999999999944,258.99999999998704,,1851.000000000003
2016.07.18,388.9999999999949,-184.00000000000637,-79.99999999999119,-175.00000000000293,353.99999999999875,90.0000000000012,821.000000000005,238.99999999998923,,1453.9999999999886
2016.07.18,401.99999999999125,-164.00000000000858,-68.99999999999685,-160.00000000000458,323.0000000000066,84.0000000000063,761.0000000000117,245.99999999999068,,1422.9999999999966
2016.07.18,360.0000000000048,-164.99999999999292,-58.99999999999794,-165.9999999999995,275.99999999999847,46.00000000000159,636.9999999999986,261.9999999999845,,1190.9999999999977
2016.07.18,255.99999999998957,-158.99999999999804,-100.00000000000009,-190.99999999999673,252.0000000000078,1.0000000000065512,551.9999999999969,205.99999999999508,,817.0000000000011
2016.07.18,307.99999999999716,-164.00000000000858,-83.9999999999952,-170.00000000000347,275.000000000003,33.000000000005244,612.0000000000125,224.99999999998633,,1034.999999999997
