date,EURUSD,USDJPY,USDCAD,CHFJPY,EURJPY,empty,sum
2019.09.09,-15.00000000000945,-59.99999999998806,-82.99999999998863,-61.00000000000705,-64.99999999999773,,-283.9999999999909
2019.09.09,-12.999999999996348,-60.99999999999284,-24.999999999986144,-100.99999999999909,-70.99999999999795,,-270.9999999999724
2019.09.09,-15.999999999993797,-138.9999999999958,-52.99999999999194,-171.99999999999704,-149.0000000000009,,-528.9999999999795
2019.09.09,5.999999999994898,-109.99999999999943,-39.999999999995595,-131.00000000000023,-119.99999999999034,,-394.9999999999907
2019.09.09,9.999999999998899,-145.99999999998658,-55.99999999998939,-144.00000000000546,-147.99999999999613,,-483.9999999999787
2019.09.09,17.000000000000348,-173.99999999999238,-70.99999999999883,-159.00000000000603,-167.99999999999216,,-554.9999999999891
2019.09.09,14.000000000002899,-194.99999999999318,-79.00000000000685,-155.00000000000114,-191.99999999999307,,-606.9999999999914
2019.09.09,25.999999999992696,-224.99999999999432,-41.000000000002146,-158.00000000000125,-198.99999999999807,,-597.0000000000031
2019.09.09,35.00000000000725,-170.99999999999227,-82.00000000000429,-70.00000000000739,-143.00000000000068,,-430.9999999999974
2019.09.09,-29.999999999996696,-176.9999999999925,-89.00000000000574,-61.99999999999761,-167.0000000000016,,-524.9999999999941
2019.09.09,-12.999999999996348,-96.9999999999942,-55.99999999998939,-16.999999999995907,-122.99999999999045,,-305.9999999999663
2019.09.09,-9.999999999998899,-135.99999999999568,-55.99999999998939,-33.00000000000125,-146.99999999999136,,-381.9999999999766
2019.09.09,-14.000000000002899,-112.99999999999955,-68.00000000000139,-37.00000000000614,-141.9999999999959,,-374.0000000000059
2019.09.09,-18.0000000000069,-114.99999999999488,-69.9999999999923,-19.000000000005457,-137.99999999999102,,-359.99999999999056
2019.09.09,-38.0000000000047,-112.99999999999955,-103.99999999999298,-15.000000000000568,-170.0000000000017,,-439.9999999999995
2019.09.09,-35.999999999991594,-116.99999999999022,-93.99999999999409,-9.000000000000341,-158.99999999999181,,-414.99999999996805
2019.09.09,-29.00000000001235,-100.99999999999909,-99.00000000000463,4.0000000000048885,-137.99999999999102,,-363.00000000000216
2019.09.09,-18.0000000000069,-101.99999999998965,-83.9999999999952,7.000000000005002,-128.99999999999068,,-325.99999999997743
2019.09.09,-21.00000000000435,-125.99999999999056,-85.00000000000173,-49.99999999999716,-162.9999999999967,,-444.9999999999905
2019.09.09,-65.00000000000395,-137.99999999999102,-112.000000000001,-52.00000000000671,-216.99999999999875,,-584.0000000000014
2019.09.09,-72.0000000000054,-156.99999999999648,-109.00000000000354,-54.000000000002046,-237.99999999999955,,-630.000000000007
2019.09.09,-87.99999999999919,-194.99999999999318,-113.00000000000753,-46.00000000000648,-316.0000000000025,,-758.0000000000089
2019.09.09,-109.00000000000354,-175.99999999998772,-109.00000000000354,12.000000000000455,-310.99999999999284,,-692.9999999999872
2019.09.09,-110.99999999999443,-196.99999999998852,-160.99999999998892,1.0000000000047748,-326.9999999999982,,-794.9999999999652
2019.09.09,-112.000000000001,-197.9999999999933,-161.99999999999548,40.99999999999682,-324.99999999998863,,-755.9999999999816
2019.09.09,-163.00000000000205,-279.9999999999869,-151.9999999999966,-84.00000000000318,-478.9999999999992,,-1157.999999999988
2019.09.09,-134.99999999999625,-259.00000000000034,-160.99999999998892,-82.00000000000784,-438.0000000000024,,-1074.9999999999957
2019.09.09,-96.00000000000719,-237.99999999999955,-164.99999999999292,25.99999999999625,-360.99999999999,,-833.9999999999934
2019.09.09,-56.000000000011596,-226.99999999998965,-187.99999999998818,72.99999999999329,-302.99999999999727,,-700.9999999999934
2019.09.09,-110.00000000001009,-209.99999999999375,-201.00000000000674,19.99999999999602,-313.0000000000024,,-814.0000000000169
2019.09.09,-109.00000000000354,-186.9999999999976,-214.00000000000307,19.99999999999602,-304.9999999999926,,-795.0000000000008
2019.09.09,-334.9999999999964,-216.99999999999875,-241.99999999998667,-85.99999999999852,-539.999999999992,,-1419.9999999999725
2019.09.09,-261.0000000000001,-270.9999999999866,-241.99999999998667,28.999999999996362,-564.9999999999977,,-1309.9999999999748
2019.09.09,-300.00000000001137,-256.9999999999908,-163.9999999999864,31.999999999996476,-548.0000000000018,,-1236.9999999999939
2019.09.09,-377.0000000000051,-266.9999999999959,-262.00000000000665,-67.00000000000728,-655.0000000000011,,-1628.0000000000161
2019.09.09,-326.0000000000041,-375.0,-221.99999999998886,-126.99999999999534,-750.0,,-1799.9999999999882
2019.09.09,-357.99999999999164,-381.9999999999908,-231.0000000000034,-138.00000000000523,-756.0000000000002,,-1864.9999999999914
2019.09.09,-401.00000000000693,-349.9999999999943,-348.9999999999993,-84.00000000000318,-751.9999999999953,,-1935.999999999999
2019.09.09,-373.00000000000114,-349.9999999999943,-348.9999999999993,-58.9999999999975,-765.9999999999911,,-1896.9999999999834
2019.09.09,-424.00000000000216,-281.9999999999965,-299.99999999998914,-40.99999999999682,-711.9999999999891,,-1758.9999999999736
2019.09.09,-347.9999999999928,-302.99999999999727,-256.99999999999613,10.99999999999568,-662.9999999999967,,-1559.9999999999873
2019.09.09,-341.99999999999784,-291.9999999999874,-202.9999999999976,42.00000000000159,-650.9999999999962,,-1445.9999999999775
2019.09.09,-310.9999999999946,-313.99999999999295,-173.00000000000094,52.99999999999727,-653.9999999999964,,-1398.9999999999875
2019.09.09,-285.00000000000193,-375.0,-117.99999999999588,-1.0000000000047748,-713.9999999999986,,-1493.0000000000014
2019.09.09,-285.00000000000193,-414.99999999999204,-170.00000000000347,3.0000000000001137,-740.9999999999997,,-1607.999999999997
2019.09.09,-266.999999999995,-401.9999999999868,-157.00000000000713,6.000000000000227,-717.9999999999893,,-1537.9999999999782
2019.09.09,-239.00000000001143,-474.9999999999943,-144.99999999999514,-37.00000000000614,-754.9999999999955,,-1651.0000000000023
2019.09.09,-239.00000000001143,-457.9999999999984,-143.99999999998857,-12.000000000000455,-738.9999999999901,,-1591.999999999989
2019.09.10,-239.00000000001143,-464.9999999999892,-106.99999999999044,-45.000000000001705,-756.0000000000002,,-1611.9999999999932
2019.09.10,-249.99999999999466,-458.999999999989,-102.99999999998644,-66.0000000000025,-762.0000000000005,,-1639.9999999999732
2019.09.10,-262.999999999991,-446.9999999999885,-92.99999999998754,-43.99999999999693,-762.999999999991,,-1609.999999999955
2019.09.10,-242.99999999999324,-428.99999999998784,-85.00000000000173,-10.000000000005116,-729.9999999999898,,-1496.9999999999777
2019.09.10,-239.00000000001143,-453.9999999999935,-93.99999999999409,-22.999999999996135,-743.9999999999998,,-1553.999999999995
2019.09.10,-234.00000000000088,-570.999999999998,-70.99999999999883,-97.99999999999898,-860.99999999999,,-1834.9999999999868
2019.09.10,-214.00000000000307,-583.999999999989,-102.99999999998644,-137.00000000000045,-854.9999999999898,,-1892.9999999999688
2019.09.10,-201.00000000000674,-643.9999999999912,-55.99999999998939,-177.0000000000067,-929.000000000002,,-2006.9999999999961
2019.09.10,-212.99999999999653,-699.9999999999886,-24.999999999986144,-180.99999999999739,-1000.9999999999906,,-2119.999999999959
2019.09.10,-207.00000000000162,-687.9999999999882,-24.000000000001798,-204.9999999999983,-984.9999999999994,,-2108.9999999999895
2019.09.10,-177.00000000000495,-638.9999999999958,2.999999999997449,-161.00000000000136,-896.0000000000008,,-1870.0000000000055
2019.09.10,-212.00000000001216,-629.9999999999955,-34.000000000000696,-152.00000000000102,-908.0000000000013,,-1936.0000000000105
2019.09.10,-205.99999999999508,-638.9999999999958,-24.999999999986144,-188.0000000000024,-905.9999999999917,,-1963.9999999999714
2019.09.10,-197.00000000000273,-637.0000000000005,-18.0000000000069,-168.99999999999693,-912.9999999999967,,-1934.0000000000036
2019.09.10,-207.00000000000162,-628.9999999999907,-28.999999999990145,-164.00000000000148,-905.9999999999917,,-1934.9999999999754
2019.09.10,-212.99999999999653,-617.999999999995,-32.999999999994145,-173.00000000000182,-911.9999999999919,,-1948.9999999999795
2019.09.10,-195.00000000001182,-617.999999999995,-32.999999999994145,-165.00000000000625,-876.9999999999953,,-1888.0000000000025
2019.09.10,-211.00000000000563,-582.9999999999984,-18.0000000000069,-173.00000000000182,-866.9999999999902,,-1852.0000000000032
2019.09.10,-197.00000000000273,-583.999999999989,5.000000000010552,-156.99999999999648,-841.9999999999987,,-1774.9999999999764
2019.09.10,-272.00000000000557,-582.9999999999984,-58.000000000002494,-180.99999999999739,-933.9999999999975,,-2028.0000000000014
2019.09.10,-337.0000000000095,-594.9999999999989,-65.00000000000395,-248.00000000000466,-1022.9999999999961,,-2268.000000000013
2019.09.10,-276.9999999999939,-550.9999999999877,19.00000000001345,-228.00000000000864,-893.0000000000007,,-1929.9999999999775
2019.09.10,-208.00000000000819,-522.9999999999961,110.99999999999443,-191.0000000000025,-789.999999999992,,-1601.0000000000045
2019.09.10,-198.00000000000927,-538.9999999999873,89.00000000000574,-186.00000000000705,-792.9999999999922,,-1626.99999999999
2019.09.10,-167.00000000000603,-558.9999999999975,39.00000000001125,-263.9999999999958,-780.0000000000011,,-1730.999999999989
2019.09.10,-211.00000000000563,-522.9999999999961,36.0000000000138,-335.00000000000796,-802.9999999999973,,-1835.9999999999932
2019.09.10,-207.00000000000162,-588.9999999999986,8.999999999992347,-329.00000000000773,-826.9999999999982,,-1943.0000000000136
2019.09.10,-180.0000000000024,-586.9999999999891,4.000000000004,-314.00000000000716,-822.9999999999933,,-1899.9999999999877
2019.09.10,-158.99999999999804,-690.9999999999883,31.000000000003247,-326.9999999999982,-882.9999999999956,,-2028.9999999999768
2019.09.10,-114.99999999999844,-593.9999999999941,-48.000000000003595,-198.99999999999807,-765.9999999999911,,-1721.9999999999854
2019.09.10,-180.0000000000024,-581.9999999999936,-110.99999999999443,-250.0,-816.9999999999931,,-1939.9999999999836
2019.09.10,-170.00000000000347,-564.9999999999977,-130.99999999999224,-314.9999999999977,-792.0000000000016,,-1972.9999999999927
2019.09.10,-175.99999999999838,-571.9999999999885,-140.99999999999113,-287.9999999999967,-804.000000000002,,-1980.9999999999768
2019.09.10,-181.00000000000892,-564.9999999999977,-80.99999999999774,-254.0000000000049,-796.999999999997,,-1878.0000000000061
2019.09.10,-146.00000000000168,-506.0000000000002,-170.00000000000347,-240.99999999999966,-659.9999999999966,,-1723.0000000000016
