date,USDCAD,empty,sum
2015.09.21,-72.99999999998974,,-72.99999999998974
2015.09.21,-32.999999999994145,,-32.999999999994145
2015.09.21,-20.999999999982144,,-20.999999999982144
2015.09.21,38.0000000000047,,38.0000000000047
2015.09.21,34.000000000000696,,34.000000000000696
2015.09.21,-10.999999999983245,,-10.999999999983245
2015.09.21,51.000000000001044,,51.000000000001044
2015.09.21,11.00000000000545,,11.00000000000545
2015.09.21,70.0000000000145,,70.0000000000145
2015.09.21,19.999999999997797,,19.999999999997797
2015.09.21,31.000000000003247,,31.000000000003247
2015.09.21,24.000000000001798,,24.000000000001798
2015.09.21,19.00000000001345,,19.00000000001345
2015.09.21,93.00000000000975,,93.00000000000975
2015.09.21,86.0000000000083,,86.0000000000083
2015.09.21,55.000000000005045,,55.000000000005045
2015.09.21,48.000000000003595,,48.000000000003595
2015.09.21,68.00000000000139,,68.00000000000139
2015.09.21,121.00000000001555,,121.00000000001555
2015.09.21,247.00000000001944,,247.00000000001944
2015.09.21,257.0000000000183,,257.0000000000183
2015.09.21,124.00000000001299,,124.00000000001299
2015.09.21,-2.999999999997449,,-2.999999999997449
2015.09.21,66.00000000001049,,66.00000000001049
2015.09.21,53.999999999998494,,53.999999999998494
2015.09.21,140.0000000000068,,140.0000000000068
2015.09.21,175.99999999999838,,175.99999999999838
2015.09.21,280.9999999999979,,280.9999999999979
2015.09.21,208.00000000000819,,208.00000000000819
2015.09.21,337.0000000000095,,337.0000000000095
2015.09.21,133.00000000000534,,133.00000000000534
2015.09.21,41.000000000002146,,41.000000000002146
2015.09.21,-116.99999999998934,,-116.99999999998934
2015.09.21,-163.9999999999864,,-163.9999999999864
2015.09.21,-214.99999999998744,,-214.99999999998744
2015.09.21,-356.00000000000074,,-356.00000000000074
2015.09.21,-264.9999999999819,,-264.9999999999819
2015.09.21,-325.99999999998187,,-325.99999999998187
2015.09.21,-296.9999999999917,,-296.9999999999917
2015.09.21,-336.9999999999873,,-336.9999999999873
2015.09.21,-285.99999999998624,,-285.99999999998624
2015.09.21,-425.99999999999307,,-425.99999999999307
2015.09.21,-358.9999999999982,,-358.9999999999982
2015.09.21,-97.9999999999981,,-97.9999999999981
2015.09.21,-203.99999999998198,,-203.99999999998198
2015.09.21,-261.0000000000001,,-261.0000000000001
2015.09.21,-276.9999999999939,,-276.9999999999939
2015.09.21,-356.9999999999851,,-356.9999999999851
2015.09.22,-269.9999999999925,,-269.9999999999925
2015.09.22,-327.99999999999494,,-327.99999999999494
2015.09.22,-261.0000000000001,,-261.0000000000001
2015.09.22,-287.9999999999994,,-287.9999999999994
2015.09.22,-305.9999999999841,,-305.9999999999841
2015.09.22,-315.99999999998295,,-315.99999999998295
2015.09.22,-258.99999999998704,,-258.99999999998704
2015.09.22,-302.9999999999866,,-302.9999999999866
2015.09.22,-281.99999999998226,,-281.99999999998226
2015.09.22,-213.99999999998087,,-213.99999999998087
2015.09.22,-208.99999999999253,,-208.99999999999253
2015.09.22,-208.99999999999253,,-208.99999999999253
2015.09.22,-183.99999999998417,,-183.99999999998417
2015.09.22,-176.99999999998272,,-176.99999999998272
2015.09.22,-178.99999999999582,,-178.99999999999582
2015.09.22,-182.99999999999983,,-182.99999999999983
2015.09.22,-214.99999999998744,,-214.99999999998744
2015.09.22,-177.99999999998929,,-177.99999999998929
2015.09.22,-252.99999999999213,,-252.99999999999213
2015.09.22,-103.99999999999298,,-103.99999999999298
2015.09.22,-48.99999999998794,,-48.99999999998794
2015.09.22,-123.99999999999079,,-123.99999999999079
2015.09.22,-237.99999999998266,,-237.99999999998266
2015.09.22,-310.9999999999946,,-310.9999999999946
2015.09.22,-256.99999999999613,,-256.99999999999613
2015.09.22,-218.99999999999142,,-218.99999999999142
2015.09.22,-366.999999999984,,-366.999999999984
2015.09.22,-310.9999999999946,,-310.9999999999946
2015.09.22,-453.99999999999886,,-453.99999999999886
2015.09.22,-410.99999999998363,,-410.99999999998363
2015.09.22,-590.999999999986,,-590.999999999986
2015.09.22,-577.9999999999897,,-577.9999999999897
2015.09.22,-451.0000000000014,,-451.0000000000014
2015.09.22,-505.99999999998425,,-505.99999999998425
2015.09.22,-680.9999999999983,,-680.9999999999983
2015.09.22,-702.9999999999869,,-702.9999999999869
2015.09.22,-570.9999999999882,,-570.9999999999882
2015.09.22,-593.9999999999834,,-593.9999999999834
2015.09.22,-574.9999999999922,,-574.9999999999922
2015.09.22,-573.0000000000013,,-573.0000000000013
2015.09.22,-626.9999999999998,,-626.9999999999998
2015.09.22,-532.9999999999835,,-532.9999999999835
2015.09.22,-395.99999999999636,,-395.99999999999636
2015.09.22,-439.99999999999596,,-439.99999999999596
2015.09.22,-344.99999999999534,,-344.99999999999534
2015.09.22,-400.9999999999847,,-400.9999999999847
2015.09.22,-478.0000000000006,,-478.0000000000006
2015.09.22,-531.9999999999991,,-531.9999999999991
2015.09.23,-474.999999999981,,-474.999999999981
2015.09.23,-531.9999999999991,,-531.9999999999991
