date,EURUSD,EURCHF,NZDCHF,EURNZD,NZDCAD,empty,sum
2017.11.27,-49.00000000001015,-168.99999999999693,-60.99999999999994,-367.99999999999056,-82.00000000000429,,-729.0000000000019
2017.11.27,-90.00000000001229,-180.0000000000024,-85.99999999999719,-476.9999999999941,-51.000000000001044,,-884.0000000000069
2017.11.27,-93.00000000000975,-202.9999999999976,-29.999999999996696,-489.99999999999045,-11.00000000000545,,-827.0
2017.11.27,-28.000000000005798,-194.0000000000053,17.000000000000348,-395.99999999999636,-0.999999999995449,,-602.0000000000025
2017.11.27,-38.0000000000047,-201.00000000000674,17.000000000000348,-398.00000000000944,4.000000000004,,-616.0000000000165
2017.11.27,21.999999999988695,-121.99999999999989,-10.999999999994348,-322.00000000000006,-21.999999999999797,,-455.00000000000534
2017.11.27,58.000000000002494,-140.0000000000068,-109.99999999999899,-594.0000000000057,-134.0000000000008,,-920.0000000000098
2017.11.27,49.99999999999449,-110.00000000001009,-148.0000000000037,-666.000000000011,-161.99999999999548,,-1036.000000000026
2017.11.27,25.999999999992696,-124.00000000001299,-166.99999999999494,-770.000000000004,-183.99999999999528,,-1219.0000000000143
2017.11.27,60.99999999999994,-119.00000000000244,-124.99999999999733,-645.0000000000067,-139.99999999999568,,-968.0000000000023
2017.11.27,-25.00000000000835,-219.99999999999798,-114.99999999999844,-733.0000000000059,-146.00000000000168,,-1239.0000000000123
2017.11.27,-7.0000000000014495,-225.99999999999287,-56.99999999999594,-638.0000000000052,-116.00000000000499,,-1044.0000000000005
2017.11.27,-12.000000000012001,-229.00000000001253,-36.999999999998145,-575.9999999999987,-114.00000000000298,,-968.0000000000243
2017.11.27,18.999999999991246,-219.99999999999798,-102.00000000000209,-653.999999999999,-144.99999999999514,,-1102.000000000003
2017.11.27,19.999999999997797,-171.00000000001003,-92.99999999999864,-642.9999999999936,-148.99999999999915,,-1036.0000000000036
2017.11.27,-18.0000000000069,-181.9999999999933,-95.99999999999609,-635.0000000000077,-133.00000000000534,,-1064.0000000000095
2017.11.27,-69.00000000000794,-175.99999999999838,-90.0000000000012,-658.0000000000031,-124.99999999999733,,-1118.000000000008
2017.11.27,-52.000000000007596,-164.99999999999292,-68.99999999999685,-591.0000000000082,-114.99999999999844,,-992.000000000004
2017.11.27,31.000000000003247,-185.99999999999727,-68.99999999999685,-607.0000000000019,-131.00000000000333,,-961.9999999999961
2017.11.27,-55.000000000005045,-147.00000000000824,-26.000000000003798,-415.0000000000098,-65.00000000000395,,-708.0000000000308
2017.11.27,-302.0000000000023,-171.99999999999437,-41.9999999999976,-514.9999999999987,-21.00000000000435,,-1051.9999999999973
2017.11.27,-262.00000000000665,-251.00000000000122,-36.0000000000027,-520.0000000000093,-19.00000000000235,,-1088.0000000000223
2017.11.27,-139.00000000000023,-231.0000000000034,119.00000000000244,-201.99999999999108,65.00000000000395,,-387.9999999999883
2017.11.27,-60.99999999999994,-255.00000000000523,136.99999999999824,-39.999999999995595,53.00000000000304,,-165.9999999999995
2017.11.27,-62.000000000006494,-273.0000000000121,202.0000000000022,-1.999999999990898,87.00000000000374,,-48.00000000000357
2017.11.27,-130.0000000000079,-422.00000000001125,268.99999999999704,53.999999999998494,124.00000000000189,,-105.00000000002167
2017.11.27,-133.00000000000534,-418.0000000000073,343.00000000000443,113.99999999999189,134.0000000000008,,39.999999999984496
2017.11.27,-137.00000000000932,-391.000000000008,338.00000000000495,232.00000000000998,171.99999999999437,,213.999999999992
2017.11.27,-114.99999999999844,-334.9999999999964,307.0000000000017,190.00000000000128,171.99999999999437,,219.00000000000247
2017.11.27,-218.00000000000708,-402.0000000000135,334.00000000000097,161.99999999999548,200.00000000000017,,75.99999999997604
2017.11.27,-258.0000000000027,-445.0000000000065,322.00000000000006,89.99999999999008,200.00000000000017,,-91.00000000001882
2017.11.27,-346.0000000000019,-439.0000000000116,378.999999999996,225.99999999999287,304.9999999999997,,124.99999999997519
2017.11.27,-323.0000000000066,-485.0000000000021,383.0,293.99999999999426,339.0000000000004,,207.99999999998602
2017.11.27,-300.99999999999574,-371.00000000001023,353.0000000000033,283.99999999999534,383.99999999999545,,348.9999999999882
2017.11.27,-124.99999999999733,-347.0000000000084,410.9999999999947,445.0000000000065,524.0000000000023,,907.9999999999977
2017.11.27,-59.000000000009045,-351.0000000000124,470.00000000000375,615.9999999999943,622.9999999999958,,1298.9999999999723
2017.11.27,7.0000000000014495,-214.00000000000307,407.99999999999727,753.0000000000036,636.9999999999986,,1590.999999999998
2017.11.27,1.999999999990898,-78.00000000000028,383.99999999999545,741.9999999999982,663.999999999998,,1713.9999999999823
2017.11.27,62.000000000006494,-99.00000000000463,383.0,740.9999999999917,668.9999999999974,,1755.999999999991
2017.11.27,146.00000000000168,-100.99999999999554,410.9999999999947,784.9999999999912,719.9999999999984,,1960.9999999999905
2017.11.27,204.99999999998852,-109.00000000000354,429.99999999999704,801.9999999999916,756.0000000000011,,2083.9999999999745
2017.11.27,218.99999999999142,-86.99999999999264,417.99999999999613,797.0000000000033,741.9999999999982,,2088.9999999999964
2017.11.27,238.99999999998923,-78.00000000000028,410.9999999999947,798.0000000000098,721.000000000005,,2090.999999999998
2017.11.27,241.00000000000233,-56.000000000011596,404.99999999999983,825.0000000000091,739.9999999999962,,2154.999999999996
2017.11.27,248.99999999998812,-79.00000000000685,419.00000000000273,897.9999999999987,780.000000000003,,2266.9999999999854
2017.11.27,265.99999999998846,-80.99999999999774,458.9999999999983,910.9999999999951,780.000000000003,,2334.9999999999873
2017.11.27,253.99999999999866,-100.99999999999554,475.99999999999864,937.9999999999944,780.000000000003,,2346.999999999999
2017.11.27,279.99999999999136,-73.99999999999629,451.0000000000014,978.9999999999966,832.9999999999949,,2468.999999999988
2017.11.28,259.0000000000092,-75.00000000000284,282.0000000000045,987.9999999999889,819.0000000000031,,2273.0000000000027
2017.11.28,249.99999999999466,-76.0000000000094,395.0000000000009,1005.9999999999958,827.0,,2401.999999999982
2017.11.28,212.99999999999653,-66.99999999999484,526.0000000000042,1080.9999999999986,900.0000000000008,,2653.0000000000055
2017.11.28,215.99999999999397,-87.99999999999919,507.0000000000019,1045.000000000007,856.9999999999967,,2537.0000000000005
2017.11.28,184.00000000000637,-86.99999999999264,517.9999999999962,1120.9999999999943,922.0000000000006,,2658.000000000005
2017.11.28,178.99999999999582,-29.999999999996696,478.0000000000006,1052.9999999999927,893.9999999999948,,2573.9999999999873
2017.11.28,191.99999999999218,-49.00000000001015,478.0000000000006,1042.0000000000095,875.999999999999,,2538.9999999999914
2017.11.28,215.00000000000963,-49.00000000001015,514.9999999999987,1082.0000000000052,895.0000000000014,,2658.0000000000045
2017.11.28,228.99999999999034,-82.00000000000429,583.9999999999957,1238.0000000000057,975.9999999999991,,2944.9999999999864
2017.11.28,231.0000000000034,-80.99999999999774,575.9999999999987,1195.999999999997,956.9999999999967,,2878.999999999998
