date,EURUSD,EURCHF,NZDCHF,EURNZD,NZDCAD,empty,sum
2017.11.27,-12.000000000012001,-76.0000000000094,9.999999999998899,-231.0000000000034,24.000000000001798,,-285.0000000000241
2017.11.27,-85.00000000000173,-178.99999999999582,-17.999999999995797,-475.0000000000032,2.999999999997449,,-753.9999999999991
2017.11.27,11.999999999989797,-178.99999999999582,46.999999999997044,-316.0000000000052,2.000000000002,,-434.00000000001216
2017.11.27,-7.0000000000014495,-194.0000000000053,27.999999999994696,-378.999999999996,19.00000000000235,,-533.0000000000057
2017.11.27,52.99999999999194,-110.99999999999443,31.999999999998696,-261.0000000000001,12.000000000000899,,-275.000000000003
2017.11.27,109.99999999998789,-76.99999999999375,-2.000000000002,-286.00000000000847,-4.999999999999449,,-260.00000000001575
2017.11.27,62.000000000006494,-99.00000000000463,-104.00000000000409,-585.9999999999976,-116.00000000000499,,-843.0000000000048
2017.11.27,59.000000000009045,-97.9999999999981,-114.00000000000298,-622.0000000000115,-124.99999999999733,,-900.0000000000009
2017.11.27,65.00000000000395,-107.00000000001265,-102.99999999999754,-607.0000000000019,-112.99999999999643,,-865.0000000000047
2017.11.27,89.00000000000574,-107.00000000001265,-114.99999999999844,-619.9999999999983,-131.99999999999878,,-885.0000000000024
2017.11.27,-5.999999999994898,-214.00000000000307,-55.000000000005045,-638.0000000000052,-104.99999999999955,,-1018.0000000000077
2017.11.27,18.0000000000069,-209.9999999999991,-17.999999999995797,-529.0000000000017,-73.99999999999629,,-812.9999999999859
2017.11.27,22.999999999995246,-215.00000000000963,-19.999999999997797,-544.0000000000111,-82.99999999999974,,-839.0000000000231
2017.11.27,28.000000000005798,-161.00000000001114,-80.00000000000229,-615.00000000001,-129.9999999999968,,-958.0000000000144
2017.11.27,26.999999999999247,-150.00000000000568,-73.00000000000084,-591.0000000000082,-97.9999999999981,,-885.0000000000135
2017.11.27,-18.0000000000069,-156.00000000000057,-75.9999999999983,-605.0000000000111,-105.99999999999498,,-961.0000000000119
2017.11.27,8.999999999992347,-143.00000000000423,-51.000000000001044,-514.9999999999987,-80.99999999999774,,-781.0000000000094
2017.11.27,38.99999999998904,-164.99999999999292,-65.00000000000395,-580.0000000000027,-112.99999999999643,,-884.000000000007
2017.11.27,52.000000000007596,-97.9999999999981,-21.999999999999797,-375.9999999999986,-43.999999999999595,,-487.99999999998846
2017.11.27,-8.999999999992347,-127.00000000001043,4.999999999999449,-350.9999999999902,12.999999999996348,,-468.99999999999716
2017.11.27,-251.00000000000122,-146.00000000000168,-26.999999999999247,-466.00000000001086,-2.999999999997449,,-893.0000000000105
2017.11.27,-119.00000000000244,-218.00000000000708,138.00000000000477,-150.99999999999002,78.00000000000028,,-271.9999999999945
2017.11.27,15.999999999993797,-130.0000000000079,170.00000000000347,65.99999999998829,78.99999999999574,,200.9999999999734
2017.11.27,-38.0000000000047,-246.99999999999721,219.99999999999798,18.999999999991246,102.99999999999754,,56.99999999998484
2017.11.27,-60.99999999999994,-222.00000000001108,272.00000000000557,188.9999999999947,183.99999999999528,,361.99999999998454
2017.11.27,-121.99999999999989,-384.00000000000654,361.0000000000002,177.99999999998929,158.99999999999804,,191.99999999998113
2017.11.27,-113.99999999999189,-330.9999999999924,397.99999999999835,350.9999999999902,243.00000000000432,,547.0000000000086
2017.11.27,-106.00000000000608,-293.0000000000099,339.0000000000004,259.0000000000092,185.99999999999727,,384.9999999999909
2017.11.27,-42.999999999993044,-307.99999999999716,373.99999999999653,326.0000000000041,231.0000000000034,,580.0000000000139
2017.11.27,-164.99999999999292,-354.9999999999942,349.99999999999477,200.00000000000017,229.99999999999687,,260.00000000000466
2017.11.27,-202.9999999999976,-419.0000000000138,409.99999999999926,255.00000000000523,316.0000000000052,,358.9999999999983
2017.11.27,-323.99999999999096,-429.00000000001273,465.9999999999998,377.9999999999894,407.0000000000018,,497.9999999999874
2017.11.27,-232.00000000000998,-333.0000000000055,383.0,309.99999999998806,387.99999999999943,,515.999999999972
2017.11.27,-126.0000000000039,-303.9999999999932,409.99999999999926,442.00000000000904,526.0000000000042,,948.0000000000155
2017.11.27,-35.999999999991594,-289.0000000000059,487.0000000000041,642.0000000000092,646.0000000000022,,1450.000000000018
2017.11.27,69.9999999999923,-188.9999999999947,563.9999999999978,987.9999999999889,685.9999999999977,,2118.999999999982
2017.11.27,35.00000000000725,-38.0000000000047,409.99999999999926,819.9999999999985,695.0000000000011,,1922.0000000000016
2017.11.27,160.00000000000458,-39.00000000001125,392.9999999999989,770.000000000004,676.9999999999943,,1960.9999999999907
2017.11.27,146.00000000000168,-80.00000000001339,429.99999999999704,809.9999999999997,734.0000000000014,,2039.9999999999864
2017.11.27,242.00000000000887,-56.99999999999594,461.99999999999574,920.0000000000097,849.9999999999952,,2417.0000000000136
2017.11.27,232.99999999999432,-76.99999999999375,436.00000000000307,828.9999999999909,761.999999999996,,2182.9999999999905
2017.11.27,248.99999999998812,-78.00000000000028,431.99999999999903,818.9999999999919,756.9999999999966,,2178.9999999999754
2017.11.27,253.99999999999866,-49.99999999999449,419.9999999999982,829.9999999999974,766.0,,2220.0
2017.11.27,269.9999999999925,-5.000000000010552,433.0000000000056,926.0000000000045,805.0000000000001,,2428.9999999999923
2017.11.27,278.00000000000045,-79.00000000000685,499.000000000005,988.9999999999955,839.9999999999964,,2526.9999999999905
2017.11.27,269.9999999999925,-66.99999999999484,478.9999999999961,953.0000000000039,826.0000000000045,,2461.0000000000023
2017.11.27,292.00000000000335,-69.9999999999923,490.00000000000153,985.999999999998,837.9999999999943,,2536.0000000000045
2017.11.27,286.99999999999284,17.000000000000348,461.99999999999574,1075.9999999999882,878.000000000001,,2719.999999999978
2017.11.28,278.00000000000045,41.99999999998649,446.9999999999974,1021.9999999999895,851.0000000000017,,2639.9999999999754
2017.11.28,270.99999999999903,-35.00000000000725,568.9999999999973,1225.0000000000093,948.9999999999999,,2978.999999999998
2017.11.28,252.99999999999213,-43.999999999999595,549.9999999999949,1160.0000000000055,919.9999999999986,,2838.9999999999914
2017.11.28,225.00000000000853,-79.00000000000685,565.0000000000044,1163.000000000003,931.0000000000041,,2805.000000000013
2017.11.28,187.99999999998818,-26.999999999999247,536.0000000000032,1153.9999999999884,937.9999999999944,,2788.999999999975
2017.11.28,197.00000000000273,-4.000000000004,494.00000000000557,1088.0,912.9999999999972,,2688.0000000000014
2017.11.28,231.99999999998778,-29.999999999996696,521.0000000000048,1103.9999999999939,897.0000000000033,,2723.999999999993
2017.11.28,272.00000000000557,-42.999999999993044,624.0000000000023,1356.0000000000016,1012.9999999999973,,3222.0000000000136
2017.11.28,248.00000000000378,-56.000000000011596,646.9999999999976,1394.9999999999907,1041.9999999999984,,3275.999999999979
2017.11.28,256.99999999999613,-70.99999999999883,578.9999999999961,1201.0000000000077,961.0000000000008,,2927.000000000002
2017.11.28,242.00000000000887,-69.9999999999923,629.9999999999973,1323.0000000000075,1027.0000000000002,,3152.000000000022
2017.11.28,225.00000000000853,-80.00000000001339,646.0000000000022,1350.0000000000068,1051.0000000000018,,3192.000000000006
2017.11.28,209.9999999999991,-80.99999999999774,648.0000000000041,1349.0000000000002,1053.9999999999993,,3180.0000000000045
2017.11.28,221.00000000000452,-93.99999999999409,731.9999999999993,1556.0000000000018,1122.0000000000007,,3537.0000000000127
2017.11.28,191.99999999999218,-130.0000000000079,744.9999999999957,1523.999999999992,1124.0000000000027,,3454.9999999999745
2017.11.28,246.99999999999721,-90.00000000001229,807.0000000000022,1743.99999999999,1224.9999999999984,,3932.9999999999754
2017.11.28,174.99999999999181,-131.99999999999878,800.9999999999961,1666.9999999999964,1205.0000000000005,,3715.999999999986
2017.11.28,187.00000000000384,-160.00000000000458,790.9999999999973,1608.0000000000093,1224.9999999999984,,3651.0000000000045
